sequence,reference_date,slot_15min,normalized_shape_factor,AIDC01_IT_equivalent_MW,AIDC02_IT_equivalent_MW,AIDC03_IT_equivalent_MW,AIDC04_IT_equivalent_MW,AIDC05_IT_equivalent_MW,AIDC06_IT_equivalent_MW,AIDC07_IT_equivalent_MW,AIDC08_IT_equivalent_MW,AIDC09_IT_equivalent_MW,AIDC10_IT_equivalent_MW,AIDC11_IT_equivalent_MW,AIDC12_IT_equivalent_MW,aggregate_IT_equivalent_MW,aggregate_PCC_equivalent_MW
15,2025-04-02,15,0.9418711375557324,5.199128679307643,0.8665214465512737,12.131300251717834,0.8165298246348541,18.19695037757675,5.849019764221097,3.8993465094807327,6.498910849134553,1.0164963123005326,14.730864591371654,3.041490277394971,15.59738603792293,87.84394492161483,114.1971283980993
16,2025-04-02,16,0.9517259090145852,5.2535270177605105,0.8755878362934183,12.258229708107859,0.8250731534303365,18.387344562161786,5.9102178949805735,3.940145263320383,6.566908772200638,1.0271318848826638,14.884993216988113,3.0733133053898984,15.760581053281532,88.76305366879772,115.39196976943704
17,2025-04-02,17,0.9535947953134021,5.26384327012998,0.8773072116883298,12.282300963636619,0.8266933340909263,18.42345144545493,5.921823678896226,3.947882452597485,6.579804087662475,1.0291488444805408,14.91422259870161,3.079348313026038,15.79152981038994,88.93735601075511,115.61856281398164
18,2025-04-02,18,0.9570234470999045,5.282769427991473,0.880461571331912,12.32646199864677,0.8296657114473788,18.489692997970156,5.943115606490406,3.962077070993605,6.603461784989341,1.0328491509855122,14.967846712642507,3.0904201153750117,15.84830828397442,89.2571304328385,116.03426956269006
19,2025-04-02,19,0.9691046281752,5.349457547527105,0.891576257921184,12.482067610896577,0.8401391661180387,18.723101416344864,6.0181397409679915,4.012093160645329,6.686821934408881,1.0458875333306197,15.15679638466013,3.129432665303356,16.048372642581317,90.3838860607054,117.49905187891702
20,2025-04-02,20,0.9899918949627324,5.464755260194283,0.9107925433657138,12.751095607119995,0.8582468197099996,19.12664341067999,6.1478496677185674,4.098566445145713,6.830944075242854,1.0684297143328565,15.483473237217137,3.1968818272136557,16.394265780582852,92.33194438852362,120.03152770508072
21,2025-04-02,21,1.00391004627361,5.541583455430327,0.923597242571721,12.930361396004097,0.8703127862695065,19.395542094006142,6.2342813873591165,4.1561875915727455,6.926979319287908,1.083450611478365,15.70115312371926,3.2418263214267413,16.624750366290982,93.63002569541692,121.71903340404201
22,2025-04-02,22,0.9939833051489859,5.486787844422403,0.914464640737067,12.802504970318939,0.8617070653099286,19.203757455478407,6.172636324975201,4.115090883316802,6.858484805528003,1.0727373670184825,15.54589889253014,3.2097708889871055,16.46036353326721,92.7042046718897,120.51546607345661
23,2025-04-02,23,0.965400145511073,5.329008803221123,0.8881681338701871,12.434353874182621,0.8369276646084456,18.65153081127393,5.995134903623763,3.996756602415843,6.661261004026404,1.041889541655412,15.098858275793182,3.117470149884357,15.987026409663372,90.03838617421864,117.04990202648425
24,2025-04-02,24,0.9428751196773543,5.204670660618996,0.8674451101031658,12.144231541444324,0.8174001999049063,18.216347312166484,5.8552544931963695,3.903502995464247,6.505838325773745,1.0175798406979446,14.74656687175382,3.0447323364621126,15.614011981856988,87.9375816694431,114.31885617027605
25,2025-04-02,25,0.9478189390088765,5.231960543328999,0.8719934238881663,12.20790793443433,0.8216861109715413,18.311861901651493,5.885955611245122,3.923970407496749,6.539950679161248,1.0229153626380414,14.823888206098829,3.060696917847464,15.695881629986996,88.39866872874899,114.9182693473737
26,2025-04-02,26,0.980091151690942,5.410103157334,0.9016838595556665,12.623574033779333,0.8496636368889935,18.935361050668998,6.0863660520007485,4.0575773680005005,6.7626289466675,1.0577445275556858,15.328625612446332,3.1649103470403896,16.230309472002002,91.40854806394016,118.83111248312221
27,2025-04-02,27,1.0135588428740376,5.594844812664689,0.9324741354441145,13.054637896217606,0.8786775507069542,19.581956844326406,6.294200414247773,4.196133609498516,6.99355601583086,1.093863889655596,15.85206030254995,3.2729842154088424,16.784534437994065,94.52992412454537,122.88890136190899
28,2025-04-02,28,1.0195648752902355,5.627998111602101,0.9379996852670166,13.131995593738235,0.8838843188093042,19.69799339060735,6.331497875552362,4.220998583701576,7.034997639502626,1.100345784640154,15.945994649539285,3.2923788952872286,16.883994334806303,95.09007886305355,123.61710252196961
29,2025-04-02,29,0.9973875443175837,5.505579244633062,0.9175965407721769,12.846351570810478,0.8646582788045514,19.26952735621572,6.193776650212194,4.129184433474797,6.881974055791328,1.0764113266750537,15.599141193127009,3.2207638581103413,16.516737733899188,93.0217022425259,120.92821291528368
30,2025-04-02,30,0.9666553345277574,5.3359374465932214,0.8893229077655368,12.450520708717516,0.8380158169329097,18.675781063076276,6.002929627417373,4.001953084944916,6.669921808241527,1.0432441802634183,15.118489432014126,3.1215234062570345,16.007812339779665,90.15545182200353,117.2020873686046
31,2025-04-02,31,0.9519609465133735,5.2548244247538225,0.8758040707923035,12.261256991092251,0.8252769128619784,18.391885486638376,5.911677477848048,3.941118318565367,6.568530530942278,1.0273855445832791,14.888669203469162,3.074072288480986,15.764473274261467,88.78497452428932,115.42046688157613
32,2025-04-02,32,0.9713155024893396,5.361661573741155,0.8936102622901924,12.510543672062695,0.8420558240811429,18.765815508094043,6.031869270458798,4.021246180305867,6.702076967176444,1.048273576917341,15.191374458933272,3.1365720206385754,16.084984721223467,90.590084035923,117.7671092466999
33,2025-04-02,33,1.0162440194788969,5.609666987523511,0.9349444979205851,13.089222970888192,0.8810053922713206,19.633834456332288,6.310875360963949,4.207250240642634,7.0120837344043885,1.0967618148683786,15.894056464649948,3.281655187701254,16.829000962570536,94.780358070737,123.2144654919581
34,2025-04-02,34,1.0528105279009599,5.811514114013299,0.968585685668883,13.560199599364363,0.9127057422649091,20.340299399046543,6.53795337826496,4.358635585509974,7.264392642516623,1.1362255158808052,16.465956656371013,3.3997357566977797,17.434542342039897,98.19074641763906,127.64797034293079
35,2025-04-02,35,1.0561842248765945,5.830136921318802,0.9716894868864668,13.603652816410538,0.9156304780276323,20.405479224615807,6.558904036483651,4.372602690989102,7.287671151648502,1.1398665134629709,16.51872127706994,3.410630098971499,17.490410763956408,98.50539545984132,128.0570140977937
36,2025-04-02,36,1.0319327725230008,5.696268904326964,0.9493781507211606,13.291294110096251,0.8946063343334014,19.936941165144376,6.408302517367834,4.2722016782452235,7.120336130408705,1.1136935998844384,16.13942856225973,3.332317309031274,17.088806712980894,96.24357517480026,125.11664772724035
37,2025-04-02,37,1.0054840788756556,5.55027211539362,0.925045352565603,12.950634935918446,0.8716773514560491,19.425952403877666,6.24405612981782,4.162704086545215,6.937840144242024,1.0851493558942653,15.725770993615255,3.2469091875052674,16.65081634618086,93.77682840301209,121.90987692391573
38,2025-04-02,38,0.996756092404248,5.50209363007145,0.917015605011908,12.838218470166716,0.8641108585689135,19.257327705250074,6.189855333830379,4.126570222553587,6.877617037589312,1.0757298443408922,15.589265285202439,3.2187247735917976,16.50628089021435,92.96280965639183,120.85165255330938
39,2025-04-02,39,1.0014385593371629,5.52794084754114,0.9213234745901897,12.898528644262658,0.8681701972099866,19.347792966393985,6.21893345348378,4.145955635655855,6.909926059426424,1.0807833067307997,15.662499068033227,3.2338453958115663,16.58382254262342,93.39952159176303,121.41937806929195
40,2025-04-02,40,1.000447364777301,5.522469453570701,0.9204115755951168,12.885762058331636,0.8673109077723216,19.328643087497454,6.212778135267038,4.141852090178026,6.903086816963376,1.0797135790635024,15.646996785116986,3.23064463033886,16.567408360712104,93.30707748040713,121.29920072452927
41,2025-04-02,41,0.9830477205156251,5.426423417246251,0.904403902874375,12.66165464024125,0.8522267546316227,18.992481960361875,6.104726344402031,4.069817562934689,6.7830292715578135,1.0609353476026322,15.374866348864376,3.1744576990890563,16.279270251738755,91.68429350154473,119.18958155200816
42,2025-04-02,42,0.9558014423343979,5.276023961685877,0.879337326947646,12.310722577267045,0.8286063273160511,18.46608386590057,5.93552695689661,3.957017971264408,6.595029952107346,1.0315303258424309,14.948734558109983,3.0864740175862377,15.828071885057632,89.14315972598185,115.8861076437764
43,2025-04-02,43,0.9332292821821271,5.151425637645342,0.8585709396075568,12.019993154505798,0.809038000784044,18.029989731758697,5.795353842351008,3.863569228234007,6.439282047056677,1.0071697560780957,14.595705973328467,3.0135839980225247,15.454276912936027,87.03795922230825,113.14934698900073
44,2025-04-02,44,0.9268114057314069,5.115998959637366,0.8526664932728942,11.937330905820522,0.8034741955840735,17.905996358730782,5.755498829592035,3.8369992197280247,6.394998699546708,1.0002433863393567,14.495330385639203,2.992859391387859,15.347996878912099,86.43939370419093,112.37121181544822
45,2025-04-02,45,0.9361107108711815,5.167331124008922,0.8612218540014869,12.057105956020818,0.8115359778090935,18.085658934031226,5.813247514510036,3.875498343006692,6.4591639050111525,1.0102794825786674,14.640771518025279,3.0228887075452193,15.501993372026767,87.30669668857537,113.49870569514798
46,2025-04-02,46,0.9445972132217568,5.214176616984098,0.8690294361640162,12.166412106296228,0.8188931225391691,18.249618159444342,5.865948694107109,3.9106324627380737,6.517720771230122,1.0194383770385576,14.773500414788277,3.050293320935697,15.642529850952295,88.09819333321799,114.5276513331834
47,2025-04-02,47,0.941185259243172,5.19534263102231,0.8658904385037182,12.122466139052056,0.8159352208977345,18.183699208578084,5.8447604599000975,3.8965069732667326,6.494178288777887,1.0157560913216694,14.72013745456321,3.039275439148051,15.58602789306693,87.77997623809848,114.11396910952804
48,2025-04-02,48,0.9285756665249177,5.125737679217546,0.8542896132029243,11.960054584840941,0.8050036739796786,17.94008187726141,5.766454889119738,3.84430325941316,6.407172099021933,1.0021474308726612,14.522923424449713,2.9985565423422647,15.37721303765264,86.60393811137462,112.585119544787
49,2025-04-02,49,0.9202362739757419,5.079704232346096,0.8466173720576825,11.852643208807557,0.7977740621312778,17.778964813211335,5.714667261389357,3.809778174259572,6.34963029043262,0.9931473018368968,14.392495324980604,2.971626975922466,15.239112697038289,85.82616171441376,111.57401022873789
50,2025-04-02,50,0.9352298486623691,5.162468764616278,0.8604114607693796,12.045760450771315,0.8107723380326846,18.06864067615697,5.807777360193311,3.8718515734622088,6.453085955770347,1.0093288289794646,14.626994833079454,3.0200442273005224,15.487406293848835,87.22454276298078,113.39190559187502
51,2025-04-02,51,0.9794120370474115,5.406354444501712,0.9010590740836185,12.614827037170661,0.8490748967326406,18.92224055575599,6.082148750064425,4.054765833376284,6.75794305562714,1.0570116061365527,15.318004259421517,3.1627173500335015,16.219063333505137,91.34521019640918,118.74877325533195
52,2025-04-02,52,1.0341888788737774,5.708722611383251,0.9514537685638752,13.320352759894254,0.8965622049928824,19.98052913984138,6.422312937806157,4.2815419585374395,7.135903264229064,1.1161284592768537,16.174714065585878,3.339602727659202,17.126167834149758,96.45399173192,125.39018925149601
53,2025-04-02,53,1.0691692012260066,5.901813990767557,0.983635665127926,13.770899311790965,0.926887453678238,20.656348967686448,6.6395407396134996,4.426360493075668,7.377267488459446,1.1538802994769901,16.72180630717474,3.4525611845990203,17.705441972302673,99.71644387375318,129.63137703587913
54,2025-04-02,54,1.0701836458981588,5.907413725357837,0.9845689542263061,13.783965359168286,0.9277668991747885,20.67594803875243,6.645840441027565,4.430560294018378,7.384267156697296,1.154975119380859,16.737672221847205,3.455837029334335,17.722241176073513,99.8110564150588,129.75437333957646
55,2025-04-02,55,1.0479182815457904,5.784508914132763,0.9640848190221271,13.49718746630978,0.9084645410016198,20.24578119946467,6.507572528399357,4.338381685599573,7.230636142665954,1.130945653083649,16.38944192337616,3.3839377147676664,17.35352674239829,97.73446933022161,127.05481012928811
56,2025-04-02,56,1.031857632387372,5.695854130778295,0.9493090217963822,13.290326305149353,0.8945411936158217,19.935489457724028,6.4078358971255795,4.271890598083721,7.119817663472867,1.1136125063380637,16.1382533705385,3.332074666505302,17.087562392334885,96.2365672034628,125.10753736450165
57,2025-04-02,57,1.0464990735551314,5.776674886024326,0.9627791476707208,13.478908067390092,0.9072341968435639,20.218362101085138,6.498759246777365,4.332506164518245,7.220843607530407,1.1294140001521917,16.367245510402256,3.3793548083242304,17.33002465807298,97.60210639479152,126.88273831322898
58,2025-04-02,58,1.085735434644408,5.993259599237132,0.9988765998728552,13.984272398219975,0.9412491037263444,20.97640859732996,6.742417049141772,4.494944699427849,7.491574499046415,1.1717590883123878,16.98090219783854,3.506056865553722,17.979778797711397,101.26149949541836,131.63994934404388
59,2025-04-02,59,1.1159137633500849,6.159843973692469,1.026640662282078,14.372969271949094,0.9674113933042658,21.55945390792364,6.929824470404026,4.6198829802693515,7.699804967115586,1.2043284692155147,17.45289125879533,3.6035087246100943,18.479531921077406,104.07609200063887,135.29891960083052
60,2025-04-02,60,1.1108680662538,6.131991725720976,1.021998620953496,14.307980693348945,0.9630371620523327,21.461971040023414,6.898490691436097,4.598993794290733,7.66498965715122,1.1988829976569857,17.37397655620943,3.587215159546771,18.39597517716293,103.60550327555335,134.68715425821935
61,2025-04-02,61,1.0810162959434715,5.967209953607963,0.9945349922679937,13.923489891751913,0.9371579734833018,20.88523483762787,6.713111197808957,4.475407465205973,7.4590124420099535,1.1666660486220697,16.907094868555895,3.490817822860658,17.901629860823892,100.82136735462645,131.0677775610144
62,2025-04-02,62,1.0495796077512525,5.793679434786914,0.9656132391311522,13.518585347836133,0.9099047830274319,20.277878021754198,6.517889364135277,4.345259576090186,7.242099293483642,1.1327386074423131,16.415425065229588,3.3893024693503446,17.381038304360743,97.88941350662793,127.25623755861632
63,2025-04-02,63,1.0291555466099378,5.6809386172868575,0.9468231028811427,13.255523440335999,0.8921986930995384,19.883285160504,6.391055944447713,4.260703962965143,7.101173271608571,1.110696332225956,16.095992748979427,3.3233490911128114,17.04281585186057,95.98455621730774,124.77992308250006
64,2025-04-02,64,1.0230253374576443,5.647099862766197,0.9411833104610328,13.17656634645446,0.8868842733190502,19.76484951968169,6.352987345611971,4.235324897074648,7.058874828457746,1.1040804218869809,16.00011627783756,3.303553419718225,16.94129958829859,95.41282009156816,124.03666611903861
65,2025-04-02,65,1.0238415220813584,5.651605201889098,0.9419342003148496,13.187078804407896,0.8875918426043776,19.780618206611845,6.358055852125235,4.238703901416824,7.064506502361373,1.104961273446266,16.012881405352445,3.3061890431051224,16.954815605667296,95.48894183930264,124.13562439109343
66,2025-04-02,66,1.016563919887544,5.611432837779243,0.9352388062965404,13.093343288151567,0.8812827213178939,19.640014932227352,6.312861942501647,4.208574628334433,7.014291047224054,1.0971070612324803,15.89905970704119,3.2826882101008574,16.834298513337732,94.810193695545,123.2532518042085
67,2025-04-02,67,0.9997935082103037,5.518860165320877,0.9198100275534793,12.877340385748711,0.866744064425394,19.316010578623068,6.2087176859859845,4.139145123990658,6.8985752066510955,1.0790079169377353,15.63677046840915,3.2285331967127124,16.55658049596263,93.2460953163215,121.21992391121796
68,2025-04-02,68,0.9895784656932813,5.462473130626914,0.9104121884378188,12.745770638129464,0.857888408335637,19.118655957194196,6.145282271955276,4.096854847970185,6.828091413283642,1.0679835287443644,15.477007203442922,3.195546781416744,16.38741939188074,92.29338576141791,119.9814014898433
69,2025-04-02,69,0.9995170432387078,5.517334078677668,0.9195556797796112,12.873779516914558,0.8665043905615567,19.310669275371836,6.207000838512375,4.138000559008251,6.896667598347085,1.0787095474337747,15.632446556253392,3.2276404360264355,16.552002236033005,93.22031071291956,121.18640392679542
70,2025-04-02,70,1.0291536443280231,5.680928116690688,0.9468213527817813,13.255498938944939,0.8921970439674477,19.88324840841741,6.391044131277023,4.260696087518016,7.10116014586336,1.1106942792247818,16.095962997290282,3.3233429482640524,17.042784350072065,95.98437880031186,124.77969244040541
71,2025-04-02,71,1.05990308033741,5.850665003462504,0.9751108339104172,13.651551674745843,0.9188544396463547,20.477327512118762,6.581998128895315,4.387998752596879,7.31333125432813,1.1438800167026049,16.576884176477094,3.4226390270255647,17.551995010387515,98.85223583029699,128.5079065793861
72,2025-04-02,72,1.069871460299499,5.905690460853235,0.984281743475539,13.779944408657547,0.9274962582750271,20.66991661298632,6.643901768459887,4.429267845639926,7.382113076066544,1.1546381990770747,16.732789639084164,3.454828919599142,17.717071382559705,99.78194031473411,129.71652240915435
73,2025-04-02,73,1.0567763629636941,5.833405523559592,0.9722342539265986,13.61127955497238,0.916143816200064,20.416919332458573,6.56258121400454,4.375054142669694,7.29175690444949,1.140505567106202,16.527982316752176,3.412542231282361,17.500216570678777,98.56062142806046,128.1288078564786
74,2025-04-02,74,1.0414746186068935,5.748939894710053,0.958156649118342,13.41419308765679,0.9028783808999761,20.121289631485183,6.467557381548808,4.31170492103254,7.186174868387566,1.1239914537734397,16.288663035011815,3.3631298384053805,17.24681968413016,97.13349882616005,126.27354847400808
75,2025-04-02,75,1.0495827782211102,5.793696935780529,0.9656161559634213,13.5186261834879,0.9099075315809163,20.27793927523185,6.517909052753094,4.345272701835397,7.242121169725661,1.1327420291109367,16.415474651378165,3.389312707431609,17.38109080734159,97.88970920162107,127.2566219621074
76,2025-04-02,76,1.0892988313998648,6.0129295493272545,1.0021549248878756,14.03016894843026,0.9443382946058828,21.045253422645388,6.7645457429931595,4.509697161995441,7.516161936659068,1.1756048157338541,17.036633723093885,3.5175637863564435,18.038788647981765,101.59384095471029,132.07199324112338
77,2025-04-02,77,1.139074996801926,6.2876939823466325,1.0479489970577718,14.671285958808808,0.9874904010736697,22.00692893821321,7.07365573013996,4.715770486759975,7.85961747793329,1.2293247850100786,17.815132949982125,3.6783009796727795,18.8630819470399,106.2362326340382,138.10710242424966
78,2025-04-02,78,1.1652455345604178,6.432155350773507,1.0720258917955843,15.008362485138182,1.0101782441919929,22.51254372770727,7.2361747696201935,4.8241165130801305,8.040194188466883,1.2575688346063585,18.224440160524935,3.762810880202501,19.296466052320522,108.67703709842807,141.2801482279565
79,2025-04-02,79,1.1525975791568845,6.362338636946003,1.0603897728243337,14.845456819540674,0.999213439776776,22.26818522931101,7.157630966564252,4.771753977709503,7.952923296182504,1.2439187719670068,18.026626138013675,3.7219681026134115,19.087015910838012,107.49742106228717,139.74664738097331
80,2025-04-02,80,1.1079466896445378,6.115865726837849,1.0193109544729746,14.270353362621648,0.96050455325338,21.40553004393247,6.880348942692579,4.586899295128387,7.644832158547311,1.1957301581317588,17.32828622604057,3.5777814502001415,18.34759718051355,103.33304005237262,134.3329520680844
81,2025-04-02,81,1.060819451808629,5.855723373983632,0.9759538956639385,13.663354539295142,0.9196488632217883,20.49503180894271,6.587688795731585,4.3917925304877246,7.31965421747954,1.1448689929903895,16.591216226286956,3.4255981737804246,17.567170121950898,98.93770153981474,128.61901200175916
82,2025-04-02,82,1.0359884375650381,5.718656175359011,0.953109362559835,13.343531075837692,0.8981222839506138,20.015296613756536,6.433488197278885,4.288992131519258,7.148320219198763,1.1180705983874988,16.202859163517196,3.345413862585021,17.155968526077032,96.62182821002735,125.60837667303556
83,2025-04-02,83,1.0301504400513006,5.68643042908318,0.9477384048471965,13.268337667860752,0.8930611891829352,19.90250650179113,6.397234232718576,4.264822821812385,7.108038036353975,1.1117700518399807,16.111552882402343,3.32656180101366,17.05929128724954,96.07734530615566,124.90054889800237
84,2025-04-02,84,1.0259065547820414,5.663004182396869,0.943834030399478,13.213676425592695,0.8893820671072005,19.82051463838904,6.370879705196476,4.247253136797652,7.078755227996086,1.107189920276311,16.04517851679113,3.3128574467021683,16.989012547190608,95.68153784483572,124.38599919828644
85,2025-04-02,85,1.007219171346475,5.559849825832543,0.9266416376387571,12.9729829269426,0.8731815431595981,19.4594743904139,6.25483105406161,4.169887369374408,6.9498122822906785,1.0870219210762342,15.75290783985887,3.2525121481120376,16.67954947749763,93.93865241625888,122.12024814113654
86,2025-04-02,86,0.9762043670099944,5.388648105895169,0.8981080176491948,12.573512247088727,0.8462940935540489,18.86026837063309,6.062229119132064,4.041486079421377,6.735810132368961,1.0535497899346324,15.267836300036313,3.152359141948674,16.165944317685508,91.04604571534777,118.35985942995211
87,2025-04-02,87,0.9435597298019716,5.208449708506883,0.8680749514178138,12.153049319849394,0.8179937042206322,18.22957397977409,5.859505922070243,3.906337281380163,6.510562135633604,1.0183186930093586,14.757274174102836,3.0469430794765264,15.625349125520652,88.0014320749622,114.40186169745087
88,2025-04-02,88,0.920203089724564,5.079521055279594,0.8465868425465988,11.852215795652384,0.7977452939381412,17.778323693478576,5.714461187189541,3.8096407914596955,6.349401319099492,0.9931114883719717,14.391976323292182,2.971519817338562,15.238563165838782,85.82306677348552,111.56998680553119
89,2025-04-02,89,0.9146973574519193,5.049129413134595,0.8415215688557657,11.78130196398072,0.7929722475756253,17.671952945971082,5.680270589776418,3.7868470598509463,6.311411766418243,0.9871695326961867,14.305866670548017,2.9537407066837376,15.147388239403785,85.30957270489513,110.90244451636367
90,2025-04-02,90,0.9222532212169158,5.090837781117376,0.8484729635195625,11.878621489273876,0.7995226002395878,17.817932233910813,5.727192503757046,3.818128335838032,6.363547226396719,0.9953240533594868,14.424040379832563,2.9781401019536644,15.272513343352127,86.01427301255086,111.81855491631612
91,2025-04-02,91,0.9304521619513928,5.1360959339716885,0.8560159889952813,11.98422384593394,0.8066304511686305,17.97633576890091,5.778107925718149,3.852071950478767,6.420119917464611,1.004172602475234,14.552271812919784,3.0046161213734375,15.408287801915067,86.7789501213155,112.81263515771016
92,2025-04-02,92,0.9316529245688525,5.142724143620066,0.8571206906033443,11.999689668446821,0.8076714199916128,17.99953450267023,5.7855646615725735,3.8570431077150498,6.4284051795250825,1.0054685024385386,14.571051740256854,3.0084936240177385,15.428172430860199,86.89093967171812,112.95822157323356
93,2025-04-02,93,0.9329337943913845,5.149794545040443,0.8582990908400736,12.016187271761032,0.8087818355993002,18.024280907641547,5.793518863170497,3.8623459087803322,6.437243181300553,1.0068508565623941,14.591084544281253,3.0126298088486587,15.449383635121329,87.01040044894742,113.11352058363165
94,2025-04-02,94,0.9484696251060161,5.235552330585209,0.8725920550975347,12.216288771365488,0.8222502057649846,18.32443315704823,5.889996371908359,3.926664247938907,6.544440413231511,1.0236176030951851,14.834064936658091,3.062798113392347,15.706656991755628,88.45935519784149,114.99716175719394
95,2025-04-02,95,0.9834334610149851,5.428552704802718,0.9047587841337862,12.666622977873008,0.8525611619722216,18.999934466809513,6.107121792903056,4.0714145286020385,6.785690881003397,1.0613516506184801,15.380899330274367,3.17570333230959,16.285658114408154,91.72026972571034,119.23635064342345
96,2025-04-03,0,1.0326349259141643,5.7001447910461875,0.9500241318410311,13.300337845774436,0.8952150473117408,19.950506768661654,6.412662889926959,4.27510859328464,7.125180988807734,1.114451385428902,16.15041024129753,3.3345847027620192,17.10043437313856,96.3090617592814,125.20178028706583
97,2025-04-03,1,1.056979167352262,5.834525003784487,0.9724208339640809,13.613891675497134,0.9163196320046147,20.4208375132457,6.5638406292575455,4.3758937528383655,7.293156254730608,1.1407244398424796,16.53115417738938,3.4131971272139245,17.503575011353462,98.57953605112178,128.15339686645834
98,2025-04-03,2,1.0786209002836107,5.953987369565532,0.9923312282609218,13.892637195652906,0.9350813497074071,20.838955793479357,6.698235790761221,4.465490527174149,7.442484211956914,1.164080863921466,16.869630880435672,3.4830826111958357,17.861962108696595,100.59795993080799,130.7773479100504
