day,slot,timestamp,violation_type,asset,phase,F0_value,F1_value,F2_value,F3_value,AIDC_contribution_F1_minus_F0,MESS_maintenance_contribution_F2_minus_F0,interaction_residual_F3_minus_F1_minus_F2_plus_F0,accounting_error,background_positive_stress,AIDC_positive_stress,MESS_positive_stress,interaction_positive_stress
2025-02-02,71,2025-02-02T18:00:00+10:00,VOLTAGE_HIGH,82.2,B,1.0527344760436987,1.0508731886515905,1.0527344760436987,1.0508731886515905,-0.001861287392108224,0.0,0.0,0.0,0.002734476043698697,0.0,0.0,0.0
2025-02-02,71,2025-02-02T18:00:00+10:00,VOLTAGE_HIGH,83.2,B,1.0538860732229849,1.0520229923302837,1.0538860732229849,1.0520229923302837,-0.0018630808927011522,0.0,0.0,0.0,0.0038860732229848427,0.0,0.0,0.0
2025-02-02,71,2025-02-02T18:00:00+10:00,VOLTAGE_HIGH,mess_sta12_pcc.2,B,1.0538860429237613,1.0520229620846235,1.0538860429237613,1.0520229620846235,-0.0018630808391377762,0.0,0.0,0.0,0.003886042923761268,0.0,0.0,0.0
2025-02-02,75,2025-02-02T19:00:00+10:00,VOLTAGE_HIGH,82.2,B,1.0522521061067436,1.0503998877477418,1.0522521061067436,1.0503998877477418,-0.0018522183590017338,0.0,0.0,0.0,0.0022521061067435344,0.0,0.0,0.0
2025-02-02,75,2025-02-02T19:00:00+10:00,VOLTAGE_HIGH,83.2,B,1.0533985979890594,1.0515445725389374,1.0533985979890594,1.0515445725389374,-0.0018540254501220321,0.0,0.0,0.0,0.003398597989059393,0.0,0.0,0.0
2025-02-02,75,2025-02-02T19:00:00+10:00,VOLTAGE_HIGH,mess_sta12_pcc.2,B,1.0533985677038507,1.0515445423070318,1.0533985677038507,1.0515445423070318,-0.0018540253968188924,0.0,0.0,0.0,0.003398567703850608,0.0,0.0,0.0
2025-02-02,80,2025-02-02T20:15:00+10:00,VOLTAGE_HIGH,83.2,B,1.0527790182617158,1.0509393456871488,1.0527790182617158,1.0509393456871488,-0.001839672574567075,0.0,0.0,0.0,0.002779018261715782,0.0,0.0,0.0
2025-02-02,80,2025-02-02T20:15:00+10:00,VOLTAGE_HIGH,mess_sta12_pcc.2,B,1.05277898799432,1.0509393154726436,1.05277898799432,1.0509393154726436,-0.0018396725216762722,0.0,0.0,0.0,0.002778987994319859,0.0,0.0,0.0
2025-02-03,54,2025-02-03T13:45:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,A,0.9734103019856936,1.0189850401732503,0.9734103019856936,1.0189850401732503,0.04557473818755675,0.0,0.0,0.0,0.0,0.04557473818755675,0.0,0.0
2025-02-03,55,2025-02-03T14:00:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,A,0.9756000599982787,1.021255289050941,0.9756000599982787,1.021255289050941,0.04565522905266228,0.0,0.0,0.0,0.0,0.04565522905266228,0.0,0.0
2025-02-03,56,2025-02-03T14:15:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,A,1.019969339057532,1.0657409961604933,1.019969339057532,1.0657409961604933,0.04577165710296138,0.0,0.0,0.0,0.019969339057531954,0.04577165710296138,0.0,0.0
2025-02-03,57,2025-02-03T14:30:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,A,1.0181851154605357,1.0639564101565497,1.0181851154605357,1.0639564101565497,0.04577129469601404,0.0,0.0,0.0,0.018185115460535695,0.04577129469601404,0.0,0.0
2025-02-03,58,2025-02-03T14:45:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,A,1.066510466555519,1.1124163174351962,1.066510466555519,1.1124163174351962,0.045905850879677246,0.0,0.0,0.0,0.06651046655551895,0.045905850879677246,0.0,0.0
2025-02-03,59,2025-02-03T15:00:00+10:00,VOLTAGE_HIGH,149.1,A,1.05622331678959,1.0562225471124052,1.05622331678959,1.0562225471124052,-7.696771848753059e-07,0.0,0.0,0.0,0.006223316789589983,0.0,0.0,0.0
2025-02-03,59,2025-02-03T15:00:00+10:00,VOLTAGE_HIGH,149.2,B,1.0562285023298466,1.0562277763522812,1.0562285023298466,1.0562277763522812,-7.259775653967182e-07,0.0,0.0,0.0,0.006228502329846508,0.0,0.0,0.0
2025-02-03,59,2025-02-03T15:00:00+10:00,VOLTAGE_HIGH,149.3,C,1.0562273029542606,1.056226564357984,1.0562273029542606,1.056226564357984,-7.385962765837917e-07,0.0,0.0,0.0,0.00622730295426055,0.0,0.0,0.0
2025-02-03,59,2025-02-03T15:00:00+10:00,VOLTAGE_HIGH,150r.1,A,1.0562235537745712,1.0562227959951334,1.0562235537745712,1.0562227959951334,-7.577794378654801e-07,0.0,0.0,0.0,0.006223553774571178,0.0,0.0,0.0
2025-02-03,59,2025-02-03T15:00:00+10:00,VOLTAGE_HIGH,150r.2,B,1.056228685091291,1.0562279707747346,1.056228685091291,1.0562279707747346,-7.143165563494591e-07,0.0,0.0,0.0,0.006228685091290931,0.0,0.0,0.0
2025-02-03,59,2025-02-03T15:00:00+10:00,VOLTAGE_HIGH,150r.3,C,1.0562275088902398,1.056226782075821,1.0562275088902398,1.056226782075821,-7.268144186500791e-07,0.0,0.0,0.0,0.006227508890239708,0.0,0.0,0.0
2025-02-03,59,2025-02-03T15:00:00+10:00,VOLTAGE_HIGH,idc_idc01_pcc.1,A,1.0562232864231704,1.0559456208588989,1.0562232864231704,1.0559456208588989,-0.0002776655642715564,0.0,0.0,0.0,0.006223286423170382,0.0,0.0,0.0
2025-02-03,59,2025-02-03T15:00:00+10:00,VOLTAGE_HIGH,idc_idc01_pcc.2,B,1.0562284719632782,1.055950851471046,1.0562284719632782,1.055950851471046,-0.0002776204922321224,0.0,0.0,0.0,0.006228471963278137,0.0,0.0,0.0
2025-02-03,59,2025-02-03T15:00:00+10:00,VOLTAGE_HIGH,idc_idc01_pcc.3,C,1.0562272725877266,1.0559496391592016,1.0562272725877266,1.0559496391592016,-0.00027763342852504813,0.0,0.0,0.0,0.0062272725877265955,0.0,0.0,0.0
2025-02-03,59,2025-02-03T15:00:00+10:00,VOLTAGE_HIGH,mess_idc01_pcc.1,A,1.0562232864231704,1.056222516746008,1.0562232864231704,1.056222516746008,-7.696771624488008e-07,0.0,0.0,0.0,0.006223286423170382,0.0,0.0,0.0
2025-02-03,59,2025-02-03T15:00:00+10:00,VOLTAGE_HIGH,mess_idc01_pcc.2,B,1.0562284719632782,1.0562277459857334,1.0562284719632782,1.0562277459857334,-7.2597754474657e-07,0.0,0.0,0.0,0.006228471963278137,0.0,0.0,0.0
2025-02-03,59,2025-02-03T15:00:00+10:00,VOLTAGE_HIGH,mess_idc01_pcc.3,C,1.0562272725877266,1.0562265339914712,1.0562272725877266,1.0562265339914712,-7.385962554895542e-07,0.0,0.0,0.0,0.0062272725877265955,0.0,0.0,0.0
2025-02-03,59,2025-02-03T15:00:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,A,1.078035731459903,1.1239566983565692,1.078035731459903,1.1239566983565692,0.04592096689666625,0.0,0.0,0.0,0.07803573145990295,0.04592096689666625,0.0,0.0
2025-02-03,60,2025-02-03T15:15:00+10:00,VOLTAGE_HIGH,149.1,A,1.0562224580996729,1.0562216824972293,1.0562224580996729,1.0562216824972293,-7.756024436034181e-07,0.0,0.0,0.0,0.006222458099672812,0.0,0.0,0.0
2025-02-03,60,2025-02-03T15:15:00+10:00,VOLTAGE_HIGH,149.2,B,1.056227792437218,1.0562270625523769,1.056227792437218,1.0562270625523769,-7.298848412329306e-07,0.0,0.0,0.0,0.006227792437218049,0.0,0.0,0.0
2025-02-03,60,2025-02-03T15:15:00+10:00,VOLTAGE_HIGH,149.3,C,1.056226557237219,1.0562258140506986,1.056226557237219,1.0562258140506986,-7.43186520324457e-07,0.0,0.0,0.0,0.006226557237218877,0.0,0.0,0.0
2025-02-03,60,2025-02-03T15:15:00+10:00,VOLTAGE_HIGH,150r.1,A,1.0562227027457427,1.0562219390562073,1.0562227027457427,1.0562219390562073,-7.63689535387968e-07,0.0,0.0,0.0,0.006222702745742659,0.0,0.0,0.0
2025-02-03,60,2025-02-03T15:15:00+10:00,VOLTAGE_HIGH,150r.2,B,1.0562279808540593,1.0562272626354976,1.0562279808540593,1.0562272626354976,-7.18218561734929e-07,0.0,0.0,0.0,0.00622798085405929,0.0,0.0,0.0
2025-02-03,60,2025-02-03T15:15:00+10:00,VOLTAGE_HIGH,150r.3,C,1.0562267696999197,1.0562260383062723,1.0562267696999197,1.0562260383062723,-7.313936474240279e-07,0.0,0.0,0.0,0.006226769699919643,0.0,0.0,0.0
2025-02-03,60,2025-02-03T15:15:00+10:00,VOLTAGE_HIGH,idc_idc01_pcc.1,A,1.0562224277332781,1.0559447560223107,1.0562224277332781,1.0559447560223107,-0.0002776717109673754,0.0,0.0,0.0,0.00622242773327808,0.0,0.0,0.0
2025-02-03,60,2025-02-03T15:15:00+10:00,VOLTAGE_HIGH,idc_idc01_pcc.2,B,1.05622776207067,1.0559501374877522,1.05622776207067,1.0559501374877522,-0.00027762458291769043,0.0,0.0,0.0,0.006227762070669884,0.0,0.0,0.0
2025-02-03,60,2025-02-03T15:15:00+10:00,VOLTAGE_HIGH,idc_idc01_pcc.3,C,1.0562265268707065,1.055948888659005,1.0562265268707065,1.055948888659005,-0.00027763821170156966,0.0,0.0,0.0,0.006226526870706461,0.0,0.0,0.0
2025-02-03,60,2025-02-03T15:15:00+10:00,VOLTAGE_HIGH,mess_idc01_pcc.1,A,1.0562224277332781,1.0562216521308567,1.0562224277332781,1.0562216521308567,-7.756024213989576e-07,0.0,0.0,0.0,0.00622242773327808,0.0,0.0,0.0
2025-02-03,60,2025-02-03T15:15:00+10:00,VOLTAGE_HIGH,mess_idc01_pcc.2,B,1.05622776207067,1.05622703218585,1.05622776207067,1.05622703218585,-7.298848199166486e-07,0.0,0.0,0.0,0.006227762070669884,0.0,0.0,0.0
2025-02-03,60,2025-02-03T15:15:00+10:00,VOLTAGE_HIGH,mess_idc01_pcc.3,C,1.0562265268707065,1.0562257836842075,1.0562265268707065,1.0562257836842075,-7.431864990081749e-07,0.0,0.0,0.0,0.006226526870706461,0.0,0.0,0.0
2025-02-03,60,2025-02-03T15:15:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,A,1.1128288562384563,1.158878144554979,1.1128288562384563,1.158878144554979,0.04604928831652266,0.0,0.0,0.0,0.11282885623845629,0.04604928831652266,0.0,0.0
2025-02-03,60,2025-02-03T15:15:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,A,0.9812739749083769,1.0265599916306074,0.9812739749083769,1.0265599916306074,0.04528601672223054,0.0,0.0,0.0,0.0,0.04528601672223054,0.0,0.0
2025-02-03,60,2025-02-03T15:15:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,B,0.9812739749083769,1.0265599916306074,0.9812739749083769,1.0265599916306074,0.04528601672223054,0.0,0.0,0.0,0.0,0.04528601672223054,0.0,0.0
2025-02-03,60,2025-02-03T15:15:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,C,0.9595871467848253,1.0049329024312528,0.9595871467848253,1.0049329024312528,0.04534575564642751,0.0,0.0,0.0,0.0,0.04534575564642751,0.0,0.0
2025-02-03,60,2025-02-03T15:15:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,C,0.9812739749083769,1.0265599916306074,0.9812739749083769,1.0265599916306074,0.04528601672223054,0.0,0.0,0.0,0.0,0.04528601672223054,0.0,0.0
2025-02-03,61,2025-02-03T15:30:00+10:00,VOLTAGE_HIGH,149.1,A,1.0562225335745463,1.0562217571239498,1.0562225335745463,1.0562217571239498,-7.764505964846791e-07,0.0,0.0,0.0,0.006222533574546274,0.0,0.0,0.0
2025-02-03,61,2025-02-03T15:30:00+10:00,VOLTAGE_HIGH,149.2,B,1.0562272669117647,1.056226533744231,1.0562272669117647,1.056226533744231,-7.331675337951538e-07,0.0,0.0,0.0,0.006227266911764673,0.0,0.0,0.0
2025-02-03,61,2025-02-03T15:30:00+10:00,VOLTAGE_HIGH,149.3,C,1.0562264395718672,1.0562256929687135,1.0562264395718672,1.0562256929687135,-7.466031537450846e-07,0.0,0.0,0.0,0.006226439571867193,0.0,0.0,0.0
2025-02-03,61,2025-02-03T15:30:00+10:00,VOLTAGE_HIGH,150r.1,A,1.0562227773379718,1.0562220128015523,1.0562227773379718,1.0562220128015523,-7.645364195063564e-07,0.0,0.0,0.0,0.006222777337971719,0.0,0.0,0.0
2025-02-03,61,2025-02-03T15:30:00+10:00,VOLTAGE_HIGH,150r.2,B,1.0562274584882012,1.0562267369962854,1.0562274584882012,1.0562267369962854,-7.214919157672028e-07,0.0,0.0,0.0,0.006227458488201165,0.0,0.0,0.0
2025-02-03,61,2025-02-03T15:30:00+10:00,VOLTAGE_HIGH,150r.3,C,1.0562266521722312,1.0562259173657913,1.0562266521722312,1.0562259173657913,-7.348064399170795e-07,0.0,0.0,0.0,0.006226652172231173,0.0,0.0,0.0
2025-02-03,61,2025-02-03T15:30:00+10:00,VOLTAGE_HIGH,idc_idc01_pcc.1,A,1.0562225032081494,1.0559448306652093,1.0562225032081494,1.0559448306652093,-0.00027767254294008836,0.0,0.0,0.0,0.0062225032081493215,0.0,0.0,0.0
2025-02-03,61,2025-02-03T15:30:00+10:00,VOLTAGE_HIGH,idc_idc01_pcc.2,B,1.0562272365452317,1.0559496085422215,1.0562272365452317,1.0559496085422215,-0.0002776280030101219,0.0,0.0,0.0,0.006227236545231607,0.0,0.0,0.0
2025-02-03,61,2025-02-03T15:30:00+10:00,VOLTAGE_HIGH,idc_idc01_pcc.3,C,1.0562264092053582,1.055948767544284,1.0562264092053582,1.055948767544284,-0.000277641661074135,0.0,0.0,0.0,0.006226409205358108,0.0,0.0,0.0
2025-02-03,61,2025-02-03T15:30:00+10:00,VOLTAGE_HIGH,mess_idc01_pcc.1,A,1.0562225032081494,1.0562217267575753,1.0562225032081494,1.0562217267575753,-7.76450574058174e-07,0.0,0.0,0.0,0.0062225032081493215,0.0,0.0,0.0
2025-02-03,61,2025-02-03T15:30:00+10:00,VOLTAGE_HIGH,mess_idc01_pcc.2,B,1.0562272365452317,1.0562265033777192,1.0562272365452317,1.0562265033777192,-7.331675124788717e-07,0.0,0.0,0.0,0.006227236545231607,0.0,0.0,0.0
2025-02-03,61,2025-02-03T15:30:00+10:00,VOLTAGE_HIGH,mess_idc01_pcc.3,C,1.0562264092053582,1.0562256626022257,1.0562264092053582,1.0562256626022257,-7.466031324288025e-07,0.0,0.0,0.0,0.006226409205358108,0.0,0.0,0.0
2025-02-03,61,2025-02-03T15:30:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,A,1.1091601473972825,1.155220984142087,1.1091601473972825,1.155220984142087,0.046060836744804545,0.0,0.0,0.0,0.10916014739728253,0.046060836744804545,0.0,0.0
2025-02-03,61,2025-02-03T15:30:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,A,0.9863720046248964,1.031686639869621,0.9863720046248964,1.031686639869621,0.045314635244724566,0.0,0.0,0.0,0.0,0.045314635244724566,0.0,0.0
2025-02-03,61,2025-02-03T15:30:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,B,0.9863720046248964,1.031686639869621,0.9863720046248964,1.031686639869621,0.045314635244724566,0.0,0.0,0.0,0.0,0.045314635244724566,0.0,0.0
2025-02-03,61,2025-02-03T15:30:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,C,0.9616758365034593,1.0070589269160204,0.9616758365034593,1.0070589269160204,0.045383090412561056,0.0,0.0,0.0,0.0,0.045383090412561056,0.0,0.0
2025-02-03,61,2025-02-03T15:30:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,C,0.9863720046248964,1.031686639869621,0.9863720046248964,1.031686639869621,0.045314635244724566,0.0,0.0,0.0,0.0,0.045314635244724566,0.0,0.0
2025-02-03,62,2025-02-03T15:45:00+10:00,VOLTAGE_HIGH,149.1,A,1.0562225119569086,1.056221733788878,1.0562225119569086,1.056221733788878,-7.78168030679538e-07,0.0,0.0,0.0,0.006222511956908594,0.0,0.0,0.0
2025-02-03,62,2025-02-03T15:45:00+10:00,VOLTAGE_HIGH,149.2,B,1.056227260108691,1.0562265259701316,1.056227260108691,1.0562265259701316,-7.341385594994421e-07,0.0,0.0,0.0,0.006227260108691013,0.0,0.0,0.0
2025-02-03,62,2025-02-03T15:45:00+10:00,VOLTAGE_HIGH,149.3,C,1.0562264276177058,1.056225679872428,1.0562264276177058,1.056225679872428,-7.477452776960547e-07,0.0,0.0,0.0,0.006226427617705754,0.0,0.0,0.0
2025-02-03,62,2025-02-03T15:45:00+10:00,VOLTAGE_HIGH,150r.1,A,1.0562227578803758,1.0562219916315758,1.0562227578803758,1.0562219916315758,-7.662487999660073e-07,0.0,0.0,0.0,0.00622275788037574,0.0,0.0,0.0
2025-02-03,62,2025-02-03T15:45:00+10:00,VOLTAGE_HIGH,150r.2,B,1.056227453106693,1.0562267306466535,1.056227453106693,1.0562267306466535,-7.224600395705494e-07,0.0,0.0,0.0,0.006227453106693037,0.0,0.0,0.0
2025-02-03,62,2025-02-03T15:45:00+10:00,VOLTAGE_HIGH,150r.3,C,1.0562266419517004,1.0562259060070354,1.0562266419517004,1.0562259060070354,-7.359446649868318e-07,0.0,0.0,0.0,0.006226641951700307,0.0,0.0,0.0
2025-02-03,62,2025-02-03T15:45:00+10:00,VOLTAGE_HIGH,idc_idc01_pcc.1,A,1.0562224815905126,1.0559448073279551,1.0562224815905126,1.0559448073279551,-0.0002776742625574258,0.0,0.0,0.0,0.00622248159051253,0.0,0.0,0.0
2025-02-03,62,2025-02-03T15:45:00+10:00,VOLTAGE_HIGH,idc_idc01_pcc.2,B,1.0562272297421587,1.0559496007639781,1.0562272297421587,1.0559496007639781,-0.0002776289781805108,0.0,0.0,0.0,0.006227229742158613,0.0,0.0,0.0
2025-02-03,62,2025-02-03T15:45:00+10:00,VOLTAGE_HIGH,idc_idc01_pcc.3,C,1.056226397251197,1.0559487544460078,1.056226397251197,1.0559487544460078,-0.00027764280518915996,0.0,0.0,0.0,0.006226397251196891,0.0,0.0,0.0
2025-02-03,62,2025-02-03T15:45:00+10:00,VOLTAGE_HIGH,mess_idc01_pcc.1,A,1.0562224815905126,1.0562217034225039,1.0562224815905126,1.0562217034225039,-7.781680086971221e-07,0.0,0.0,0.0,0.00622248159051253,0.0,0.0,0.0
2025-02-03,62,2025-02-03T15:45:00+10:00,VOLTAGE_HIGH,mess_idc01_pcc.2,B,1.0562272297421587,1.05622649560362,1.0562272297421587,1.05622649560362,-7.341385386272492e-07,0.0,0.0,0.0,0.006227229742158613,0.0,0.0,0.0
2025-02-03,62,2025-02-03T15:45:00+10:00,VOLTAGE_HIGH,mess_idc01_pcc.3,C,1.056226397251197,1.0562256495059408,1.056226397251197,1.0562256495059408,-7.47745256157728e-07,0.0,0.0,0.0,0.006226397251196891,0.0,0.0,0.0
2025-02-03,62,2025-02-03T15:45:00+10:00,TRANSFORMER_OVERLOAD,transformer.reg1a,A,1.1157829098411254,1.1619237646062708,1.1157829098411254,1.1619237646062708,0.0461408547651454,0.0,0.0,0.0,0.11578290984112538,0.0461408547651454,0.0,0.0
