day,sample,slot,timestamp,source_voltage_pu,anchor_generation_control_mode,forensic_replay_control_mode,anchor_control_converged,tap_reg1a,tap_reg2a,tap_reg3a,tap_reg3c,tap_reg4a,tap_reg4b,tap_reg4c,capacitor_c83,capacitor_c88a,capacitor_c90b,capacitor_c92c
2025-01-03,VIOLATION,29,2025-01-03T07:30:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.00625,1.0125,1.00625,1.0437500000000002,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,30,2025-01-03T07:45:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.00625,1.0125,1.00625,1.0437500000000002,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,31,2025-01-03T08:00:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.00625,1.0125,1.00625,1.0437500000000002,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,32,2025-01-03T08:15:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.00625,1.0125,1.00625,1.0437500000000002,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,33,2025-01-03T08:30:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.00625,1.0125,1.00625,1.0437500000000002,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,34,2025-01-03T08:45:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.00625,1.0062499999999999,1.0,1.0437500000000002,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,35,2025-01-03T09:00:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.00625,1.0062499999999999,1.0,1.0437500000000002,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,36,2025-01-03T09:15:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.00625,1.0062499999999999,1.0,1.0437500000000002,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,37,2025-01-03T09:30:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.00625,1.0062499999999999,1.0,1.0437500000000002,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,38,2025-01-03T09:45:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.00625,1.0062499999999999,1.0,1.0437500000000002,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,39,2025-01-03T10:00:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.00625,1.0062499999999999,1.0,1.0437500000000002,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,40,2025-01-03T10:15:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,1.0062499999999999,1.0,1.0375,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,41,2025-01-03T10:30:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,1.0062499999999999,1.0,1.0375,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,42,2025-01-03T10:45:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,1.0062499999999999,1.0,1.0375,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,43,2025-01-03T11:00:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,1.0062499999999999,1.0,1.0375,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,44,2025-01-03T11:15:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,1.0062499999999999,1.0,1.0375,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,45,2025-01-03T11:30:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,1.0062499999999999,1.0,1.0375,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,46,2025-01-03T11:45:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,1.0062499999999999,1.0,1.0375,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,47,2025-01-03T12:00:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,1.0062499999999999,1.0,1.0375,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,48,2025-01-03T12:15:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,1.0062499999999999,1.0,1.0375,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,49,2025-01-03T12:30:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,0.9999999999999999,1.0,1.0375,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,50,2025-01-03T12:45:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,0.9999999999999999,1.0,1.0375,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,51,2025-01-03T13:00:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,0.9999999999999999,1.0,1.0375,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,52,2025-01-03T13:15:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,0.9999999999999999,1.0,1.0375,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,53,2025-01-03T13:30:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,0.9999999999999999,1.0,1.0375,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,54,2025-01-03T13:45:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,1.0062499999999999,1.0,1.0375,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,55,2025-01-03T14:00:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,1.0062499999999999,1.0,1.0375,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,56,2025-01-03T14:15:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,1.0062499999999999,1.0,1.0375,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,57,2025-01-03T14:30:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,1.0062499999999999,1.0,1.0375,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,58,2025-01-03T14:45:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,1.0062499999999999,1.0,1.0375,1.03125,1.03125,1,1,1,1
2025-01-03,VIOLATION,59,2025-01-03T15:00:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,1.0062499999999999,1.0,1.0375,1.03125,1.03125,1,1,1,1
2025-01-03,VIOLATION,60,2025-01-03T15:15:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,1.0125,1.0,1.0437500000000002,1.03125,1.03125,1,1,1,1
2025-01-03,VIOLATION,61,2025-01-03T15:30:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125000000000002,1.0,1.0125,1.00625,1.0437500000000002,1.03125,1.03125,1,1,1,1
2025-01-03,VIOLATION,62,2025-01-03T15:45:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0187500000000003,1.0,1.0125,1.0,1.0500000000000003,1.0375,1.0375,1,1,1,1
2025-01-03,VIOLATION,63,2025-01-03T16:00:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0187500000000003,1.0,1.0125,1.0,1.0500000000000003,1.0375,1.0375,1,1,1,1
2025-01-03,VIOLATION,64,2025-01-03T16:15:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0062499999999999,1.0,1.0500000000000003,1.0375,1.0375,1,1,1,1
2025-01-03,VIOLATION,65,2025-01-03T16:30:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0062499999999999,1.0,1.0500000000000003,1.0375,1.0375,1,1,1,1
2025-01-03,VIOLATION,66,2025-01-03T16:45:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0062499999999999,1.0,1.0500000000000003,1.0375,1.0375,1,1,1,1
2025-01-03,VIOLATION,67,2025-01-03T17:00:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0062499999999999,1.0,1.0500000000000003,1.0375,1.0375,1,1,1,1
2025-01-03,VIOLATION,68,2025-01-03T17:15:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0125,1.0,1.0500000000000003,1.0375,1.0375,1,1,1,1
2025-01-03,VIOLATION,69,2025-01-03T17:30:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0125,1.0,1.0500000000000003,1.0375,1.0375,1,1,1,1
2025-01-03,VIOLATION,70,2025-01-03T17:45:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0125,1.0,1.0500000000000003,1.0375,1.0375,1,1,1,1
2025-01-03,VIOLATION,71,2025-01-03T18:00:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0125,1.0,1.0500000000000003,1.0375,1.0375,1,1,1,1
2025-01-03,VIOLATION,72,2025-01-03T18:15:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0125,1.0,1.0500000000000003,1.0375,1.0375,1,1,1,1
2025-01-03,VIOLATION,73,2025-01-03T18:30:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0125,1.0,1.0500000000000003,1.0375,1.0375,1,1,1,1
2025-01-03,VIOLATION,74,2025-01-03T18:45:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0125,1.0,1.0500000000000003,1.0375,1.0375,1,1,1,1
2025-01-03,VIOLATION,75,2025-01-03T19:00:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0125,1.0,1.0500000000000003,1.0375,1.0375,1,1,1,1
2025-01-03,VIOLATION,76,2025-01-03T19:15:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0125,1.0,1.0500000000000003,1.03125,1.0375,1,1,1,1
2025-01-03,VIOLATION,77,2025-01-03T19:30:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0125,1.0,1.0500000000000003,1.03125,1.0375,1,1,1,1
2025-01-03,VIOLATION,78,2025-01-03T19:45:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0062499999999999,1.0,1.0500000000000003,1.03125,1.0375,1,1,1,1
2025-01-03,VIOLATION,79,2025-01-03T20:00:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0062499999999999,1.0,1.0500000000000003,1.025,1.0375,1,1,1,1
2025-01-03,VIOLATION,80,2025-01-03T20:15:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0062499999999999,1.0,1.0500000000000003,1.025,1.0375,1,1,1,1
2025-01-03,VIOLATION,81,2025-01-03T20:30:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0062499999999999,1.0,1.0500000000000003,1.025,1.0375,1,1,1,1
2025-01-03,VIOLATION,82,2025-01-03T20:45:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0062499999999999,1.0,1.0500000000000003,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,83,2025-01-03T21:00:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0062499999999999,1.0,1.0500000000000003,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,84,2025-01-03T21:15:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0062499999999999,0.99375,1.0437500000000002,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,85,2025-01-03T21:30:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,1.0,1.0062499999999999,0.99375,1.0437500000000002,1.025,1.03125,1,1,1,1
2025-01-03,VIOLATION,86,2025-01-03T21:45:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,0.99375,0.9999999999999999,0.99375,1.0437500000000002,1.0187499999999998,1.03125,1,1,1,1
2025-01-03,VIOLATION,87,2025-01-03T22:00:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,0.99375,0.9999999999999999,0.99375,1.0437500000000002,1.0187499999999998,1.03125,1,1,1,1
2025-01-03,VIOLATION,88,2025-01-03T22:15:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,0.99375,0.9999999999999999,0.99375,1.0437500000000002,1.0187499999999998,1.03125,1,1,1,1
2025-01-03,VIOLATION,89,2025-01-03T22:30:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,0.99375,0.9999999999999999,0.99375,1.0375,1.0187499999999998,1.03125,1,1,1,1
2025-01-03,VIOLATION,90,2025-01-03T22:45:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,0.99375,0.9999999999999999,0.99375,1.0375,1.0187499999999998,1.025,1,1,1,1
2025-01-03,VIOLATION,91,2025-01-03T23:00:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,0.99375,0.9999999999999999,0.99375,1.0375,1.0187499999999998,1.025,1,1,1,1
2025-01-03,VIOLATION,92,2025-01-03T23:15:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,0.99375,0.9999999999999999,0.99375,1.0375,1.0187499999999998,1.025,1,1,1,1
2025-01-03,VIOLATION,93,2025-01-03T23:30:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,0.99375,0.9999999999999999,0.99375,1.0375,1.0187499999999998,1.025,1,1,1,1
2025-01-03,VIOLATION,94,2025-01-03T23:45:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0250000000000004,0.99375,0.9999999999999999,0.99375,1.0375,1.0187499999999998,1.025,1,1,1,1
2025-01-03,VIOLATION,95,2025-01-04T00:00:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0187500000000003,0.99375,0.9999999999999999,0.99375,1.03125,1.0124999999999997,1.025,1,1,1,1
2025-01-05,VIOLATION,0,2025-01-05T00:15:00+10:00,1.0,STATIC_NATIVE_MAXCONTROLITER_100,FROZEN_ANCHOR_STATE_CONTROL_OFF,True,1.0125,1.00625,1.0125,1.0062499999999999,1.0375,1.025,1.03125,1,1,1,1
