Fresh_critical_asset,Fresh_rho_day,Fresh_rho_slot,P_kW,Planning_affine_rho_day,Planning_affine_rho_slot,Planning_critical_asset,Planning_polygon_rho_day,Planning_polygon_rho_slot,Q_kvar,day,electrical_PCC,scenario,service_node,slot
line.sw2::A,0.5678914746022162,0.5678914746022162,0.0,0.5677073739018648,0.5677073739018648,line.l10::A,0.5658163664921076,0.5007089191470584,50.0,2025-04-01,108,Q_ONLY,IDC12,74
line.sw2::A,0.565811266229347,0.5510390242971976,50.0,0.5658163664921076,0.550823605662781,line.l10::A,0.5658163664921076,0.49057245043055153,50.0,2025-04-01,108,COMBINED_PQ,IDC12,74
line.sw2::A,0.566946718165965,0.566946718165965,50.0,0.5669837137412916,0.5669837137412916,line.sw2::A,0.5658163664921076,0.4944252982330029,0.0,2025-04-01,28,P_ONLY,STA01,74
line.sw2::A,0.5669314532052278,0.5669314532052278,0.0,0.5669790869229959,0.5669790869229959,line.l10::A,0.5658163664921076,0.5007089191470584,50.0,2025-04-01,28,Q_ONLY,STA01,74
line.sw2::A,0.5668790826423541,0.5668790826423541,50.0,0.5669556789622356,0.5669556789622356,line.sw2::A,0.5658163664921076,0.4944252982330029,50.0,2025-04-01,28,COMBINED_PQ,STA01,74
line.sw2::A,0.565811266229347,0.5502254705460992,50.0,0.5658163664921076,0.5502561272365155,line.l10::A,0.5658163664921076,0.49057245043055153,0.0,2025-04-01,54,P_ONLY,STA02,74
line.sw2::A,0.5676415562415983,0.5676415562415983,0.0,0.567425305949413,0.567425305949413,line.l10::A,0.5658163664921076,0.5007089191470584,50.0,2025-04-01,54,Q_ONLY,STA02,74
line.sw2::A,0.565811266229347,0.5509191822321194,50.0,0.5658163664921076,0.5506743114838766,line.l10::A,0.5658163664921076,0.49057245043055153,50.0,2025-04-01,54,COMBINED_PQ,STA02,74
line.sw2::A,0.565811266229347,0.5500625627903979,50.0,0.5658163664921076,0.5501079074114142,line.l10::A,0.5658163664921076,0.49057245043055153,0.0,2025-04-01,95,P_ONLY,STA03,74
line.sw2::A,0.5679120987036645,0.5679120987036645,0.0,0.5677169513918486,0.5677169513918486,line.l10::A,0.5658163664921076,0.5007089191470584,50.0,2025-04-01,95,Q_ONLY,STA03,74
line.sw2::A,0.565811266229347,0.5510523928655406,50.0,0.5658163664921076,0.550817737101211,line.l10::A,0.5658163664921076,0.49057245043055153,50.0,2025-04-01,95,COMBINED_PQ,STA03,74
line.sw2::A,0.565811266229347,0.5500881110284875,50.0,0.5658163664921076,0.5501693462540743,line.l10::A,0.5658163664921076,0.49057245043055153,0.0,2025-04-01,64,P_ONLY,STA04,74
line.sw2::A,0.5678167446804808,0.5678167446804808,0.0,0.5676218703566557,0.5676218703566557,line.l10::A,0.5658163664921076,0.5007089191470584,50.0,2025-04-01,64,Q_ONLY,STA04,74
line.sw2::A,0.565811266229347,0.551012556858537,50.0,0.5658163664921076,0.5507840949086781,line.l10::A,0.5658163664921076,0.49057245043055153,50.0,2025-04-01,64,COMBINED_PQ,STA04,74
line.sw2::A,0.565811266229347,0.5500953488409606,50.0,0.5658163664921076,0.5501668812294932,line.l10::A,0.5658163664921076,0.49057245043055153,0.0,2025-04-01,62,P_ONLY,STA05,74
line.sw2::A,0.5678204161384138,0.5678204161384138,0.0,0.5676265371389457,0.5676265371389457,line.l10::A,0.5658163664921076,0.5007089191470584,50.0,2025-04-01,62,Q_ONLY,STA05,74
line.sw2::A,0.565811266229347,0.5510116035139024,50.0,0.5658163664921076,0.550786296666387,line.l10::A,0.5658163664921076,0.49057245043055153,50.0,2025-04-01,62,COMBINED_PQ,STA05,74
line.sw2::A,0.565811266229347,0.550069739619569,50.0,0.5658163664921076,0.5501436289850211,line.l10::A,0.5658163664921076,0.49057245043055153,0.0,2025-04-01,98,P_ONLY,STA06,74
line.sw2::A,0.567869023688309,0.567869023688309,0.0,0.5676808020827531,0.5676808020827531,line.l10::A,0.5658163664921076,0.5007089191470584,50.0,2025-04-01,98,Q_ONLY,STA06,74
line.sw2::A,0.565811266229347,0.5510363324177725,50.0,0.5658163664921076,0.5508173093657223,line.l10::A,0.5658163664921076,0.49057245043055153,50.0,2025-04-01,98,COMBINED_PQ,STA06,74
line.sw2::A,0.565811266229347,0.5500698278973732,50.0,0.5658163664921076,0.5501491717619374,line.l10::A,0.5658163664921076,0.49057245043055153,0.0,2025-04-01,100,P_ONLY,STA07,74
line.sw2::A,0.5678680946882759,0.5678680946882759,0.0,0.5676812265892452,0.5676812265892452,line.l10::A,0.5658163664921076,0.5007089191470584,50.0,2025-04-01,100,Q_ONLY,STA07,74
line.sw2::A,0.565811266229347,0.551041644218409,50.0,0.5658163664921076,0.5508232766491308,line.l10::A,0.5658163664921076,0.49057245043055153,50.0,2025-04-01,100,COMBINED_PQ,STA07,74
line.sw2::A,0.565811266229347,0.550069635118709,50.0,0.5658163664921076,0.550151860310287,line.l10::A,0.5658163664921076,0.49057245043055153,0.0,2025-04-01,67,P_ONLY,STA08,74
line.sw2::A,0.5678637170137497,0.5678637170137497,0.0,0.5676777530077212,0.5676777530077212,line.l10::A,0.5658163664921076,0.5007089191470584,50.0,2025-04-01,67,Q_ONLY,STA08,74
line.sw2::A,0.565811266229347,0.551037274299556,50.0,0.5658163664921076,0.5508224916159562,line.l10::A,0.5658163664921076,0.49057245043055153,50.0,2025-04-01,67,COMBINED_PQ,STA08,74
line.sw2::A,0.565811266229347,0.55006194535225,50.0,0.5658163664921076,0.5501399372769674,line.l10::A,0.5658163664921076,0.49057245043055153,0.0,2025-04-01,80,P_ONLY,STA09,74
line.sw2::A,0.5679645659819627,0.5679645659819627,0.0,0.5677791302678,0.5677791302678,line.l10::A,0.5658163664921076,0.5007089191470584,50.0,2025-04-01,80,Q_ONLY,STA09,74
line.sw2::A,0.565811266229347,0.5511322699345859,50.0,0.5658163664921076,0.5509119458427155,line.l10::A,0.5658163664921076,0.49057245043055153,50.0,2025-04-01,80,COMBINED_PQ,STA09,74
line.sw2::A,0.565811266229347,0.5500348580008553,50.0,0.5658163664921076,0.5501157493930267,line.l10::A,0.5658163664921076,0.49057245043055153,0.0,2025-04-01,91,P_ONLY,STA10,74
line.sw2::A,0.5679130720471409,0.5679130720471409,0.0,0.56772921009858,0.56772921009858,line.l10::A,0.5658163664921076,0.5007089191470584,50.0,2025-04-01,91,Q_ONLY,STA10,74
line.sw2::A,0.565811266229347,0.5510553553114119,50.0,0.5658163664921076,0.5508378377895548,line.l10::A,0.5658163664921076,0.49057245043055153,50.0,2025-04-01,91,COMBINED_PQ,STA10,74
line.sw2::A,0.565811266229347,0.5500381589822917,50.0,0.5658163664921076,0.5501231209060666,line.l10::A,0.5658163664921076,0.49057245043055153,0.0,2025-04-01,87,P_ONLY,STA11,74
line.sw2::A,0.5679191820567089,0.5679191820567089,0.0,0.5677368756100889,0.5677368756100889,line.l10::A,0.5658163664921076,0.5007089191470584,50.0,2025-04-01,87,Q_ONLY,STA11,74
line.sw2::A,0.565811266229347,0.5510677512128983,50.0,0.5658163664921076,0.5508528748141036,line.l10::A,0.5658163664921076,0.49057245043055153,50.0,2025-04-01,87,COMBINED_PQ,STA11,74
line.sw2::A,0.565811266229347,0.5500575166368676,50.0,0.5658163664921076,0.5501418698076418,line.l10::A,0.5658163664921076,0.49057245043055153,0.0,2025-04-01,83,P_ONLY,STA12,74
line.sw2::A,0.5679974232245386,0.5679974232245386,0.0,0.5678139860199785,0.5678139860199785,line.l10::A,0.5658163664921076,0.5007089191470584,50.0,2025-04-01,83,Q_ONLY,STA12,74
line.sw2::A,0.565811266229347,0.5511679093926721,50.0,0.5658163664921076,0.5509487341255683,line.l10::A,0.5658163664921076,0.49057245043055153,50.0,2025-04-01,83,COMBINED_PQ,STA12,74
line.sw2::A,0.6370958425713285,0.6370958425713285,50.0,0.6371396850205762,0.6371396850205762,line.l10::A,0.6369327559171365,0.5589858780739583,0.0,2025-04-10,149,P_ONLY,IDC01,72
line.sw2::A,0.6371513665542876,0.6371513665542876,0.0,0.6371675960594912,0.6371675960594912,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,149,Q_ONLY,IDC01,72
line.sw2::A,0.6371515362621015,0.6371515362621015,50.0,0.6371609227274654,0.6371609227274654,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,149,COMBINED_PQ,IDC01,72
line.sw2::A,0.6370947752690342,0.6370947752690342,50.0,0.6371010877769278,0.6371010877769278,line.sw2::A,0.6369327559171365,0.5518996968088822,0.0,2025-04-10,300_open,P_ONLY,IDC02,72
line.sw2::A,0.6370505384842561,0.6370505384842561,0.0,0.6370850261150123,0.6370850261150123,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,300_open,Q_ONLY,IDC02,72
line.sw2::A,0.6369866775582548,0.6369866775582548,50.0,0.637039755539338,0.637039755539338,line.sw2::A,0.6369327559171365,0.5518996968088822,50.0,2025-04-10,300_open,COMBINED_PQ,IDC02,72
line.sw2::A,0.6370420843617046,0.6370420843617046,50.0,0.637110794543737,0.637110794543737,line.sw2::A,0.6369327559171365,0.5518996968088822,0.0,2025-04-10,35,P_ONLY,IDC03,72
line.sw2::A,0.6370503995870513,0.6370503995870513,0.0,0.6370975954472778,0.6370975954472778,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,35,Q_ONLY,IDC03,72
line.sw2::A,0.63698684627337,0.63698684627337,50.0,0.6370620316384128,0.6370620316384128,line.sw2::A,0.6369327559171365,0.5518996968088822,50.0,2025-04-10,35,COMBINED_PQ,IDC03,72
line.sw2::A,0.6370460496154405,0.6370460496154405,50.0,0.6371111891370284,0.6371111891370284,line.sw2::A,0.6369327559171365,0.5518996968088822,0.0,2025-04-10,50,P_ONLY,IDC04,72
line.sw2::A,0.6370503870115545,0.6370503870115545,0.0,0.6370990336278741,0.6370990336278741,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,50,Q_ONLY,IDC04,72
line.sw2::A,0.6369867692242313,0.6369867692242313,50.0,0.6370638644123005,0.6370638644123005,line.sw2::A,0.6369327559171365,0.5518996968088822,50.0,2025-04-10,50,COMBINED_PQ,IDC04,72
line.sw2::A,0.6369260319815151,0.6201177125909836,50.0,0.6369327559171365,0.6201689311667434,line.l10::A,0.6369327559171365,0.5488494093574513,0.0,2025-04-10,61s,P_ONLY,IDC05,72
line.sw2::A,0.6369260319815151,0.6369042377575868,0.0,0.6369327559171365,0.6367415174268619,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,61s,Q_ONLY,IDC05,72
line.sw2::A,0.6369260319815151,0.6199253224276026,50.0,0.6369327559171365,0.6197640902410033,line.l10::A,0.6369327559171365,0.5488494093574513,50.0,2025-04-10,61s,COMBINED_PQ,IDC05,72
line.sw2::A,0.6370682201967075,0.6370682201967075,50.0,0.637120333296936,0.637120333296936,line.sw2::A,0.6369327559171365,0.5518996968088822,0.0,2025-04-10,48,P_ONLY,IDC06,72
line.sw2::A,0.6370504872566221,0.6370504872566221,0.0,0.6371139723238527,0.6371139723238527,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,48,Q_ONLY,IDC06,72
line.sw2::A,0.6369868053075446,0.6369868053075446,50.0,0.6370879472681866,0.6370879472681866,line.sw2::A,0.6369327559171365,0.5518996968088822,50.0,2025-04-10,48,COMBINED_PQ,IDC06,72
line.sw2::A,0.6370421125536725,0.6370421125536725,50.0,0.6371095415145177,0.6371095415145177,line.sw2::A,0.6369327559171365,0.5518996968088822,0.0,2025-04-10,250,P_ONLY,IDC07,72
line.sw2::A,0.6370504797041064,0.6370504797041064,0.0,0.6370964109039827,0.6370964109039827,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,250,Q_ONLY,IDC07,72
line.sw2::A,0.6369864025408082,0.6369864025408082,50.0,0.6370595940658984,0.6370595940658984,line.sw2::A,0.6369327559171365,0.5518996968088822,50.0,2025-04-10,250,COMBINED_PQ,IDC07,72
line.sw2::A,0.6370470386990935,0.6370470386990935,50.0,0.6371090397156236,0.6371090397156236,line.sw2::A,0.6369327559171365,0.5518996968088822,0.0,2025-04-10,21,P_ONLY,IDC08,72
line.sw2::A,0.637050443152523,0.637050443152523,0.0,0.6370950922500483,0.6370950922500483,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,21,Q_ONLY,IDC08,72
line.sw2::A,0.6369867520616128,0.6369867520616128,50.0,0.6370577736130699,0.6370577736130699,line.sw2::A,0.6369327559171365,0.5518996968088822,50.0,2025-04-10,21,COMBINED_PQ,IDC08,72
line.sw2::A,0.6369260319815151,0.6204065356113632,50.0,0.6369327559171365,0.6204487830526844,line.l10::A,0.6369327559171365,0.5488494093574513,0.0,2025-04-10,152,P_ONLY,IDC09,72
line.sw2::A,0.6369260319815151,0.6365960065536741,0.0,0.6369327559171365,0.6364038753118622,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,152,Q_ONLY,IDC09,72
line.sw2::A,0.6369260319815151,0.619887809487284,50.0,0.6369327559171365,0.6197063000119445,line.l10::A,0.6369327559171365,0.5488494093574513,50.0,2025-04-10,152,COMBINED_PQ,IDC09,72
line.sw2::A,0.6369260319815151,0.6200731271926209,50.0,0.6369327559171365,0.6201158835601027,line.l10::A,0.6369327559171365,0.5488494093574513,0.0,2025-04-10,81,P_ONLY,IDC10,72
line.sw2::A,0.6370582740132016,0.6370582740132016,0.0,0.6369327559171365,0.6369003843810777,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,81,Q_ONLY,IDC10,72
line.sw2::A,0.6369260319815151,0.6200308981673996,50.0,0.6369327559171365,0.6198699095885783,line.l10::A,0.6369327559171365,0.5488494093574513,50.0,2025-04-10,81,COMBINED_PQ,IDC10,72
line.sw2::A,0.6369260319815151,0.6200098238823262,50.0,0.6369327559171365,0.6201263707141562,line.l10::A,0.6369327559171365,0.5488494093574513,0.0,2025-04-10,79,P_ONLY,IDC11,72
line.sw2::A,0.6370313081452585,0.6370313081452585,0.0,0.6369327559171365,0.6368947820877046,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,79,Q_ONLY,IDC11,72
line.sw2::A,0.6369260319815151,0.6200015120217106,50.0,0.6369327559171365,0.6198747944492587,line.l10::A,0.6369327559171365,0.5488494093574513,50.0,2025-04-10,79,COMBINED_PQ,IDC11,72
line.sw2::A,0.6369260319815151,0.6199959143544903,50.0,0.6369327559171365,0.6201128333710703,line.l10::A,0.6369327559171365,0.5488494093574513,0.0,2025-04-10,108,P_ONLY,IDC12,72
line.sw2::A,0.6369743560252852,0.6369743560252852,0.0,0.6369327559171365,0.6368382717521641,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,108,Q_ONLY,IDC12,72
line.sw2::A,0.6369260319815151,0.6199288745034792,50.0,0.6369327559171365,0.6198047467706324,line.l10::A,0.6369327559171365,0.5488494093574513,50.0,2025-04-10,108,COMBINED_PQ,IDC12,72
line.sw2::A,0.6370678218992505,0.6370678218992505,50.0,0.6371205599989792,0.6371205599989792,line.sw2::A,0.6369327559171365,0.5518996968088822,0.0,2025-04-10,28,P_ONLY,STA01,72
line.sw2::A,0.6370506054424654,0.6370506054424654,0.0,0.6371157796492354,0.6371157796492354,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,28,Q_ONLY,STA01,72
line.sw2::A,0.6369865053948572,0.6369865053948572,50.0,0.6370899812956126,0.6370899812956126,line.sw2::A,0.6369327559171365,0.5518996968088822,50.0,2025-04-10,28,COMBINED_PQ,STA01,72
line.sw2::A,0.6369260319815151,0.6202626422645288,50.0,0.6369327559171365,0.6203072819706905,line.l10::A,0.6369327559171365,0.5488494093574513,0.0,2025-04-10,54,P_ONLY,STA02,72
line.sw2::A,0.6369260319815151,0.6367153855081937,0.0,0.6369327559171365,0.6365354767450536,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,54,Q_ONLY,STA02,72
line.sw2::A,0.6369260319815151,0.6198705701927814,50.0,0.6369327559171365,0.6196964003631421,line.l10::A,0.6369327559171365,0.5488494093574513,50.0,2025-04-10,54,COMBINED_PQ,STA02,72
line.sw2::A,0.6369260319815151,0.6200237940843986,50.0,0.6369327559171365,0.6200909367412809,line.l10::A,0.6369327559171365,0.5488494093574513,0.0,2025-04-10,95,P_ONLY,STA03,72
line.sw2::A,0.6369910609733365,0.6369910609733365,0.0,0.6369327559171365,0.6368404507014751,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,95,Q_ONLY,STA03,72
line.sw2::A,0.6369260319815151,0.6199335795442938,50.0,0.6369327559171365,0.619785029090154,line.l10::A,0.6369327559171365,0.5488494093574513,50.0,2025-04-10,95,COMBINED_PQ,STA03,72
line.sw2::A,0.6369260319815151,0.6201304755776389,50.0,0.6369327559171365,0.6201778234320564,line.l10::A,0.6369327559171365,0.5488494093574513,0.0,2025-04-10,64,P_ONLY,STA04,72
line.sw2::A,0.6369260319815151,0.6368959364670069,0.0,0.6369327559171365,0.6367467001156317,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,64,Q_ONLY,STA04,72
line.sw2::A,0.6369260319815151,0.6199195056752816,50.0,0.6369327559171365,0.6197781651950861,line.l10::A,0.6369327559171365,0.5488494093574513,50.0,2025-04-10,64,COMBINED_PQ,STA04,72
line.sw2::A,0.6369260319815151,0.6200724696949538,50.0,0.6369327559171365,0.620174336947436,line.l10::A,0.6369327559171365,0.5488494093574513,0.0,2025-04-10,62,P_ONLY,STA05,72
line.sw2::A,0.6369260319815151,0.6369002410728928,0.0,0.6369327559171365,0.636751300873976,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,62,Q_ONLY,STA05,72
line.sw2::A,0.6369260319815151,0.6199190005987947,50.0,0.6369327559171365,0.61977927946881,line.l10::A,0.6369327559171365,0.5488494093574513,50.0,2025-04-10,62,COMBINED_PQ,STA05,72
line.sw2::A,0.6369260319815151,0.6200341080929563,50.0,0.6369327559171365,0.6201391797133925,line.l10::A,0.6369327559171365,0.5488494093574513,0.0,2025-04-10,98,P_ONLY,STA06,72
line.sw2::A,0.6369506083969179,0.6369506083969179,0.0,0.6369327559171365,0.6368088930218245,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,98,Q_ONLY,STA06,72
line.sw2::A,0.6369260319815151,0.6199317172824522,50.0,0.6369327559171365,0.619801714382615,line.l10::A,0.6369327559171365,0.5488494093574513,50.0,2025-04-10,98,COMBINED_PQ,STA06,72
line.sw2::A,0.6369260319815151,0.6200331194193186,50.0,0.6369327559171365,0.6201458036177558,line.l10::A,0.6369327559171365,0.5488494093574513,0.0,2025-04-10,100,P_ONLY,STA07,72
line.sw2::A,0.6369499634891301,0.6369499634891301,0.0,0.6369327559171365,0.6368101100918215,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,100,Q_ONLY,STA07,72
line.sw2::A,0.6369260319815151,0.6199384141518445,50.0,0.6369327559171365,0.6198095553569754,line.l10::A,0.6369327559171365,0.5488494093574513,50.0,2025-04-10,100,COMBINED_PQ,STA07,72
line.sw2::A,0.6369260319815151,0.6200344672518492,50.0,0.6369327559171365,0.6201504324148542,line.l10::A,0.6369327559171365,0.5488494093574513,0.0,2025-04-10,67,P_ONLY,STA08,72
line.sw2::A,0.6369451480851299,0.6369451480851299,0.0,0.6369327559171365,0.6368062558859854,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,67,Q_ONLY,STA08,72
line.sw2::A,0.6369260319815151,0.6199353442917712,50.0,0.6369327559171365,0.6198103299482376,line.l10::A,0.6369327559171365,0.5488494093574513,50.0,2025-04-10,67,COMBINED_PQ,STA08,72
line.sw2::A,0.6369260319815151,0.6200158036816568,50.0,0.6369327559171365,0.6201267970906842,line.l10::A,0.6369327559171365,0.5488494093574513,0.0,2025-04-10,80,P_ONLY,STA09,72
line.sw2::A,0.6370488816899469,0.6370488816899469,0.0,0.6369327559171365,0.6369106018819847,line.l10::A,0.6369327559171365,0.5589858780739583,50.0,2025-04-10,80,Q_ONLY,STA09,72
line.sw2::A,0.6369260319815151,0.6200211311441507,50.0,0.6369327559171365,0.6198910406200668,line.l10::A,0.6369327559171365,0.5488494093574513,50.0,2025-04-10,80,COMBINED_PQ,STA09,72
line.sw2::A,0.6369260319815151,0.6199860089902176,50.0,0.6369327559171365,0.6201011335115935,line.l10::A,0.6369327559171365,0.5488494093574513,0.0,2025-04-10,91,P_ONLY,STA10,72
