slot,role,location,PCC_bus,scheduled_P_kw,scheduled_Q_kvar,physical_P_kw,physical_Q_kvar,P_residual_kw,Q_residual_kvar
2,MESS,STA05,pcc8500_mess_sta05_lv,0.0,0.0,0.0,0.0,0.0,0.0
2,MESS,STA06,pcc8500_mess_sta06_lv,0.0,0.0,0.0,0.0,0.0,0.0
2,MESS,STA07,pcc8500_mess_sta07_lv,0.0,0.0,0.0,0.0,0.0,0.0
2,MESS,STA08,pcc8500_mess_sta08_lv,0.0,0.0,0.0,0.0,0.0,0.0
2,MESS,STA09,pcc8500_mess_sta09_lv,0.0,0.0,0.0,0.0,0.0,0.0
2,MESS,STA10,pcc8500_mess_sta10_lv,0.0,0.0,0.0,0.0,0.0,0.0
2,MESS,STA11,pcc8500_mess_sta11_lv,0.0,0.0,0.0,0.0,0.0,0.0
2,MESS,STA12,pcc8500_mess_sta12_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,AIDC,AIDC01,pcc8500_aidc_aidc01_lv,114.2661171344916,37.55745646261354,114.26613327989355,37.5574943992305,1.614540195760128e-05,3.793661696249728e-05
3,MESS,AIDC01,pcc8500_mess_aidc01_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,AIDC,AIDC02,pcc8500_aidc_aidc02_lv,62.11534789973069,20.416327542296763,62.115350574003976,20.41633548205167,2.6742732828211047e-06,7.939754908647956e-06
3,MESS,AIDC02,pcc8500_mess_aidc02_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,AIDC,AIDC03,pcc8500_aidc_aidc03_lv,114.2661171344916,37.55745646261354,114.26612093357065,37.55746820926641,3.7990790531239327e-06,1.1746652873512176e-05
3,MESS,AIDC03,pcc8500_mess_aidc03_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,AIDC,AIDC04,pcc8500_aidc_aidc04_lv,62.11534789973069,20.416327542296763,62.1153558256664,20.416345918439312,7.925935705088705e-06,1.837614254895925e-05
3,MESS,AIDC04,pcc8500_mess_aidc04_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,AIDC,AIDC05,pcc8500_aidc_aidc05_lv,140.34151236915113,46.1280244125028,140.3415236352286,46.12806522447935,1.1266077478921943e-05,4.081197654670632e-05
3,MESS,AIDC05,pcc8500_mess_aidc05_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,AIDC,AIDC06,pcc8500_aidc_aidc06_lv,114.2661171344916,37.55745646261354,114.26613606801874,37.55749416256572,1.8933527144326945e-05,3.769995218050326e-05
3,MESS,AIDC06,pcc8500_mess_aidc06_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,AIDC,AIDC07,pcc8500_aidc_aidc07_lv,62.11534789973069,20.416327542296763,62.115352282913996,20.41634025304739,4.3831833025365086e-06,1.2710750628031064e-05
3,MESS,AIDC07,pcc8500_mess_aidc07_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,AIDC,AIDC08,pcc8500_aidc_aidc08_lv,114.2661171344916,37.55745646261354,114.26613297173361,37.55749248895396,1.5837242017369135e-05,3.6026340424655245e-05
3,MESS,AIDC08,pcc8500_mess_aidc08_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,AIDC,AIDC09,pcc8500_aidc_aidc09_lv,62.11534789973069,20.416327542296763,62.11535464497149,20.41634553338993,6.7452407961354766e-06,1.7991093166358496e-05
3,MESS,AIDC09,pcc8500_mess_aidc09_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,AIDC,AIDC10,pcc8500_aidc_aidc10_lv,114.2661171344916,37.55745646261354,114.26614044715899,37.557496307435656,2.3312667394748132e-05,3.9844822119050605e-05
3,MESS,AIDC10,pcc8500_mess_aidc10_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,AIDC,AIDC11,pcc8500_aidc_aidc11_lv,62.11534789973069,20.416327542296763,62.11535080151772,20.41633623238703,2.901787027553837e-06,8.690090268714812e-06
3,MESS,AIDC11,pcc8500_mess_aidc11_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,AIDC,AIDC12,pcc8500_aidc_aidc12_lv,114.2661171344916,37.55745646261354,114.26613446729752,37.55749495253772,1.7332805924752392e-05,3.848992418653552e-05
3,MESS,AIDC12,pcc8500_mess_aidc12_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,MESS,STA01,pcc8500_mess_sta01_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,MESS,STA02,pcc8500_mess_sta02_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,MESS,STA03,pcc8500_mess_sta03_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,MESS,STA04,pcc8500_mess_sta04_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,MESS,STA05,pcc8500_mess_sta05_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,MESS,STA06,pcc8500_mess_sta06_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,MESS,STA07,pcc8500_mess_sta07_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,MESS,STA08,pcc8500_mess_sta08_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,MESS,STA09,pcc8500_mess_sta09_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,MESS,STA10,pcc8500_mess_sta10_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,MESS,STA11,pcc8500_mess_sta11_lv,0.0,0.0,0.0,0.0,0.0,0.0
3,MESS,STA12,pcc8500_mess_sta12_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,AIDC,AIDC01,pcc8500_aidc_aidc01_lv,114.26611712213426,37.55745645855188,114.26595071001631,37.5571221624342,-0.00016641211794876654,-0.0003342961176855397
4,MESS,AIDC01,pcc8500_mess_aidc01_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,AIDC,AIDC02,pcc8500_aidc_aidc02_lv,62.11534789965371,20.41632754227146,62.115321449652214,20.416254808711336,-2.645000149925636e-05,-7.273356012404975e-05
4,MESS,AIDC02,pcc8500_mess_aidc02_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,AIDC,AIDC03,pcc8500_aidc_aidc03_lv,114.26611712213426,37.55745645855188,114.2660806284766,37.5573481069446,-3.649365766023038e-05,-0.0001083516072810653
4,MESS,AIDC03,pcc8500_mess_aidc03_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,AIDC,AIDC04,pcc8500_aidc_aidc04_lv,62.11534789965371,20.41632754227146,62.11526225400388,20.416164199580948,-8.56456498325997e-05,-0.00016334269051299088
4,MESS,AIDC04,pcc8500_mess_aidc04_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,AIDC,AIDC05,pcc8500_aidc_aidc05_lv,140.34151221944848,46.12802436329792,140.34140536887304,46.12767368918387,-0.00010685057543469156,-0.00035067411404554605
4,MESS,AIDC05,pcc8500_mess_aidc05_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,AIDC,AIDC06,pcc8500_aidc_aidc06_lv,114.26611712213426,37.55745645855188,114.26591814336176,37.557119061482474,-0.00019897877250230067,-0.000337397069408496
4,MESS,AIDC06,pcc8500_mess_aidc06_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,AIDC,AIDC07,pcc8500_aidc_aidc07_lv,62.11534789965371,20.41632754227146,62.11530323065293,20.416214003580308,-4.466900078625713e-05,-0.00011353869115282578
4,MESS,AIDC07,pcc8500_mess_aidc07_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,AIDC,AIDC08,pcc8500_aidc_aidc08_lv,114.26611712213426,37.55745645855188,114.26594916358732,37.55713524252296,-0.00016795854693896217,-0.00032121602892232204
4,MESS,AIDC08,pcc8500_mess_aidc08_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,AIDC,AIDC09,pcc8500_aidc_aidc09_lv,62.11534789965371,20.41632754227146,62.115277186321464,20.41616915006035,-7.071333224928367e-05,-0.0001583922111088043
4,MESS,AIDC09,pcc8500_mess_aidc09_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,AIDC,AIDC10,pcc8500_aidc_aidc10_lv,114.26611712213426,37.55745645855188,114.26587287249828,37.55709745820236,-0.00024424963598335125,-0.000359000349526184
4,MESS,AIDC10,pcc8500_mess_aidc10_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,AIDC,AIDC11,pcc8500_aidc_aidc11_lv,62.11534789965371,20.41632754227146,62.11531877104417,20.41624775121579,-2.9128609540407524e-05,-7.979105567201827e-05
4,MESS,AIDC11,pcc8500_mess_aidc11_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,AIDC,AIDC12,pcc8500_aidc_aidc12_lv,114.26611712213426,37.55745645855188,114.26593921178637,37.557117022579604,-0.00017791034788672278,-0.0003394359722790341
4,MESS,AIDC12,pcc8500_mess_aidc12_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,MESS,STA01,pcc8500_mess_sta01_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,MESS,STA02,pcc8500_mess_sta02_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,MESS,STA03,pcc8500_mess_sta03_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,MESS,STA04,pcc8500_mess_sta04_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,MESS,STA05,pcc8500_mess_sta05_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,MESS,STA06,pcc8500_mess_sta06_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,MESS,STA07,pcc8500_mess_sta07_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,MESS,STA08,pcc8500_mess_sta08_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,MESS,STA09,pcc8500_mess_sta09_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,MESS,STA10,pcc8500_mess_sta10_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,MESS,STA11,pcc8500_mess_sta11_lv,0.0,0.0,0.0,0.0,0.0,0.0
4,MESS,STA12,pcc8500_mess_sta12_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,AIDC,AIDC01,pcc8500_aidc_aidc01_lv,114.266117123762,37.55745645908689,114.26611379533504,37.55746545144479,-3.3284269562727786e-06,8.992357898307546e-06
5,MESS,AIDC01,pcc8500_mess_aidc01_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,AIDC,AIDC02,pcc8500_aidc_aidc02_lv,62.115347899690335,20.416327542283497,62.11534768520863,20.416328390628436,-2.1448170173243852e-07,8.483449391860631e-07
5,MESS,AIDC02,pcc8500_mess_aidc02_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,AIDC,AIDC03,pcc8500_aidc_aidc03_lv,114.266117123762,37.55745645908689,114.26611727250744,37.55745758609833,1.4874544262966083e-07,1.1270114370631745e-06
5,MESS,AIDC03,pcc8500_mess_aidc03_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,AIDC,AIDC04,pcc8500_aidc_aidc04_lv,62.115347899690335,20.416327542283497,62.11534510924716,20.416332498993643,-2.7904431760816806e-06,4.956710146331034e-06
5,MESS,AIDC04,pcc8500_mess_aidc04_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,AIDC,AIDC05,pcc8500_aidc_aidc05_lv,140.3415121965295,46.128024355764815,140.34152338620015,46.12804187909261,1.1189670658495743e-05,1.7523327798585342e-05
5,MESS,AIDC05,pcc8500_mess_aidc05_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,AIDC,AIDC06,pcc8500_aidc_aidc06_lv,114.266117123762,37.55745645908689,114.26610759679275,37.557461246771794,-9.526969250828188e-06,4.787684900975364e-06
5,MESS,AIDC06,pcc8500_mess_aidc06_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,AIDC,AIDC07,pcc8500_aidc_aidc07_lv,62.115347899690335,20.416327542283497,62.11534697686884,20.416329702840617,-9.228214921108702e-07,2.1605571198790585e-06
5,MESS,AIDC07,pcc8500_mess_aidc07_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,AIDC,AIDC08,pcc8500_aidc_aidc08_lv,114.266117123762,37.55745645908689,114.266110655577,37.55746313193316,-6.468185006269778e-06,6.672846268429566e-06
5,MESS,AIDC08,pcc8500_mess_aidc08_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,AIDC,AIDC09,pcc8500_aidc_aidc09_lv,62.115347899690335,20.416327542283497,62.11534549461903,20.416331393155893,-2.4050713065548734e-06,3.850872396071736e-06
5,MESS,AIDC09,pcc8500_mess_aidc09_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,AIDC,AIDC10,pcc8500_aidc_aidc10_lv,114.266117123762,37.55745645908689,114.26610330932402,37.557459211718324,-1.3814437977544003e-05,2.752631431235386e-06
5,MESS,AIDC10,pcc8500_mess_aidc10_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,AIDC,AIDC11,pcc8500_aidc_aidc11_lv,62.115347899690335,20.416327542283497,62.11534756837945,20.416328432786074,-3.3131088628124417e-07,8.905025765670871e-07
5,MESS,AIDC11,pcc8500_mess_aidc11_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,AIDC,AIDC12,pcc8500_aidc_aidc12_lv,114.266117123762,37.55745645908689,114.26611322612834,37.55746520925172,-3.897633661154032e-06,8.75016482382307e-06
5,MESS,AIDC12,pcc8500_mess_aidc12_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,MESS,STA01,pcc8500_mess_sta01_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,MESS,STA02,pcc8500_mess_sta02_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,MESS,STA03,pcc8500_mess_sta03_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,MESS,STA04,pcc8500_mess_sta04_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,MESS,STA05,pcc8500_mess_sta05_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,MESS,STA06,pcc8500_mess_sta06_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,MESS,STA07,pcc8500_mess_sta07_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,MESS,STA08,pcc8500_mess_sta08_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,MESS,STA09,pcc8500_mess_sta09_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,MESS,STA10,pcc8500_mess_sta10_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,MESS,STA11,pcc8500_mess_sta11_lv,0.0,0.0,0.0,0.0,0.0,0.0
5,MESS,STA12,pcc8500_mess_sta12_lv,0.0,0.0,0.0,0.0,0.0,0.0
6,AIDC,AIDC01,pcc8500_aidc_aidc01_lv,114.26611712539311,37.55745645962301,114.26609318500135,37.5574989721416,-2.394039175612761e-05,4.2512518589887804e-05
6,MESS,AIDC01,pcc8500_mess_aidc01_lv,0.0,0.0,0.0,0.0,0.0,0.0
6,AIDC,AIDC02,pcc8500_aidc_aidc02_lv,62.115347899727325,20.416327542295654,62.115345684676335,20.41632767503102,-2.2150509906282423e-06,1.3273536580982181e-07
