day,policy,mess_id,previous_origin,previous_destination,previous_departure_slot,previous_planned_connection_ready_slot,previous_actual_arrival_slot,previous_actual_connection_ready_slot,next_planned_departure_slot,collision_magnitude_slots,planned_safe_eta_seconds,planned_q50_eta_seconds,planned_q90_eta_seconds,actual_eta_seconds,actual_eta_late_vs_safe,actual_eta_late_vs_q50,actual_eta_late_vs_q90,eta_delay_vs_safe_seconds,ready_delay_slots,planned_arrival_slot_safe,physical_arrival_slot_boundary_crossing,connection_ready_slot_boundary_crossing,classification,frozen_command_source,actual_moves_source,actual_final_actuator
2025-05-04,B3,MESS01,STA01,IDC12,41,43,41.83038037788694,43,,0,922.576858520508,733.7403411865234,772.4857025146484,747.3423400982468,False,True,False,-175.2345184222612,0,42.02508539835612,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-04\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-04\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-04\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-05,B2,MESS01,STA01,IDC05,23,25,23.922052653467393,25,,0,930.8432846069337,833.3018951416016,876.7507019042969,829.8473881206542,False,False,False,-100.99589648627955,0,24.034270316229925,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-05\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-05\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-05\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-05,B3,MESS01,STA01,IDC05,23,25,23.922052653467393,25,,0,930.8432846069337,833.3018951416016,876.7507019042969,829.8473881206542,False,False,False,-100.99589648627955,0,24.034270316229925,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-05\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-05\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-05\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-06,B2,MESS01,STA01,IDC05,23,25,23.853169969452455,25,,0,992.6985244750978,895.1571350097656,941.8311462402344,767.85297250721,False,False,False,-224.8455519678878,0,24.102998360527888,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-06\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-06\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-06\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-06,B2,MESS02,STA12,IDC05,41,45,43.6961462931636,45,,0,2828.5789489746094,2639.742431640625,2779.134765625,2426.5316638472395,False,False,False,-402.04728512736983,0,44.14286549886068,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-06\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-06\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-06\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-06,B3,MESS01,STA01,IDC05,23,25,23.853169969452455,25,,0,992.6985244750978,895.1571350097656,941.8311462402344,767.85297250721,False,False,False,-224.8455519678878,0,24.102998360527888,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-06\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-06\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-06\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-07,B2,MESS01,STA01,STA02,23,25,23.584516247895003,25,,0,638.3324050903321,540.791015625,568.9882202148438,526.0646231055042,False,False,False,-112.26778198482793,0,23.70925822787815,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-07\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-07\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-07\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-07,B2,MESS02,STA12,IDC05,31,35,33.96735595852167,35,,0,2898.9974060058594,2710.160888671875,2853.2718505859375,2670.620362669507,False,False,False,-228.37704333635247,0,34.221108228895396,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-07\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-07\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-07\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-07,B3,MESS01,STA01,STA02,23,25,23.584516247895003,25,,0,638.3324050903321,540.791015625,568.9882202148438,526.0646231055042,False,False,False,-112.26778198482793,0,23.70925822787815,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-07\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-07\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-07\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-08,B2,MESS01,STA01,STA02,23,25,23.60099653567958,25,,0,624.0843582153321,526.54296875,553.9971923828125,540.8968821116214,False,True,False,-83.18747610371076,0,23.693427064683704,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-08\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-08\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-08\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-08,B2,MESS02,STA12,STA04,22,26,24.687382694464787,26,,0,2484.787727355957,2387.246337890625,2511.71875,2418.6444250183085,False,True,False,-66.14330233764849,0,24.76087525261773,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-08\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-08\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-08\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-08,B3,MESS01,STA01,STA02,23,25,23.60099653567958,25,,0,624.0843582153321,526.54296875,553.9971923828125,540.8968821116214,False,True,False,-83.18747610371076,0,23.693427064683704,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-08\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-08\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-08\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-09,B2,MESS01,STA01,STA02,22,24,22.55780034543176,24,,0,601.3285598754884,503.78717041015625,530.054931640625,502.02031088858513,False,False,False,-99.30824898690327,0,22.668142844306097,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-09\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-09\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-09\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-09,B2,MESS02,STA12,IDC05,2,6,4.453478480717462,6,,0,2328.4824142456055,2230.9410247802734,2347.2635765075684,2208.1306326457157,False,False,False,-120.35178159988982,0,4.587202682495118,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-09\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-09\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-09\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-09,B3,MESS01,STA01,STA02,23,25,23.586347886970387,25,,0,614.9104080200196,517.3690185546875,544.344970703125,527.7130982733482,False,True,False,-87.19730974667141,0,23.68323378668891,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-09\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-09\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-09\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-10,B2,MESS01,STA01,IDC05,59,61,59.91149392651383,61,,0,1015.826784515381,827.5163116455078,871.4677124023438,820.3445338624467,False,False,False,-195.48225065293423,0,60.12869642723931,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-10\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-10\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-10\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-10,B2,MESS02,STA12,IDC05,14,18,16.622028883105493,18,,0,2368.3819732666016,2270.8405838012695,2389.2435417175293,2359.8259947949446,False,True,False,-8.555978471657,0,16.63153552585178,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-10\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-10\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-10\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-10,B3,MESS01,STA01,IDC05,59,61,59.91149392651383,61,,0,1015.826784515381,827.5163116455078,871.4677124023438,820.3445338624467,False,False,False,-195.48225065293423,0,60.12869642723931,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-10\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-10\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-10\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-11,B2,MESS01,STA01,STA03,41,44,42.13833158836331,43,,0,1271.6949691772463,1082.8584518432617,1140.0391235351562,1024.4984295269755,False,False,False,-247.19653965027078,-1,42.41299441019694,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-11\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-11\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-11\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-11,B2,MESS02,STA12,STA11,41,43,41.911027438764805,43,,0,984.3672027587893,795.5306854248047,837.5389175415039,819.9246948883222,False,True,False,-164.44250787046713,0,42.09374133639866,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-11\B2\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-11\B2\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-11\B2\ETA95_QSAFE_ACTUAL\ACTUATOR.json
2025-05-11,B3,MESS01,STA01,STA03,41,44,42.13833158836331,43,,0,1271.6949691772463,1082.8584518432617,1140.0391235351562,1024.4984295269755,False,False,False,-247.19653965027078,-1,42.41299441019694,False,False,WITHIN_SAFE_ETA,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_may\loop_wall_v4\2025-05-11\B3\dayahead\FROZEN_MESS_COMMANDS.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\common_inputs\2025-05-11\B3\ACTUAL_MESS_AUDIT.json,C:\codex_mobileess_workspace\MobileESS_v41r3_scale_rebalance\frozen_artifacts\v41r4_actual_eta95_qsafe_robust_v2_perf1\replays\2025-05-11\B3\ETA95_QSAFE_ACTUAL\ACTUATOR.json
