day,policy,mess_id,moves,consecutive_move_pairs,collision_count
2025-05-08,B0,MESS03,0,0,0
2025-05-08,B0,MESS04,0,0,0
2025-05-08,B1,MESS01,0,0,0
2025-05-08,B1,MESS02,0,0,0
2025-05-08,B1,MESS03,0,0,0
2025-05-08,B1,MESS04,0,0,0
2025-05-08,B2,MESS01,1,0,0
2025-05-08,B2,MESS02,1,0,0
2025-05-08,B2,MESS03,0,0,0
2025-05-08,B2,MESS04,0,0,0
2025-05-08,B3,MESS01,1,0,0
2025-05-08,B3,MESS02,0,0,0
2025-05-08,B3,MESS03,0,0,0
2025-05-08,B3,MESS04,0,0,0
2025-05-09,B0,MESS01,0,0,0
2025-05-09,B0,MESS02,0,0,0
2025-05-09,B0,MESS03,0,0,0
2025-05-09,B0,MESS04,0,0,0
2025-05-09,B1,MESS01,0,0,0
2025-05-09,B1,MESS02,0,0,0
2025-05-09,B1,MESS03,0,0,0
2025-05-09,B1,MESS04,0,0,0
2025-05-09,B2,MESS01,1,0,0
2025-05-09,B2,MESS02,1,0,0
2025-05-09,B2,MESS03,0,0,0
2025-05-09,B2,MESS04,0,0,0
2025-05-09,B3,MESS01,1,0,0
2025-05-09,B3,MESS02,0,0,0
2025-05-09,B3,MESS03,0,0,0
2025-05-09,B3,MESS04,0,0,0
2025-05-10,B0,MESS01,0,0,0
2025-05-10,B0,MESS02,0,0,0
2025-05-10,B0,MESS03,0,0,0
2025-05-10,B0,MESS04,0,0,0
2025-05-10,B1,MESS01,0,0,0
2025-05-10,B1,MESS02,0,0,0
2025-05-10,B1,MESS03,0,0,0
2025-05-10,B1,MESS04,0,0,0
2025-05-10,B2,MESS01,1,0,0
2025-05-10,B2,MESS02,1,0,0
2025-05-10,B2,MESS03,0,0,0
2025-05-10,B2,MESS04,0,0,0
2025-05-10,B3,MESS01,1,0,0
2025-05-10,B3,MESS02,0,0,0
2025-05-10,B3,MESS03,0,0,0
2025-05-10,B3,MESS04,0,0,0
2025-05-11,B0,MESS01,0,0,0
2025-05-11,B0,MESS02,0,0,0
2025-05-11,B0,MESS03,0,0,0
2025-05-11,B0,MESS04,0,0,0
2025-05-11,B1,MESS01,0,0,0
2025-05-11,B1,MESS02,0,0,0
2025-05-11,B1,MESS03,0,0,0
2025-05-11,B1,MESS04,0,0,0
2025-05-11,B2,MESS01,1,0,0
2025-05-11,B2,MESS02,1,0,0
2025-05-11,B2,MESS03,0,0,0
2025-05-11,B2,MESS04,0,0,0
2025-05-11,B3,MESS01,1,0,0
2025-05-11,B3,MESS02,0,0,0
2025-05-11,B3,MESS03,0,0,0
2025-05-11,B3,MESS04,0,0,0
2025-05-12,B0,MESS01,0,0,0
2025-05-12,B0,MESS02,0,0,0
2025-05-12,B0,MESS03,0,0,0
2025-05-12,B0,MESS04,0,0,0
2025-05-12,B1,MESS01,0,0,0
2025-05-12,B1,MESS02,0,0,0
2025-05-12,B1,MESS03,0,0,0
2025-05-12,B1,MESS04,0,0,0
2025-05-12,B2,MESS01,1,0,0
2025-05-12,B2,MESS02,1,0,0
2025-05-12,B2,MESS03,0,0,0
2025-05-12,B2,MESS04,0,0,0
2025-05-12,B3,MESS01,1,0,0
2025-05-12,B3,MESS02,0,0,0
2025-05-12,B3,MESS03,0,0,0
2025-05-12,B3,MESS04,0,0,0
2025-05-13,B0,MESS01,0,0,0
2025-05-13,B0,MESS02,0,0,0
2025-05-13,B0,MESS03,0,0,0
2025-05-13,B0,MESS04,0,0,0
2025-05-13,B1,MESS01,0,0,0
2025-05-13,B1,MESS02,0,0,0
2025-05-13,B1,MESS03,0,0,0
2025-05-13,B1,MESS04,0,0,0
2025-05-13,B2,MESS01,1,0,0
2025-05-13,B2,MESS02,0,0,0
2025-05-13,B2,MESS03,0,0,0
2025-05-13,B2,MESS04,0,0,0
2025-05-13,B3,MESS01,1,0,0
2025-05-13,B3,MESS02,0,0,0
2025-05-13,B3,MESS03,0,0,0
2025-05-13,B3,MESS04,0,0,0
2025-05-14,B0,MESS01,0,0,0
2025-05-14,B0,MESS02,0,0,0
2025-05-14,B0,MESS03,0,0,0
2025-05-14,B0,MESS04,0,0,0
2025-05-14,B1,MESS01,0,0,0
2025-05-14,B1,MESS02,0,0,0
2025-05-14,B1,MESS03,0,0,0
2025-05-14,B1,MESS04,0,0,0
2025-05-14,B2,MESS01,1,0,0
2025-05-14,B2,MESS02,1,0,0
2025-05-14,B2,MESS03,0,0,0
2025-05-14,B2,MESS04,0,0,0
2025-05-14,B3,MESS01,1,0,0
2025-05-14,B3,MESS02,0,0,0
2025-05-14,B3,MESS03,0,0,0
2025-05-14,B3,MESS04,0,0,0
2025-05-15,B0,MESS01,0,0,0
2025-05-15,B0,MESS02,0,0,0
2025-05-15,B0,MESS03,0,0,0
2025-05-15,B0,MESS04,0,0,0
2025-05-15,B1,MESS01,0,0,0
2025-05-15,B1,MESS02,0,0,0
2025-05-15,B1,MESS03,0,0,0
2025-05-15,B1,MESS04,0,0,0
2025-05-15,B2,MESS01,1,0,0
2025-05-15,B2,MESS02,0,0,0
2025-05-15,B2,MESS03,0,0,0
2025-05-15,B2,MESS04,0,0,0
2025-05-15,B3,MESS01,1,0,0
2025-05-15,B3,MESS02,0,0,0
2025-05-15,B3,MESS03,0,0,0
2025-05-15,B3,MESS04,0,0,0
2025-05-16,B0,MESS01,0,0,0
2025-05-16,B0,MESS02,0,0,0
2025-05-16,B0,MESS03,0,0,0
2025-05-16,B0,MESS04,0,0,0
2025-05-16,B1,MESS01,0,0,0
2025-05-16,B1,MESS02,0,0,0
2025-05-16,B1,MESS03,0,0,0
2025-05-16,B1,MESS04,0,0,0
2025-05-16,B2,MESS01,1,0,0
2025-05-16,B2,MESS02,1,0,0
2025-05-16,B2,MESS03,0,0,0
2025-05-16,B2,MESS04,0,0,0
2025-05-16,B3,MESS01,1,0,0
2025-05-16,B3,MESS02,0,0,0
2025-05-16,B3,MESS03,0,0,0
2025-05-16,B3,MESS04,0,0,0
2025-05-17,B0,MESS01,0,0,0
2025-05-17,B0,MESS02,0,0,0
2025-05-17,B0,MESS03,0,0,0
2025-05-17,B0,MESS04,0,0,0
2025-05-17,B1,MESS01,0,0,0
2025-05-17,B1,MESS02,0,0,0
2025-05-17,B1,MESS03,0,0,0
2025-05-17,B1,MESS04,0,0,0
2025-05-17,B2,MESS01,1,0,0
2025-05-17,B2,MESS02,0,0,0
2025-05-17,B2,MESS03,0,0,0
2025-05-17,B2,MESS04,0,0,0
2025-05-17,B3,MESS01,1,0,0
2025-05-17,B3,MESS02,0,0,0
2025-05-17,B3,MESS03,0,0,0
2025-05-17,B3,MESS04,0,0,0
2025-05-18,B0,MESS01,0,0,0
2025-05-18,B0,MESS02,0,0,0
2025-05-18,B0,MESS03,0,0,0
2025-05-18,B0,MESS04,0,0,0
2025-05-18,B1,MESS01,0,0,0
2025-05-18,B1,MESS02,0,0,0
2025-05-18,B1,MESS03,0,0,0
2025-05-18,B1,MESS04,0,0,0
2025-05-18,B2,MESS01,1,0,0
2025-05-18,B2,MESS02,1,0,0
2025-05-18,B2,MESS03,0,0,0
2025-05-18,B2,MESS04,0,0,0
2025-05-18,B3,MESS01,1,0,0
2025-05-18,B3,MESS02,1,0,0
2025-05-18,B3,MESS03,0,0,0
2025-05-18,B3,MESS04,0,0,0
2025-05-19,B0,MESS01,0,0,0
2025-05-19,B0,MESS02,0,0,0
2025-05-19,B0,MESS03,0,0,0
2025-05-19,B0,MESS04,0,0,0
2025-05-19,B1,MESS01,0,0,0
2025-05-19,B1,MESS02,0,0,0
2025-05-19,B1,MESS03,0,0,0
2025-05-19,B1,MESS04,0,0,0
2025-05-19,B2,MESS01,1,0,0
2025-05-19,B2,MESS02,1,0,0
2025-05-19,B2,MESS03,0,0,0
2025-05-19,B2,MESS04,0,0,0
2025-05-19,B3,MESS01,1,0,0
2025-05-19,B3,MESS02,0,0,0
2025-05-19,B3,MESS03,0,0,0
2025-05-19,B3,MESS04,0,0,0
2025-05-20,B0,MESS01,0,0,0
2025-05-20,B0,MESS02,0,0,0
2025-05-20,B0,MESS03,0,0,0
2025-05-20,B0,MESS04,0,0,0
2025-05-20,B1,MESS01,0,0,0
2025-05-20,B1,MESS02,0,0,0
2025-05-20,B1,MESS03,0,0,0
2025-05-20,B1,MESS04,0,0,0
2025-05-20,B2,MESS01,1,0,0
2025-05-20,B2,MESS02,1,0,0
2025-05-20,B2,MESS03,0,0,0
2025-05-20,B2,MESS04,0,0,0
2025-05-20,B3,MESS01,1,0,0
2025-05-20,B3,MESS02,0,0,0
2025-05-20,B3,MESS03,0,0,0
2025-05-20,B3,MESS04,0,0,0
2025-05-21,B0,MESS01,0,0,0
2025-05-21,B0,MESS02,0,0,0
2025-05-21,B0,MESS03,0,0,0
2025-05-21,B0,MESS04,0,0,0
2025-05-21,B1,MESS01,0,0,0
2025-05-21,B1,MESS02,0,0,0
2025-05-21,B1,MESS03,0,0,0
2025-05-21,B1,MESS04,0,0,0
2025-05-21,B2,MESS01,1,0,0
2025-05-21,B2,MESS02,0,0,0
2025-05-21,B2,MESS03,0,0,0
2025-05-21,B2,MESS04,0,0,0
2025-05-21,B3,MESS01,1,0,0
2025-05-21,B3,MESS02,0,0,0
2025-05-21,B3,MESS03,0,0,0
2025-05-21,B3,MESS04,0,0,0
2025-05-22,B0,MESS01,0,0,0
2025-05-22,B0,MESS02,0,0,0
2025-05-22,B0,MESS03,0,0,0
2025-05-22,B0,MESS04,0,0,0
2025-05-22,B1,MESS01,0,0,0
2025-05-22,B1,MESS02,0,0,0
2025-05-22,B1,MESS03,0,0,0
2025-05-22,B1,MESS04,0,0,0
2025-05-22,B2,MESS01,1,0,0
2025-05-22,B2,MESS02,1,0,0
2025-05-22,B2,MESS03,0,0,0
2025-05-22,B2,MESS04,0,0,0
2025-05-22,B3,MESS01,1,0,0
2025-05-22,B3,MESS02,1,0,0
2025-05-22,B3,MESS03,0,0,0
2025-05-22,B3,MESS04,0,0,0
2025-05-23,B0,MESS01,0,0,0
2025-05-23,B0,MESS02,0,0,0
2025-05-23,B0,MESS03,0,0,0
2025-05-23,B0,MESS04,0,0,0
2025-05-23,B1,MESS01,0,0,0
2025-05-23,B1,MESS02,0,0,0
2025-05-23,B1,MESS03,0,0,0
2025-05-23,B1,MESS04,0,0,0
2025-05-23,B2,MESS01,1,0,0
2025-05-23,B2,MESS02,1,0,0
2025-05-23,B2,MESS03,0,0,0
2025-05-23,B2,MESS04,0,0,0
2025-05-23,B3,MESS01,1,0,0
2025-05-23,B3,MESS02,1,0,0
2025-05-23,B3,MESS03,0,0,0
2025-05-23,B3,MESS04,0,0,0
2025-05-24,B0,MESS01,0,0,0
2025-05-24,B0,MESS02,0,0,0
2025-05-24,B0,MESS03,0,0,0
2025-05-24,B0,MESS04,0,0,0
2025-05-24,B1,MESS01,0,0,0
2025-05-24,B1,MESS02,0,0,0
2025-05-24,B1,MESS03,0,0,0
2025-05-24,B1,MESS04,0,0,0
2025-05-24,B2,MESS01,1,0,0
2025-05-24,B2,MESS02,1,0,0
2025-05-24,B2,MESS03,1,0,0
2025-05-24,B2,MESS04,0,0,0
2025-05-24,B3,MESS01,1,0,0
2025-05-24,B3,MESS02,1,0,0
2025-05-24,B3,MESS03,0,0,0
2025-05-24,B3,MESS04,0,0,0
2025-05-25,B0,MESS01,0,0,0
2025-05-25,B0,MESS02,0,0,0
2025-05-25,B0,MESS03,0,0,0
2025-05-25,B0,MESS04,0,0,0
2025-05-25,B1,MESS01,0,0,0
2025-05-25,B1,MESS02,0,0,0
2025-05-25,B1,MESS03,0,0,0
2025-05-25,B1,MESS04,0,0,0
2025-05-25,B2,MESS01,1,0,0
2025-05-25,B2,MESS02,1,0,0
2025-05-25,B2,MESS03,0,0,0
2025-05-25,B2,MESS04,0,0,0
2025-05-25,B3,MESS01,1,0,0
2025-05-25,B3,MESS02,1,0,0
2025-05-25,B3,MESS03,0,0,0
2025-05-25,B3,MESS04,0,0,0
2025-05-26,B0,MESS01,0,0,0
2025-05-26,B0,MESS02,0,0,0
2025-05-26,B0,MESS03,0,0,0
2025-05-26,B0,MESS04,0,0,0
2025-05-26,B1,MESS01,0,0,0
2025-05-26,B1,MESS02,0,0,0
2025-05-26,B1,MESS03,0,0,0
2025-05-26,B1,MESS04,0,0,0
2025-05-26,B2,MESS01,1,0,0
2025-05-26,B2,MESS02,1,0,0
2025-05-26,B2,MESS03,0,0,0
2025-05-26,B2,MESS04,0,0,0
2025-05-26,B3,MESS01,1,0,0
2025-05-26,B3,MESS02,1,0,0
2025-05-26,B3,MESS03,0,0,0
2025-05-26,B3,MESS04,0,0,0
2025-05-27,B0,MESS01,0,0,0
2025-05-27,B0,MESS02,0,0,0
2025-05-27,B0,MESS03,0,0,0
2025-05-27,B0,MESS04,0,0,0
2025-05-27,B1,MESS01,0,0,0
2025-05-27,B1,MESS02,0,0,0
2025-05-27,B1,MESS03,0,0,0
2025-05-27,B1,MESS04,0,0,0
2025-05-27,B2,MESS01,1,0,0
2025-05-27,B2,MESS02,1,0,0
2025-05-27,B2,MESS03,0,0,0
2025-05-27,B2,MESS04,0,0,0
2025-05-27,B3,MESS01,1,0,0
2025-05-27,B3,MESS02,1,0,0
2025-05-27,B3,MESS03,0,0,0
2025-05-27,B3,MESS04,0,0,0
2025-05-28,B0,MESS01,0,0,0
2025-05-28,B0,MESS02,0,0,0
2025-05-28,B0,MESS03,0,0,0
2025-05-28,B0,MESS04,0,0,0
2025-05-28,B1,MESS01,0,0,0
2025-05-28,B1,MESS02,0,0,0
2025-05-28,B1,MESS03,0,0,0
2025-05-28,B1,MESS04,0,0,0
2025-05-28,B2,MESS01,1,0,0
2025-05-28,B2,MESS02,0,0,0
2025-05-28,B2,MESS03,0,0,0
2025-05-28,B2,MESS04,0,0,0
2025-05-28,B3,MESS01,1,0,0
2025-05-28,B3,MESS02,1,0,0
2025-05-28,B3,MESS03,0,0,0
2025-05-28,B3,MESS04,0,0,0
2025-05-29,B0,MESS01,0,0,0
2025-05-29,B0,MESS02,0,0,0
2025-05-29,B0,MESS03,0,0,0
2025-05-29,B0,MESS04,0,0,0
2025-05-29,B1,MESS01,0,0,0
2025-05-29,B1,MESS02,0,0,0
2025-05-29,B1,MESS03,0,0,0
2025-05-29,B1,MESS04,0,0,0
2025-05-29,B2,MESS01,1,0,0
2025-05-29,B2,MESS02,1,0,0
2025-05-29,B2,MESS03,0,0,0
2025-05-29,B2,MESS04,0,0,0
2025-05-29,B3,MESS01,1,0,0
2025-05-29,B3,MESS02,1,0,0
2025-05-29,B3,MESS03,0,0,0
2025-05-29,B3,MESS04,0,0,0
2025-05-30,B0,MESS01,0,0,0
2025-05-30,B0,MESS02,0,0,0
2025-05-30,B0,MESS03,0,0,0
2025-05-30,B0,MESS04,0,0,0
2025-05-30,B1,MESS01,0,0,0
2025-05-30,B1,MESS02,0,0,0
2025-05-30,B1,MESS03,0,0,0
2025-05-30,B1,MESS04,0,0,0
2025-05-30,B2,MESS01,1,0,0
2025-05-30,B2,MESS02,0,0,0
2025-05-30,B2,MESS03,0,0,0
2025-05-30,B2,MESS04,0,0,0
2025-05-30,B3,MESS01,1,0,0
2025-05-30,B3,MESS02,0,0,0
2025-05-30,B3,MESS03,0,0,0
2025-05-30,B3,MESS04,0,0,0
2025-05-31,B0,MESS01,0,0,0
2025-05-31,B0,MESS02,0,0,0
2025-05-31,B0,MESS03,0,0,0
2025-05-31,B0,MESS04,0,0,0
2025-05-31,B1,MESS01,0,0,0
2025-05-31,B1,MESS02,0,0,0
2025-05-31,B1,MESS03,0,0,0
2025-05-31,B1,MESS04,0,0,0
2025-05-31,B2,MESS01,1,0,0
2025-05-31,B2,MESS02,1,0,0
2025-05-31,B2,MESS03,0,0,0
2025-05-31,B2,MESS04,0,0,0
2025-05-31,B3,MESS01,1,0,0
2025-05-31,B3,MESS02,0,0,0
2025-05-31,B3,MESS03,0,0,0
2025-05-31,B3,MESS04,0,0,0
