day,case,anchor_case,selected,eligible_slot_count,selected_slot,selection_reason,leverage_quartile,blocked_nodeh,analysis_status,April_rows_used
2025-01-29,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-01-30,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-01-30,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-01-31,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-01-31,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-01,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-01,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-02,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-02,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-03,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-03,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-04,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-04,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-05,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-06,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-06,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-07,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-07,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-08,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-08,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-09,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-09,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-10,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-10,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-11,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-11,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-12,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-12,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-13,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-13,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-14,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-14,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-15,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-15,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-16,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-16,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-17,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-17,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-18,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-18,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-19,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-19,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-20,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-20,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-21,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-21,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-22,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-22,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-23,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-23,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-24,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-24,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-25,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-25,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-26,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-26,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-27,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-27,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-28,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-02-28,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-01,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-01,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-02,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-02,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-03,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-03,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-04,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-04,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-05,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-05,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-06,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-06,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-07,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-07,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-08,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-08,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-09,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-09,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-10,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-10,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-11,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-11,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-12,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-12,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-13,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-13,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-14,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-14,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-15,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-15,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-16,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-16,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-17,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-17,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-18,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-18,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-19,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-19,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-20,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-20,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-21,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-21,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-22,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-22,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-23,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-23,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-24,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-24,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-25,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-25,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-26,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-26,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-27,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-27,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-28,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-28,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-29,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-29,B3,B2,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
2025-03-30,B1,B0,False,NOT_COMPUTABLE,,,,,NOT_COMPUTABLE_MISSING_FROZEN_JANMAR_STAGE2_AUTHORITY,0
