date,R_ALL_GPU_h_requested,R_F_GPU_h_requested,PI_F,KAPPA_DEFINED,KAPPA_F,H_F_GPU_h_actual,identity_error_GPU_h,all_job_count,flexible_job_count
2024-12-04,14237.0,7556.0,0.5307297885790546,True,0.6197504558555379,4682.834444444445,0.0,388,226
2024-12-05,15503.25,7006.5,0.4519374969764404,True,0.22219819691239087,1556.8316666666667,0.0,1424,1113
2024-12-06,15513.916666666666,172.0,0.011086819898263387,True,0.023465762273901812,4.036111111111111,0.0,401,18
2024-12-07,40857.5,568.0,0.013901976381325338,True,0.02958724569640063,16.805555555555557,0.0,596,57
2024-12-08,20892.666666666668,144.0,0.006892370528734165,True,0.005540123456790124,0.7977777777777778,1.1102230246251565e-16,251,8
2024-12-09,6703.0,128.0,0.01909592719677756,True,0.016990017361111113,2.1747222222222224,0.0,179,14
2024-12-10,960.0,528.0,0.55,True,0.2833164983164983,149.5911111111111,0.0,4,3
2024-12-11,0.0,0.0,0.0,False,,0.0,0.0,0,0
2024-12-12,0.0,0.0,0.0,False,,0.0,0.0,0,0
2024-12-13,1842.0,657.0,0.3566775244299674,True,0.02061051919499408,13.54111111111111,0.0,509,219
2024-12-14,36346.23333333333,740.0,0.020359743834069924,True,0.016031531531531532,11.863333333333333,0.0,1501,190
2024-12-15,10685.416666666666,3476.0,0.3253031780074089,True,0.2499603631249201,868.8622222222223,0.0,227,123
2024-12-16,15574.0,1366.0,0.08771028637472711,True,0.10457092890841062,142.8438888888889,0.0,258,36
2024-12-17,33855.333333333336,448.0,0.013232774747454856,True,0.4345014880952381,194.65666666666667,0.0,2057,3
2024-12-18,49163.46666666667,11502.0,0.23395420990111898,True,0.3066213363859425,3526.758611111111,0.0,3114,2278
2024-12-19,16769.25,4176.083333333333,0.24903220676734697,True,0.29498313810787624,1231.8741666666667,0.0,196,83
2024-12-20,25408.25,4562.083333333333,0.17955126123732776,True,0.3301058239717478,1505.9702777777777,0.0,754,247
2024-12-21,0.0,0.0,0.0,False,,0.0,0.0,0,0
2024-12-22,0.0,0.0,0.0,False,,0.0,0.0,0,0
2024-12-23,0.0,0.0,0.0,False,,0.0,0.0,0,0
2024-12-24,1136.0,288.0,0.2535211267605634,True,0.007712191358024691,2.221111111111111,0.0,120,36
2024-12-25,23091.0,152.0,0.00658265124940453,True,0.007997076023391813,1.2155555555555555,2.220446049250313e-16,2826,19
2024-12-26,72796.33333333333,51512.0,0.7076180576860557,True,0.13238224965919484,6819.274444444444,9.094947017729282e-13,12937,10012
2024-12-27,21552.0,11902.0,0.5522457312546399,True,0.12943072126066582,1540.4844444444445,0.0,590,244
2024-12-28,33958.26666666667,10274.0,0.30254783322274004,True,0.3739978478575909,3842.4538888888887,0.0,657,277
2024-12-29,16607.0,1564.0,0.09417715421207924,True,0.1761558681443592,275.5077777777778,0.0,317,72
2024-12-30,83204.66666666667,69400.0,0.834087831612009,True,0.3660808237271854,25406.009166666667,0.0,2086,1835
2024-12-31,13270.016666666666,3432.0,0.2586281604770655,True,0.340883029008029,1169.9105555555557,0.0,2290,284
2025-01-01,27237.333333333332,10840.0,0.3979831603681222,True,0.23421448339483397,2538.885,0.0,673,275
2025-01-02,9987.0,3210.0,0.321417843196155,True,0.11262651436483212,361.5311111111111,0.0,175,85
2025-01-03,13797.5,2684.0,0.19452799420184816,True,0.525633796986256,1410.8011111111111,0.0,459,56
2025-01-04,17854.0,893.0,0.050016802957320486,True,0.3728443449048152,332.95,0.0,863,95
2025-01-05,12072.15,155.93333333333334,0.012916782290920288,True,0.018818583440216616,2.9344444444444444,0.0,400,23
2025-01-06,6141.333333333333,88.0,0.014329135909683023,True,0.00797979797979798,0.7022222222222222,0.0,176,11
2025-01-07,81153.28333333334,30778.666666666668,0.3792658214485879,True,0.2778558561485589,8552.032777777778,0.0,1602,945
2025-01-08,69517.88333333333,58545.333333333336,0.8421621966338159,True,0.4286871237483583,25097.630555555555,0.0,2045,1740
2025-01-09,40009.166666666664,24093.166666666668,0.6021911645247965,True,0.17350578887051882,4180.303888888889,0.0,1818,1364
2025-01-10,26611.366666666665,12585.0,0.4729182141465865,True,0.3368349887432128,4239.068333333334,0.0,1056,709
2025-01-11,23991.833333333332,9014.666666666666,0.3757389667317351,True,0.31805511388847807,2867.1608333333334,0.0,2037,1577
2025-01-12,26988.333333333332,2784.0,0.10315568455505465,True,0.4299401340996169,1196.9533333333334,0.0,1014,66
2025-01-13,24020.0,7936.0,0.33039134054954206,True,0.330780759968638,2625.076111111111,0.0,1370,486
2025-01-14,81756.4,23165.0,0.28334173226805487,True,0.14555357699594695,3371.748611111111,0.0,4665,2041
2025-01-15,48909.95,12705.666666666666,0.25977672573099475,True,0.4029781987039904,5120.106666666667,0.0,1929,508
2025-01-16,41384.583333333336,18774.666666666668,0.45366330054468756,True,0.08268119866013303,1552.3119444444444,0.0,586,183
2025-01-17,27769.166666666668,2573.3333333333335,0.0926687273054647,True,0.41894170984455953,1078.0766666666666,0.0,942,124
2025-01-18,79073.5,3626.0,0.045856070617842894,True,0.243318931176074,882.2744444444444,0.0,2498,57
2025-01-19,64564.666666666664,47757.333333333336,0.7396821791072518,True,0.28099537360172727,13419.589722222223,1.8189894035458565e-12,1153,932
2025-01-20,38419.916666666664,13411.9,0.34908717049967575,True,0.39487393450758074,5296.009722222222,0.0,3284,2614
2025-01-21,14038.5,7255.0,0.5167931046764256,True,0.3071927789264109,2228.683611111111,0.0,310,173
2025-01-22,72180.48333333334,12667.816666666668,0.1755019650972135,True,0.4318150939805026,5470.154444444444,0.0,2109,314
2025-01-23,24447.166666666668,7256.0,0.2968033105404171,True,0.3261843072399853,2366.7933333333335,0.0,770,246
2025-01-24,70162.31666666667,39862.0,0.5681397350287037,True,0.3987062657836201,15893.229166666666,1.8189894035458565e-12,2042,1132
2025-01-25,369820.4166666667,4078.0,0.011026973677539435,True,0.3234934063538772,1319.206111111111,0.0,15064,174
2025-01-26,340693.98333333334,17859.0,0.05241947575730106,True,0.10340051079132215,1846.6297222222222,0.0,15170,540
2025-01-27,306839.0,200.0,0.0006518076254974107,True,0.0078000000000000005,1.56,0.0,12047,25
2025-01-28,119184.6,800.0,0.0067122765860690055,True,0.3188329861111111,255.0663888888889,0.0,4659,65
2025-01-29,29873.866666666665,1888.0,0.06319905022896266,True,0.22278248587570623,420.61333333333334,0.0,1136,90
2025-01-30,75590.63333333333,51548.666666666664,0.6819451616359875,True,0.29100993020619137,15001.173888888889,1.8189894035458565e-12,2606,1922
2025-01-31,34762.4,5456.0,0.15695118864060018,True,0.22316735907461713,1217.601111111111,0.0,956,177
2025-02-01,14881.533333333333,4067.766666666667,0.27334324867957155,True,0.33545652951797195,1364.558888888889,0.0,250,86
2025-02-02,11904.0,1624.0,0.1364247311827957,True,0.38870125205254513,631.2508333333333,1.1368683772161603e-13,307,73
2025-02-03,59604.0,16096.0,0.2700489900006711,True,0.711900109758118,11458.744166666667,1.8189894035458565e-12,2161,659
2025-02-04,45344.333333333336,27466.0,0.6057206707196048,True,0.14784966463587304,4060.838888888889,0.0,1258,868
2025-02-05,26700.5,11407.333333333334,0.4272329481969751,True,0.24453450996435042,2789.4866666666667,0.0,1182,616
2025-02-06,21747.0,13522.0,0.6217869131374443,True,0.27993592745977747,3785.293611111111,4.547473508864641e-13,829,600
2025-02-07,20734.0,2738.0,0.132053631716022,True,0.08526255985715445,233.4488888888889,0.0,502,118
2025-02-08,26270.133333333335,4324.666666666667,0.16462294316486148,True,0.20888976671291298,903.3786111111111,0.0,565,87
2025-02-09,5122.966666666666,120.0,0.02342392754198414,True,0.008203703703703704,0.9844444444444445,1.1102230246251565e-16,179,15
2025-02-10,14182.0,80.0,0.0056409533211112676,True,0.008027777777777778,0.6422222222222222,0.0,321,10
2025-02-11,23400.983333333334,72.0,0.003076793781457902,True,0.05479938271604939,3.945555555555556,0.0,420,9
2025-02-12,26986.9,256.0,0.009486083988898317,True,0.014344618055555555,3.672222222222222,0.0,934,32
2025-02-13,33712.066666666666,6293.0,0.1866690660712979,True,0.47325374755018806,2978.1858333333334,0.0,1258,367
2025-02-14,22391.583333333332,2171.3333333333335,0.09697096007056225,True,0.26196154436598096,568.8058333333333,0.0,952,111
2025-02-15,12673.683333333332,152.0,0.011993356311832525,True,0.0076827485380116965,1.1677777777777778,0.0,606,19
2025-02-16,8059.0,152.0,0.018860900856185633,True,0.007741228070175439,1.1766666666666667,0.0,320,19
2025-02-17,7792.25,144.0,0.018479899900542204,True,0.008479938271604938,1.221111111111111,0.0,251,18
2025-02-18,26481.0,472.0,0.0178241002983271,True,0.5458262711864407,257.63,0.0,1094,15
2025-02-19,24843.75,2312.0,0.09306163522012578,True,0.7901564302191465,1826.8416666666667,0.0,627,30
2025-02-20,19838.016666666666,128.0,0.006452257912207286,True,0.00765625,0.98,0.0,474,16
2025-02-21,21210.1,280.0,0.013201257891287642,True,0.007821428571428571,2.19,0.0,526,35
2025-02-22,32226.333333333332,3760.0,0.1166747690811862,True,0.443371158392435,1667.0755555555556,0.0,725,63
2025-02-23,17825.0,4992.0,0.2800561009817672,True,0.7175767895299145,3582.1433333333334,0.0,271,28
2025-02-24,9170.0,184.0,0.020065430752453654,True,0.007705314009661836,1.4177777777777778,0.0,402,23
2025-02-25,16733.666666666668,112.0,0.006693093763072448,True,0.007886904761904762,0.8833333333333333,0.0,440,14
2025-02-26,16574.666666666668,2552.0,0.15396991392486525,True,0.07307264454893765,186.4813888888889,0.0,595,82
2025-02-27,55806.666666666664,37743.0,0.676317046947796,True,0.4054480889760279,15302.827222222222,0.0,1429,1003
2025-02-28,13220.183333333334,4514.0,0.3414476097784826,True,0.24743027863929504,1116.9002777777778,0.0,360,164
2025-03-01,19576.5,1242.6666666666667,0.06347746873377094,True,0.34022308655221745,422.7838888888889,0.0,387,92
2025-03-02,12624.75,160.0,0.012673518287490842,True,0.007965277777777778,1.2744444444444445,0.0,290,20
2025-03-03,176201.66666666666,88.0,0.0004994277390490063,True,0.007904040404040405,0.6955555555555556,1.1102230246251565e-16,7199,11
2025-03-04,17217.183333333334,1800.0833333333333,0.10455155750408264,True,0.39162091261207044,704.9502777777777,0.0,857,377
2025-03-05,31566.233333333334,752.0,0.023822924707519743,True,0.12027519208037825,90.44694444444444,0.0,648,46
2025-03-06,55847.03333333333,8844.133333333333,0.15836352990400565,True,0.2589774514681421,2290.431111111111,0.0,765,121
2025-03-07,21043.75,6103.0,0.29001485001485,True,0.24570684727001293,1499.548888888889,0.0,530,186
2025-03-08,21018.0,3308.0,0.15738890474831096,True,0.09030271731828564,298.7213888888889,0.0,3177,1532
2025-03-09,52412.166666666664,456.0,0.008700269975482792,True,0.00821393762183236,3.7455555555555557,0.0,521,57
2025-03-10,26625.0,2584.0,0.09705164319248827,True,0.2683346233230134,693.3766666666667,1.1368683772161603e-13,535,97
2025-03-11,31308.333333333332,3510.6666666666665,0.11213202022890605,True,0.2469019812634511,866.7905555555556,0.0,1221,146
2025-03-12,45565.166666666664,3178.0,0.0697462608498451,True,0.03745218865813579,119.02305555555556,1.4210854715202004e-14,1925,353
2025-03-13,38042.333333333336,2393.1666666666665,0.06290798846898629,True,0.3427655129187269,820.295,0.0,1138,65
2025-03-14,67391.53333333333,13852.0,0.2055451080402781,True,0.14167121875701863,1962.4297222222222,0.0,1834,324
2025-03-15,50198.933333333334,6553.0,0.1305406223771023,True,0.1674780846770775,1097.483888888889,2.2737367544323206e-13,1141,125
2025-03-16,47256.333333333336,7848.0,0.16607297787245448,True,0.47558677370030583,3732.405,0.0,702,127
2025-03-17,23560.083333333332,3592.0,0.15246126039452323,True,0.17956330425637218,644.9913888888889,0.0,458,63
2025-03-18,151629.58333333334,115307.25,0.7604535174809225,True,0.02486597041093831,2867.2266666666665,0.0,5134,4541
2025-03-19,40362.333333333336,18276.166666666668,0.4528025304120178,True,0.2546076097893127,4653.251111111111,0.0,655,329
2025-03-20,113939.4,87040.33333333333,0.7639177785150117,True,0.12018757906615453,10461.166944444445,0.0,1836,1321
2025-03-21,111600.45,97591.55,0.8744727283805755,True,0.08696046316396132,8486.60638888889,0.0,1728,1454
2025-03-22,40428.4,27131.5,0.6711000187986662,True,0.3374468995652859,9155.440555555555,1.8189894035458565e-12,1157,886
2025-03-23,87693.0,67776.0,0.7728781088570353,True,0.027523144049679992,1865.4086111111112,0.0,1943,724
2025-03-24,17333.333333333332,13001.666666666666,0.7500961538461539,True,0.4765844977139683,6196.392777777778,0.0,693,452
2025-03-25,98299.01666666666,64740.666666666664,0.6586095045711715,True,0.06729673174683268,4356.835277777778,0.0,1712,1107
2025-03-26,39613.0,27236.5,0.6875646883598818,True,0.426411219013701,11613.949166666667,0.0,1900,752
2025-03-27,14495.166666666666,1545.75,0.10663899460739787,True,0.3984726939457653,615.9391666666667,0.0,89,32
2025-03-28,1634.6666666666665,824.0,0.504078303425775,True,0.3169066882416397,261.1311111111111,0.0,14,10
2025-03-29,42210.35,3813.0,0.09033329503309023,True,0.28982770929859836,1105.1130555555555,0.0,6297,174
2025-03-30,100459.33333333333,27339.0,0.27213997040261734,True,0.15576126494100814,4258.357222222222,0.0,10910,696
2025-03-31,34745.933333333334,16738.066666666666,0.48172735802175404,True,0.3367862244809901,5637.150277777778,0.0,9303,832
