element_id,from_bus,to_bus,x_from,y_from,x_to,y_to,B0_daily_max_loading,B0_daily_max_slot,B0_daily_max_timestamp,B0_daily_max_phase,B0_daily_max_terminal,B3_daily_max_loading,B3_daily_max_slot,B3_daily_max_timestamp,B3_daily_max_phase,B3_daily_max_terminal,B0_minus_B3_daily_max,relative_reduction_pct_if_defined
Line.ln5804790-1,l2729406,l2897768,,,,,0.0018785120449918231,73,2025-05-01T18:15,3,t2,0.0018850311008680423,73,2025-05-01T18:15,3,t2,-6.519055876219202e-06,-0.3470329558758607
Line.ln6900591-14,l3649301,l3649302,,,,,0.005809225530523987,73,2025-05-01T18:15,1,t2,0.005793132545373472,73,2025-05-01T18:15,1,t2,1.6092985150514653e-05,0.27702462343656126
Line.ln6409873-1,l2970842,m1089113,,,,,0.013318455003511795,73,2025-05-01T18:15,2,t2,0.013388930958594138,73,2025-05-01T18:15,2,t2,-7.047595508234347e-05,-0.5291601395489226
Line.ln6014135-1,m1047312,p893163,,,,,0.012132593509045896,73,2025-05-01T18:15,1,t2,0.012137764508237262,73,2025-05-01T18:15,1,t2,-5.170999191365586e-06,-0.042620723982140826
Line.ln6077784-1,l2822871,m1026872,,,,,0.11369387016377448,73,2025-05-01T18:15,2,t2,0.1812920923744524,74,2025-05-01T18:30,2,t1,-0.06759822221067792,-59.45634721845918
Line.ln5744338-1,m1026312,l2973163,,,,,0.03347317677257085,73,2025-05-01T18:15,2,t2,0.033661704147942915,73,2025-05-01T18:15,2,t2,-0.0001885273753720676,-0.5632192506047226
Line.ln6991381-4,l3728038,l3728039,,,,,0.0064559000694180135,73,2025-05-01T18:15,1,t2,0.006416560956858046,73,2025-05-01T18:15,1,t2,3.933911255996764e-05,0.6093513241680951
Line.ln5774480-1,m1069567,m1069582,,,,,0.039744576406000154,73,2025-05-01T18:15,2,t2,0.03952887407475026,73,2025-05-01T18:15,2,t2,0.00021570233124989374,0.5427214245446823
Line.ln5986938-3,n1140830,l3216351,,,,,0.006829392480376591,73,2025-05-01T18:15,1,t2,0.006791862194236731,73,2025-05-01T18:15,1,t2,3.75302861398601e-05,0.5495406252854658
Line.ln5894230-1,l2952007,l2861158,,,,,0.0018474320231666186,73,2025-05-01T18:15,3,t2,0.0018352902075600196,73,2025-05-01T18:15,3,t2,1.2141815606598987e-05,0.6572266505257999
Line.ln5683858-3,n1140827,m1026726,,,,,0.019440841177524818,85,2025-05-01T21:15,2,t2,0.01820189065823713,88,2025-05-01T22:00,2,t2,0.0012389505192876883,6.372926500320444
Line.ln5920279-5,l2730106,n1142099,,,,,0.5003947641003064,73,2025-05-01T18:15,1,t2,0.5109577297586931,74,2025-05-01T18:30,1,t1,-0.01056296565838677,-2.1109264956795943
Line.ln6439600-1,m1026658,l3172805,,,,,0.001632527257079859,73,2025-05-01T18:15,1,t2,0.0016235627384760345,73,2025-05-01T18:15,1,t2,8.964518603824575e-06,0.5491190768759123
Line.ln5589097-1,p895112,l3048962,,,,,0.0024557837020446056,73,2025-05-01T18:15,1,t2,0.0024412620831594707,73,2025-05-01T18:15,1,t2,1.4521618885134958e-05,0.5913232046065267
Line.ln5651975-1,l2991914,m1047503,,,,,0.10094902012639749,73,2025-05-01T18:15,1,t2,0.10146862216728113,64,2025-05-01T16:00,1,t2,-0.0005196020408836377,-0.5147172703935591
Line.ln5865236-1,m1047751,l2973154,,,,,0.0032213956629268082,73,2025-05-01T18:15,1,t2,0.0032117810975101878,73,2025-05-01T18:15,1,t2,9.614565416620445e-06,0.29845962503982215
Line.ln5593232-1,l3010565,l2897775,,,,,0.0018290905804428889,73,2025-05-01T18:15,3,t2,0.0018137339640197168,73,2025-05-01T18:15,3,t2,1.535661642317206e-05,0.8395765954605523
Line.ln5740283-1,m1125955,m1125957,,,,,0.0022051058752112496,73,2025-05-01T18:15,3,t2,0.002224322632054085,73,2025-05-01T18:15,3,t2,-1.921675684283565e-05,-0.8714664025370066
Line.ln6106559-1,m1069640,l2804269,,,,,0.0049158457340802274,73,2025-05-01T18:15,2,t2,0.0048892923163309865,73,2025-05-01T18:15,2,t2,2.6553417749240922e-05,0.5401597036528886
Line.ln5714056-3,m1026702,n1139551,,,,,0.07658178400768202,73,2025-05-01T18:15,1,t2,0.07979406477278213,64,2025-05-01T16:00,1,t2,-0.003212280765100106,-4.19457552043692
Line.ln5985355-3,n1136355,l2783231,,,,,0.06940091955795552,73,2025-05-01T18:15,2,t2,0.06902485467631726,73,2025-05-01T18:15,2,t2,0.0003760648816382578,0.5418730530280834
Line.ln5531956-1,l2748143,l3251854,,,,,0.00161751962888565,73,2025-05-01T18:15,1,t2,0.0016052161485301249,73,2025-05-01T18:15,1,t2,1.2303480355525072e-05,0.7606387048298913
Line.ln5650048-1,m1069610,m1069600,,,,,0.001759288042358056,73,2025-05-01T18:15,2,t2,0.0017497519210624068,73,2025-05-01T18:15,2,t2,9.536121295649182e-06,0.5420443421457849
Line.ln6290203-1,m1069424,l2935549,,,,,0.07560349105840061,73,2025-05-01T18:15,2,t2,0.10729207843630381,84,2025-05-01T21:00,2,t2,-0.0316885873779032,-41.91418535610354
Line.ln6134414-1,p895089,l3235242,,,,,0.0036379034531359967,73,2025-05-01T18:15,3,t2,0.003628902653769364,74,2025-05-01T18:30,3,t2,9.000799366632676e-06,0.2474172138590891
Line.ln6259998-2,m1026795,n1140522,,,,,0.0022143174488809415,73,2025-05-01T18:15,3,t2,0.002198786572522456,74,2025-05-01T18:30,3,t2,1.553087635848549e-05,0.7013843641224248
Line.ln6078767-1,l3030199,m1125934,,,,,0.2101323858768866,73,2025-05-01T18:15,3,t2,0.21219135377865123,73,2025-05-01T18:15,3,t2,-0.00205896790176463,-0.9798432036891964
Line.ln6017300-1,m1069189,l2860487,,,,,0.0010990397934159892,73,2025-05-01T18:15,3,t2,0.001089772774472715,73,2025-05-01T18:15,3,t2,9.267018943274119e-06,0.8431923028438089
Line.ln8979257-2,221-312488,m1089183,,,,,0.003884440120733154,73,2025-05-01T18:15,3,t2,0.003933910191210688,73,2025-05-01T18:15,3,t2,-4.9470070477533774e-05,-1.2735444218457082
Line.ln81048109-1,m1108464,l3102286,,,,,0.009846655136643326,73,2025-05-01T18:15,2,t2,0.009658527157393456,73,2025-05-01T18:15,2,t2,0.00018812797924987017,1.910577517331454
Line.293471,f739845,293471,,,,,0.0018339324544256524,73,2025-05-01T18:15,3,t2,0.0018182734601514562,73,2025-05-01T18:15,3,t2,1.565899427419617e-05,0.8538479286087025
Line.ln5534965-2,p827499,n1139254,,,,,0.001614926697458804,73,2025-05-01T18:15,1,t2,0.0015994900477845973,73,2025-05-01T18:15,1,t2,1.543664967420676e-05,0.9558730869021712
Line.ln5655683-1,m1026657,m1026656,,,,,0.025593208844970565,73,2025-05-01T18:15,1,t2,0.025452251081081637,73,2025-05-01T18:15,1,t2,0.0001409577638889284,0.5507623711538955
Line.ln5686247-1,m1108299,m1108300,,,,,0.002499228899557333,73,2025-05-01T18:15,2,t2,0.0024691454977130243,73,2025-05-01T18:15,2,t2,3.008340184430889e-05,1.2037073454791316
Line.ln6048642-1,l3198355,l2805037,,,,,4.8367645153948445e-06,95,2025-05-01T23:45,2,t1,4.903196307601792e-06,42,2025-05-01T10:30,2,t1,-6.643179220694712e-08,-1.3734758431075702
Line.ln5928544-3,n1137994,m1069484,,,,,0.018502544864484913,73,2025-05-01T18:15,3,t2,0.018334236750235506,74,2025-05-01T18:30,3,t2,0.0001683081142494075,0.9096484590747835
Line.ln6108172-1,l2860504,l2860493,,,,,0.003257595561330788,73,2025-05-01T18:15,1,t2,0.0032397663552861133,73,2025-05-01T18:15,1,t2,1.7829206044674833e-05,0.5473118350330534
Line.ln5532754-1,m1026783,m1026780,,,,,0.09499286225333485,73,2025-05-01T18:15,1,t2,0.09702486719888376,64,2025-05-01T16:00,1,t2,-0.002032004945548907,-2.139113294775546
Line.ln5591834-1,p895111,l2895496,,,,,0.004785231401538514,73,2025-05-01T18:15,3,t2,0.004813950649704805,73,2025-05-01T18:15,3,t2,-2.8719248166290436e-05,-0.6001642503026462
Line.ln6347196-2,n1140819,m1026700,,,,,0.04677597283783982,73,2025-05-01T18:15,1,t2,0.05761327529909166,64,2025-05-01T16:00,1,t2,-0.010837302461251842,-23.1685239317672
Line.ln5532741-1,m1089173,l2935551,,,,,0.011421346356579862,73,2025-05-01T18:15,3,t2,0.011460923459289105,73,2025-05-01T18:15,3,t2,-3.957710270924286e-05,-0.34651871568926207
Line.ln5804803-1,m1026344,m1026364,,,,,0.0009758916664327291,73,2025-05-01T18:15,1,t2,0.0009763360735177423,73,2025-05-01T18:15,1,t2,-4.444070850132117e-07,-0.0455385674762134
Line.ln6169248-1,l2879070,l3216345,,,,,0.16677448302440778,73,2025-05-01T18:15,1,t2,0.23088030578524002,74,2025-05-01T18:30,1,t2,-0.06410582276083224,-38.43862777943687
Line.ln5532786-2,m1069428,n1139257,,,,,0.002824920496717923,73,2025-05-01T18:15,2,t2,0.0028191384696467205,73,2025-05-01T18:15,2,t2,5.782027071202667e-06,0.20467928488325243
Line.ln5744339-1,l2991919,m1026361,,,,,0.02066069615918397,73,2025-05-01T18:15,1,t2,0.020670105604943596,73,2025-05-01T18:15,1,t2,-9.409445759625545e-06,-0.045542733348038295
Line.ln5531255-3,n1147857,m1009742,,,,,0.021329073147397782,73,2025-05-01T18:15,1,t2,0.021415602237630352,73,2025-05-01T18:15,1,t2,-8.65290902325698e-05,-0.40568612444899715
Line.ln5926308-2,q14412,m1047325,,,,,0.060443790584992045,73,2025-05-01T18:15,2,t2,0.06078193477564267,73,2025-05-01T18:15,2,t2,-0.0003381441906506258,-0.5594357788913815
Line.ln5683856-3,n1139263,l3048227,,,,,0.0016144953056919824,73,2025-05-01T18:15,1,t2,0.0016013566494167877,73,2025-05-01T18:15,1,t2,1.3138656275194774e-05,0.8137934021160542
Line.ln6171502-1,p827506,m1069469,,,,,0.002578633942932564,73,2025-05-01T18:15,1,t2,0.0025576305651904487,73,2025-05-01T18:15,1,t2,2.1003377742115272e-05,0.8145156779495843
Line.ln5593228-1,m1027019,l2785522,,,,,0.0017696897598090376,73,2025-05-01T18:15,2,t2,0.0017794430344158741,73,2025-05-01T18:15,2,t2,-9.75327460683655e-06,-0.5511290638811743
Line.ln6380800-1,l3216338,l2973146,,,,,0.0017761767612407954,73,2025-05-01T18:15,2,t2,0.001790775427043398,73,2025-05-01T18:15,2,t2,-1.4598665802602502e-05,-0.8219151449996573
Line.ln6199525-2,m3037452,l2973164,,,,,0.0006501160463105125,73,2025-05-01T18:15,1,t2,0.0006504101653841089,73,2025-05-01T18:15,1,t2,-2.9411907359643604e-07,-0.045241011241854055
Line.ln5772710-2,l3120376,m1026925,,,,,0.01289296858834668,73,2025-05-01T18:15,1,t2,0.012861764460403982,73,2025-05-01T18:15,1,t2,3.120412794269806e-05,0.24202438506599583
Line.ln8961760-1,m1047612,p828360,,,,,0.011665556622392976,73,2025-05-01T18:15,3,t2,0.011606634878992685,74,2025-05-01T18:30,3,t2,5.892174340029095e-05,0.5050915726317415
Line.ln6047556-1,m1089195,l3141393,,,,,0.001820875957427046,73,2025-05-01T18:15,3,t2,0.001816374366026826,74,2025-05-01T18:30,3,t2,4.501591400220099e-06,0.2472212004260294
Line.ln6138603-1,m1026946,m1026940,,,,,0.00281816181062783,73,2025-05-01T18:15,2,t2,0.0028336043477765957,73,2025-05-01T18:15,2,t2,-1.544253714876563e-05,-0.547964885853213
Line.ln6108139-1,m1047471,l3216349,,,,,0.0010706824507581935,73,2025-05-01T18:15,2,t2,0.0010666723325906445,73,2025-05-01T18:15,2,t2,4.0101181675489175e-06,0.37453851650498154
Line.ln6388581-2,m1047401,l2748132,,,,,0.0009761136381840187,73,2025-05-01T18:15,1,t2,0.0009706980424999776,73,2025-05-01T18:15,1,t2,5.41559568404109e-06,0.5548120087858185
Line.ln5774460-1,l3122820,l3141398,,,,,0.0009780794338372543,73,2025-05-01T18:15,1,t2,0.00097273166554951,73,2025-05-01T18:15,1,t2,5.3477682877442435e-06,0.5467621649873149
Line.ln5624387-1,m1108360,l3048968,,,,,0.002798607464273857,73,2025-05-01T18:15,3,t2,0.002808173488126004,73,2025-05-01T18:15,3,t2,-9.566023852147169e-06,-0.34181370464647226
Line.ln6137087-1,l2801950,m1069224,,,,,0.014664236343230769,73,2025-05-01T18:15,3,t2,0.014540124774183311,73,2025-05-01T18:15,3,t2,0.00012411156904745813,0.8463554878856674
Line.ln6077809-1,l2766746,m1027073,,,,,0.018567600288336466,73,2025-05-01T18:15,3,t2,0.018483895932466705,74,2025-05-01T18:30,3,t2,8.370435586976116e-05,0.4508086913220627
Line.ln6440079-1,l2895496,m1142873,,,,,0.004785824100187327,73,2025-05-01T18:15,3,t2,0.004814539398570056,73,2025-05-01T18:15,3,t2,-2.8715298382728585e-05,-0.6000073922818143
Line.ln5804794-1,m1069181,l2973151,,,,,0.014588463605951374,73,2025-05-01T18:15,1,t2,0.014593667169233455,73,2025-05-01T18:15,1,t2,-5.2035632820812e-06,-0.03566902877941446
Line.ln5654484-1,l3179682,l2786274,,,,,0.001849087931091596,73,2025-05-01T18:15,3,t2,0.0018552926712910548,73,2025-05-01T18:15,3,t2,-6.204740199458689e-06,-0.335556795062513
Line.ln5774465-1,l3066816,m1026667,,,,,0.00325465339415098,73,2025-05-01T18:15,1,t2,0.0032366542563811674,73,2025-05-01T18:15,1,t2,1.7999137769812365e-05,0.5530277909825689
Line.ln5473349-1,m1108529,m1108532,,,,,0.45315736348515495,73,2025-05-01T18:15,2,t2,0.4670037483670289,74,2025-05-01T18:30,2,t1,-0.013846384881873952,-3.0555356698573317
Line.ln6169253-1,l2766723,l3122822,,,,,0.001628140950986702,73,2025-05-01T18:15,1,t2,0.0016192496359546454,73,2025-05-01T18:15,1,t2,8.891315032056668e-06,0.5461022908777196
Line.ln6350536-1,l2673312,l3235247,,,,,0.0009751423214693586,73,2025-05-01T18:15,1,t2,0.0009737020319856557,73,2025-05-01T18:15,1,t2,1.4402894837029726e-06,0.14770043838654479
Line.ln6048523-1,m1166391,l3254873,,,,,0.026625376459877618,73,2025-05-01T18:15,3,t2,0.026449211834480617,73,2025-05-01T18:15,3,t2,0.00017616462539700103,0.661641820022592
Line.ln5594152-1,l2861157,p901951,,,,,0.029565655341948452,73,2025-05-01T18:15,3,t2,0.02936999311423194,73,2025-05-01T18:15,3,t2,0.00019566222771651154,0.6617889082908348
Line.ln5865248-1,m1047346,m1047345,,,,,0.06309195042882469,73,2025-05-01T18:15,2,t2,0.06344463072554128,73,2025-05-01T18:15,2,t2,-0.00035268029671658985,-0.5589941257473973
Line.ln6046143-1,l2989596,l2822873,,,,,0.0006996417541956462,73,2025-05-01T18:15,2,t2,0.0006958978205842826,73,2025-05-01T18:15,2,t2,3.7439336113636278e-06,0.535121523109766
Line.ln5803287-1,m1108328,l2875754,,,,,0.003731548297721707,73,2025-05-01T18:15,3,t2,0.00374431328403671,73,2025-05-01T18:15,3,t2,-1.276498631500294e-05,-0.34208283791466904
Line.ln5589094-1,l2786204,m1209819,,,,,0.04060218836104276,73,2025-05-01T18:15,3,t2,0.040334061838358096,73,2025-05-01T18:15,3,t2,0.00026812652268466686,0.6603745598646859
Line.ln5954983-1,p901972,m1009726,,,,,0.021330231599308476,73,2025-05-01T18:15,1,t2,0.021416755339403803,73,2025-05-01T18:15,1,t2,-8.652374009532685e-05,-0.40563900908667083
Line.ln5924696-2,m1047702,n1137001,,,,,0.0009606860235791102,73,2025-05-01T18:15,1,t2,0.000957674830211669,73,2025-05-01T18:15,1,t2,3.011193367441229e-06,0.3134419876561538
Line.ln6506311-4,l2767340,m3037449,,,,,0.0011045788601856104,73,2025-05-01T18:15,3,t2,0.001117251814104128,73,2025-05-01T18:15,3,t2,-1.2672953918517558e-05,-1.1473109232226326
Line.ln5653493-1,m1047457,l2710546,,,,,0.021229225787442636,73,2025-05-01T18:15,2,t2,0.021149401610017333,73,2025-05-01T18:15,2,t2,7.982417742530279e-05,0.37601077978321673
Line.ln5684836-1,l2674027,l2692633,,,,,0.47015022441529175,73,2025-05-01T18:15,2,t2,0.48220775714795605,74,2025-05-01T18:30,1,t1,-0.0120575327326643,-2.5646127783220356
Line.ln5715016-3,n1142108,l2674051,,,,,0.0009763540289809745,73,2025-05-01T18:15,1,t2,0.0009711372167882922,73,2025-05-01T18:15,1,t2,5.216812192682303e-06,0.5343156311985638
Line.ln6138614-1,m1069135,r18242,,,,,0.0630866173456538,73,2025-05-01T18:15,2,t2,0.0634393146975278,73,2025-05-01T18:15,2,t2,-0.0003526973518740012,-0.5590684153210498
Line.ln6077781-2,m1047534,n1136663,,,,,0.40598659611754606,73,2025-05-01T18:15,1,t2,0.41083449786103254,74,2025-05-01T18:30,1,t2,-0.004847901743486482,-1.1941038915685926
Line.ln5675121-1,m1108508,l3097861,,,,,0.0007270272478032566,73,2025-05-01T18:15,3,t2,0.0007228996819094598,74,2025-05-01T18:30,3,t2,4.1275658937968114e-06,0.5677319393830733
Line.ln5773046-1,m1069560,m1069567,,,,,0.04326184287496342,73,2025-05-01T18:15,2,t2,0.043027037932457955,73,2025-05-01T18:15,2,t2,0.00023480494250546768,0.5427529825396191
Line.ln6380809-2,l2973153,n1136998,,,,,0.10155015950764139,73,2025-05-01T18:15,2,t2,0.10279431657928427,73,2025-05-01T18:15,2,t2,-0.0012441570716428818,-1.2251650589965466
Line.ln6018326-1,l2898515,m1166387,,,,,0.002199567148945173,73,2025-05-01T18:15,3,t2,0.0021982706768608595,73,2025-05-01T18:15,3,t2,1.296472084313504e-06,0.05894214618249966
Line.ln5472356-1,m1047442,l3235250,,,,,0.0007110638314773669,73,2025-05-01T18:15,2,t2,0.0007084173615067749,73,2025-05-01T18:15,2,t2,2.646469970592094e-06,0.37218458504541874
Line.ln6139641-1,m1142871,m1142874,,,,,0.5585741551521265,73,2025-05-01T18:15,1,t2,0.5668961061229403,74,2025-05-01T18:30,1,t2,-0.008321950970813785,-1.4898560726547256
Line.ln6018341-1,l2955081,m1108315,,,,,0.1972180092495969,73,2025-05-01T18:15,3,t2,0.19790626364556257,73,2025-05-01T18:15,3,t2,-0.0006882543959656762,-0.3489815147128015
Line.ln6017302-1,l2973162,m1026333,,,,,0.048425844970019324,73,2025-05-01T18:15,2,t2,0.04869771552824138,73,2025-05-01T18:15,2,t2,-0.00027187055822205236,-0.5614162404194882
Line.ln6199505-1,m1009832,l2860479,,,,,0.0007061266286670329,73,2025-05-01T18:15,2,t2,0.0007118611027277696,73,2025-05-01T18:15,2,t2,-5.734474060736707e-06,-0.8121027911894174
Line.ln5682327-1,m1026854,p901894,,,,,0.024326630686343612,73,2025-05-01T18:15,1,t2,0.024267732569950583,73,2025-05-01T18:15,1,t2,5.889811639302883e-05,0.24211374420253284
Line.ln6290243-1,m1026485,m1026492,,,,,0.003561851481520473,73,2025-05-01T18:15,2,t2,0.0035816293560263445,73,2025-05-01T18:15,2,t2,-1.97778745058717e-05,-0.5552694885927411
Line.x8223_48332_sw,d6413567-3_int,e182724,,,,,0.10433275571085462,73,2025-05-01T18:15,2,t2,0.10491075623265503,73,2025-05-01T18:15,2,t2,-0.0005780005218004036,-0.5539971774561968
Line.ln6413567-3,n1139541,d6413567-3_int,,,,,0.10433275368169524,73,2025-05-01T18:15,2,t2,0.10491075421268384,73,2025-05-01T18:15,2,t2,-0.0005780005309885955,-0.5539971970374662
Line.ln5591731-3,m4122658,l2933135,,,,,0.505228980687857,73,2025-05-01T18:15,1,t2,0.515580294055757,74,2025-05-01T18:30,1,t1,-0.010351313367899961,-2.048836025559519
Line.ln5653470-1,m1026702,l2729414,,,,,0.0018560565401802048,73,2025-05-01T18:15,3,t2,0.0018426989140550934,74,2025-05-01T18:30,3,t2,1.3357626125111476e-05,0.7196777595910188
Line.ln6017316-1,l2729430,l2766742,,,,,0.04335838155541936,73,2025-05-01T18:15,2,t2,0.04371340212246965,73,2025-05-01T18:15,2,t2,-0.00035502056705029317,-0.8188049330128172
Line.ln5926299-1,m1026972,l2860483,,,,,0.0035612707713266467,73,2025-05-01T18:15,2,t2,0.0035767262440957585,73,2025-05-01T18:15,2,t2,-1.5455472769111776e-05,-0.43398757807327
Line.ln5683831-1,l2860490,l3104134,,,,,0.06309012692433665,73,2025-05-01T18:15,2,t2,0.06344281306359305,73,2025-05-01T18:15,2,t2,-0.0003526861392564029,-0.5590195430726836
Line.ln6352700-1,m1089144,p827522,,,,,0.006582427997669226,73,2025-05-01T18:15,1,t2,0.006546209746146495,73,2025-05-01T18:15,1,t2,3.621825152273078e-05,0.5502263228030039
Line.ln6047570-1,m1089118,l3048208,,,,,0.0009527788372075737,73,2025-05-01T18:15,1,t2,0.0009530851140257433,73,2025-05-01T18:15,1,t2,-3.0627681816956277e-07,-0.03214563613390133
Line.ln5624342-1,m1108505,l2955047,,,,,0.47450298961094095,73,2025-05-01T18:15,2,t2,0.48373460964835474,74,2025-05-01T18:30,1,t1,-0.00923162003741379,-1.9455346414114416
Line.ln6259992-1,m1089148,l2766721,,,,,0.0016551290498405234,73,2025-05-01T18:15,1,t2,0.0016459574466046348,73,2025-05-01T18:15,1,t2,9.171603235888634e-06,0.5541322132417618
Line.ln5841919-1,m1026745,l3029183,,,,,0.001071916968443887,73,2025-05-01T18:15,2,t2,0.0010678925899496525,73,2025-05-01T18:15,2,t2,4.024378494234477e-06,0.37543752106813916
Line.ln6380811-1,l2710512,m1047828,,,,,0.020350057985207004,73,2025-05-01T18:15,2,t2,0.020439166414346795,73,2025-05-01T18:15,2,t2,-8.910842913979061e-05,-0.43787801098437107
Line.ln5683832-1,m1047342,l3197645,,,,,0.0016156503871089037,73,2025-05-01T18:15,1,t2,0.0016163115387364364,73,2025-05-01T18:15,1,t2,-6.61151627532686e-07,-0.040921701427978595
Line.ln6077778-1,m1069192,l3235253,,,,,0.0016000141768197143,73,2025-05-01T18:15,1,t2,0.0016005811275761543,73,2025-05-01T18:15,1,t2,-5.669507564399611e-07,-0.03543410831314426
Line.ln5561442-2,l3214071,m1125952,,,,,0.5561703970353875,73,2025-05-01T18:15,1,t2,0.5645666951098415,74,2025-05-01T18:30,1,t2,-0.008396298074453967,-1.5096628873470472
Line.ln6259983-1,m1027101,l2860480,,,,,0.0017839681508354187,73,2025-05-01T18:15,2,t2,0.001791732875623456,73,2025-05-01T18:15,2,t2,-7.764724788037261e-06,-0.43525019123245556
Line.ln5865244-1,l2710517,m1026646,,,,,0.020057352547571322,73,2025-05-01T18:15,1,t2,0.019946771056227212,73,2025-05-01T18:15,1,t2,0.00011058149134410972,0.5513264578754171
Line.ln6350555-1,m1069662,l2935547,,,,,0.0010552275741550791,73,2025-05-01T18:15,2,t2,0.0010495253124330939,73,2025-05-01T18:15,2,t2,5.702261721985237e-06,0.540382175527496
Line.ln5714039-1,m1026931,l3216336,,,,,0.007095644340967394,73,2025-05-01T18:15,1,t2,0.007078453704609059,73,2025-05-01T18:15,1,t2,1.719063635833521e-05,0.24227026514115704
Line.ln5889821-1,l3142049,m1108493,,,,,0.4904319643388493,73,2025-05-01T18:15,1,t2,0.501851176692202,74,2025-05-01T18:30,1,t1,-0.011419212353352748,-2.3283988776602222
Line.ln5804791-1,m1069169,l3010556,,,,,0.10433615927140669,73,2025-05-01T18:15,2,t2,0.10491414891579036,73,2025-05-01T18:15,2,t2,-0.0005779896443836724,-0.5539686801007926
Line.ln5653486-1,l2991933,l3122837,,,,,0.005551057469923875,73,2025-05-01T18:15,3,t2,0.005545271450110915,74,2025-05-01T18:30,3,t2,5.786019812960112e-06,0.10423274924299171
Line.ln5926286-1,l3216336,l2691936,,,,,0.005482073145202142,73,2025-05-01T18:15,1,t2,0.005468792223022406,73,2025-05-01T18:15,1,t2,1.3280922179735415e-05,0.24226094449977836
Line.ln6318859-1,l2897772,l3101814,,,,,2.488305638799234e-06,43,2025-05-01T10:45,1,t1,2.4886863032644957e-06,45,2025-05-01T11:15,1,t1,-3.8066446526183797e-10,-0.015298139397599598
