element_id,from_bus,to_bus,x_from,y_from,x_to,y_to,B0_top4_mean,B3_top4_mean,B0_minus_B3_top4_mean,B0_top8_mean,B3_top8_mean,B0_minus_B3_top8_mean,B0_top12_mean,B3_top12_mean,B0_minus_B3_top12_mean,B0_top16_mean,B3_top16_mean,B0_minus_B3_top16_mean
Line.ln5774457-1,m1026915,m1026920,,,,,0.037461185855238534,0.03741799853373392,4.3187321504614684e-05,0.03714265329434995,0.037125548809856544,1.7104484493407623e-05,0.03683469022300236,0.036783091333691585,5.159888931077772e-05,0.03648532613639966,0.036436625016063595,4.870112033606572e-05
Line.ln5534966-3,n1138596,l3254207,,,,,0.013995023060243496,0.013849659861164786,0.0001453631990787109,0.013877716810936292,0.013801847479528794,7.586933140749791e-05,0.013764614775171715,0.01371499128823721,4.9623486934505245e-05,0.013636298727912742,0.013610236147613029,2.6062580299713103e-05
Line.ln5859996-1,m1069464,p873787,,,,,0.003511301040621831,0.0035076587481376936,3.6422924841374854e-06,0.0034829762786310657,0.0034936962633434062,-1.0719984712340494e-05,0.0034568715522899445,0.0034631925539178464,-6.321001627901911e-06,0.0034249083206640153,0.0034330397093767736,-8.131388712758359e-06
Line.ln6138610-2,n1144665,m1047515,,,,,0.18773390532031947,0.1339836216286543,0.05375028369166518,0.18630428259384751,0.15658825511178964,0.029716027482057872,0.1852314452006941,0.1682852077077136,0.016946237492980493,0.1840645372864411,0.17549848162539097,0.00856605566105012
Line.ln6258435-3,n1137002,m1047707,,,,,0.003203384158263106,0.003193910104014041,9.474054249064643e-06,0.003176629683173484,0.003173216854941556,3.412828231928299e-06,0.0031507300766074075,0.0031461621062595646,4.567970347842901e-06,0.003121391507776313,0.003117357402229336,4.034105546976956e-06
Line.ln5804790-1,l2729406,l2897768,,,,,0.001872577435398365,0.0018788831085427967,-6.305673144431758e-06,0.0018585047393289821,0.0018647055513704952,-6.200812041513067e-06,0.001843795754734365,0.0018458688222487227,-2.073067514357825e-06,0.0018265786386094528,0.0018256124204661945,9.662181432582625e-07
Line.ln6900591-14,l3649301,l3649302,,,,,0.005790130370611881,0.0057754864804270955,1.4643890184785208e-05,0.005741606331024858,0.005735993569665687,5.612761359171346e-06,0.005694599889907648,0.005686084224994243,8.515664913405323e-06,0.005641286457242731,0.005633652987629902,7.633469612829472e-06
Line.ln6409873-1,l2970842,m1089113,,,,,0.013275395944521446,0.01334550799222058,-7.011204769913348e-05,0.013172272976532224,0.013259104955081872,-8.683197854964832e-05,0.013068487022835045,0.013129604904516416,-6.111788168137143e-05,0.012950820745792773,0.012989757447670591,-3.893670187781785e-05
Line.ln6014135-1,m1047312,p893163,,,,,0.012094056495047894,0.01209966931265925,-5.6128176113556805e-06,0.012007582347378856,0.012011938308315486,-4.355960936629905e-06,0.011899865861720975,0.01188636691144306,1.3498950277914326e-05,0.011778132665689361,0.011754910686916809,2.3221978772552943e-05
Line.ln6077784-1,l2822871,m1026872,,,,,0.113392403688341,0.17603300080640238,-0.06264059711806139,0.11262636291887758,0.143742709329526,-0.031116346410648435,0.11157015357955595,0.13009304925896717,-0.01852289567941122,0.11028584012039622,0.12345124708219496,-0.013165406961798742
Line.ln5744338-1,m1026312,l2973163,,,,,0.03336172162115508,0.03354917757708829,-0.00018745595593321063,0.0330939603104715,0.03332601197456356,-0.00023205166409205613,0.03282650170524048,0.03299006030359968,-0.0001635585983592036,0.03252372385610218,0.032627986143458874,-0.0001042622873566948
Line.ln6991381-4,l3728038,l3728039,,,,,0.006434661095265854,0.006396579437309976,3.8081657955877854e-05,0.006380751129482159,0.006363085927692525,1.7665201789633656e-05,0.006328703507045516,0.006313571572670575,1.513193437494096e-05,0.006269673552516756,0.0062585969397776055,1.1076612739150705e-05
Line.ln5774480-1,m1069567,m1069582,,,,,0.039614617754741475,0.03939939873341979,0.00021521902132168313,0.03930178954074605,0.03921071402685822,9.107551388783108e-05,0.03899176520141689,0.038885054119616826,0.00010671108180006217,0.03862636479153054,0.03853147654537831,9.488824615223185e-05
Line.ln5986938-3,n1140830,l3216351,,,,,0.006806736360976926,0.006770525019338679,3.621134163824674e-05,0.006749050033664479,0.006732710974037416,1.63390596270626e-05,0.0066933460848172905,0.006677918254333868,1.5427830483422632e-05,0.006630152606478199,0.0066178562293570595,1.2296377121139186e-05
Line.ln5894230-1,l2952007,l2861158,,,,,0.0018417477086531686,0.0018295158962562254,1.2231812396943254e-05,0.001828266460960761,0.001816456521348447,1.1809939612313948e-05,0.001811922204500861,0.001801870789844993,1.0051414655868089e-05,0.001793480262622505,0.0017849156253780852,8.564637244419743e-06
Line.ln5683858-3,n1140827,m1026726,,,,,0.016722396109301704,0.015966531409184487,0.0007558647001172161,0.016668682461482984,0.015960377372024426,0.000708305089458558,0.01651159501748058,0.01583110179294558,0.000680493224534999,0.016314693599104514,0.015704638191471356,0.0006100554076331581
Line.ln5920279-5,l2730106,n1142099,,,,,0.4989895822338353,0.5045944856038439,-0.005604903370008574,0.4950187438125704,0.49194458260408513,0.0030741612084852488,0.490162875790565,0.48488965010738,0.005273225683185001,0.48496343633874006,0.4806516097816268,0.004311826557113263
Line.ln6439600-1,m1026658,l3172805,,,,,0.0016271160762242904,0.0016184662523767996,8.649823847490775e-06,0.0016133320177225876,0.0016094290408968702,3.902976825717391e-06,0.0016000220101072288,0.001596336323742527,3.6856863647018526e-06,0.0015849261350359255,0.0015819882351423235,2.937899893602075e-06
Line.ln5589097-1,p895112,l3048962,,,,,0.0024481289433841325,0.0024338128481689344,1.4316095215198034e-05,0.0024294235877443966,0.002416806900181497,1.2616687562899426e-05,0.0024065844195458527,0.002396201069198594,1.0383350347258676e-05,0.0023809911350265995,0.0023734271776390003,7.5639573875992475e-06
Line.ln5651975-1,l2991914,m1047503,,,,,0.10068435857270769,0.0996150215676268,0.0010693370050808837,0.09999796627232777,0.09923913074740683,0.0007588355249209394,0.09920023904587284,0.09851601344615485,0.0006842255997179941,0.09827462480828932,0.09769256730776874,0.0005820575005205803
Line.ln5865236-1,m1047751,l2973154,,,,,0.003210814614611557,0.0032018583978253136,8.956216786243539e-06,0.003183838064232723,0.0031809525941263374,2.885470106385457e-06,0.0031577935101711183,0.0031536399480722606,4.153562098857706e-06,0.0031283546847533043,0.0031246569050927737,3.6977796605305695e-06
Line.ln5593232-1,l3010565,l2897775,,,,,0.0018233025190811797,0.0018078043106515595,1.549820842962021e-05,0.001809565057595578,0.0017954522644451718,1.4112793150406183e-05,0.0017934537591368597,0.0017829122138086153,1.0541545328244346e-05,0.001775152549999941,0.0017667242463923296,8.428303607611485e-06
Line.ln5740283-1,m1125955,m1125957,,,,,0.0021982594207384733,0.0022171704632297975,-1.891104249132419e-05,0.002182063816962039,0.002199370242581789,-1.7306425619749866e-05,0.002165033983680845,0.0021758462382703383,-1.0812254589493385e-05,0.0021451180863734653,0.002151108215350026,-5.990128976560757e-06
Line.ln6106559-1,m1069640,l2804269,,,,,0.004899807415490755,0.004873315129615809,2.64922858749456e-05,0.004861214016505944,0.004850004368876015,1.120964762992959e-05,0.004822946432980434,0.004809809889970171,1.313654301026302e-05,0.0047778454226605795,0.004766164823204588,1.1680599455991814e-05
Line.ln5714056-3,m1026702,n1139551,,,,,0.07636209884090811,0.07515720810754466,0.0012048907333634534,0.07579629461527676,0.0748140875581419,0.0009822070571348651,0.07513752931265284,0.07423217336171248,0.0009053559509403647,0.07438316736070613,0.07358773708702876,0.0007954302736773722
Line.ln5985355-3,n1136355,l2783231,,,,,0.06917415413839334,0.06879894016227879,0.00037521397611454954,0.06862836381820801,0.06846958903840271,0.00015877477980530408,0.06808736952860973,0.067901323593568,0.00018604593504173428,0.06744974199898707,0.06728431158332938,0.00016543041565768302
Line.ln5531956-1,l2748143,l3251854,,,,,0.0016123140004065863,0.0016002191920656008,1.2094808340985547e-05,0.0015992570008227908,0.0015900652736943006,9.191727128490205e-06,0.0015849807938145232,0.0015762020782313583,8.778715583164856e-06,0.0015686392654344003,0.001561792791337177,6.8464740972233075e-06
Line.ln5650048-1,m1069610,m1069600,,,,,0.001753539202619163,0.0017440244646793948,9.514737939768066e-06,0.0017397013741974148,0.0017356749744961487,4.026399701266082e-06,0.0017259858606347251,0.0017212682206442717,4.71763999045343e-06,0.0017098215381960212,0.0017056265935444805,4.194944651540701e-06
Line.ln6290203-1,m1069424,l2935549,,,,,0.07537132140600258,0.023620512479810736,0.05175080892619185,0.07480876630650982,0.04755850316377546,0.027250263142734356,0.07421939558249686,0.06024697446048721,0.013972421122009651,0.07348895926497687,0.06886194747139343,0.004627011793583435
Line.ln6134414-1,p895089,l3235242,,,,,0.0036264807194644937,0.0036143679723495675,1.2112747114926235e-05,0.0035995323435974746,0.003592741870144846,6.790473452628672e-06,0.003567459287223041,0.0035632372452799165,4.222041943124661e-06,0.003531165757378037,0.003528662019173633,2.5037382044043426e-06
Line.ln6259998-2,m1026795,n1140522,,,,,0.0022072089961488457,0.002189519443811288,1.768955233755762e-05,0.0021904468719319,0.0021805775964287926,9.86927550310733e-06,0.002170424097712103,0.002165679817634788,4.7442800773147414e-06,0.0021478365960730223,0.0021452748452753323,2.5617507976899608e-06
Line.ln6078767-1,l3030199,m1125934,,,,,0.20948781637888872,0.21162198361027507,-0.002134167231386347,0.20795877888228517,0.21004737123424017,-0.002088592351954993,0.20624652237497823,0.2077047652237931,-0.001458242848814878,0.20426340268643584,0.20519714403397393,-0.0009337413475380973
Line.ln6017300-1,m1069189,l2860487,,,,,0.001095555828856903,0.001086203107690918,9.352721165985017e-06,0.0010872856272718485,0.0010787688037469244,8.516823524924114e-06,0.001077586966626463,0.0010712256429584119,6.361323668051212e-06,0.0010665706617494668,0.0010614852586090752,5.085403140391671e-06
Line.ln8979257-2,221-312488,m1089183,,,,,0.0038722592114915078,0.0039210785632339705,-4.8819351742462706e-05,0.0038434541440963226,0.0038879591844160964,-4.45050403197738e-05,0.0038131520053056663,0.003843970765299806,-3.0818759994139834e-05,0.0037777275727746283,0.003798336531863334,-2.0608959088705674e-05
Line.ln81048109-1,m1108464,l3102286,,,,,0.009814949026409971,0.009627336486304094,0.00018761254010587688,0.009738816991972243,0.009574021688694532,0.0001647953032777108,0.009653252227689894,0.0095219053036812,0.0001313469240086934,0.009555438347809324,0.00945439704042082,0.0001010413073885049
Line.293471,f739845,293471,,,,,0.0018281149855799807,0.0018123102369110536,1.5804748668927105e-05,0.0018143037910037985,0.0017998964780613963,1.4407312942402162e-05,0.0017980902396582527,0.0017873330518356565,1.0757187822596145e-05,0.0017796743356544452,0.0017710882088497483,8.586126804696831e-06
Line.ln5534965-2,p827499,n1139254,,,,,0.0016096155072336808,0.0015945005431253969,1.5114964108283975e-05,0.0015961273868782804,0.001588364883021934,7.762503856346319e-06,0.001583121382147515,0.0015778463462645922,5.275035882922833e-06,0.0015683675820517546,0.001565424274444287,2.9433076074677524e-06
Line.ln5655683-1,m1026657,m1026656,,,,,0.025508121660710453,0.02537215462650215,0.00013596703420830358,0.025291367849009386,0.025230207471353856,6.116037765552945e-05,0.025082220453796027,0.025024498321573385,5.772213222264219e-05,0.02484498300602806,0.024799025102788273,4.595790323978777e-05
Line.ln5686247-1,m1108299,m1108300,,,,,0.0024913115006645597,0.0024613062631189285,3.0005237545631218e-05,0.0024723824977229657,0.00244566879587567,2.6713701847295816e-05,0.0024509531852375025,0.0024279884918969367,2.2964693340565834e-05,0.0024264479552982446,0.002407171563579587,1.927639171865744e-05
Line.ln6048642-1,l3198355,l2805037,,,,,4.756558817802392e-06,4.8152082733443485e-06,-5.8649455541956344e-08,4.759128581172995e-06,4.811646553098391e-06,-5.2517971925396195e-08,4.7590931245700285e-06,4.804517138135356e-06,-4.542401356532778e-08,4.7596631706361314e-06,4.797918670318478e-06,-3.825549968234661e-08
Line.ln5928544-3,n1137994,m1069484,,,,,0.018442861413412278,0.01825667308429117,0.00018618832912110916,0.018302208804604227,0.018195609449265866,0.00010659935533836179,0.018134444266098063,0.01808447095785463,4.9973308243432546e-05,0.01794528909482357,0.017923304448839224,2.1984645984345075e-05
Line.ln6108172-1,l2860504,l2860493,,,,,0.0032468134678312046,0.003229611263088958,1.720220474224661e-05,0.003219362495282747,0.0032116005875275,7.761907755247065e-06,0.003192843389343908,0.0031855145676383573,7.328821705550846e-06,0.003162763466575446,0.0031569221470788187,5.841319496627424e-06
Line.ln5532754-1,m1026783,m1026780,,,,,0.09474781723321425,0.09370928075907883,0.001038536474135418,0.0941112274108344,0.093366152778687,0.0007450746321474022,0.09336163452642343,0.09269034532099607,0.0006712892054273611,0.09249063036203956,0.09191880621531587,0.0005718241467236873
Line.ln5591834-1,p895111,l2895496,,,,,0.004770362669079941,0.004798499636995765,-2.8136967915823666e-05,0.00473517235192879,0.004761450660617268,-2.6278308688477796e-05,0.004698229852333328,0.0047123891892969115,-1.4159336963583471e-05,0.004655002397568532,0.004660193458099418,-5.1910605308857355e-06
Line.ln6347196-2,n1140819,m1026700,,,,,0.046655363876253964,0.04560856556605408,0.0010467983101998812,0.0463419122592741,0.04543072761673161,0.0009111846425424938,0.04592663311403964,0.045088305232046634,0.0008383278819930062,0.04544845776828405,0.04470636937047301,0.0007420883978110429
Line.ln5532741-1,m1089173,l2935551,,,,,0.01138528512809563,0.011423572083000178,-3.828695490454802e-05,0.01129978543033605,0.01133743690841725,-3.765147808120102e-05,0.011210402670585288,0.011222986972612876,-1.2584302027588215e-05,0.01110576342274835,0.011099887640331624,5.8757824167258305e-06
Line.ln5804803-1,m1026344,m1026364,,,,,0.0009727785401770843,0.0009732552734070961,-4.7673323001187675e-07,0.0009657811284048143,0.0009661565752052709,-3.754468004566001e-07,0.0009570692458191493,0.0009559872939529177,1.081951866231559e-06,0.0009472262999781063,0.0009453484856752561,1.877814302850148e-06
Line.ln6169248-1,l2879070,l3216345,,,,,0.16630211997541533,0.22568296880274136,-0.05938084882732603,0.1650513460640357,0.1939660093450836,-0.028914663281047887,0.16348476310512286,0.18037669369269707,-0.01689193058757421,0.16169930233066648,0.17356428905602977,-0.011864986725363291
Line.ln5532786-2,m1069428,n1139257,,,,,0.0028154883974089565,0.002809968322148465,5.520075260491593e-06,0.0027927145251209033,0.002799755479828762,-7.0409547078586e-06,0.0027717362580971234,0.002776083856104957,-4.347598007833388e-06,0.002746046258804382,0.0027524620757803423,-6.4158169759604734e-06
Line.ln5744339-1,l2991919,m1026361,,,,,0.02059478719540855,0.020604879321311505,-1.0092125902954469e-05,0.020446637064950833,0.020454585544253657,-7.948479302823802e-06,0.020262188524713915,0.02023928010528418,2.2908419429736038e-05,0.020053792044865393,0.02001403298197664,3.9759062888753555e-05
Line.ln5531255-3,n1147857,m1009742,,,,,0.021258521071041942,0.02136155360615102,-0.000103032535109078,0.02107850305945804,0.021128721581554516,-5.021852209647487e-05,0.020903716582601442,0.020907922771567125,-4.206188965683033e-06,0.0207054772908857,0.02070093430562168,4.542985264019417e-06
Line.ln5926308-2,q14412,m1047325,,,,,0.06024313375940881,0.060579386164378635,-0.0003362524049698237,0.05976127298039742,0.0601775776283731,-0.00041630464797567934,0.05927961606787844,0.05957304715385559,-0.00029343108597715273,0.0587342477610864,0.0589213045431191,-0.00018705678203270043
Line.ln5683856-3,n1139263,l3048227,,,,,0.0016091873851310221,0.001596366122073967,1.2821263057055188e-05,0.0015957119709170845,0.001589323957708678,6.388013208406557e-06,0.0015827149734637506,0.001578056716561726,4.658256902024659e-06,0.0015679731866139876,0.001565107089953879,2.8660966601085427e-06
Line.ln6171502-1,p827506,m1069469,,,,,0.0025701507004933953,0.0025496544583242828,2.049624216911251e-05,0.002548616903505881,0.0025384049788902347,1.0211924615646188e-05,0.0025278491367377244,0.0025204024864428887,7.4466502948357036e-06,0.0025042909069673265,0.0024997095171701996,4.581389797126897e-06
Line.ln5593228-1,m1027019,l2785522,,,,,0.001763783751456317,0.0017739743093539554,-1.0190557897638442e-05,0.0017495049555092158,0.0017611553697616255,-1.1650414252409704e-05,0.0017362733685714223,0.0017421608693855943,-5.887500814172027e-06,0.001720070900047139,0.0017249886087013905,-4.917708654251498e-06
Line.ln6380800-1,l3216338,l2973146,,,,,0.001770236494880587,0.0017856393823421476,-1.54028874615607e-05,0.0017558585331477984,0.0017700239241806844,-1.4165391032885987e-05,0.001742516372568447,0.001749788895212291,-7.272522643844009e-06,0.0017261770437140222,0.0017320603180344546,-5.883274320432402e-06
Line.ln6199525-2,m3037452,l2973164,,,,,0.000648047777336884,0.0006483643194513135,-3.1654211442950705e-07,0.0006434019411363055,0.0006436509893669646,-2.4904823065906734e-07,0.0006376174088725146,0.0006369014396160937,7.159692564208744e-07,0.0006310814097665293,0.0006298386004205175,1.2428093460117992e-06
Line.ln5772710-2,l3120376,m1026925,,,,,0.012850624525543478,0.01282297766447895,2.7646861064527933e-05,0.012743022596093844,0.01273235540296872,1.0667193125124194e-05,0.012638728078263994,0.012620284440216812,1.8443638047182728e-05,0.012520425905931646,0.012503676817929167,1.67490880024785e-05
Line.ln8961760-1,m1047612,p828360,,,,,0.01162818145145211,0.011557616574840718,7.05648766113915e-05,0.011539958891318739,0.011500666719076883,3.9292172241855994e-05,0.011434565299327888,0.011416812077717406,1.775322161048226e-05,0.011315724179341874,0.011306407252711577,9.316926630297331e-06
Line.ln6047556-1,m1089195,l3141393,,,,,0.0018151624082812104,0.0018091073300193685,6.055078261841922e-06,0.0018016829550042846,0.0017982884701818653,3.394484822419287e-06,0.0017856403284040284,0.0017835298196834702,2.1105087205581293e-06,0.0017674879962231815,0.001766236430731947,1.2515654912344243e-06
Line.ln6138603-1,m1026946,m1026940,,,,,0.0028087764090852984,0.0028249128976725896,-1.6136488587291213e-05,0.0027860982117044143,0.002804551207507205,-1.8452995802790886e-05,0.002765069176966986,0.002774389801000769,-9.320624033783143e-06,0.0027393180524110717,0.0027471051582599647,-7.787105848893004e-06
Line.ln6108139-1,m1047471,l3216349,,,,,0.0010670758695943937,0.0010631697135245564,3.9061560698373105e-06,0.001058350999736089,0.0010599739788297023,-1.622979093613211e-06,0.0010503340563696136,0.0010515021798772383,-1.1681235076246594e-06,0.0010405126256786566,0.0010428976583055846,-2.3850326269279996e-06
Line.ln6388581-2,m1047401,l2748132,,,,,0.0009728553732831664,0.0009676315072252146,5.223866057951863e-06,0.000964553265680185,0.0009622034642615355,2.3498014186495563e-06,0.0009565487629303558,0.0009543310786007553,2.2176843296004695e-06,0.0009474672177605107,0.0009457015432642775,1.7656744962332065e-06
Line.ln5774460-1,l3122820,l3141398,,,,,0.0009748399120716046,0.0009696814333968644,5.158478674740152e-06,0.0009665910824241132,0.0009642707549019421,2.320327522171051e-06,0.0009586252949702918,0.0009564353573384285,2.1899376318633076e-06,0.000949590683217941,0.0009478470790013941,1.7436042165469264e-06
Line.ln5624387-1,m1108360,l3048968,,,,,0.002789830197451607,0.002799087279966226,-9.257082514619198e-06,0.002769027248248756,0.002778131086695316,-9.1038384465599e-06,0.002747253574815898,0.0027502949941805165,-3.04141936461862e-06,0.002721768551917369,0.0027203444643534996,1.4240875638692196e-06
Line.ln6137087-1,l2801950,m1069224,,,,,0.014617647289976882,0.014492385604629,0.0001252616853478824,0.014507041550234953,0.014392985105537087,0.0001140564446978666,0.014377354851415981,0.014292164325571887,8.519052584409458e-05,0.014230042482828923,0.014161933733054022,6.81087497749009e-05
Line.ln6077809-1,l2766746,m1027073,,,,,0.018507651433640814,0.018402482332985186,0.00010516910065562837,0.01836618147923473,0.01829785636059241,6.832511864231922e-05,0.01819641382090621,0.01815848205748515,3.793176342106047e-05,0.01800505146487946,0.017982185677795644,2.2865787083815176e-05
Line.ln6440079-1,l2895496,m1142873,,,,,0.004770955543943413,0.004799088622700183,-2.8133078756769833e-05,0.004735765655300003,0.004762040305409016,-2.627465010901324e-05,0.004698822930048702,0.004712980323955572,-1.415739390686968e-05,0.004655595883902715,0.004660786305242195,-5.1904213394802015e-06
Line.ln5804794-1,m1069181,l2973151,,,,,0.014542484937389076,0.01454830102218167,-5.816084792593587e-06,0.014439614781784465,0.014443937619480367,-4.322837695901541e-06,0.01431134889555461,0.01429484835779835,1.6500537756258815e-05,0.014166340112763603,0.014138574592924615,2.7765519838988603e-05
Line.ln5654484-1,l3179682,l2786274,,,,,0.0018433397451469082,0.0018493472860936907,-6.007540946782524e-06,0.0018297236795777228,0.0018356323952146525,-5.908715636929705e-06,0.0018154483858660636,0.0018174206815060182,-1.972295639954616e-06,0.0017987414782635633,0.0017978129260835575,9.285521800057959e-07
Line.ln5774465-1,l3066816,m1026667,,,,,0.0032438221342175853,0.0032264558651476623,1.7366269069923022e-05,0.003216230671946197,0.003208394558519811,7.83611342638612e-06,0.003189606335300642,0.003182207451904829,7.398883395813138e-06,0.003159400402947105,0.003153503213288578,5.897189658527098e-06
Line.ln5473349-1,m1108529,m1108532,,,,,0.4517714678691799,0.4610979772849493,-0.009326509415769402,0.4482899653680844,0.450154217859656,-0.001864252491571572,0.44484492139190873,0.44298360884200355,0.0018613125499051808,0.4409895273738577,0.4385308371199119,0.0024586902539457944
Line.ln6169253-1,l2766723,l3122822,,,,,0.0016227578973658902,0.0016141791976495784,8.578699716311772e-06,0.001609055298243993,0.001605184496801686,3.870801442307052e-06,0.001595814515669508,0.0015921596498367071,3.6548658328009256e-06,0.0015807959550850743,0.0015778829277495973,2.913027335476985e-06
Line.ln6350536-1,l2673312,l3235247,,,,,0.0009719230433174095,0.0009708258384536941,1.0972048637154352e-06,0.0009637197422880484,0.0009632893160694123,4.3042621863617105e-07,0.0009557756701545781,0.0009544614886942965,1.3141814602815691e-06,0.0009467653233958499,0.0009455228012189221,1.2425221769278225e-06
Line.ln6048523-1,m1166391,l3254873,,,,,0.02654317984690578,0.026365706721665688,0.0001774731252400935,0.026348218760021934,0.026176874191469933,0.00017134456855200098,0.026111869085111216,0.025966042861561553,0.0001458262235496631,0.025845179408233013,0.02572092784918329,0.00012425155904972202
Line.ln5594152-1,l2861157,p901951,,,,,0.029474370186568587,0.029277254655309018,0.00019711553125956877,0.029257854384357358,0.029067543770654052,0.00019031061370330601,0.028995370097337086,0.02883340117558553,0.00016196892175155547,0.02869918024304388,0.02856117294301882,0.00013800730002506284
Line.ln5865248-1,m1047346,m1047345,,,,,0.06288257794096726,0.0632332870819424,-0.00035070914097513894,0.06237980598146472,0.06281401444347272,-0.00043420846200799973,0.06187720269503358,0.06218325052897067,-0.0003060478339370898,0.061308106883243785,0.061503205066802846,-0.0001950981835590615
Line.ln6046143-1,l2989596,l2822873,,,,,0.000697369352128078,0.0006936344068058467,3.73494532223133e-06,0.000691904336117716,0.0006903242856717022,1.5800504460138434e-06,0.0006864799101931853,0.000684627673137848,1.8522370553372691e-06,0.0006800876875270465,0.0006784408805687853,1.646806958261176e-06
Line.ln5803287-1,m1108328,l2875754,,,,,0.0037198408863755974,0.0037321931921146367,-1.2352305739039317e-05,0.003692091910134381,0.0037042397438250443,-1.2147833690663492e-05,0.0036630501858885226,0.0036671087347977284,-4.058548909205775e-06,0.003629057810120011,0.0036271580611572807,1.899748962730461e-06
Line.ln5589094-1,l2786204,m1209819,,,,,0.04047695858846711,0.04020684194937003,0.0002701166390970816,0.04017994563590706,0.03991914585550469,0.0002607997804023668,0.03981985679028693,0.039597890804159076,0.00022196598612785057,0.03941350941275166,0.03922437572371594,0.00018913368903571842
Line.ln5954983-1,p901972,m1009726,,,,,0.021259680406334677,0.02136270658150952,-0.0001030261751748425,0.021079664792226477,0.0211298802108309,-5.0215418604424716e-05,0.02090487860427832,0.020909084597948574,-4.205993670253899e-06,0.02070664059992779,0.020702097948230264,4.542651697525546e-06
Line.ln5924696-2,m1047702,n1137001,,,,,0.0009575472377429331,0.0009547316733527257,2.8155643902074e-06,0.000949575884948645,0.0009485618838881212,1.014001060523767e-06,0.0009418539684900314,0.0009404964803311763,1.357488158855143e-06,0.0009331057969886417,0.0009319070254169292,1.1987715717124434e-06
