rank,slot,timestamp,B0_system_rho_max,B3_system_rho_max,B0_minus_B3
26,67,2025-05-01T16:45,0.7431725304319216,0.7381754867177671,0.004997043714154437
27,86,2025-05-01T21:30,0.7403886306605384,0.7503200767203891,-0.009931446059850746
28,87,2025-05-01T21:45,0.7192987930324306,0.7309704374453115,-0.011671644412880933
29,33,2025-05-01T08:15,0.7176596968853822,0.7190777944622707,-0.0014180975768884885
30,66,2025-05-01T16:30,0.7136168147118225,0.7147232879009499,-0.0011064731891273771
31,88,2025-05-01T22:00,0.7131096938469287,0.7185361803700266,-0.005426486523097962
32,25,2025-05-01T06:15,0.7062144481876411,0.7132840933062331,-0.007069645118591983
33,89,2025-05-01T22:15,0.697322157657428,0.7010641999718858,-0.0037420423144578496
34,90,2025-05-01T22:30,0.6913869795606198,0.7237824867076607,-0.03239550714704087
35,93,2025-05-01T23:15,0.6875280831858434,0.6938970274104161,-0.006368944224572792
36,92,2025-05-01T23:00,0.6842757165067707,0.6906121207376917,-0.006336404230921078
37,91,2025-05-01T22:45,0.6781498028830802,0.6840974269622567,-0.005947624079176483
38,94,2025-05-01T23:30,0.6709916481743936,0.6780720938465442,-0.007080445672150604
39,24,2025-05-01T06:00,0.6692600158151435,0.678550475427319,-0.009290459612175561
40,34,2025-05-01T08:30,0.6612688463088234,0.6701159894896253,-0.00884714318080182
41,65,2025-05-01T16:15,0.6595608923277618,0.6639871961887026,-0.004426303860940783
42,95,2025-05-01T23:45,0.6504046622568951,0.6587206366439251,-0.008315974387030023
43,0,2025-05-01T00:00,0.6354234491627642,0.6414744455443565,-0.006050996381592344
44,23,2025-05-01T05:45,0.6344437865008764,0.6430556372921652,-0.008611850791288789
45,35,2025-05-01T08:45,0.6308661710631,0.6318686598008355,-0.001002488737735563
46,64,2025-05-01T16:00,0.6234802744875202,0.6352841879948287,-0.011803913507308472
47,1,2025-05-01T00:15,0.6186398638346137,0.6248713936602078,-0.006231529825594162
48,22,2025-05-01T05:30,0.6184425338776222,0.6205714820463462,-0.0021289481687239986
49,2,2025-05-01T00:30,0.6121691106233147,0.6166441170337742,-0.004475006410459503
50,3,2025-05-01T00:45,0.6024597256778431,0.605916951995668,-0.0034572263178248575
51,21,2025-05-01T05:15,0.5968141853245813,0.5994036719127477,-0.0025894865881663787
52,4,2025-05-01T01:00,0.5955363997082445,0.5960822178265481,-0.0005458181183036759
53,36,2025-05-01T09:00,0.5943373475781499,0.593205916489413,0.0011314310887369228
54,5,2025-05-01T01:15,0.5840085231586026,0.5865175919699832,-0.002509068811380577
55,20,2025-05-01T05:00,0.5838479015877852,0.5900145021725814,-0.0061666005847962335
56,63,2025-05-01T15:45,0.5803822687463067,0.5860065315294233,-0.005624262783116563
57,6,2025-05-01T01:30,0.5705840133007587,0.5738940271345656,-0.003310013833806913
58,19,2025-05-01T04:45,0.5682024840939698,0.5728251623489118,-0.004622678254942003
59,37,2025-05-01T09:15,0.5676044732279132,0.5702250097559407,-0.0026205365280275172
60,7,2025-05-01T01:45,0.5610583457186776,0.5643701651783573,-0.0033118194596796213
61,18,2025-05-01T04:30,0.5576704703801295,0.5617341869097031,-0.004063716529573602
62,8,2025-05-01T02:00,0.5545941324607078,0.5582103729152851,-0.003616240454577313
63,16,2025-05-01T04:00,0.5525124625526092,0.5547130496446395,-0.002200587092030304
64,9,2025-05-01T02:15,0.5515483362356025,0.5591772928036236,-0.007628956568021095
65,17,2025-05-01T04:15,0.5500906689659579,0.553997190699941,-0.003906521733983093
66,14,2025-05-01T03:30,0.5473012383578642,0.5499311579192945,-0.0026299195614303272
67,10,2025-05-01T02:30,0.545997533397855,0.5507736193627246,-0.00477608596486967
68,15,2025-05-01T03:45,0.5454641825638563,0.5492702854015706,-0.0038061028377143202
69,62,2025-05-01T15:30,0.5454375599490656,0.5507186926000153,-0.005281132650949649
70,11,2025-05-01T02:45,0.5440217758393389,0.5495655854092374,-0.005543809569898528
71,13,2025-05-01T03:15,0.5428638258635946,0.5466833620099664,-0.0038195361463717603
72,12,2025-05-01T03:00,0.5424039738747551,0.5498769308239231,-0.0074729569491679415
73,38,2025-05-01T09:30,0.518945215060319,0.5264577597308512,-0.007512544670532195
74,61,2025-05-01T15:15,0.5178704479456729,0.518165460021965,-0.00029501207629201165
75,60,2025-05-01T15:00,0.48504031603850284,0.48766475517598407,-0.002624439137481227
76,39,2025-05-01T09:45,0.48170402972864446,0.48823947154379943,-0.006535441815154974
77,59,2025-05-01T14:45,0.45575386280792196,0.4648632857203371,-0.009109422912415122
78,40,2025-05-01T10:00,0.44733079333331754,0.4653584229595314,-0.018027629626213848
79,58,2025-05-01T14:30,0.4390684083548133,0.4415518786011846,-0.0024834702463713
80,57,2025-05-01T14:15,0.425339784351871,0.43989366363923293,-0.01455387928736196
81,41,2025-05-01T10:15,0.42136999173891426,0.4444074724936261,-0.023037480754711848
82,56,2025-05-01T14:00,0.4115411997042032,0.4325625182115133,-0.021021318507310094
83,42,2025-05-01T10:30,0.39898016926209867,0.4036497822642923,-0.004669613002193651
84,55,2025-05-01T13:45,0.39061093770470917,0.3899784932654512,0.0006324444392579731
85,43,2025-05-01T10:45,0.38688374198582515,0.4169280840209093,-0.03004434203508416
86,54,2025-05-01T13:30,0.3867698199152807,0.3860863362853945,0.0006834836298861835
87,53,2025-05-01T13:15,0.37043980362608825,0.3763795767805182,-0.00593977315442995
88,44,2025-05-01T11:00,0.36560974392549356,0.3959558247142024,-0.030346080788708818
89,45,2025-05-01T11:15,0.36188233735353703,0.3588021687864817,0.0030801685670553414
90,52,2025-05-01T13:00,0.3596618251133404,0.38969201944608606,-0.030030194332745674
91,51,2025-05-01T12:45,0.350349911274748,0.3501751209206124,0.00017479035413558996
92,46,2025-05-01T11:30,0.3503243518843787,0.3814984472281758,-0.03117409534379706
93,48,2025-05-01T12:00,0.3494010655779849,0.37943041466051713,-0.030029349082532242
94,50,2025-05-01T12:30,0.3492669317883772,0.3815456417266779,-0.032278709938300676
95,47,2025-05-01T11:45,0.3473571233405682,0.34165239059485825,0.005704732745709928
96,49,2025-05-01T12:15,0.3447721709048161,0.3385002760261849,0.006271894878631223
