day,namespace,comparison,quantity,aidc_id,slot,delta,system_delta,critical_slot
2025-04-04,DA,B1-B0,IT,AIDC05,7,4.22870151501909,0.7403979337488433,False
2025-04-04,DA,B1-B0,IT,AIDC06,7,-2.2795748520501036,0.7403979337488433,False
2025-04-04,DA,B1-B0,IT,AIDC07,7,-0.7074542644293462,0.7403979337488433,False
2025-04-04,DA,B1-B0,IT,AIDC08,7,-2.0830597785975122,0.7403979337488433,False
2025-04-04,DA,B1-B0,IT,AIDC09,7,-4.67705874817176,0.7403979337488433,False
2025-04-04,DA,B1-B0,IT,AIDC10,7,-0.5895452203577838,0.7403979337488433,False
2025-04-04,DA,B1-B0,IT,AIDC11,7,-0.3930301469051871,0.7403979337488433,False
2025-04-04,DA,B1-B0,IT,AIDC12,7,0.3006733682903935,0.7403979337488433,False
2025-04-04,DA,B1-B0,IT,AIDC01,8,-0.9405626164425591,5.346656712672927,False
2025-04-04,DA,B1-B0,IT,AIDC02,8,1.1618561968058074,5.346656712672927,False
2025-04-04,DA,B1-B0,IT,AIDC03,8,12.49107668268109,5.346656712672927,False
2025-04-04,DA,B1-B0,IT,AIDC04,8,-0.7576754410231707,5.346656712672927,False
2025-04-04,DA,B1-B0,IT,AIDC05,8,1.073223258265923,5.346656712672927,False
2025-04-04,DA,B1-B0,IT,AIDC06,8,-1.5153508820463415,5.346656712672927,False
2025-04-04,DA,B1-B0,IT,AIDC07,8,-0.47028130822127956,5.346656712672927,False
2025-04-04,DA,B1-B0,IT,AIDC08,8,-1.3847171853181912,5.346656712672927,False
2025-04-04,DA,B1-B0,IT,AIDC09,8,-3.1090819821295312,5.346656712672927,False
2025-04-04,DA,B1-B0,IT,AIDC10,8,-0.39190109018439756,5.346656712672927,False
2025-04-04,DA,B1-B0,IT,AIDC11,8,-0.2612673934562624,5.346656712672927,False
2025-04-04,DA,B1-B0,IT,AIDC12,8,-0.5486615262581598,5.346656712672927,False
2025-04-04,DA,B1-B0,IT,AIDC01,9,-4.00370813385598,-45.22467812554649,False
2025-04-04,DA,B1-B0,IT,AIDC02,9,-2.729506915619062,-45.22467812554649,False
2025-04-04,DA,B1-B0,IT,AIDC03,9,-7.340131578735971,-45.22467812554649,False
2025-04-04,DA,B1-B0,IT,AIDC04,9,-3.22520933005066,-45.22467812554649,False
2025-04-04,DA,B1-B0,IT,AIDC05,9,0.28997669050573194,-45.22467812554649,False
2025-04-04,DA,B1-B0,IT,AIDC06,9,-1.9695677580679956,-45.22467812554649,False
2025-04-04,DA,B1-B0,IT,AIDC07,9,-2.00185406692799,-45.22467812554649,False
2025-04-04,DA,B1-B0,IT,AIDC08,9,-5.894348085954636,-45.22467812554649,False
2025-04-04,DA,B1-B0,IT,AIDC09,9,-13.23447966469061,-45.22467812554649,False
2025-04-04,DA,B1-B0,IT,AIDC10,9,-1.6682117224399935,-45.22467812554649,False
2025-04-04,DA,B1-B0,IT,AIDC11,9,-1.112141148293329,-45.22467812554649,False
2025-04-04,DA,B1-B0,IT,AIDC12,9,-2.33549641141599,-45.22467812554649,False
2025-04-04,DA,B1-B0,IT,AIDC01,10,-2.051949966813037,-21.968826625393774,False
2025-04-04,DA,B1-B0,IT,AIDC02,10,-3.6479110521120575,-21.968826625393774,False
2025-04-04,DA,B1-B0,IT,AIDC03,10,-3.761908272490558,-21.968826625393774,False
2025-04-04,DA,B1-B0,IT,AIDC04,10,5.856552073910743,-21.968826625393774,False
2025-04-04,DA,B1-B0,IT,AIDC05,10,-2.5649374585162903,-21.968826625393774,False
2025-04-04,DA,B1-B0,IT,AIDC06,10,-3.305919390976559,-21.968826625393774,False
2025-04-04,DA,B1-B0,IT,AIDC07,10,-1.0259749834065186,-21.968826625393774,False
2025-04-04,DA,B1-B0,IT,AIDC08,10,-3.020926340030293,-21.968826625393774,False
2025-04-04,DA,B1-B0,IT,AIDC09,10,-6.782834612520851,-21.968826625393774,False
2025-04-04,DA,B1-B0,IT,AIDC10,10,0.10394029342842792,-21.968826625393774,False
2025-04-04,DA,B1-B0,IT,AIDC11,10,-0.5699861018925088,-21.968826625393774,False
2025-04-04,DA,B1-B0,IT,AIDC12,10,-1.1969708139742696,-21.968826625393774,False
2025-04-04,DA,B1-B0,IT,AIDC01,11,-3.075770700849443,-45.62393206260009,False
2025-04-04,DA,B1-B0,IT,AIDC02,11,-5.468036801510124,-45.62393206260009,False
2025-04-04,DA,B1-B0,IT,AIDC03,11,-5.638912951557323,-45.62393206260009,False
2025-04-04,DA,B1-B0,IT,AIDC04,11,-2.4777041756842717,-45.62393206260009,False
2025-04-04,DA,B1-B0,IT,AIDC05,11,-3.844713376061815,-45.62393206260009,False
2025-04-04,DA,B1-B0,IT,AIDC06,11,-4.955408351368543,-45.62393206260009,False
2025-04-04,DA,B1-B0,IT,AIDC07,11,-1.5378853504247232,-45.62393206260009,False
2025-04-04,DA,B1-B0,IT,AIDC08,11,-4.528217976250559,-45.62393206260009,False
2025-04-04,DA,B1-B0,IT,AIDC09,11,-10.16713092780789,-45.62393206260009,False
2025-04-04,DA,B1-B0,IT,AIDC10,11,-1.281571125353934,-45.62393206260009,False
2025-04-04,DA,B1-B0,IT,AIDC11,11,-0.8543807502359568,-45.62393206260009,False
2025-04-04,DA,B1-B0,IT,AIDC12,11,-1.7941995754955098,-45.62393206260009,False
2025-04-04,DA,B1-B0,IT,AIDC01,12,7.111608633743732,17.02308218514792,False
2025-04-04,DA,B1-B0,IT,AIDC02,12,8.988015308655385,17.02308218514792,False
2025-04-04,DA,B1-B0,IT,AIDC03,12,9.748350101069533,17.02308218514792,False
2025-04-04,DA,B1-B0,IT,AIDC04,12,-1.4514507618380748,17.02308218514792,False
2025-04-04,DA,B1-B0,IT,AIDC05,12,-2.252251182162528,17.02308218514792,False
2025-04-04,DA,B1-B0,IT,AIDC06,12,6.6906162854656195,17.02308218514792,False
2025-04-04,DA,B1-B0,IT,AIDC07,12,-0.9009004728650112,17.02308218514792,False
2025-04-04,DA,B1-B0,IT,AIDC08,12,-2.6526513923247705,17.02308218514792,False
2025-04-04,DA,B1-B0,IT,AIDC09,12,-5.955953126163152,17.02308218514792,False
2025-04-04,DA,B1-B0,IT,AIDC10,12,-0.7507503940541778,17.02308218514792,False
2025-04-04,DA,B1-B0,IT,AIDC11,12,-0.5005002627027846,17.02308218514792,False
2025-04-04,DA,B1-B0,IT,AIDC12,12,-1.0510505516758517,17.02308218514792,False
2025-04-04,DA,B1-B0,IT,AIDC01,13,-0.4323899543317573,23.725943414944226,False
2025-04-04,DA,B1-B0,IT,AIDC02,13,5.456915430302864,23.725943414944226,False
2025-04-04,DA,B1-B0,IT,AIDC03,13,-0.7927149162748606,23.725943414944226,False
2025-04-04,DA,B1-B0,IT,AIDC04,13,-0.34831412987835364,23.725943414944226,False
2025-04-04,DA,B1-B0,IT,AIDC05,13,2.597665140289781,23.725943414944226,False
2025-04-04,DA,B1-B0,IT,AIDC06,13,5.083650871021735,23.725943414944226,False
2025-04-04,DA,B1-B0,IT,AIDC07,13,2.5426405655540805,23.725943414944226,False
2025-04-04,DA,B1-B0,IT,AIDC08,13,10.616211574798822,23.725943414944226,False
2025-04-04,DA,B1-B0,IT,AIDC09,13,-1.4292890157077167,23.725943414944226,False
2025-04-04,DA,B1-B0,IT,AIDC10,13,-0.18016248097156318,23.725943414944226,False
2025-04-04,DA,B1-B0,IT,AIDC11,13,-0.12010832064770671,23.725943414944226,False
2025-04-04,DA,B1-B0,IT,AIDC12,13,0.7318386507888999,23.725943414944226,False
2025-04-04,DA,B1-B0,IT,AIDC01,14,-0.7387515325684042,12.681126125708158,False
2025-04-04,DA,B1-B0,IT,AIDC02,14,-1.3133360578993631,12.681126125708158,False
2025-04-04,DA,B1-B0,IT,AIDC03,14,-1.354377809708744,12.681126125708158,False
2025-04-04,DA,B1-B0,IT,AIDC04,14,-0.5951054012356565,12.681126125708158,False
2025-04-04,DA,B1-B0,IT,AIDC05,14,-0.9234394157105044,12.681126125708158,False
2025-04-04,DA,B1-B0,IT,AIDC06,14,-1.190210802471313,12.681126125708158,False
2025-04-04,DA,B1-B0,IT,AIDC07,14,1.2722958147089596,12.681126125708158,False
2025-04-04,DA,B1-B0,IT,AIDC08,14,-1.0876064229479212,12.681126125708158,False
2025-04-04,DA,B1-B0,IT,AIDC09,14,17.321659403119156,12.681126125708158,False
2025-04-04,DA,B1-B0,IT,AIDC10,14,-0.30781313857016723,12.681126125708158,False
2025-04-04,DA,B1-B0,IT,AIDC11,14,2.028749882990347,12.681126125708158,False
2025-04-04,DA,B1-B0,IT,AIDC12,14,-0.4309383939982325,12.681126125708158,False
2025-04-04,DA,B1-B0,IT,AIDC01,15,-13.024599604972005,-175.79305216981786,False
2025-04-04,DA,B1-B0,IT,AIDC02,15,-23.15484374217245,-175.79305216981786,False
2025-04-04,DA,B1-B0,IT,AIDC03,15,-6.473257305181789,-175.79305216981786,False
2025-04-04,DA,B1-B0,IT,AIDC04,15,-10.492038570671895,-175.79305216981786,False
2025-04-04,DA,B1-B0,IT,AIDC05,15,-16.28074950621501,-175.79305216981786,False
2025-04-04,DA,B1-B0,IT,AIDC06,15,-20.98407714134379,-175.79305216981786,False
2025-04-04,DA,B1-B0,IT,AIDC07,15,-6.512299802486003,-175.79305216981786,False
2025-04-04,DA,B1-B0,IT,AIDC08,15,-19.175104973986564,-175.79305216981786,False
2025-04-04,DA,B1-B0,IT,AIDC09,15,-43.05353758310191,-175.79305216981786,False
2025-04-04,DA,B1-B0,IT,AIDC10,15,-5.426916502071669,-175.79305216981786,False
2025-04-04,DA,B1-B0,IT,AIDC11,15,-3.617944334714447,-175.79305216981786,False
2025-04-04,DA,B1-B0,IT,AIDC12,15,-7.597683102900337,-175.79305216981786,False
2025-04-04,DA,B1-B0,IT,AIDC01,16,4.553462116771488,-23.833774280229402,False
2025-04-04,DA,B1-B0,IT,AIDC02,16,-4.740230710817578,-23.833774280229402,False
2025-04-04,DA,B1-B0,IT,AIDC03,16,-6.291918788516519,-23.833774280229402,False
2025-04-04,DA,B1-B0,IT,AIDC04,16,-0.7316419172688029,-23.833774280229402,False
2025-04-04,DA,B1-B0,IT,AIDC05,16,-4.289944628533991,-23.833774280229402,False
2025-04-04,DA,B1-B0,IT,AIDC06,16,-5.529261965666027,-23.833774280229402,False
2025-04-04,DA,B1-B0,IT,AIDC07,16,-1.7159778514135962,-23.833774280229402,False
2025-04-04,DA,B1-B0,IT,AIDC08,16,9.715629822088086,-23.833774280229402,False
2025-04-04,DA,B1-B0,IT,AIDC09,16,-11.344520239901016,-23.833774280229402,False
2025-04-04,DA,B1-B0,IT,AIDC10,16,-1.4299815428446614,-23.833774280229402,False
2025-04-04,DA,B1-B0,IT,AIDC11,16,-0.027414414144253385,-23.833774280229402,False
2025-04-04,DA,B1-B0,IT,AIDC12,16,-2.001974159982531,-23.833774280229402,False
2025-04-04,DA,B1-B0,IT,AIDC01,17,6.456102979378933,-16.262808823186653,False
2025-04-04,DA,B1-B0,IT,AIDC02,17,-3.2180065213562656,-16.262808823186653,False
2025-04-04,DA,B1-B0,IT,AIDC03,17,-3.3185692251486643,-16.262808823186653,False
2025-04-04,DA,B1-B0,IT,AIDC04,17,-1.4581592049895615,-16.262808823186653,False
2025-04-04,DA,B1-B0,IT,AIDC05,17,-2.262660835328635,-16.262808823186653,False
2025-04-04,DA,B1-B0,IT,AIDC06,17,-2.916318409979123,-16.262808823186653,False
2025-04-04,DA,B1-B0,IT,AIDC07,17,-0.9050643341314508,-16.262808823186653,False
2025-04-04,DA,B1-B0,IT,AIDC08,17,-2.664911650498169,-16.262808823186653,False
2025-04-04,DA,B1-B0,IT,AIDC09,17,-5.983480875646819,-16.262808823186653,False
2025-04-04,DA,B1-B0,IT,AIDC10,17,1.5669811632950488,-16.262808823186653,False
2025-04-04,DA,B1-B0,IT,AIDC11,17,-0.5028135189619176,-16.262808823186653,False
2025-04-04,DA,B1-B0,IT,AIDC12,17,-1.0559083898200274,-16.262808823186653,False
2025-04-04,DA,B1-B0,IT,AIDC01,18,-1.6954259752303074,7.130245177616026,False
2025-04-04,DA,B1-B0,IT,AIDC02,18,-3.014090622631656,7.130245177616026,False
2025-04-04,DA,B1-B0,IT,AIDC03,18,-3.108280954588885,7.130245177616026,False
2025-04-04,DA,B1-B0,IT,AIDC04,18,-1.3657598133799667,7.130245177616026,False
2025-04-04,DA,B1-B0,IT,AIDC05,18,-2.119282469037884,7.130245177616026,False
2025-04-04,DA,B1-B0,IT,AIDC06,18,-2.7315196267599333,7.130245177616026,False
2025-04-04,DA,B1-B0,IT,AIDC07,18,0.481832136120401,7.130245177616026,False
2025-04-04,DA,B1-B0,IT,AIDC08,18,-2.49604379686685,7.130245177616026,False
2025-04-04,DA,B1-B0,IT,AIDC09,18,20.588090801471182,7.130245177616026,False
2025-04-04,DA,B1-B0,IT,AIDC10,18,-0.706427489679295,7.130245177616026,False
2025-04-04,DA,B1-B0,IT,AIDC11,18,-0.4709516597861967,7.130245177616026,False
2025-04-04,DA,B1-B0,IT,AIDC12,18,3.7681046479854157,7.130245177616026,False
2025-04-04,DA,B1-B0,IT,AIDC01,19,-0.23655625542752645,9.96016735970742,False
2025-04-04,DA,B1-B0,IT,AIDC02,19,7.810833871547835,9.96016735970742,False
2025-04-04,DA,B1-B0,IT,AIDC03,19,-0.43368646828380264,9.96016735970742,False
2025-04-04,DA,B1-B0,IT,AIDC04,19,1.5674891672808933,9.96016735970742,False
2025-04-04,DA,B1-B0,IT,AIDC05,19,-0.29569531928440895,9.96016735970742,False
2025-04-04,DA,B1-B0,IT,AIDC06,19,-0.3811184115221202,9.96016735970742,False
2025-04-04,DA,B1-B0,IT,AIDC07,19,2.4950328790453504,9.96016735970742,False
2025-04-04,DA,B1-B0,IT,AIDC08,19,-0.34826337604608426,9.96016735970742,False
2025-04-04,DA,B1-B0,IT,AIDC09,19,-0.7819498443298656,9.96016735970742,False
2025-04-04,DA,B1-B0,IT,AIDC10,19,-0.09856510642813543,9.96016735970742,False
2025-04-04,DA,B1-B0,IT,AIDC11,19,0.8006373721546707,9.96016735970742,False
2025-04-04,DA,B1-B0,IT,AIDC12,19,-0.13799114899938658,9.96016735970742,False
2025-04-04,DA,B1-B0,IT,AIDC01,20,-0.43268635489925344,2.5913315335089067,False
2025-04-04,DA,B1-B0,IT,AIDC02,20,-0.7692201864875727,2.5913315335089067,False
2025-04-04,DA,B1-B0,IT,AIDC03,20,-0.7932583173152992,2.5913315335089067,False
2025-04-04,DA,B1-B0,IT,AIDC04,20,-0.34855289700218783,2.5913315335089067,False
2025-04-04,DA,B1-B0,IT,AIDC05,20,6.215707905372369,2.5913315335089067,False
2025-04-04,DA,B1-B0,IT,AIDC06,20,-0.6971057940043757,2.5913315335089067,False
2025-04-04,DA,B1-B0,IT,AIDC07,20,-0.21634317744962672,2.5913315335089067,False
2025-04-04,DA,B1-B0,IT,AIDC08,20,-0.6370104669350276,2.5913315335089067,False
2025-04-04,DA,B1-B0,IT,AIDC09,20,-1.4302687842503161,2.5913315335089067,False
2025-04-04,DA,B1-B0,IT,AIDC10,20,2.072660634310112,2.5913315335089067,False
2025-04-04,DA,B1-B0,IT,AIDC11,20,-0.1201906541386828,2.5913315335089067,False
2025-04-04,DA,B1-B0,IT,AIDC12,20,-0.25240037369123236,2.5913315335089067,False
2025-04-04,DA,B1-B0,IT,AIDC01,21,-1.0602326273331784,7.324146502587666,False
2025-04-04,DA,B1-B0,IT,AIDC02,21,5.7878553694621715,7.324146502587666,False
2025-04-04,DA,B1-B0,IT,AIDC03,21,-1.9437598167775079,7.324146502587666,False
2025-04-04,DA,B1-B0,IT,AIDC04,21,-0.8540762831295101,7.324146502587666,False
2025-04-04,DA,B1-B0,IT,AIDC05,21,5.759662305255102,7.324146502587666,False
2025-04-04,DA,B1-B0,IT,AIDC06,21,-1.7081525662590202,7.324146502587666,False
2025-04-04,DA,B1-B0,IT,AIDC07,21,-0.5301163136665892,7.324146502587666,False
2025-04-04,DA,B1-B0,IT,AIDC08,21,-1.5608980346849641,7.324146502587666,False
2025-04-04,DA,B1-B0,IT,AIDC09,21,-3.5046578514624755,7.324146502587666,False
2025-04-04,DA,B1-B0,IT,AIDC10,21,2.518224381398535,7.324146502587666,False
2025-04-04,DA,B1-B0,IT,AIDC11,21,1.7150222595985634,7.324146502587666,False
2025-04-04,DA,B1-B0,IT,AIDC12,21,2.7052756801865403,7.324146502587666,False
2025-04-04,DA,B1-B0,IT,AIDC01,22,-0.01852837504766569,12.640730788619,False
2025-04-04,DA,B1-B0,IT,AIDC02,22,-0.03293933341808497,12.640730788619,False
2025-04-04,DA,B1-B0,IT,AIDC03,22,-0.03396868758738236,12.640730788619,False
2025-04-04,DA,B1-B0,IT,AIDC04,22,2.82128692734131,12.640730788619,False
2025-04-04,DA,B1-B0,IT,AIDC05,22,-0.023160468809585666,12.640730788619,False
2025-04-04,DA,B1-B0,IT,AIDC06,22,8.842776092125828,12.640730788619,False
2025-04-04,DA,B1-B0,IT,AIDC07,22,1.0656219367853161,12.640730788619,False
2025-04-04,DA,B1-B0,IT,AIDC08,22,-0.027277885486846287,12.640730788619,False
2025-04-04,DA,B1-B0,IT,AIDC09,22,-0.061246573074235755,12.640730788619,False
2025-04-04,DA,B1-B0,IT,AIDC10,22,-0.007720156269861889,12.640730788619,False
2025-04-04,DA,B1-B0,IT,AIDC11,22,-0.005146770846573112,12.640730788619,False
2025-04-04,DA,B1-B0,IT,AIDC12,22,0.12103408290678352,12.640730788619,False
2025-04-04,DA,B1-B0,IT,AIDC01,23,-0.7496055281948841,-4.968670709695473,False
2025-04-04,DA,B1-B0,IT,AIDC02,23,-1.3326320501242321,-4.968670709695473,False
2025-04-04,DA,B1-B0,IT,AIDC03,23,2.2945251652085474,-4.968670709695473,False
2025-04-04,DA,B1-B0,IT,AIDC04,23,-0.6038488977125436,-4.968670709695473,False
2025-04-04,DA,B1-B0,IT,AIDC05,23,-0.9370069102435998,-4.968670709695473,False
2025-04-04,DA,B1-B0,IT,AIDC06,23,-1.2076977954250872,-4.968670709695473,False
2025-04-04,DA,B1-B0,IT,AIDC07,23,-0.37480276409744206,-4.968670709695473,False
2025-04-04,DA,B1-B0,IT,AIDC08,23,1.3780900751203404,-4.968670709695473,False
2025-04-04,DA,B1-B0,IT,AIDC09,23,-2.4778627181997805,-4.968670709695473,False
2025-04-04,DA,B1-B0,IT,AIDC10,23,-0.3123356367478669,-4.968670709695473,False
2025-04-04,DA,B1-B0,IT,AIDC11,23,-0.20822375783191394,-4.968670709695473,False
2025-04-04,DA,B1-B0,IT,AIDC12,23,-0.437269891447011,-4.968670709695473,False
2025-04-04,DA,B1-B0,IT,AIDC01,24,-0.7923718387149812,-1.739678517991777,False
2025-04-04,DA,B1-B0,IT,AIDC02,24,-1.408661046604422,-1.739678517991777,False
2025-04-04,DA,B1-B0,IT,AIDC03,24,-1.452681704310784,-1.739678517991777,False
2025-04-04,DA,B1-B0,IT,AIDC04,24,-0.6382995367426272,-1.739678517991777,False
2025-04-04,DA,B1-B0,IT,AIDC05,24,8.972691963553007,-1.739678517991777,False
2025-04-04,DA,B1-B0,IT,AIDC06,24,-1.2259187458181984,-1.739678517991777,False
2025-04-04,DA,B1-B0,IT,AIDC07,24,-0.39618591935749237,-1.739678517991777,False
2025-04-04,DA,B1-B0,IT,AIDC08,24,-1.1665474292192748,-1.739678517991777,False
2025-04-04,DA,B1-B0,IT,AIDC09,24,-2.6192291335300837,-1.739678517991777,False
