time,interval_index,validation_scope,B0_rho_max,B0_critical_element,B0_critical_phase,B0_critical_terminal,B1_rho_max,B1_critical_element,B1_critical_phase,B1_critical_terminal,B2_rho_max,B2_critical_element,B2_critical_phase,B2_critical_terminal,B3_rho_max,B3_critical_element,B3_critical_phase,B3_critical_terminal
2025-05-01T03:00:00,12,DAY_AHEAD_AC,0.5608104249865914,Line.ln5710794-3,node1,t1,0.5579903661440085,Line.hvmv_sub_connector,node1,t1,0.56282329387792,Line.ln5775442-1,node1,t2,0.5583341247109228,Line.ln5775442-1,node1,t2
2025-05-01T03:15:00,13,DAY_AHEAD_AC,0.560785739486871,Line.hvmv_sub_connector,node1,t2,0.5579560988450692,Line.hvmv_sub_connector,node1,t2,0.5627861481863708,Line.ln5775442-1,node1,t2,0.5565075968651577,Line.ln5775442-1,node1,t2
2025-05-01T03:30:00,14,DAY_AHEAD_AC,0.5607404623032978,Line.ln5710794-3,node1,t1,0.557910519300978,Line.ln5710794-3,node1,t1,0.5627357543468314,Line.ln5775442-1,node1,t2,0.5484490730134232,Line.tpx21459660c0,node1,t2
2025-05-01T03:45:00,15,DAY_AHEAD_AC,0.5607387422391036,Line.hvmv_sub_connector,node1,t2,0.5579089323496607,Line.ln5710794-3,node1,t1,0.5627344170993184,Line.ln5775442-1,node1,t2,0.5582849853696237,Line.ln5775442-1,node1,t2
2025-05-01T04:00:00,16,DAY_AHEAD_AC,0.5657141078708781,Line.ln5710794-3,node1,t1,0.5628687939565366,Line.hvmv_sub_connector,node1,t1,0.5678105611482831,Line.ln5775442-1,node1,t2,0.5632800346076774,Line.ln5775442-1,node1,t2
2025-05-01T04:15:00,17,DAY_AHEAD_AC,0.5657613271790377,Line.hvmv_sub_connector,node1,t1,0.562914060440659,Line.ln5710794-3,node1,t1,0.5678365253126698,Line.ln5775442-1,node1,t2,0.5635502853045091,Line.ln5775442-1,node1,t2
2025-05-01T04:30:00,18,DAY_AHEAD_AC,0.575631665050553,Line.ln5710794-3,node1,t1,0.5727358999757323,Line.ln5710794-3,node1,t1,0.5778066604908172,Line.ln5775442-1,node1,t2,0.5739375569294857,Line.ln5775442-1,node1,t2
2025-05-01T04:45:00,19,DAY_AHEAD_AC,0.5756591436048095,Line.hvmv_sub_connector,node1,t2,0.5727892434937697,Line.hvmv_sub_connector,node1,t1,0.5778611095912677,Line.ln5775442-1,node1,t2,0.5838541067086012,Line.ln5775442-1,node1,t2
2025-05-01T05:00:00,20,DAY_AHEAD_AC,0.5974069864949942,Line.ln6291242-1,node1,t2,0.5955466913506082,Line.tpx21459660c0,node1,t2,0.5990314142397298,Line.ln5775442-1,node1,t2,0.5967041460225275,Line.tpx21459660c0,node1,t2
2025-05-01T05:15:00,21,DAY_AHEAD_AC,0.5974758442058848,Line.ln6291242-1,node1,t2,0.5955291595106141,Line.tpx21459660c0,node1,t2,0.5990311824569643,Line.ln5775442-1,node1,t2,0.5967476847075677,Line.tpx21459660c0,node1,t2
2025-05-01T05:30:00,22,DAY_AHEAD_AC,0.6243246402061735,Line.ln6291242-1,node1,t2,0.622533341770637,Line.tpx21459660c0,node1,t2,0.6555836995889386,Line.ln5775442-1,node1,t2,0.6314415201733339,Line.tpx21459660c0,node1,t2
2025-05-01T05:45:00,23,DAY_AHEAD_AC,0.6242785014291824,Line.ln6291242-1,node1,t2,0.6224990111975078,Line.tpx21459660c0,node1,t2,0.6252690262786178,Line.ln5775442-1,node1,t2,0.6314020895852431,Line.tpx21459660c0,node1,t2
2025-05-01T06:00:00,24,DAY_AHEAD_AC,0.6778730229867104,Line.tpx21459660c0,node1,t2,0.6769345933103473,Line.tpx21459660c0,node1,t2,0.6738515047807286,Line.tpx21459660c0,node1,t2,0.683696648789353,Line.tpx21459660c0,node1,t2
2025-05-01T06:15:00,25,DAY_AHEAD_AC,0.6779397277757346,Line.tpx21459660c0,node1,t2,0.6770007487942192,Line.tpx21459660c0,node1,t2,0.6750458462955485,Line.tpx21459660c0,node1,t2,0.6837212758802984,Line.tpx21459660c0,node1,t2
2025-05-01T06:30:00,26,DAY_AHEAD_AC,0.7196160847801905,Line.tpx21459660c0,node1,t2,0.7241530267905881,Line.tpx21459660c0,node1,t2,0.726871433473625,Line.tpx21459660c0,node1,t2,0.7274965429100867,Line.tpx21459660c0,node1,t2
2025-05-01T06:45:00,27,DAY_AHEAD_AC,0.7195549782618313,Line.tpx21459660c0,node1,t2,0.7242349654452924,Line.tpx21459660c0,node1,t2,0.726759955517319,Line.tpx21459660c0,node1,t2,0.7277022301891887,Line.tpx21459660c0,node1,t2
2025-05-01T07:00:00,28,DAY_AHEAD_AC,0.7512030775072861,Line.tpx21459660c0,node1,t2,0.7449931619448121,Line.tpx21459660c0,node1,t2,0.7462054642983155,Line.tpx21459660c0,node1,t2,0.7537595594542075,Line.tpx21459660c0,node1,t2
2025-05-01T07:15:00,29,DAY_AHEAD_AC,0.7511442635079046,Line.tpx21459660c0,node1,t2,0.7449299540579043,Line.tpx21459660c0,node1,t2,0.7459425436219979,Line.tpx21459660c0,node1,t2,0.7536429726450026,Line.tpx21459660c0,node1,t2
2025-05-01T07:30:00,30,DAY_AHEAD_AC,0.7416002419749866,Line.tpx21459660c0,node1,t2,0.7354609033005203,Line.tpx21459660c0,node1,t2,0.7379235191862146,Line.tpx21459660c0,node1,t2,0.7443612844295358,Line.tpx21459660c0,node1,t2
2025-05-01T07:45:00,31,DAY_AHEAD_AC,0.7416136778362473,Line.tpx21459660c0,node1,t2,0.7354750236105089,Line.tpx21459660c0,node1,t2,0.7458162247625109,Line.tpx21459660c0,node1,t2,0.7440393501025819,Line.tpx21459660c0,node1,t2
2025-05-01T08:00:00,32,DAY_AHEAD_AC,0.699267917939134,Line.tpx21459660c0,node1,t2,0.6935456567872965,Line.tpx21459660c0,node1,t2,0.6986910158005643,Line.tpx21459660c0,node1,t2,0.7010251819000546,Line.tpx21459660c0,node1,t2
2025-05-01T08:15:00,33,DAY_AHEAD_AC,0.6993077576683926,Line.tpx21459660c0,node1,t2,0.6935855428418168,Line.tpx21459660c0,node1,t2,0.6965822220922144,Line.tpx21459660c0,node1,t2,0.7010645180612931,Line.tpx21459660c0,node1,t2
2025-05-01T08:30:00,34,DAY_AHEAD_AC,0.6323723079151419,Line.tpx21459660c0,node1,t2,0.6315298229180378,Line.tpx21459660c0,node1,t2,0.640024880559483,Line.tpx21459660c0,node1,t2,0.6394212546501544,Line.tpx21459660c0,node1,t2
2025-05-01T08:45:00,35,DAY_AHEAD_AC,0.6324080319563894,Line.tpx21459660c0,node1,t2,0.6315658336587691,Line.tpx21459660c0,node1,t2,0.661699056814521,Line.ln5775442-1,node1,t2,0.6367766937081908,Line.tpx21459660c0,node1,t2
2025-05-01T09:00:00,36,DAY_AHEAD_AC,0.5763560408679612,Line.hvmv_sub_connector,node1,t1,0.5737204026821584,Line.ln5710794-3,node1,t1,0.5801834195250154,Line.ln5775442-1,node1,t2,0.5762437867847295,Line.ln5775442-1,node1,t2
2025-05-01T09:15:00,37,DAY_AHEAD_AC,0.576411925940736,Line.ln5710794-3,node1,t1,0.5737766036239508,Line.ln5710794-3,node1,t1,0.5801024422163183,Line.ln5775442-1,node1,t2,0.5761710333238294,Line.ln5775442-1,node1,t2
2025-05-01T09:30:00,38,DAY_AHEAD_AC,0.5300167947271103,Line.hvmv_sub_connector,node1,t1,0.5309340811038855,Line.ln5775442-1,node1,t2,0.5305498961776344,Line.ln5775442-1,node1,t2,0.566950956439304,Line.ln5775442-1,node1,t2
2025-05-01T09:45:00,39,DAY_AHEAD_AC,0.5300373120387426,Line.ln5710794-3,node1,t1,0.5309563711954076,Line.ln5775442-1,node1,t2,0.5305590599182841,Line.ln5775442-1,node1,t2,0.5317396503189503,Line.ln5775442-1,node1,t2
2025-05-01T10:00:00,40,DAY_AHEAD_AC,0.4927257285655915,Line.hvmv_sub_connector,node1,t1,0.49050033939484106,Line.ln5775442-1,node1,t2,0.4919501073334639,Line.ln5775442-1,node1,t2,0.5257963455426916,Line.ln5775442-1,node1,t2
2025-05-01T10:15:00,41,DAY_AHEAD_AC,0.4927593624845862,Line.ln5710794-3,node1,t1,0.4884800082904772,Line.ln5775442-1,node1,t2,0.49195714443367056,Line.ln5775442-1,node1,t2,0.5237948745159023,Line.ln5775442-1,node1,t2
2025-05-01T10:30:00,42,DAY_AHEAD_AC,0.45712013753084657,Line.ln5775442-1,node1,t2,0.45091488506656224,Line.ln5775442-1,node1,t2,0.4567514583129839,Line.ln5473414-1,node1,t1,0.42127820057788756,Line.tpx21459660c0,node1,t2
2025-05-01T10:45:00,43,DAY_AHEAD_AC,0.4571032247614283,Line.ln5775442-1,node1,t2,0.4497425173384093,Line.ln5775442-1,node1,t2,0.45815131699148137,Line.ln5775442-1,node1,t1,0.48452631877793556,Line.ln5710794-3,node1,t1
2025-05-01T11:00:00,44,DAY_AHEAD_AC,0.4334191916805361,Line.ln5775442-1,node1,t2,0.4266397838608054,Line.ln5775442-1,node1,t2,0.4354576309716789,Line.hvmv_sub_connector,node1,t2,0.4612802911405708,Line.ln5710794-3,node1,t1
2025-05-01T11:15:00,45,DAY_AHEAD_AC,0.4333927131518056,Line.ln5775442-1,node1,t2,0.422867309782722,Line.ln5775442-1,node1,t2,0.4278984096280473,Line.ln5775442-1,node1,t2,0.4238497538377525,Line.hvmv_sub_connector,node1,t1
2025-05-01T11:30:00,46,DAY_AHEAD_AC,0.41482570771002886,Line.ln5775442-1,node1,t2,0.40478392553804105,Line.ln5775442-1,node1,t2,0.41631965326347686,Line.hvmv_sub_connector,node1,t1,0.44104483729598853,Line.hvmv_sub_connector,node1,t2
2025-05-01T11:45:00,47,DAY_AHEAD_AC,0.41480701644987994,Line.ln5775442-1,node1,t2,0.4052827369470456,Line.ln5775442-1,node1,t2,0.4173225899874226,Line.ln5775442-1,node1,t2,0.37964351783662004,Line.hvmv_sub_connector,node1,t1
2025-05-01T12:00:00,48,DAY_AHEAD_AC,0.40874858481552195,Line.ln5775442-1,node1,t2,0.3984956869906231,Line.ln5775442-1,node1,t2,0.41042069827899597,Line.ln5742828-2,node1,t1,0.43499670370928656,Line.hvmv_sub_connector,node1,t1
2025-05-01T12:15:00,49,DAY_AHEAD_AC,0.4087220111683862,Line.ln5775442-1,node1,t2,0.3992473209236859,Line.ln5775442-1,node1,t2,0.4104416674973653,Line.ln5742828-2,node1,t1,0.4020127961621836,Line.ln5775442-1,node1,t2
2025-05-01T12:30:00,50,DAY_AHEAD_AC,0.4089234414469796,Line.ln5775442-1,node1,t2,0.4000996150324525,Line.ln5775442-1,node1,t2,0.41165066401580785,Line.ln5775442-1,node1,t2,0.43834435842629954,Line.ln6291242-1,node1,t2
2025-05-01T12:45:00,51,DAY_AHEAD_AC,0.40892337021530933,Line.ln5775442-1,node1,t2,0.40075396105210204,Line.ln5775442-1,node1,t2,0.41062677585987667,Line.a8735_48332_sw,node1,t1,0.4041844916205939,Line.ln6291242-1,node1,t2
2025-05-01T13:00:00,52,DAY_AHEAD_AC,0.41891912393820097,Line.ln5775442-1,node1,t2,0.41136740192874327,Line.ln5775442-1,node1,t2,0.4203810207704727,Line.hvmv_sub_connector,node1,t2,0.4499171362889372,Line.ln6291242-1,node1,t2
2025-05-01T13:15:00,53,DAY_AHEAD_AC,0.41896297769496726,Line.ln5775442-1,node1,t2,0.4120593182219325,Line.ln5775442-1,node1,t2,0.42914466162907206,Line.hvmv_sub_connector,node1,t2,0.4274240367299941,Line.ln5775442-1,node1,t2
2025-05-01T13:30:00,54,DAY_AHEAD_AC,0.43057836237534935,Line.ln5775442-1,node1,t2,0.4242932667129183,Line.ln5775442-1,node1,t2,0.43172237672547087,Line.ln5710794-3,node1,t1,0.42538025430713966,Line.ln5710794-3,node1,t1
2025-05-01T13:45:00,55,DAY_AHEAD_AC,0.4306304547368991,Line.ln5775442-1,node1,t2,0.4258920159328484,Line.ln5775442-1,node1,t2,0.43286452953951376,Line.ln5710794-3,node1,t1,0.42680347803504604,Line.ln5710794-3,node1,t1
2025-05-01T14:00:00,56,DAY_AHEAD_AC,0.46229228819994383,Line.ln5775442-1,node1,t2,0.4592238311388285,Line.ln5775442-1,node1,t2,0.4622649033452421,Line.ln5473414-1,node1,t2,0.49338780833551354,Line.ln5710794-3,node1,t1
2025-05-01T14:15:00,57,DAY_AHEAD_AC,0.46233264573297017,Line.ln5775442-1,node1,t2,0.4592611755986656,Line.ln5775442-1,node1,t2,0.46228503728466813,Line.ln5473414-1,node1,t2,0.4932186948573253,Line.hvmv_sub_connector,node1,t1
2025-05-01T14:30:00,58,DAY_AHEAD_AC,0.4965855617943774,Line.ln5775442-1,node1,t2,0.49275258145849066,Line.ln5775442-1,node1,t2,0.4947289252783572,Line.ln5775442-1,node1,t2,0.49328376127343254,Line.ln5775442-1,node1,t2
2025-05-01T14:45:00,59,DAY_AHEAD_AC,0.49655459158498977,Line.ln5775442-1,node1,t2,0.49239024037399887,Line.ln5775442-1,node1,t2,0.49569945785847896,Line.hvmv_sub_connector,node1,t2,0.5004339822229728,Line.ln5775442-1,node1,t2
2025-05-01T15:00:00,60,DAY_AHEAD_AC,0.5327992251931745,Line.ln5710794-3,node1,t1,0.5320055344189711,Line.ln5775442-1,node1,t2,0.5344164445940744,Line.ln5775442-1,node1,t2,0.5330617496128087,Line.ln5775442-1,node1,t2
2025-05-01T15:15:00,61,DAY_AHEAD_AC,0.5327753121653613,Line.ln5710794-3,node1,t1,0.5319852499558405,Line.ln5775442-1,node1,t2,0.5343752637674072,Line.ln5775442-1,node1,t2,0.5290565907789511,Line.ln5775442-1,node1,t2
2025-05-01T15:30:00,62,DAY_AHEAD_AC,0.5827874806546094,Line.ln6291242-1,node1,t2,0.5789326323472123,Line.tpx21459660c0,node1,t2,0.6131769361600093,Line.ln5775442-1,node1,t2,0.5807713752342225,Line.tpx21459660c0,node1,t2
2025-05-01T15:45:00,63,DAY_AHEAD_AC,0.5828569691932032,Line.ln6291242-1,node1,t2,0.5788135445077829,Line.tpx21459660c0,node1,t2,0.5836863124627644,Line.ln5775442-1,node1,t2,0.5807488457213273,Line.tpx21459660c0,node1,t2
2025-05-01T16:00:00,64,DAY_AHEAD_AC,0.6405545474365835,Line.tpx21459660c0,node1,t2,0.6384680430290618,Line.tpx21459660c0,node1,t2,0.644392553439692,Line.tpx21459660c0,node1,t2,0.6526792523555673,Line.ln5775442-1,node1,t2
2025-05-01T16:15:00,65,DAY_AHEAD_AC,0.6406109885949911,Line.tpx21459660c0,node1,t2,0.6384994892413579,Line.tpx21459660c0,node1,t2,0.644409059332174,Line.tpx21459660c0,node1,t2,0.6407359900048565,Line.tpx21459660c0,node1,t2
2025-05-01T16:30:00,66,DAY_AHEAD_AC,0.7065890369106707,Line.tpx21459660c0,node1,t2,0.7045622367161164,Line.tpx21459660c0,node1,t2,0.7113690018348898,Line.tpx21459660c0,node1,t2,0.7018891247487156,Line.tpx21459660c0,node1,t2
2025-05-01T16:45:00,67,DAY_AHEAD_AC,0.7066462874478237,Line.tpx21459660c0,node1,t2,0.704629400789138,Line.tpx21459660c0,node1,t2,0.7101499351911601,Line.tpx21459660c0,node1,t2,0.7020833083278943,Line.tpx21459660c0,node1,t2
2025-05-01T17:00:00,68,DAY_AHEAD_AC,0.7699295254876641,Line.tpx21459660c0,node1,t2,0.7730159497114978,Line.tpx21459660c0,node1,t2,0.7751306122169982,Line.tpx21459660c0,node1,t2,0.7665643437858624,Line.tpx21459660c0,node1,t2
2025-05-01T17:15:00,69,DAY_AHEAD_AC,0.7698807770777233,Line.tpx21459660c0,node1,t2,0.773065118673301,Line.tpx21459660c0,node1,t2,0.7751103665602528,Line.tpx21459660c0,node1,t2,0.7666417769866003,Line.tpx21459660c0,node1,t2
2025-05-01T17:30:00,70,DAY_AHEAD_AC,0.8268220559668639,Line.tpx21459660c0,node1,t2,0.8246215963722987,Line.tpx21459660c0,node1,t2,0.8294845260785916,Line.tpx21459660c0,node1,t2,0.827008499710666,Line.tpx21459660c0,node1,t2
2025-05-01T17:45:00,71,DAY_AHEAD_AC,0.8267642965393233,Line.tpx21459660c0,node1,t2,0.8245732372356609,Line.tpx21459660c0,node1,t2,0.8293786595501281,Line.tpx21459660c0,node1,t2,0.81785655515957,Line.tpx21459660c0,node1,t2
2025-05-01T18:00:00,72,DAY_AHEAD_AC,0.8536229262120051,Line.tpx21459660c0,node1,t2,0.8507995390102164,Line.tpx21459660c0,node1,t2,0.8387611877165503,Line.tpx21459660c0,node1,t2,0.8410257507323974,Line.tpx21459660c0,node1,t2
2025-05-01T18:15:00,73,DAY_AHEAD_AC,0.8536561054000916,Line.tpx21459660c0,node1,t2,0.8508100219282265,Line.tpx21459660c0,node1,t2,0.8387402302660419,Line.tpx21459660c0,node1,t2,0.8409241685719993,Line.tpx21459660c0,node1,t2
2025-05-01T18:30:00,74,DAY_AHEAD_AC,0.8543847362406137,Line.tpx21459660c0,node1,t2,0.8515286799131255,Line.tpx21459660c0,node1,t2,0.8389964305806926,Line.tpx21459660c0,node1,t2,0.8386174314969087,Line.tpx21459660c0,node1,t2
2025-05-01T18:45:00,75,DAY_AHEAD_AC,0.8543958835735742,Line.tpx21459660c0,node1,t2,0.8515378524262852,Line.tpx21459660c0,node1,t2,0.8390624843633067,Line.tpx21459660c0,node1,t2,0.8386778190587455,Line.tpx21459660c0,node1,t2
2025-05-01T19:00:00,76,DAY_AHEAD_AC,0.844719767570534,Line.tpx21459660c0,node1,t2,0.8419049158854057,Line.tpx21459660c0,node1,t2,0.8354480086415562,Line.tpx21459660c0,node1,t2,0.8368345467259969,Line.tpx21459660c0,node1,t2
2025-05-01T19:15:00,77,DAY_AHEAD_AC,0.8447531799797442,Line.tpx21459660c0,node1,t2,0.8419354032744235,Line.tpx21459660c0,node1,t2,0.8340935888130928,Line.tpx21459660c0,node1,t2,0.8368923468087174,Line.tpx21459660c0,node1,t2
2025-05-01T19:30:00,78,DAY_AHEAD_AC,0.8316899295045433,Line.tpx21459660c0,node1,t2,0.8289282771019375,Line.tpx21459660c0,node1,t2,0.8314616592889855,Line.tpx21459660c0,node1,t2,0.8255829209066318,Line.tpx21459660c0,node1,t2
2025-05-01T19:45:00,79,DAY_AHEAD_AC,0.831732370885158,Line.tpx21459660c0,node1,t2,0.8289670035074773,Line.tpx21459660c0,node1,t2,0.8291872963180115,Line.tpx21459660c0,node1,t2,0.8256156872481717,Line.tpx21459660c0,node1,t2
2025-05-01T20:00:00,80,DAY_AHEAD_AC,0.8116937239501881,Line.tpx21459660c0,node1,t2,0.8090477256371622,Line.tpx21459660c0,node1,t2,0.8148820302192831,Line.tpx21459660c0,node1,t2,0.8155933638204877,Line.tpx21459660c0,node1,t2
2025-05-01T20:15:00,81,DAY_AHEAD_AC,0.8117466067672208,Line.tpx21459660c0,node1,t2,0.8090645812664,Line.tpx21459660c0,node1,t2,0.814755330056337,Line.tpx21459660c0,node1,t2,0.815500722485518,Line.tpx21459660c0,node1,t2
2025-05-01T20:30:00,82,DAY_AHEAD_AC,0.7919023005523323,Line.tpx21459660c0,node1,t2,0.7895691262226411,Line.tpx21459660c0,node1,t2,0.7953379041290305,Line.tpx21459660c0,node1,t2,0.7961172687862293,Line.tpx21459660c0,node1,t2
2025-05-01T20:45:00,83,DAY_AHEAD_AC,0.791919384615891,Line.tpx21459660c0,node1,t2,0.7896523748386092,Line.tpx21459660c0,node1,t2,0.7953687889530755,Line.tpx21459660c0,node1,t2,0.7962524022298092,Line.tpx21459660c0,node1,t2
2025-05-01T21:00:00,84,DAY_AHEAD_AC,0.770207260446821,Line.tpx21459660c0,node1,t2,0.7680953714775711,Line.tpx21459660c0,node1,t2,0.7753746480953215,Line.tpx21459660c0,node1,t2,0.7765013214644446,Line.tpx21459660c0,node1,t2
2025-05-01T21:15:00,85,DAY_AHEAD_AC,0.7701540509681393,Line.tpx21459660c0,node1,t2,0.7687529934021471,Line.tpx21459660c0,node1,t2,0.7755441685752484,Line.tpx21459660c0,node1,t2,0.7752921024797406,Line.tpx21459660c0,node1,t2
2025-05-01T21:30:00,86,DAY_AHEAD_AC,0.73873857593228,Line.tpx21459660c0,node1,t2,0.7377869459011283,Line.tpx21459660c0,node1,t2,0.7393104461697987,Line.tpx21459660c0,node1,t2,0.7439183750169376,Line.tpx21459660c0,node1,t2
2025-05-01T21:45:00,87,DAY_AHEAD_AC,0.7387539606365462,Line.tpx21459660c0,node1,t2,0.7378070190554173,Line.tpx21459660c0,node1,t2,0.7447664648571614,Line.tpx21459660c0,node1,t2,0.7550367141869558,Line.ln6291242-1,node1,t2
2025-05-01T22:00:00,88,DAY_AHEAD_AC,0.7065689983005142,Line.tpx21459660c0,node1,t2,0.7065068875659076,Line.tpx21459660c0,node1,t2,0.7126085074787765,Line.tpx21459660c0,node1,t2,0.715569613320272,Line.tpx21459660c0,node1,t2
2025-05-01T22:15:00,89,DAY_AHEAD_AC,0.7066274288580038,Line.tpx21459660c0,node1,t2,0.706590680513281,Line.tpx21459660c0,node1,t2,0.7126377987333667,Line.tpx21459660c0,node1,t2,0.7182428758741275,Line.tpx21459660c0,node1,t2
2025-05-01T22:30:00,90,DAY_AHEAD_AC,0.6823562359371782,Line.tpx21459660c0,node1,t2,0.6814471396583125,Line.tpx21459660c0,node1,t2,0.6865797683319371,Line.tpx21459660c0,node1,t2,0.7383107021027484,Line.ln5710794-3,node1,t1
2025-05-01T22:45:00,91,DAY_AHEAD_AC,0.6824027177055293,Line.tpx21459660c0,node1,t2,0.6814385446938567,Line.tpx21459660c0,node1,t2,0.686242890067692,Line.tpx21459660c0,node1,t2,0.6939822593307388,Line.tpx21459660c0,node1,t2
2025-05-01T23:00:00,92,DAY_AHEAD_AC,0.6788187710820872,Line.tpx21459660c0,node1,t2,0.6778201179525314,Line.tpx21459660c0,node1,t2,0.684187008268266,Line.tpx21459660c0,node1,t2,0.6907932175975037,Line.tpx21459660c0,node1,t2
2025-05-01T23:15:00,93,DAY_AHEAD_AC,0.6788260211739876,Line.tpx21459660c0,node1,t2,0.6778642955503871,Line.tpx21459660c0,node1,t2,0.682572429198944,Line.tpx21459660c0,node1,t2,0.6908162495316206,Line.tpx21459660c0,node1,t2
2025-05-01T23:30:00,94,DAY_AHEAD_AC,0.664087703072169,Line.tpx21459660c0,node1,t2,0.6682368970201493,Line.tpx21459660c0,node1,t2,0.7231367209119325,Line.ln5775442-1,node1,t2,0.6939210425517625,Line.ln6291242-1,node1,t2
2025-05-01T23:45:00,95,DAY_AHEAD_AC,0.664106011302657,Line.tpx21459660c0,node1,t2,0.6683503290846536,Line.tpx21459660c0,node1,t2,0.6862550103604689,Line.ln5775442-1,node1,t2,0.6858783510224675,Line.hvmv_sub_connector,node1,t1
