element_type,element_id,from_bus,to_bus,x_from,y_from,x_to,y_to,terminal,phase,data_status,B0_loading_at_critical_time,critical_slot,critical_time_AEST
line,line.ln5589097-1,p895112,l3048962,1685510.74453923,12276023.5667607,1685564.43900328,12276088.1688728,1,1,OK,0.0028224715358325997,75,2025-05-01T18:45:00+10:00
line,line.ln5589097-1,p895112,l3048962,1685510.74453923,12276023.5667607,1685564.43900328,12276088.1688728,2,1,OK,0.0028227701095020603,75,2025-05-01T18:45:00+10:00
line,line.ln5651975-1,l2991914,m1047503,1669053.9790839,12281719.001518,1668955.67098781,12281655.632302,1,1,OK,0.11647687827569936,75,2025-05-01T18:45:00+10:00
line,line.ln5651975-1,l2991914,m1047503,1669053.9790839,12281719.001518,1668955.67098781,12281655.632302,1,2,OK,0.04964788618543923,75,2025-05-01T18:45:00+10:00
line,line.ln5651975-1,l2991914,m1047503,1669053.9790839,12281719.001518,1668955.67098781,12281655.632302,1,3,OK,0.07612750860057957,75,2025-05-01T18:45:00+10:00
line,line.ln5651975-1,l2991914,m1047503,1669053.9790839,12281719.001518,1668955.67098781,12281655.632302,2,1,OK,0.1164775898832973,75,2025-05-01T18:45:00+10:00
line,line.ln5651975-1,l2991914,m1047503,1669053.9790839,12281719.001518,1668955.67098781,12281655.632302,2,2,OK,0.04964867239255273,75,2025-05-01T18:45:00+10:00
line,line.ln5651975-1,l2991914,m1047503,1669053.9790839,12281719.001518,1668955.67098781,12281655.632302,2,3,OK,0.07612802027103215,75,2025-05-01T18:45:00+10:00
line,line.ln5865236-1,m1047751,l2973154,1670806.28884553,12288000.0004359,1670826.33057355,12287978.0008198,1,1,OK,0.003688019095788197,75,2025-05-01T18:45:00+10:00
line,line.ln5865236-1,m1047751,l2973154,1670806.28884553,12288000.0004359,1670826.33057355,12287978.0008198,2,1,OK,0.0036881255846879816,75,2025-05-01T18:45:00+10:00
line,line.ln5593232-1,l3010565,l2897775,1676182.30933054,12269540.1803867,1676578.54817891,12269464.5805146,1,3,OK,0.002087860215092015,75,2025-05-01T18:45:00+10:00
line,line.ln5593232-1,l3010565,l2897775,1676182.30933054,12269540.1803867,1676578.54817891,12269464.5805146,2,3,OK,0.0020895218259764856,75,2025-05-01T18:45:00+10:00
line,line.ln5740283-1,m1125955,m1125957,1683291.87170516,12277627.6504742,1683309.14863318,12277641.9004582,1,3,OK,0.002526458403579507,75,2025-05-01T18:45:00+10:00
line,line.ln5740283-1,m1125955,m1125957,1683291.87170516,12277627.6504742,1683309.14863318,12277641.9004582,2,3,OK,0.0025265358872449658,75,2025-05-01T18:45:00+10:00
line,line.ln6106559-1,m1069640,l2804269,1674008.16891252,12289009.6111888,1674078.03028858,12289268.351413,1,2,OK,0.005685697535219078,75,2025-05-01T18:45:00+10:00
line,line.ln6106559-1,m1069640,l2804269,1674008.16891252,12289009.6111888,1674078.03028858,12289268.351413,2,2,OK,0.0056868386612378774,75,2025-05-01T18:45:00+10:00
line,line.ln5714056-3,m1026702,n1139551,1666852.66989785,12278175.7812907,1666463.86528949,12278010.8066986,1,1,OK,0.08842911603087027,75,2025-05-01T18:45:00+10:00
line,line.ln5714056-3,m1026702,n1139551,1666852.66989785,12278175.7812907,1666463.86528949,12278010.8066986,1,2,OK,0.030685904417307987,75,2025-05-01T18:45:00+10:00
line,line.ln5714056-3,m1026702,n1139551,1666852.66989785,12278175.7812907,1666463.86528949,12278010.8066986,1,3,OK,0.05089707261143002,75,2025-05-01T18:45:00+10:00
line,line.ln5714056-3,m1026702,n1139551,1666852.66989785,12278175.7812907,1666463.86528949,12278010.8066986,2,1,OK,0.08843162038034981,75,2025-05-01T18:45:00+10:00
line,line.ln5714056-3,m1026702,n1139551,1666852.66989785,12278175.7812907,1666463.86528949,12278010.8066986,2,2,OK,0.030688688618249704,75,2025-05-01T18:45:00+10:00
line,line.ln5714056-3,m1026702,n1139551,1666852.66989785,12278175.7812907,1666463.86528949,12278010.8066986,2,3,OK,0.05089885664626783,75,2025-05-01T18:45:00+10:00
line,line.ln5985355-3,n1136355,l2783231,1675345.01729776,12285527.1469296,1675138.93115357,12285645.6196337,1,2,OK,0.08030613621489283,75,2025-05-01T18:45:00+10:00
line,line.ln5985355-3,n1136355,l2783231,1675345.01729776,12285527.1469296,1675138.93115357,12285645.6196337,2,2,OK,0.08030696185430757,75,2025-05-01T18:45:00+10:00
line,line.ln5531956-1,l2748143,l3251854,1675902.33953828,12286396.3713784,1675902.33953828,12286616.3716346,1,1,OK,0.0018527984475806426,75,2025-05-01T18:45:00+10:00
line,line.ln5531956-1,l2748143,l3251854,1675902.33953828,12286396.3713784,1675902.33953828,12286616.3716346,2,1,OK,0.0018535917659506975,75,2025-05-01T18:45:00+10:00
line,line.ln5650048-1,m1069610,m1069600,1674805.91406526,12287986.7048199,1674960.5257774,12287859.8394117,1,2,OK,0.0020351270466764954,75,2025-05-01T18:45:00+10:00
line,line.ln5650048-1,m1069610,m1069600,1674805.91406526,12287986.7048199,1674960.5257774,12287859.8394117,2,2,OK,0.0020358376021988173,75,2025-05-01T18:45:00+10:00
line,line.ln6290203-1,m1069424,l2935549,1673946.92961646,12276991.3000096,1673877.42868839,12276709.0610333,1,1,OK,0.039224739184974294,75,2025-05-01T18:45:00+10:00
line,line.ln6290203-1,m1069424,l2935549,1673946.92961646,12276991.3000096,1673877.42868839,12276709.0610333,1,2,OK,0.08697721412302638,75,2025-05-01T18:45:00+10:00
line,line.ln6290203-1,m1069424,l2935549,1673946.92961646,12276991.3000096,1673877.42868839,12276709.0610333,1,3,OK,0.064468466966525,75,2025-05-01T18:45:00+10:00
line,line.ln6290203-1,m1069424,l2935549,1673946.92961646,12276991.3000096,1673877.42868839,12276709.0610333,2,1,OK,0.039226652070168934,75,2025-05-01T18:45:00+10:00
line,line.ln6290203-1,m1069424,l2935549,1673946.92961646,12276991.3000096,1673877.42868839,12276709.0610333,2,2,OK,0.08697926089645648,75,2025-05-01T18:45:00+10:00
line,line.ln6290203-1,m1069424,l2935549,1673946.92961646,12276991.3000096,1673877.42868839,12276709.0610333,2,3,OK,0.06446976490729686,75,2025-05-01T18:45:00+10:00
line,line.ln6134414-1,p895089,l3235242,1676362.37358671,12283389.8172636,1676340.52961869,12283192.5088474,1,3,OK,0.0041742755436589086,75,2025-05-01T18:45:00+10:00
line,line.ln6134414-1,p895089,l3235242,1676362.37358671,12283389.8172636,1676340.52961869,12283192.5088474,2,3,OK,0.004174987079009616,75,2025-05-01T18:45:00+10:00
line,line.ln6259998-2,m1026795,n1140522,1668183.45210709,12280738.2839491,1668142.77063505,12280738.5665731,1,3,OK,0.002534904997687173,75,2025-05-01T18:45:00+10:00
line,line.ln6259998-2,m1026795,n1140522,1668183.45210709,12280738.2839491,1668142.77063505,12280738.5665731,2,3,OK,0.0025350635527879926,75,2025-05-01T18:45:00+10:00
line,line.ln6078767-1,l3030199,m1125934,1683921.11151375,12273546.1707904,1683853.92072969,12273477.4481023,1,1,OK,0.16142923844138587,75,2025-05-01T18:45:00+10:00
line,line.ln6078767-1,l3030199,m1125934,1683921.11151375,12273546.1707904,1683853.92072969,12273477.4481023,1,2,OK,0.18993024171787184,75,2025-05-01T18:45:00+10:00
line,line.ln6078767-1,l3030199,m1125934,1683921.11151375,12273546.1707904,1683853.92072969,12273477.4481023,1,3,OK,0.24153289769663946,75,2025-05-01T18:45:00+10:00
line,line.ln6078767-1,l3030199,m1125934,1683921.11151375,12273546.1707904,1683853.92072969,12273477.4481023,2,1,OK,0.1614299286489853,75,2025-05-01T18:45:00+10:00
line,line.ln6078767-1,l3030199,m1125934,1683921.11151375,12273546.1707904,1683853.92072969,12273477.4481023,2,2,OK,0.18993099797544485,75,2025-05-01T18:45:00+10:00
line,line.ln6078767-1,l3030199,m1125934,1683921.11151375,12273546.1707904,1683853.92072969,12273477.4481023,2,3,OK,0.2415333755000329,75,2025-05-01T18:45:00+10:00
line,line.ln6017300-1,m1069189,l2860487,1675446.08200185,12268159.0501454,1675290.42990571,12268398.2401616,1,3,OK,0.0012548399006119468,75,2025-05-01T18:45:00+10:00
line,line.ln6017300-1,m1069189,l2860487,1675446.08200185,12268159.0501454,1675290.42990571,12268398.2401616,2,3,OK,0.0012558449310130664,75,2025-05-01T18:45:00+10:00
line,line.ln8979257-2,221-312488,m1089183,1678663.47771685,12279597.547948,1678662.94933285,12279553.204652,1,1,OK,0.004035753521684602,75,2025-05-01T18:45:00+10:00
line,line.ln8979257-2,221-312488,m1089183,1678663.47771685,12279597.547948,1678662.94933285,12279553.204652,1,2,OK,0.004341034497115411,75,2025-05-01T18:45:00+10:00
line,line.ln8979257-2,221-312488,m1089183,1678663.47771685,12279597.547948,1678662.94933285,12279553.204652,1,3,OK,0.004454784758952415,75,2025-05-01T18:45:00+10:00
line,line.ln8979257-2,221-312488,m1089183,1678663.47771685,12279597.547948,1678662.94933285,12279553.204652,2,1,OK,0.004038105046766505,75,2025-05-01T18:45:00+10:00
line,line.ln8979257-2,221-312488,m1089183,1678663.47771685,12279597.547948,1678662.94933285,12279553.204652,2,2,OK,0.0043434065390447986,75,2025-05-01T18:45:00+10:00
line,line.ln8979257-2,221-312488,m1089183,1678663.47771685,12279597.547948,1678662.94933285,12279553.204652,2,3,OK,0.0044572118768107585,75,2025-05-01T18:45:00+10:00
line,line.ln81048109-1,m1108464,l3102286,1680280.35733436,12280152.5477566,1680128.16635822,12279984.8902844,1,2,OK,0.011344257986122522,75,2025-05-01T18:45:00+10:00
line,line.ln81048109-1,m1108464,l3102286,1680280.35733436,12280152.5477566,1680128.16635822,12279984.8902844,2,2,OK,0.011353015936860507,75,2025-05-01T18:45:00+10:00
line,line.293471,f739845,293471,1669719.14900452,12262514.7088921,1669719.14900452,12262515.7088921,1,1,OK,0.0018580721772384686,75,2025-05-01T18:45:00+10:00
line,line.293471,f739845,293471,1669719.14900452,12262514.7088921,1669719.14900452,12262515.7088921,1,2,OK,0.0020550252639216426,75,2025-05-01T18:45:00+10:00
line,line.293471,f739845,293471,1669719.14900452,12262514.7088921,1669719.14900452,12262515.7088921,1,3,OK,0.00209530502763791,75,2025-05-01T18:45:00+10:00
line,line.293471,f739845,293471,1669719.14900452,12262514.7088921,1669719.14900452,12262515.7088921,2,1,OK,0.0018586418258095456,75,2025-05-01T18:45:00+10:00
line,line.293471,f739845,293471,1669719.14900452,12262514.7088921,1669719.14900452,12262515.7088921,2,2,OK,0.0020556423317334626,75,2025-05-01T18:45:00+10:00
line,line.293471,f739845,293471,1669719.14900452,12262514.7088921,1669719.14900452,12262515.7088921,2,3,OK,0.002095727818821606,75,2025-05-01T18:45:00+10:00
line,line.ln5534965-2,p827499,n1139254,1673775.8274083,12276424.5160091,1673761.93377629,12276440.1545371,1,1,OK,0.0018489825639511498,75,2025-05-01T18:45:00+10:00
line,line.ln5534965-2,p827499,n1139254,1673775.8274083,12276424.5160091,1673761.93377629,12276440.1545371,2,1,OK,0.001849055959393167,75,2025-05-01T18:45:00+10:00
line,line.ln5655683-1,m1026657,m1026656,1666714.59373772,12276478.3005851,1666725.33754573,12276461.7650331,1,1,OK,0.029362123110683588,75,2025-05-01T18:45:00+10:00
line,line.ln5655683-1,m1026657,m1026656,1666714.59373772,12276478.3005851,1666725.33754573,12276461.7650331,2,1,OK,0.0293621903506772,75,2025-05-01T18:45:00+10:00
