element_type,element_id,from_bus,to_bus,x_from,y_from,x_to,y_to,data_status,B0_element_max_loading,max_terminal,max_phase,max_slot,max_time_AEST
line,line.ln6047556-1,m1089195,l3141393,1676298.34081865,12282743.058863,1675928.5580343,12282735.399343,OK,0.002089542169167614,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6138603-1,m1026946,m1026940,1664871.86887201,12287436.3785473,1664735.88986388,12287037.079987,OK,0.0032761274669898355,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6108139-1,m1047471,l3216349,1668737.26817161,12277443.289514,1668791.46644366,12277469.8725541,OK,0.0012477347603901093,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6388581-2,m1047401,l2748132,1670317.46401308,12272009.429413,1670146.82874892,12271940.8214129,OK,0.0011204112624558274,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5774460-1,l3122820,l3141398,1667666.90964261,12274675.6509835,1667627.36685857,12274484.7937673,OK,0.0011215499497820914,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5624387-1,m1108360,l3048968,1680168.20066225,12274271.2406151,1680113.0807902,12274442.9817992,OK,0.0032115891322281177,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6137087-1,l2801950,m1069224,1674219.15796871,12270999.056804,1674133.53928063,12271064.7812201,OK,0.016761459638372164,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6077809-1,l2766746,m1027073,1666196.35962524,12293191.2094007,1666181.47885723,12293553.369529,OK,0.021265188530781264,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6440079-1,l2895496,m1142873,1684533.77071432,12276445.0943131,1684367.89090616,12276444.0006811,OK,0.005483807516243552,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5804794-1,m1069181,l2973151,1673972.43950448,12268069.2207693,1673727.53966425,12268104.8805453,OK,0.016721512898024534,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5654484-1,l3179682,l2786274,1681672.94818365,12271868.3385968,1681741.04827972,12271928.6603889,OK,0.0021190552164522818,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5774465-1,l3066816,m1026667,1664599.95591175,12277333.7378979,1664354.33107952,12277019.9392416,OK,0.003734439802752367,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5473349-1,m1108529,m1108532,1680506.51797457,12283208.2292954,1680446.60168651,12283263.3204955,OK,0.5310040224228261,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6169253-1,l2766723,l3122822,1664187.95155937,12278339.5803309,1664285.66163946,12278499.639723,OK,0.0018665271399203578,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6350536-1,l2673312,l3235247,1663803.61978301,12289424.9292052,1663595.39143082,12289860.7190296,OK,0.0011171343294270218,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6048523-1,m1166391,l3254873,1689062.43939054,12283329.6388315,1688723.45033422,12283409.8180316,OK,0.03047541514637876,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5594152-1,l2861157,p901951,1691680.49200097,12281568.2318539,1691331.97974465,12281760.6987981,OK,0.03384113942579184,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5865248-1,m1047346,m1047345,1671966.14907061,12264735.5887662,1671856.24110251,12264646.3819821,OK,0.07305908222137322,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6046143-1,l2989596,l2822873,1673763.40014429,12286115.4963701,1673476.56136002,12286162.9198582,OK,0.0008087474385500786,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5803287-1,m1108328,l2875754,1680988.14613502,12272155.1732851,1681057.91739908,12272155.8081651,OK,0.004282456467182857,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5589094-1,l2786204,m1209819,1692261.57104152,12277819.4989224,1692167.75625743,12278034.6536106,OK,0.046466319323417785,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5954983-1,p901972,m1009726,1662794.20154207,12281025.6470214,1662882.04026215,12280743.4531011,OK,0.024445318621548445,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5924696-2,m1047702,n1137001,1670249.62196502,12285031.1622891,1670369.50369313,12285007.2621291,OK,0.001098608140668634,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6506311-4,l2767340,m3037449,1681592.51093558,12278552.9696431,1681586.42018357,12278554.7882671,OK,0.0012663201915030585,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5653493-1,m1047457,l2710546,1669348.39137218,12276271.3174169,1669268.7692281,12276376.129961,OK,0.024748112516448664,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5684836-1,l2674027,l2692633,1680654.82184671,12282665.0587349,1680603.55221466,12282881.7862871,OK,0.5520720261284578,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5715016-3,n1142108,l2674051,1682000.19400796,12272407.7244533,1681885.21519185,12272620.3560055,OK,0.0011208888918668926,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6138614-1,m1069135,r18242,1672616.09006322,12265429.3119028,1672458.68078307,12265257.6485427,OK,0.07305379201525634,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6077781-2,m1047534,n1136663,1671310.240206,12282700.4113109,1670978.48468569,12282522.5425108,OK,0.4703870007403632,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5675121-1,m1108508,l3097861,1678951.70094912,12282375.0987986,1678951.57397312,12282075.0995663,OK,0.0008337515674920338,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5773046-1,m1069560,m1069567,1674751.72808121,12286289.5886583,1674888.19041734,12286519.2595705,OK,0.050067272415813185,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6380809-2,l2973153,n1136998,1670296.77102106,12284293.5013604,1670297.01678106,12284328.0429284,OK,0.12097823320702497,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6018326-1,l2898515,m1166387,1688920.1894064,12276646.6707613,1688911.1986864,12276842.0212895,OK,0.0025168494395505416,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5472356-1,m1047442,l3235250,1671318.21102201,12275473.1503762,1671154.10068586,12275606.7496083,OK,0.000828159371765458,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6139641-1,m1142871,m1142874,1684905.47042666,12276397.9288731,1684789.44713056,12276444.9058971,OK,0.6552831052311799,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6018341-1,l2955081,m1108315,1681629.19061561,12272081.019301,1681524.37807152,12271788.5894768,OK,0.22659676727826392,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6017302-1,l2973162,m1026333,1667209.50932218,12260500.2387463,1667082.36129007,12260380.9017861,OK,0.056095625125417554,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6199505-1,m1009832,l2860479,1660588.93152402,12283805.79064,1660685.33907611,12283874.288048,OK,0.0008208511943312797,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5682327-1,m1026854,p901894,1666749.15168976,12284240.8513764,1666760.53856977,12284256.6045924,OK,0.027840525177114578,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6290243-1,m1026485,m1026492,1668094.13063501,12267867.8900811,1668244.85114715,12268022.9359693,OK,0.004122455392842316,2,2,75,2025-05-01T18:45:00+10:00
line,line.x8223_48332_sw,d6413567-3_int,e182724,1675034.79854547,12267900.4579531,1675034.79854547,12267899.4579531,OK,0.12072533760378672,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6413567-3,n1139541,d6413567-3_int,1675076.80302551,12267924.8900172,1675034.79854547,12267900.4579531,OK,0.1207253355964763,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5591731-3,m4122658,l2933135,1681438.32111144,12280344.7771327,1681436.43285543,12280349.9176127,OK,0.593165899350131,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5653470-1,m1026702,l2729414,1666852.66989785,12278175.7812907,1666900.0114659,12278019.0683306,OK,0.0021265249766306196,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln6017316-1,l2729430,l2766742,1662906.80877418,12283538.3996637,1662560.90976585,12283624.4197598,OK,0.050438719724486054,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5926299-1,m1026972,l2860483,1668420.29511531,12289417.3557012,1668221.44250713,12289426.6986772,OK,0.0041499555203178655,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5683831-1,l2860490,l3104134,1672218.17185485,12264992.4202544,1672079.87860672,12264837.2310063,OK,0.07305727357900145,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6352700-1,m1089144,p827522,1678471.26882067,12269888.147875,1678470.43733267,12269896.610211,OK,0.007573508523176398,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6047570-1,m1089118,l3048208,1676496.02197083,12268725.4818899,1676550.56840288,12268587.2418898,OK,0.0010903272239961967,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5624342-1,m1108505,l2955047,1680783.09218283,12282090.0663504,1680741.10818279,12282264.0808145,OK,0.5560008986285232,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6259992-1,m1089148,l2766721,1677542.32878781,12270485.0088036,1677417.74075569,12270583.4889316,OK,0.0019054585712007044,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5841919-1,m1026745,l3029183,1668194.5031151,12278996.0544435,1668273.70337118,12279283.9704757,OK,0.0012494552271035966,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6380811-1,l2710512,m1047828,1671150.27092585,12292514.5010481,1671351.54017404,12292942.2790965,OK,0.023733095105331007,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5683832-1,m1047342,l3197645,1672335.22734296,12264504.144286,1672415.26727903,12264275.9847978,OK,0.0018539043294311683,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6077778-1,m1069192,l3235253,1674569.48884904,12268205.1096654,1674836.69140929,12268191.9819854,OK,0.0018330854847398693,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5561442-2,l3214071,m1125952,1683294.64469716,12277397.451178,1683189.43893707,12277539.7011621,OK,0.6524969474998915,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6259983-1,m1027101,l2860480,1668381.94836328,12294748.9714502,1668162.21025107,12295141.7286985,OK,0.002079440179932465,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5865244-1,l2710517,m1026646,1667793.57844273,12275161.3587599,1667921.66036285,12275065.2420238,OK,0.023012828517743573,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6350555-1,m1069662,l2935547,1674125.50702463,12289931.1661337,1673990.2120485,12290079.4208538,OK,0.0012207969661088278,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5714039-1,m1026931,l3216336,1666365.8111454,12286482.9485305,1666420.80813745,12286634.6602746,OK,0.008121022321346873,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5889821-1,l3142049,m1108493,1681066.65826309,12281234.1702856,1680936.25800697,12281479.4510538,OK,0.5762155756043663,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5804791-1,m1069169,l3010556,1674785.92148924,12267722.969505,1674600.99937707,12267568.9394248,OK,0.12072871782936272,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5653486-1,l2991933,l3122837,1662789.47066207,12283162.3213274,1662524.16045382,12283227.5296474,OK,0.006352586103107927,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5926286-1,l3216336,l2691936,1666420.80813745,12286634.6602746,1666498.21844152,12286840.2180348,OK,0.0062742542161172525,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6318859-1,l2897772,l3101814,1669385.57895621,12264828.1993263,1669331.47079616,12265005.3062705,OK,0.000002485480577474639,1,1,47,2025-05-01T11:45:00+10:00
line,line.ln5926316-1,l2766732,m1026485,1668123.29825103,12267833.5492171,1668094.13063501,12267867.8900811,OK,0.016558320721550696,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5591703-1,l2804269,l2989564,1674078.03028858,12289268.351413,1673941.77275245,12289419.7027092,OK,0.0036551511944086595,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5531333-1,m1126016,l3120534,1682714.65109662,12282252.5915345,1682829.67496873,12282271.6829905,OK,0.0077251893606874004,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6047581-1,m1026330,l2766726,1666837.30989784,12260148.7609859,1666934.97082593,12260163.1420419,OK,0.0012352822961489076,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6349077-1,p901912,l3195365,1669871.72910066,12281408.5411017,1669843.11854064,12281289.1386056,OK,0.0000016933596645304897,1,2,46,2025-05-01T11:30:00+10:00
line,line.ln6350574-1,m1108381,l3254237,1679631.53454975,12279302.0952758,1679418.22715755,12279173.2596916,OK,0.0136780102328058,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6320343-1,l2804262,l2841639,1666833.95936983,12284485.0917606,1666891.38938589,12284723.2700648,OK,0.024896475303219496,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln81048100-5,n1230123,l2708744,1680766.00776681,12279313.0193078,1680782.09275882,12279458.4068279,OK,0.07026807146225159,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6348946-1,m1069519,p901927,1675041.54056148,12284646.2980327,1675067.1487535,12284654.9487848,OK,0.0020171282726770628,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5744351-1,l2897790,l2935566,1675743.33281813,12285735.7398258,1675895.26984227,12285561.6311536,OK,0.0020949134664413173,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln5472342-1,m1026931,l3216337,1666365.8111454,12286482.9485305,1666187.02074523,12286529.7494265,OK,0.0011095221681771106,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5621849-1,p901931,m1069548,1675620.43233802,12285903.9625459,1675629.82856203,12285891.1011059,OK,0.005431648400711178,2,3,74,2025-05-01T18:30:00+10:00
line,line.ln6379375-1,m1010013,l3120503,1662315.22349363,12294474.1749059,1662404.34016571,12294317.9166017,OK,0.001121659223290055,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6028890-1,m1089145,l3215385,1678531.48411673,12270114.7959392,1678635.00232482,12270171.4313313,OK,0.004212877452509149,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln6380822-1,m1026854,m1026852,1666749.15168976,12284240.8513764,1666319.62055336,12284211.4380003,OK,0.1384208338596444,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln5835131-1,l2935549,m1069420,1673877.42868839,12276709.0610333,1673792.57185632,12276405.6703131,OK,0.08389575098192115,2,2,75,2025-05-01T18:45:00+10:00
line,line.ln5803262-7,l3157708,n1137991,1669663.69735647,12282007.3681103,1669708.51578851,12281995.4979023,OK,0.0008402450129950639,2,3,75,2025-05-01T18:45:00+10:00
line,line.ln81048089-1,m1108413,m1108460,1680891.59522293,12279696.5933241,1680807.45519085,12280112.3332285,OK,0.040245034939094836,2,1,75,2025-05-01T18:45:00+10:00
line,line.ln6201699-1,p827532,m1047326,1671178.88148588,12264049.0418216,1671167.40858987,12264070.0379176,OK,0.002962375349906891,2,1,75,2025-05-01T18:45:00+10:00
