job_id,qos,workload_class,requested_nodes,requested_gpus,FULL_PARTIAL_shared,requested_GPU_hours,predicted_power_W,predicted_total_job_IT_kW,predicted_kW_per_GPU,H0_proxy_job_kW,power_authority,prediction_status
7703732,standby,STANDBY_QUEUE_CONTROLLED,1,2.0,PARTIAL_SHARED,96.0,,,,1.3037692109417278,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7703733,standby,STANDBY_QUEUE_CONTROLLED,1,2.0,PARTIAL_SHARED,96.0,,,,1.3037692109417278,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7703734,standby,STANDBY_QUEUE_CONTROLLED,1,2.0,PARTIAL_SHARED,96.0,,,,1.3037692109417278,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7703735,standby,STANDBY_QUEUE_CONTROLLED,1,2.0,PARTIAL_SHARED,96.0,,,,1.3037692109417278,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7703736,standby,STANDBY_QUEUE_CONTROLLED,1,2.0,PARTIAL_SHARED,96.0,,,,1.3037692109417278,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7703737,standby,STANDBY_QUEUE_CONTROLLED,1,2.0,PARTIAL_SHARED,96.0,,,,1.3037692109417278,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7703738,standby,STANDBY_QUEUE_CONTROLLED,1,2.0,PARTIAL_SHARED,96.0,,,,1.3037692109417278,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7703739,standby,STANDBY_QUEUE_CONTROLLED,1,2.0,PARTIAL_SHARED,96.0,,,,1.3037692109417278,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7703740,standby,STANDBY_QUEUE_CONTROLLED,1,2.0,PARTIAL_SHARED,96.0,,,,1.3037692109417278,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7703741,standby,STANDBY_QUEUE_CONTROLLED,1,2.0,PARTIAL_SHARED,96.0,,,,1.3037692109417278,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7703742,standby,STANDBY_QUEUE_CONTROLLED,1,2.0,PARTIAL_SHARED,96.0,,,,1.3037692109417278,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7703743,standby,STANDBY_QUEUE_CONTROLLED,1,2.0,PARTIAL_SHARED,96.0,,,,1.3037692109417278,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709231,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709232,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709233,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709234,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709235,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709236,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709237,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709238,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709239,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709240,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709241,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709242,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709243,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709244,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709245,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709246,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709247,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709248,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709249,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709250,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709251,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709252,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709253,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709254,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709255,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709256,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709257,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709258,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709259,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709260,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709261,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709262,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709263,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709264,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709265,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709266,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709267,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709268,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709269,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709270,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709271,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709272,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709273,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709274,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709275,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709276,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709277,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709278,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709279,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709280,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709281,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709282,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709283,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709284,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709285,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709286,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709287,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709288,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709289,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709290,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709291,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709292,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709293,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709294,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709295,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709296,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709297,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709298,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709299,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709300,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709301,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709302,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
7709303,standby,STANDBY_QUEUE_CONTROLLED,1,1.0,PARTIAL_SHARED,36.0,,,,0.6518846054708639,P1_AGGREGATE_PROXY_ONLY,UNAVAILABLE_LFS_MODEL_JOIN_AND_ATTRIBUTION_BLOCKED
