repository,repository_HEAD,relative_path,authority_relative_path,pointer_sha256,lfs_oid_sha256,expected_byte_size,pointer_byte_size,apparent_purpose,code_notebook_references,expected_schema,blocks_power_authority,blocks_runtime_authority,blocks_scheduler_fidelity,lfs_object_cached_locally,status
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/baseline_power_results.parquet,02_RADDiT/data/baseline_power_results.parquet,d5e338624c90b3252639e0781b41099402e98e6bf66386f3c61961ad52811561,5b94583ed2a944b9554ffdd0bdc8ca61cf17d3cd122ded47e3eeb7549145b419,8730834,132,baseline per-job power model aggregate evaluation,baseline_model_results.ipynb:76; validate_datasets.ipynb cell 6,"avg_power_per_node,predicted_power",True,False,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_009.parquet,02_RADDiT/data/encrypted_embeddings/chunk_009.parquet,c83d3ff21dc7211f663681b4143c8a6adcea7cfd8ecd8cca3fd44cd45b6350d7,5ab3096214e2b973ee06822c1584e88e0bf4895c0968ec257788df259652dc4e,59694805,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_010.parquet,02_RADDiT/data/encrypted_embeddings/chunk_010.parquet,4b06d91615c8b2ef6ab2b7d2a0bfacf620449e1e0187a320e3752f860c35db64,89fbd32924751422309ecd799416e5f04168bb451d4a2eb452d3991bbb043ca2,76019493,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_011.parquet,02_RADDiT/data/encrypted_embeddings/chunk_011.parquet,09260148c9b6f05d670b2d7637661e63cd842be6f0cf67c92e60f2c242e012db,3f1236a68c80fe2e098d7b64a6aaab4d8e7f730109ec4cee26c35bf5009a2526,84451635,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_012.parquet,02_RADDiT/data/encrypted_embeddings/chunk_012.parquet,b9f6efb4d55447633bd6d08c4639dbcab6f30178ccd1ebb2ad5224b16750e200,b1dcbf442f54def3f5c0942c7ff4c107d8e6da50c74bfd1db2cec69a6b535924,31883200,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_013.parquet,02_RADDiT/data/encrypted_embeddings/chunk_013.parquet,cde0ced3c723631be3c28c81d1ff585f8e3de9d27199e5e5eec0cc4926650c18,70b25a7d7bdcaeb34c2375a4e81b500690314b464c16d89d965cebe9cbcda277,86692495,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_014.parquet,02_RADDiT/data/encrypted_embeddings/chunk_014.parquet,a7efdb23648d90583c9cfa5babde79495a3b7b19457535fe70f99efe884d4ce0,02a375a0652d0b33281521cac539d6247b34d1c57bd2e88814fbebdad89971d2,45637148,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_015.parquet,02_RADDiT/data/encrypted_embeddings/chunk_015.parquet,845f021c66de123ee6f299cf229f6d4931963074e1d9ad170c281d390094e92f,7868bb1d4f1422e051a9feb8bff2418902b539aa20886f5fb80c4e4a116d46ad,52775275,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_016.parquet,02_RADDiT/data/encrypted_embeddings/chunk_016.parquet,7ce2533c8ed73d2c85cea4cf365f58c25f149de86df82cf299edea0daac2ee51,dc81f920bcd0420490eb9b1103831e04b436bd77d8fb575f705e5deb060af08a,26655061,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_017.parquet,02_RADDiT/data/encrypted_embeddings/chunk_017.parquet,bee40205506f6f7391f3cc8c8ab11c5d78ce193dbd537f4c3d6d4e7bab694e56,0893b1e8696a8ae45686ca19f69f4520ab885493dbc9ba5cef6e4e8e14ac1704,80692784,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_018.parquet,02_RADDiT/data/encrypted_embeddings/chunk_018.parquet,f0bbf5d2b115dcb0a3432d438066ac7cde16c3a7e67282f7fad24fd8eed1ec56,d09a8ea0a92092ec1994c1033ecfb1bb5100972c980dd0fde8d4f488e310c97c,82550540,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_019.parquet,02_RADDiT/data/encrypted_embeddings/chunk_019.parquet,b2d6f93f3ec1b7e56f3fa3146c2c99d163e6fa022457d148a73804bd42516bf4,54d5198996ab4c003a63d22763774f3f5a57b43b8f2e04973568e00b03fb23c4,62913718,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_020.parquet,02_RADDiT/data/encrypted_embeddings/chunk_020.parquet,6d4d9236691310d9c828cc2a00405face64598a25e20c74e92c5400e18f05ecc,34e9a55ea99e2100334410bba0016e0f0116a50a21d9e1f4f02bb95616632de4,52274953,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_021.parquet,02_RADDiT/data/encrypted_embeddings/chunk_021.parquet,81e9d3394bd73163153c335c2ee3790690518ecdb0f2b8221979268ef1d21165,20608a2dff74897a4de3ef57a13be7fd6b6210e0237b91bf80be2f757d5b855c,80194625,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_022.parquet,02_RADDiT/data/encrypted_embeddings/chunk_022.parquet,818d33e3bfbf895fe60092334fba915e68203fa83f8c002166c1fb37ef98d699,c28f09d5de8d986719bf50a7b9c480d68c4b6dce358d72e88cc29acbd08aa5a7,89001691,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_023.parquet,02_RADDiT/data/encrypted_embeddings/chunk_023.parquet,6d3018eaba05241fc8b1f903d3701d034ed5ede2290538f727d5f89ff97b4f11,0826e911b4d2cf0f790dc729c89335e77e96f067b2ce76f7f149803029754f50,86385065,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_024.parquet,02_RADDiT/data/encrypted_embeddings/chunk_024.parquet,fb6df6711aebd0af8a4c96b4ce7899507453207a2b07b38e52ba6d4a43078c2b,45f3616ea4f1c195daf9ab0cb929501e1364ede13367dfe70989a0ef7965835e,68266472,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_025.parquet,02_RADDiT/data/encrypted_embeddings/chunk_025.parquet,fc31847956e0364b340378a936e9358a194ae64146aa13a1c5bbff454568cdae,a8336a2f095609e3ced52b1831daa9aec5468d997a4dc15a276e8a5ece7b43e0,47962920,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_026.parquet,02_RADDiT/data/encrypted_embeddings/chunk_026.parquet,fe4a91bfcc155b38ba828c4e22048dbf9e3e3e9e954ac7a13420bddd4ecad8a1,b6f50b20ac8c62bc2e23db61a6ef9e2509eb84188b8d4a825c9c519812167509,52115985,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_027.parquet,02_RADDiT/data/encrypted_embeddings/chunk_027.parquet,fad6ce4ce9728517366063c46ae6ee565f10ff7f6732a58a70a712650400a881,82b7900819383f496b7441d938e18d8191a29f82100847a4139ceac7d1fd56e2,26990869,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_028.parquet,02_RADDiT/data/encrypted_embeddings/chunk_028.parquet,069d5317a7e5fdda0cfe65bfdd20fced94be342a144ca1bdf891a714f0c7342c,d6f7ef0806df86a4e5256cf766ac7562972b218d2fb44a0cb963bbfddeb3eb8a,39014952,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_029.parquet,02_RADDiT/data/encrypted_embeddings/chunk_029.parquet,c350286fd8762721488638b16352b700cb158a30904cd6370875dbdaac088957,a11692003297b9fe2afbe51e26865a2cd8f00f6fcda86d9b0b9e298987416528,43451936,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_030.parquet,02_RADDiT/data/encrypted_embeddings/chunk_030.parquet,1152586fb743e1a5e17aed35df1dac402d9efd652e7cf0dec1cdeb75632f12a8,b753d61b138606635003d886137a3d151d9616587ea5283abed668cce39fdaa7,43813077,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_031.parquet,02_RADDiT/data/encrypted_embeddings/chunk_031.parquet,f767b76d088b5e3f546a2bc5a1b0379335a6a40f0bd1d3d2ec8d074f307fd2fa,4bcf0f9c02af9755c7273603ade545c98f07704726debdc5cf793942a2911198,36929521,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_032.parquet,02_RADDiT/data/encrypted_embeddings/chunk_032.parquet,e8dccd73fd0886970707beafa83691f624013b9824a981d555edd1406ce5b23a,1525e29fbe932974eade86e7b9311cf284104ce0869b24639526638b04d30068,34351697,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_033.parquet,02_RADDiT/data/encrypted_embeddings/chunk_033.parquet,9133e3b7560b577b054e0bbe0e0c09825e3cbbb9017d79c1e6d5edff0b2bbdc4,18c3c8f9a93bffdb198cf1a0af27d4b704f25dc8aef110f4802d065411ce20fa,40201014,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_034.parquet,02_RADDiT/data/encrypted_embeddings/chunk_034.parquet,87b9f433278d8109ca5c454ea6649e03c8d398ea025c0376c26217ba4371190d,b5173dfb30aef850c70f5a04653d8ef0f3103744f4e8fbf1cd181cab1f4288cf,29684182,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_035.parquet,02_RADDiT/data/encrypted_embeddings/chunk_035.parquet,20c435a6baf5419ce021b611d8df39565f45ac90cd55b3372fb90f2c9873885f,77bce4e61826be7d3379fc160d0f55f3c61b886b4c559b8c20c550e1ab8c90b4,54808267,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_036.parquet,02_RADDiT/data/encrypted_embeddings/chunk_036.parquet,476383a5d6638701efad47c28b2489d0870fc23628a00babce1a6650498028b3,987adbbf33fb6ebd6511f4038b4f7bd7c20ed83d2b4315a058d76f6fd57a496e,44691426,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_037.parquet,02_RADDiT/data/encrypted_embeddings/chunk_037.parquet,21f0228ed7e905e45d6dbd778cb29120ba8590e02acac5f7e0d8bccc8113d77a,544b83c8742785da036acb6bd0f72bd7bfa4d9b19101847efdcf1fc4a772ee8e,43681635,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_038.parquet,02_RADDiT/data/encrypted_embeddings/chunk_038.parquet,d9558b483765a507e782d35d6beb3f43c010a0e2694b31e4148972432f7bc9e9,e5b4aa3d0e8dc6322dc2276a6e7775afb6c7a2070f433bd7107bd0f6286a97f1,28058468,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_039.parquet,02_RADDiT/data/encrypted_embeddings/chunk_039.parquet,9236d48c2b691792bc63c5bb22e10d2a39d1d0f8c29758affa1674707e126c55,b17757ade89a6a584fa129c9bd607c378e0b44afb301cf17b897c30a1951847e,16426739,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_040.parquet,02_RADDiT/data/encrypted_embeddings/chunk_040.parquet,1b960209ea3e2099666f5427bf07a5f139da9e9bdb0abf936f7b722277a109aa,1b590a74e3d6c55cb254a07528553fb1003386ab10a014bba87b2ccc63e07a6b,54071611,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_041.parquet,02_RADDiT/data/encrypted_embeddings/chunk_041.parquet,b236bae05f8c9929219f7e5a543909cb0001a14654426f9a972ee21957e4a8db,e09a912b36746c55c2ec2935cb0cfad48b5acf9880e494a97133a9e42519a35f,79533073,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
02_RADDiT,ae1bf132addb41b469f3ef25a7626fe5ab06bc81,data/encrypted_embeddings/chunk_042.parquet,02_RADDiT/data/encrypted_embeddings/chunk_042.parquet,8502ffa10ed55d4c38c9815404dee918cd7c4fd5294d96f6a7553ba48c7a1eb8,b751c75850add832bcd23bf22c0e2acb6a5f7a2629fe34fb55d229d249c8afa5,61552432,133,encrypted/int8 semantic embedding chunk,semantic_search.py:252; quickstart_embedding.py:36,"enc_embedding_int8,avg_power_per_node,wallclock_used_sec,submit_time,end_time",True,True,False,False,GIT_LFS_POINTER_PAYLOAD_ABSENT
