target_day,policy,legacy_reason,V41_DA_decision_authority,realized_runtime_available,realized_workload_available,realized_grid_inputs_available,realized_traffic_available,V41_actual_replay_status,execution_status
2025-05-11,B0,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-11/B0/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-11,B1,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-11/B1/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-11,B2,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-11/B2/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-11,B3,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-11/B3/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-12,B1,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-12/B1/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-12,B3,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-12/B3/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-13,B1,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-13/B1/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-13,B3,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-13/B3/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-14,B1,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-14/B1/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-14,B3,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-14/B3/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-15,B0,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-15/B0/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-15,B1,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-15/B1/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-15,B2,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-15/B2/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-15,B3,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-15/B3/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-16,B1,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-16/B1/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-16,B3,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-16/B3/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-17,B0,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-17/B0/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-17,B1,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-17/B1/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-17,B2,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-17/B2/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-17,B3,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-17/B3/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-18,B1,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-18/B1/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-18,B3,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-18/B3/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-19,B0,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-19/B0/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-19,B1,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-19/B1/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-19,B2,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-19/B2/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-19,B3,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-19/B3/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-20,B0,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-20/B0/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-20,B1,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-20/B1/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-20,B2,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-20/B2/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-20,B3,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-20/B3/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-21,B0,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-21/B0/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-21,B1,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-21/B1/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-21,B2,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-21/B2/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-21,B3,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-21/B3/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-22,B1,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-22/B1/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-22,B3,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-22/B3/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-23,B0,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-23/B0/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-23,B1,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-23/B1/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-23,B2,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-23/B2/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
2025-05-23,B3,OLD_CONTRACT_COUNTERFACTUAL_AUTHORITY_UNRESOLVED,frozen_artifacts/v41_may_campaign/2025-05-23/B3/dayahead/freeze_receipt.json,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,NOT_READ_BEFORE_DA_FREEZE,DEFINED_BY_COUNTERFACTUAL_REPLAY,NOT_RUN
