load,bus_connection,local_nodes,phases,primary_phase,connection,base_kv,base_kw,base_kvar,base_pf,model,Vminpu,Vmaxpu,status
138574a0b,sx2991907a.2,"[2, 0]",1,A,wye,0.12,3.04529133141041,0.7632219506902773,0.97,1,0.88,1.05,Variable
138581a0a,sx2879064a.1,"[1, 0]",1,A,wye,0.12,5.37039572954178,1.3459480419501517,0.97,1,0.88,1.05,Variable
138581a0b,sx2879064a.2,"[2, 0]",1,A,wye,0.12,3.49960427045822,0.877083506065116,0.97,1,0.88,1.05,Variable
138585c0a,sx3197637c.1,"[1, 0]",1,C,wye,0.12,0.863561273217201,0.21642885614499097,0.97,1,0.88,1.05,Variable
138585c0b,sx3197637c.2,"[2, 0]",1,C,wye,0.12,3.2064387267828,0.8036092949736271,0.97,1,0.88,1.05,Variable
138586c0a,sx2860487c.1,"[1, 0]",1,C,wye,0.12,5.91896427869797,1.4834322799460002,0.97,1,0.88,1.05,Variable
138586c0b,sx2860487c.2,"[2, 0]",1,C,wye,0.12,0.181035721302033,0.045371828610159974,0.97,1,0.88,1.05,Variable
138641c0a,sx2841638c.1,"[1, 0]",1,C,wye,0.12,0.905626183748245,0.22697131648038563,0.97,1,0.88,1.05,Variable
138641c0b,sx2841638c.2,"[2, 0]",1,C,wye,0.12,5.19437381625175,1.3018327920757726,0.97,1,0.88,1.05,Variable
138642a0a,sx3235256a.1,"[1, 0]",1,A,wye,0.12,3.69108180999756,0.92507230100675,0.97,1,0.88,1.05,Variable
138642a0b,sx3235256a.2,"[2, 0]",1,A,wye,0.12,1.62891819000244,0.4082453805537038,0.97,1,0.88,1.05,Variable
138644a0a,sx3197630a.1,"[1, 0]",1,A,wye,0.12,4.48774401962757,1.124734671369666,0.97,1,0.88,1.05,Variable
138644a0b,sx3197630a.2,"[2, 0]",1,A,wye,0.12,4.38225598037243,1.0982968766456018,0.97,1,0.88,1.05,Variable
138645b0a,sx3104120b.1,"[1, 0]",1,B,wye,0.12,3.86900570869446,0.9696642333572665,0.97,1,0.88,1.05,Variable
138645b0b,sx3104120b.2,"[2, 0]",1,B,wye,0.12,1.97099429130554,0.49397773286699104,0.97,1,0.88,1.05,Variable
138646a0a,sx2804251a.1,"[1, 0]",1,A,wye,0.12,2.13520937860012,0.5351339132182799,0.97,1,0.88,1.05,Variable
138646a0b,sx2804251a.2,"[2, 0]",1,A,wye,0.12,1.41479062139988,0.35457995323653413,0.97,1,0.88,1.05,Variable
138647c0a,sx3254210c.1,"[1, 0]",1,C,wye,0.12,6.07667944431305,1.522959426367959,0.97,1,0.88,1.05,Variable
138647c0b,sx3254210c.2,"[2, 0]",1,C,wye,0.12,0.0233205556869507,0.005844682188200482,0.97,1,0.88,1.05,Variable
138649a0a,sx3048206a.1,"[1, 0]",1,A,wye,0.12,7.67008161604404,1.922303653699868,0.97,1,0.88,1.05,Variable
138649a0b,sx3048206a.2,"[2, 0]",1,A,wye,0.12,1.19991838395596,0.30072789431539976,0.97,1,0.88,1.05,Variable
138650c0a,sx2710510c.1,"[1, 0]",1,C,wye,0.12,0.156969414949417,0.03934024368726644,0.97,1,0.88,1.05,Variable
138650c0b,sx2710510c.2,"[2, 0]",1,C,wye,0.12,3.91303058505058,0.9806979074313505,0.97,1,0.88,1.05,Variable
138651c0a,sx3197628c.1,"[1, 0]",1,C,wye,0.12,3.72313893377781,0.9331065735549039,0.97,1,0.88,1.05,Variable
138651c0b,sx3197628c.2,"[2, 0]",1,C,wye,0.12,6.44686106622219,1.615735686119873,0.97,1,0.88,1.05,Variable
138652c0a,sx2766718c.1,"[1, 0]",1,C,wye,0.12,4.17881947517395,1.0473108823869555,0.97,1,0.88,1.05,Variable
138652c0b,sx2766718c.2,"[2, 0]",1,C,wye,0.12,11.081180524826,2.777205625246965,0.97,1,0.88,1.05,Variable
138655a0a,sx3010556a.1,"[1, 0]",1,A,wye,0.12,3.01712541341782,0.7561629062397318,0.97,1,0.88,1.05,Variable
138655a0b,sx3010556a.2,"[2, 0]",1,A,wye,0.12,2.30287458658218,0.5771547753207219,0.97,1,0.88,1.05,Variable
138679a0a,sx2710520a.1,"[1, 0]",1,A,wye,0.12,3.05977079868317,0.7668508472568839,0.97,1,0.88,1.05,Variable
138679a0b,sx2710520a.2,"[2, 0]",1,A,wye,0.12,2.26022920131683,0.5664668343035699,0.97,1,0.88,1.05,Variable
138680a0a,sx2710521a.1,"[1, 0]",1,A,wye,0.12,0.664908358454704,0.16664174265883328,0.97,1,0.88,1.05,Variable
138680a0b,sx2710521a.2,"[2, 0]",1,A,wye,0.12,8.20509164154529,2.056389805356433,0.97,1,0.88,1.05,Variable
138684a0a,sx3085396a.1,"[1, 0]",1,A,wye,0.12,3.91537283182144,0.9812849298061936,0.97,1,0.88,1.05,Variable
138684a0b,sx3085396a.2,"[2, 0]",1,A,wye,0.12,4.95462716817856,1.2417466182090742,0.97,1,0.88,1.05,Variable
138685a0a,sx3122813a.1,"[1, 0]",1,A,wye,0.12,2.29734759092331,0.57576957963691,0.97,1,0.88,1.05,Variable
138685a0b,sx3122813a.2,"[2, 0]",1,A,wye,0.12,3.02265240907669,0.7575481019235437,0.97,1,0.88,1.05,Variable
138716c0a,sx3254219c.1,"[1, 0]",1,C,wye,0.12,1.3092828977108,0.3281372251282926,0.97,1,0.88,1.05,Variable
138716c0b,sx3254219c.2,"[2, 0]",1,C,wye,0.12,8.8607171022892,2.2207050345464845,0.97,1,0.88,1.05,Variable
138717c0a,sx3254220c.1,"[1, 0]",1,C,wye,0.12,2.24819816172123,0.5634515715553805,0.97,1,0.88,1.05,Variable
138717c0b,sx3254220c.2,"[2, 0]",1,C,wye,0.12,7.92180183827877,1.9853906881193966,0.97,1,0.88,1.05,Variable
138718c0a,sx3104134c.1,"[1, 0]",1,C,wye,0.12,8.46614170074463,2.121815117330659,0.97,1,0.88,1.05,Variable
138718c0b,sx3104134c.2,"[2, 0]",1,C,wye,0.12,1.70385829925537,0.427027142344118,0.97,1,0.88,1.05,Variable
138719a0a,sx2860490a.1,"[1, 0]",1,A,wye,0.12,0.183259337544441,0.04592911937200351,0.97,1,0.88,1.05,Variable
138719a0b,sx2860490a.2,"[2, 0]",1,A,wye,0.12,8.68674066245556,2.177102428643264,0.97,1,0.88,1.05,Variable
138720a0a,sx3254218a.1,"[1, 0]",1,A,wye,0.12,2.89486701369286,0.7255220629930071,0.97,1,0.88,1.05,Variable
138720a0b,sx3254218a.2,"[2, 0]",1,A,wye,0.12,5.97513298630714,1.4975094850222606,0.97,1,0.88,1.05,Variable
138751b0a,sx3066818b.1,"[1, 0]",1,B,wye,0.12,9.59230809271336,2.4040590201109313,0.97,1,0.88,1.05,Variable
138751b0b,sx3066818b.2,"[2, 0]",1,B,wye,0.12,0.137691907286644,0.03450884484832051,0.97,1,0.88,1.05,Variable
138752b0a,sx2785528b.1,"[1, 0]",1,B,wye,0.12,4.17620378494263,1.046655328620996,0.97,1,0.88,1.05,Variable
138752b0b,sx2785528b.2,"[2, 0]",1,B,wye,0.12,1.66379621505737,0.4169866376032614,0.97,1,0.88,1.05,Variable
138753b0a,sx2748130b.1,"[1, 0]",1,B,wye,0.12,0.89254738509655,0.22369346056010855,0.97,1,0.88,1.05,Variable
138753b0b,sx2748130b.2,"[2, 0]",1,B,wye,0.12,8.83745261490345,2.214874404399142,0.97,1,0.88,1.05,Variable
138754b0a,sx3254212b.1,"[1, 0]",1,B,wye,0.12,3.00803367257118,0.7538843011970644,0.97,1,0.88,1.05,Variable
138754b0b,sx3254212b.2,"[2, 0]",1,B,wye,0.12,11.5819663274288,2.9027143781200397,0.97,1,0.88,1.05,Variable
138755b0a,sx2785520b.1,"[1, 0]",1,B,wye,0.12,1.23461380779743,0.3094233871870288,0.97,1,0.88,1.05,Variable
138755b0b,sx2785520b.2,"[2, 0]",1,B,wye,0.12,2.65538619220257,0.6655025115479646,0.97,1,0.88,1.05,Variable
138769a0a,sx2729411a.1,"[1, 0]",1,A,wye,0.12,0.204705214500427,0.05130396278215126,0.97,1,0.88,1.05,Variable
138769a0b,sx2729411a.2,"[2, 0]",1,A,wye,0.12,3.34529478549957,0.838409903672662,0.97,1,0.88,1.05,Variable
138770a0a,sx2897781a.1,"[1, 0]",1,A,wye,0.12,1.07414735853672,0.26920670408617764,0.97,1,0.88,1.05,Variable
138770a0b,sx2897781a.2,"[2, 0]",1,A,wye,0.12,2.47585264146328,0.6205071623686365,0.97,1,0.88,1.05,Variable
138771a0a,sx3197644a.1,"[1, 0]",1,A,wye,0.12,0.574874138832092,0.14407704022117807,0.97,1,0.88,1.05,Variable
138771a0b,sx3197644a.2,"[2, 0]",1,A,wye,0.12,4.74512586116791,1.1892406413392762,0.97,1,0.88,1.05,Variable
138776c0a,sx3010566c.1,"[1, 0]",1,C,wye,0.12,1.57651792168617,0.3951126353911859,0.97,1,0.88,1.05,Variable
138776c0b,sx3010566c.2,"[2, 0]",1,C,wye,0.12,4.52348207831383,1.1336914731649734,0.97,1,0.88,1.05,Variable
138796b0a,sx3236011b.1,"[1, 0]",1,B,wye,0.12,3.17862752914429,0.796639151823853,0.97,1,0.88,1.05,Variable
138796b0b,sx3236011b.2,"[2, 0]",1,B,wye,0.12,2.66137247085571,0.6670028144004044,0.97,1,0.88,1.05,Variable
138797b0a,sx3198358b.1,"[1, 0]",1,B,wye,0.12,2.38206663906574,0.5970021745341418,0.97,1,0.88,1.05,Variable
138797b0b,sx3198358b.2,"[2, 0]",1,B,wye,0.12,12.2079333609343,3.059596504782977,0.97,1,0.88,1.05,Variable
138798b0a,sx3104859b.1,"[1, 0]",1,B,wye,0.12,4.75561747550964,1.1918700877509192,0.97,1,0.88,1.05,Variable
138798b0b,sx3104859b.2,"[2, 0]",1,B,wye,0.12,1.08438252449036,0.2717718784733381,0.97,1,0.88,1.05,Variable
157715b0a,sx2936275b.1,"[1, 0]",1,B,wye,0.12,2.04099854767323,0.5115224533180308,0.97,1,0.88,1.05,Variable
157715b0b,sx2936275b.2,"[2, 0]",1,B,wye,0.12,1.84900145232677,0.46340344541696254,0.97,1,0.88,1.05,Variable
157716b0a,sx3179674b.1,"[1, 0]",1,B,wye,0.12,8.17862984657288,2.0497578543935493,0.97,1,0.88,1.05,Variable
157716b0b,sx3179674b.2,"[2, 0]",1,B,wye,0.12,1.55137015342712,0.3888100105657017,0.97,1,0.88,1.05,Variable
157717b0a,sx2748840b.1,"[1, 0]",1,B,wye,0.12,1.39889852046967,0.3505970173028138,0.97,1,0.88,1.05,Variable
157717b0b,sx2748840b.2,"[2, 0]",1,B,wye,0.12,4.44110147953033,1.1130449489214436,0.97,1,0.88,1.05,Variable
157718b0a,sx3142099b.1,"[1, 0]",1,B,wye,0.12,9.14856792569161,2.292847251180727,0.97,1,0.88,1.05,Variable
157718b0b,sx3142099b.2,"[2, 0]",1,B,wye,0.12,0.581432074308395,0.14572061377852533,0.97,1,0.88,1.05,Variable
207286c0a,sx3011298c.1,"[1, 0]",1,C,wye,0.12,1.35406212985516,0.33935995858407747,0.97,1,0.88,1.05,Variable
207286c0b,sx3011298c.2,"[2, 0]",1,C,wye,0.12,2.71593787014484,0.6806781925345403,0.97,1,0.88,1.05,Variable
207287b0a,sx2711234b.1,"[1, 0]",1,B,wye,0.12,1.06192909479141,0.26614451854302146,0.97,1,0.88,1.05,Variable
207287b0b,sx2711234b.2,"[2, 0]",1,B,wye,0.12,8.66807090520859,2.1724233464162293,0.97,1,0.88,1.05,Variable
207288b0a,sx3198355b.1,"[1, 0]",1,B,wye,0.12,2.35699640452862,0.5907189814910573,0.97,1,0.88,1.05,Variable
207288b0b,sx3198355b.2,"[2, 0]",1,B,wye,0.12,1.53300359547138,0.38420691724393613,0.97,1,0.88,1.05,Variable
207290a0a,sx2879773a.1,"[1, 0]",1,A,wye,0.12,5.09814939618111,1.2777166791663581,0.97,1,0.88,1.05,Variable
207290a0b,sx2879773a.2,"[2, 0]",1,A,wye,0.12,3.77185060381889,0.9453148688489098,0.97,1,0.88,1.05,Variable
207291c0a,sx2786274c.1,"[1, 0]",1,C,wye,0.12,4.86335722982883,1.218872215465347,0.97,1,0.88,1.05,Variable
207291c0b,sx2786274c.2,"[2, 0]",1,C,wye,0.12,5.30664277017117,1.32997004420943,0.97,1,0.88,1.05,Variable
207292c0a,sx3179682c.1,"[1, 0]",1,C,wye,0.12,4.72984499931335,1.1854108963580416,0.97,1,0.88,1.05,Variable
207292c0b,sx3179682c.2,"[2, 0]",1,C,wye,0.12,1.37015500068665,0.3433932121981177,0.97,1,0.88,1.05,Variable
218472a0a,sx2936270a.1,"[1, 0]",1,A,wye,0.12,4.868102825284,1.220061573798037,0.97,1,0.88,1.05,Variable
218472a0b,sx2936270a.2,"[2, 0]",1,A,wye,0.12,4.001897174716,1.0029699742172307,0.97,1,0.88,1.05,Variable
218473a0a,sx3086078a.1,"[1, 0]",1,A,wye,0.12,1.51733362078667,0.3802796513949269,0.97,1,0.88,1.05,Variable
218473a0b,sx3086078a.2,"[2, 0]",1,A,wye,0.12,7.35266637921333,1.842751896620341,0.97,1,0.88,1.05,Variable
218474a0a,sx3217056a.1,"[1, 0]",1,A,wye,0.12,11.7821743142605,2.9528912294043117,0.97,1,0.88,1.05,Variable
218474a0b,sx3217056a.2,"[2, 0]",1,A,wye,0.12,5.95782568573952,1.4931718666262288,0.97,1,0.88,1.05,Variable
218475a0a,sx3217057a.1,"[1, 0]",1,A,wye,0.12,1.9275314450264,0.48308491680779525,0.97,1,0.88,1.05,Variable
218475a0b,sx3217057a.2,"[2, 0]",1,A,wye,0.12,1.6224685549736,0.4066289496470188,0.97,1,0.88,1.05,Variable
223655c0a,sx2936268c.1,"[1, 0]",1,C,wye,0.12,3.17055389285088,0.7946157078342869,0.97,1,0.88,1.05,Variable
223655c0b,sx2936268c.2,"[2, 0]",1,C,wye,0.12,2.92944610714912,0.7341884007218723,0.97,1,0.88,1.05,Variable
223658a0a,sx2823592a.1,"[1, 0]",1,A,wye,0.12,1.21636754393578,0.3048504424071123,0.97,1,0.88,1.05,Variable
223658a0b,sx2823592a.2,"[2, 0]",1,A,wye,0.12,0.553632456064224,0.13875337269852836,0.97,1,0.88,1.05,Variable
223660c0a,sx3160863c.1,"[1, 0]",1,C,wye,0.12,0.480949193239212,0.12053722993948811,0.97,1,0.88,1.05,Variable
223660c0b,sx3160863c.2,"[2, 0]",1,C,wye,0.12,5.61905080676079,1.4082668786166719,0.97,1,0.88,1.05,Variable
223661c0a,sx2730108c.1,"[1, 0]",1,C,wye,0.12,4.02298564910889,1.008255244101662,0.97,1,0.88,1.05,Variable
223661c0b,sx2730108c.2,"[2, 0]",1,C,wye,0.12,2.07701435089111,0.5205488644544973,0.97,1,0.88,1.05,Variable
223662c0a,sx2786204c.1,"[1, 0]",1,C,wye,0.12,5.16334467053413,1.2940561551154306,0.97,1,0.88,1.05,Variable
223662c0b,sx2786204c.2,"[2, 0]",1,C,wye,0.12,10.0966553294659,2.53046035251851,0.97,1,0.88,1.05,Variable
223663c0a,sx2936216c.1,"[1, 0]",1,C,wye,0.12,3.97553170561791,0.996362164794088,0.97,1,0.88,1.05,Variable
223663c0b,sx2936216c.2,"[2, 0]",1,C,wye,0.12,0.0944682943820951,0.023675986324531103,0.97,1,0.88,1.05,Variable
247036c0a,sx3029498c.1,"[1, 0]",1,C,wye,0.12,0.911813089251518,0.22852190116114832,0.97,1,0.88,1.05,Variable
247036c0b,sx3029498c.2,"[2, 0]",1,C,wye,0.12,3.15818691074848,0.7915162499574689,0.97,1,0.88,1.05,Variable
247056a0a,sx2991912a.1,"[1, 0]",1,A,wye,0.12,2.29926190376282,0.5762493516588945,0.97,1,0.88,1.05,Variable
247056a0b,sx2991912a.2,"[2, 0]",1,A,wye,0.12,3.02073809623718,0.7570683299015594,0.97,1,0.88,1.05,Variable
247057a0a,sx3104128a.1,"[1, 0]",1,A,wye,0.12,3.43429150342941,0.8607145836758019,0.97,1,0.88,1.05,Variable
