element_id,element_type,bus1_raw,bus2_raw,bus1,bus2,x1_raw,y1_raw,x2_raw,y2_raw,x1_plot,y1_plot,x2_plot,y2_plot,phases,normamps,emergamps,linecode,source_file,source_sha256,enabled,plot_enabled,rating_source,rating_status,emergamps_status,winding_buses_raw,source_line,rho_line_max,loading_status
Line.ln5565092-1,LINE,M1047592.3,P827512.3,m1047592,p827512,1668812.72058768,12283524.2602717,1668818.20103568,12283534.9303517,1683001.31922171,12283524.2602717,1682995.83877371,12283534.9303517,1,400,NA,1PH-xx4_ACSR4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,14,0.002746763333195003,RESOLVED
Line.ln6073648-1,LINE,M1047339.1,P895104.1,m1047339,p895104,1671536.88827021,12264379.6013099,1671529.47041421,12264403.8864939,1680277.15153918,12264379.6013099,1680284.56939518,12264403.8864939,1,400,NA,1PH-4_WPALxx2_WPAL,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,15,0.003847708166096054,RESOLVED
Line.ln5774457-1,LINE,M1026915,M1026920,m1026915,m1026920,1663539.86195877,12285876.8797939,1663580.1502148,12286004.691378,1688274.17785062,12285876.8797939,1688233.88959459,12286004.691378,3,400,NA,3PH_H-4_ACSR2_ACSR2_ACSR4_WPAL,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,16,0.04435677498487119,RESOLVED
Line.ln5534966-3,LINE,N1138596.1,L3254207.1,n1138596,l3254207,1673874.29115239,12274484.2244233,1673949.12097646,12274513.4985353,1677939.74865700,12274484.2244233,1677864.91883293,12274513.4985353,1,400,NA,1PH-4_ACSRxx4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,17,0.013948352794074085,RESOLVED
Line.ln5859996-1,LINE,M1069464.2,P873787.2,m1069464,p873787,1673734.40046426,12278609.6623791,1673733.52392026,12278589.2233391,1678079.63934513,12278609.6623791,1678080.51588913,12278589.2233391,1,400,NA,1PH-x2_ACSRx2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,18,0.0035189401177857633,RESOLVED
Line.ln6138610-2,LINE,N1144665,M1047515,n1144665,m1047515,1669973.12148476,12282252.9970385,1669891.14823668,12282216.1903825,1681840.91832463,12282252.9970385,1681922.89157271,12282216.1903825,3,400,NA,3PH_H-4_ACSR4_ACSR4_ACSR4_WPAL,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,19,0.15655258153083074,RESOLVED
Line.ln6258435-3,LINE,N1137002.1,M1047707.1,n1137002,m1047707,1670188.25978896,12285034.7176171,1669945.41204473,12285152.3997932,1681625.78002043,12285034.7176171,1681868.62776466,12285152.3997932,1,400,NA,1PH-2_ACSRxx2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,20,0.0031954888320041273,RESOLVED
Line.ln5804790-1,LINE,L2729406.3,L2897768.3,l2729406,l2897768,1677474.04027574,12277937.7504425,1678112.75822834,12277952.0618665,1674339.99953365,12277937.7504425,1673701.28158105,12277952.0618665,1,400,NA,1PH-xx4_ACSR4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,21,0.0018618760131267121,RESOLVED
Line.ln6900591-14,LINE,L3649301.1,L3649302.1,l3649301,l3649302,1668008.60615493,12284893.004209,1668009.60967493,12285099.8931692,1683805.43365446,12284893.004209,1683804.43013446,12285099.8931692,1,400,NA,1PH-2_ACSRxx2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,22,0.005776918699573181,RESOLVED
Line.ln6409873-1,LINE,L2970842.2,M1089113.2,l2970842,m1089113,1676929.30094724,12268558.7337298,1677067.30337936,12268367.5119696,1674884.73886215,12268558.7337298,1674746.73643003,12268367.5119696,1,400,NA,1PH-x4_ACSRx4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,23,0.013357291851184675,RESOLVED
Line.ln6014135-1,LINE,M1047312.1,P893163.1,m1047312,p893163,1670458.30087721,12263309.3083169,1670449.4248452,12263319.6097569,1681355.73893218,12263309.3083169,1681364.61496419,12263319.6097569,1,400,NA,1PH-4_WPALxx4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,24,0.01205629994916416,RESOLVED
Line.ln6077784-1,LINE,L2822871,M1026872,l2822871,m1026872,1665333.16039244,12284492.3416806,1665207.33946432,12284644.3483367,1686480.87941695,12284492.3416806,1686606.70034507,12284644.3483367,3,400,NA,3PH_H-2/0_ACSR2/0_ACSR2/0_ACSR2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,25,0.09797246232941904,RESOLVED
Line.ln5744338-1,LINE,M1026312.2,L2973163.2,m1026312,l2973163,1664935.63949607,12258310.4106482,1664810.08890395,12258187.8091761,1686878.40031332,12258310.4106482,1687003.95090544,12258187.8091761,1,400,NA,1PH-x4_ACSRx4_WPAL,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,26,0.03358595308885057,RESOLVED
Line.ln6991381-4,LINE,L3728038.1,L3728039.1,l3728038,l3728039,1669619.09601243,12279615.9922361,1669413.10407624,12279773.8848442,1682194.94379696,12279615.9922361,1682400.93573315,12279773.8848442,1,400,NA,1PH-2_ACSRxx2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,27,0.006416031846097769,RESOLVED
Line.ln5774480-1,LINE,M1069567.2,M1069582.2,m1069567,m1069582,1674888.19041734,12286519.2595705,1675139.09908957,12286953.7919229,1676925.84939205,12286519.2595705,1676674.94071982,12286953.7919229,1,400,NA,1PH-x4_ACSRx4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,28,0.03962618611001473,RESOLVED
Line.ln5986938-3,LINE,N1140830.1,L3216351.1,n1140830,l3216351,1664731.43341588,12277883.8757544,1664756.5992399,12277870.1336744,1687082.60639351,12277883.8757544,1687057.44056949,12277870.1336744,1,400,NA,1PH-4_ACSRxx4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,29,0.0067753827882628855,RESOLVED
Line.ln5894230-1,LINE,L2952007.3,L2861158.3,l2952007,l2861158,1687211.45289281,12284312.6051044,1686796.48303643,12284325.7737444,1664602.58691658,12284312.6051044,1665017.55677296,12284325.7737444,1,400,NA,1PH-xx4_ACSR4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,30,0.0018199780555525043,RESOLVED
Line.ln5683858-3,LINE,N1140827,M1026726,n1140827,m1026726,1665613.6258007,12278455.280043,1665615.0266327,12278511.919531,1686200.41400869,12278455.280043,1686199.01317669,12278511.919531,3,400,NA,3PH_H-4_ACSR4_ACSR4_ACSR4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,31,0.005269594421891488,RESOLVED
Line.ln5920279-5,LINE,L2730106,N1142099,l2730106,n1142099,1681252.82146326,12280907.3791173,1681215.67074323,12280970.6705093,1670561.21834613,12280907.3791173,1670598.36906616,12280970.6705093,3,400,NA,3PH_H-397_ACSR397_ACSR397_ACSR2/0_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,32,0.42033382315639345,RESOLVED
Line.ln6439600-1,LINE,M1026658.1,L3172805.1,m1026658,l3172805,1663229.61043848,12276549.5300252,1663438.05997467,12276268.3723929,1688584.42937091,12276549.5300252,1688375.97983472,12276268.3723929,1,400,NA,1PH-2_ACSRxx2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,33,0.0016196363955847518,RESOLVED
Line.ln5589097-1,LINE,P895112.1,L3048962.1,p895112,l3048962,1685510.74453923,12276023.5667607,1685564.43900328,12276088.1688728,1666303.29527016,12276023.5667607,1666249.60080611,12276088.1688728,1,400,NA,1PH-2_ACSRxx4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,34,0.0024237755076843104,RESOLVED
Line.ln5651975-1,LINE,L2991914,M1047503,l2991914,m1047503,1669053.9790839,12281719.001518,1668955.67098781,12281655.632302,1682760.06072549,12281719.001518,1682858.36882158,12281655.632302,3,400,NA,3PH_H-4_ACSR4_ACSR4_ACSR4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,35,0.08052632072507057,RESOLVED
Line.ln5865236-1,LINE,M1047751.1,L2973154.1,m1047751,l2973154,1670806.28884553,12288000.0004359,1670826.33057355,12287978.0008198,1681007.75096386,12288000.0004359,1680987.70923584,12287978.0008198,1,400,NA,1PH-4_ACSRxx4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,36,0.0032000709229682432,RESOLVED
Line.ln5593232-1,LINE,L3010565.3,L2897775.3,l3010565,l2897775,1676182.30933054,12269540.1803867,1676578.54817891,12269464.5805146,1675631.73047885,12269540.1803867,1675235.49163048,12269464.5805146,1,400,NA,1PH-xx2_ACSR2_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,37,0.001813717535216064,RESOLVED
Line.ln5740283-1,LINE,M1125955.3,M1125957.3,m1125955,m1125957,1683291.87170516,12277627.6504742,1683309.14863318,12277641.9004582,1668522.16810423,12277627.6504742,1668504.89117621,12277641.9004582,1,400,NA,1PH-xx4_WPAL4_WPAL,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,38,0.00218363776627001,RESOLVED
Line.ln6106559-1,LINE,M1069640.2,L2804269.2,m1069640,l2804269,1674008.16891252,12289009.6111888,1674078.03028858,12289268.351413,1677805.87089687,12289009.6111888,1677736.00952081,12289268.351413,1,400,NA,1PH-x4_ACSRx4_ACSR,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,39,0.004901195335126144,RESOLVED
Line.ln5714056-3,LINE,M1026702,N1139551,m1026702,n1139551,1666852.66989785,12278175.7812907,1666463.86528949,12278010.8066986,1684961.36991154,12278175.7812907,1685350.17451990,12278010.8066986,3,400,NA,3PH_H-4_ACSR4_ACSR4_ACSR4_WPAL,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_scalability_20260910\source\Lines.dss,460eb5e8179bda1926d0d70cf4fc9d8bdd29ab4dd9a101941730749f8a4a663a,TRUE,TRUE,C:\Users\kjw39\OneDrive\문서\ChatGPT\Mobile ESS 2\IEEE8500_numerical_preflight_20260911\AXES.json,RESOLVED,UNRESOLVED_NOT_SAVED_AS_LITERAL,NA,40,0.06819866176620008,RESOLVED
