aidc_id,slot,p_min_kw,p_max_kw,wetbulb_c,rh_pct,analytic_convexity,certificate,dense_diagnostic_min_second_difference_kw
AIDC01,0,17.015945853052497,37.389668401554935,12.248880809717164,71.64231703041027,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.0658141036401503e-14
AIDC01,17,18.829993182717224,39.20371573121966,11.586950783926426,79.63103487808094,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.1316282072803006e-14
AIDC01,18,17.000497071266146,37.37421961976858,11.5229710808295,79.59410552558721,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.4210854715202004e-14
AIDC01,19,18.786264779176985,39.159987327679424,11.458991377732573,79.55717617309348,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.1316282072803006e-14
AIDC01,20,17.843438514026516,38.21716106252896,11.395011674635647,79.52024682059975,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.7763568394002505e-14
AIDC01,21,18.061362069520296,38.435084618022735,11.33395674885507,79.03975564377532,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.4868995751603507e-14
AIDC01,22,18.053060854693623,38.42678340319606,11.272901823074491,78.55926446695089,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.4868995751603507e-14
AIDC01,23,17.976956051998975,38.35067860050141,11.211846897293913,78.07877329012646,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.1316282072803006e-14
AIDC01,24,17.80557992988625,38.17930247838869,11.150791971513335,77.59828211330203,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.4868995751603507e-14
AIDC01,25,16.395919208688827,36.769641757191266,11.107176926867304,77.05804542175304,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.7763568394002505e-14
AIDC01,26,17.699060690229913,38.072783238732356,11.06356188222127,76.51780873020405,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.1316282072803006e-14
AIDC01,27,13.283189076087595,33.65691162459004,11.019946837575237,75.97757203865505,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,7.105427357601002e-15
AIDC01,28,16.864915584381443,37.23863813288388,10.976331792929205,75.43733534710606,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.1316282072803006e-14
AIDC01,29,17.313383318722472,37.687105867224915,11.051161861033407,73.07305108624931,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.1316282072803006e-14
AIDC01,30,18.694474710813036,39.068197259315475,11.125991929137607,70.70876682539254,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,3.552713678800501e-14
AIDC01,31,17.254880909122534,37.628603457624976,11.200821997241807,68.34448256453578,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.4868995751603507e-14
AIDC01,32,6.178924904293544,26.552647452795984,11.275652065346009,65.98019830367903,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,0.0
AIDC01,33,12.775767722341737,33.149490270844176,11.399738005905421,62.87949534745568,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,7.105427357601002e-15
AIDC01,34,18.327684055302637,38.701406603805076,11.523823946464834,59.77879239123233,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.4868995751603507e-14
AIDC01,35,14.64518451874019,35.01890706724263,11.647909887024248,56.67808943500898,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.0658141036401503e-14
AIDC01,36,17.318654999321296,37.69237754782374,11.77199582758366,53.57738647878563,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.7763568394002505e-14
AIDC01,37,18.703191073952638,39.07691362245508,11.903876745206132,51.30845405230208,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.4868995751603507e-14
AIDC01,38,18.18740561531897,38.56112816382141,12.035757662828605,49.03952162581854,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.1316282072803006e-14
AIDC01,39,18.28442228993956,38.658144838442,12.167638580451076,46.770589199334985,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.1316282072803006e-14
AIDC01,40,19.028587089796826,39.402309638299265,12.299519498073547,44.50165677285144,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.4868995751603507e-14
AIDC01,41,18.988754285484532,39.362476833986975,12.402751125870601,43.69366579466844,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.4868995751603507e-14
AIDC01,42,18.951833012958733,39.32555556146117,12.505982753667656,42.88567481648544,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.1316282072803006e-14
AIDC01,43,18.656052059139945,39.02977460764238,12.60921438146471,42.07768383830244,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.7763568394002505e-14
AIDC01,44,18.70788518946577,39.08160773796821,12.712446009261765,41.26969286011944,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.7763568394002505e-14
AIDC01,45,18.814702691155855,39.188425239658294,12.87208992909832,40.19821375410959,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.7763568394002505e-14
AIDC01,46,18.878660620834324,39.25238316933677,13.031733848934877,39.12673464809973,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.7763568394002505e-14
AIDC01,47,16.023487264607606,36.397209813110045,13.191377768771433,38.055255542089874,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,3.552713678800501e-15
AIDC01,48,18.933820381786692,39.30754293028913,13.35102168860799,36.98377643608002,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.4210854715202004e-14
AIDC01,49,18.724328407952168,39.09805095645461,13.390009963157981,36.11248516031522,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.4210854715202004e-14
AIDC01,50,17.73439152868981,38.10811407719225,13.428998237707972,35.24119388455042,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.0658141036401503e-14
AIDC01,51,18.66744664877606,39.0411691972785,13.467986512257964,34.369902608785615,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.0658141036401503e-14
AIDC01,52,19.074032169816626,39.44775471831906,13.506974786807955,33.49861133302082,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.4210854715202004e-14
AIDC01,53,19.08777104676105,39.46149359526349,13.544213667155788,32.982320207922356,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.7763568394002505e-14
AIDC01,54,18.59112348658511,38.96484603508755,13.58145254750362,32.4660290828239,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.4210854715202004e-14
AIDC01,55,18.88579508251241,39.259517631014845,13.61869142785145,31.94973795772544,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.0658141036401503e-14
AIDC01,56,17.119366960312217,37.493089508814656,13.655930308199283,31.43344683262698,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,3.552713678800501e-15
AIDC01,57,18.080201621356533,38.45392416985897,13.67508974356955,31.457788334406608,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,7.105427357601002e-15
AIDC01,58,18.471855516571793,38.845578065074235,13.694249178939817,31.48212983618624,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,7.105427357601002e-15
AIDC01,59,18.853939169691152,39.22766171819359,13.713408614310085,31.50647133796587,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.0658141036401503e-14
AIDC01,60,18.977603316506787,39.35132586500923,13.732568049680353,31.530812839745497,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,7.105427357601002e-15
AIDC01,61,18.888203596679418,39.26192614518186,13.710003294846683,31.908666930321818,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.4210854715202004e-14
AIDC01,62,18.96183916738353,39.33556171588597,13.687438540013012,32.286521020898135,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.0658141036401503e-14
AIDC01,63,18.432821474567845,38.80654402307029,13.664873785179342,32.664375111474456,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,7.105427357601002e-15
AIDC01,64,18.863601219340214,39.23732376784265,13.642309030345672,33.04222920205078,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.0658141036401503e-14
AIDC01,65,18.98440135885376,39.3581239073562,13.617742722919205,34.00883921142615,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.0658141036401503e-14
AIDC01,66,18.669315329569123,39.04303787807156,13.593176415492739,34.97544922080152,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.4210854715202004e-14
AIDC01,67,18.15771126245583,38.53143381095827,13.56861010806627,35.942059230176895,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,7.105427357601002e-15
AIDC01,68,18.957013821665104,39.33073637016754,13.544043800639804,36.90866923955227,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.0658141036401503e-14
AIDC01,69,18.959872753273043,39.33359530177548,13.40133068520794,38.631712267930865,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.0658141036401503e-14
AIDC01,70,19.083245940164034,39.456968488666476,13.258617569776074,40.354755296309456,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.4210854715202004e-14
AIDC01,71,18.99910130832535,39.37282385682779,13.11590445434421,42.07779832468805,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.4210854715202004e-14
AIDC01,72,19.07100213904244,39.44472468754488,12.973191338912347,43.800841353066645,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.4210854715202004e-14
AIDC01,73,18.942872249363397,39.31659479786583,13.030138419954621,46.63964734031369,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.4210854715202004e-14
AIDC01,74,18.989962806726865,39.36368535522931,13.087085500996894,49.47845332756073,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.4210854715202004e-14
AIDC01,75,18.91341282007103,39.28713536857347,13.144032582039168,52.31725931480778,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.4210854715202004e-14
AIDC01,76,17.573847096472456,37.94756964497489,13.20097966308144,55.15606530205482,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,7.105427357601002e-15
AIDC01,77,18.828914538301863,39.2026370868043,13.292697501731851,57.67138907071984,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,7.105427357601002e-15
AIDC01,78,18.860751805234532,39.23447435373697,13.38441534038226,60.18671283938487,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,3.552713678800501e-15
AIDC01,79,19.072005703798055,39.4457282523005,13.476133179032669,62.70203660804989,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,7.105427357601002e-15
AIDC01,80,18.321082699138344,38.69480524764079,13.567851017683079,65.21736037671491,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,7.105427357601002e-15
AIDC01,81,19.07333490642491,39.44705745492735,13.525569744361993,66.24894856713644,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,7.105427357601002e-15
AIDC01,82,19.07333490642491,39.44705745492735,13.483288471040908,67.28053675755797,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,7.105427357601002e-15
AIDC01,83,17.468583964990284,37.84230651349272,13.441007197719822,68.3121249479795,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,3.552713678800501e-15
AIDC01,84,17.987859086788582,38.36158163529102,13.398725924398736,69.34371313840103,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,7.105427357601002e-15
AIDC01,85,16.768827910545514,37.14255045904795,13.320899341221697,69.4641272693121,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,0.0
AIDC01,86,19.07333490642491,39.44705745492735,13.243072758044658,69.58454140022319,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,7.105427357601002e-15
AIDC01,87,19.025230854801514,39.39895340330395,13.165246174867619,69.70495553113426,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.0658141036401503e-14
AIDC01,88,19.07333490642491,39.44705745492735,13.08741959169058,69.82536966204533,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,7.105427357601002e-15
AIDC01,89,18.931240761004922,39.30496330950736,13.011550009481132,70.14463253724378,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.0658141036401503e-14
AIDC01,90,19.045953711673064,39.41967626017551,12.935680427271684,70.46389541244221,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.0658141036401503e-14
AIDC01,91,18.868540465557764,39.2422630140602,12.859810845062237,70.78315828764066,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.0658141036401503e-14
AIDC01,92,19.0433647710949,39.41708731959734,12.783941262852789,71.10242116283911,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.0658141036401503e-14
AIDC01,93,18.781543544436502,39.155266092938945,12.702231426105332,71.85199797283411,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,7.105427357601002e-15
AIDC01,94,19.03060711592448,39.40432966442692,12.620521589357873,72.60157478282912,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.0658141036401503e-14
AIDC01,95,18.549161200613813,38.92288374911625,12.538811752610414,73.35115159282412,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,7.105427357601002e-15
AIDC02,0,30.250570405426664,66.47052160276434,12.248880809717164,71.64231703041027,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.0729195309977513e-12
AIDC02,1,32.966168333177144,69.18611953051482,12.19622178840129,72.50412022544636,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.0676793610618915e-12
AIDC02,2,33.54790282786016,69.76785402519783,12.143562767085417,73.36592342048245,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.3874235921539366e-12
AIDC02,3,32.41170319186805,68.63165438920572,12.090903745769543,74.22772661551853,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.8545165403338615e-12
AIDC02,4,33.67499789621752,69.8949490935552,12.03824472445367,75.08952981055462,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.5153212845907547e-12
AIDC02,5,32.539739147087246,68.75969034442491,12.002696811035879,75.91045846616842,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.9326762412674725e-12
AIDC02,6,33.42020484964407,69.64015604698174,11.967148897618088,76.73138712178222,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.3945290195115376e-12
AIDC02,7,30.11033734479134,66.33028854212901,11.9316009842003,77.55231577739602,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.1084466677857563e-12
AIDC02,8,30.58584468569795,66.80579588303561,11.896053070782509,78.37324443300982,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.2434497875801753e-12
AIDC02,9,31.136024849928283,67.35597604726595,11.883126563887878,78.52748140260394,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.4068746168049984e-12
AIDC02,10,19.48496160600913,55.7049128033468,11.870200056993244,78.68171837219805,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,9.237055564881302e-14
AIDC02,11,23.213108617207716,59.43305981454539,11.857273550098613,78.83595534179217,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.2382096176443156e-13
AIDC02,12,31.56295051350093,67.7829017108386,11.844347043203982,78.9901923113863,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.5845103007450234e-12
AIDC02,13,28.896620064070184,65.11657126140786,11.795992904158824,79.15963529118339,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,8.526512829121202e-13
AIDC02,14,29.07223366417314,65.2921848615108,11.747638765113667,79.32907827098049,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,9.166001291305292e-13
AIDC02,15,33.31940508465437,69.53935628199204,11.69928462606851,79.49852125077757,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.5082158572331537e-12
AIDC02,16,31.776806499631846,67.99675769696952,11.650930487023352,79.66796423057467,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.7763568394002505e-12
AIDC02,17,33.47554343594173,69.6954946332794,11.586950783926426,79.63103487808094,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.7142732506035827e-12
AIDC02,18,30.223105904473165,66.44305710181084,11.5229710808295,79.59410552558721,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.3145040611561853e-12
AIDC02,19,33.397804051870196,69.61775524920787,11.458991377732573,79.55717617309348,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.7995383788947947e-12
AIDC02,20,31.721668469380482,67.94161966671815,11.395011674635647,79.52024682059975,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.9539925233402755e-12
AIDC02,21,32.10908812359164,68.32903932092931,11.33395674885507,79.03975564377532,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.2097879082139116e-12
AIDC02,22,32.09433040834422,68.31428160568188,11.272901823074491,78.55926446695089,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.2737367544323206e-12
AIDC02,23,31.95903298133152,68.1789841786692,11.211846897293913,78.07877329012646,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.2595258997171186e-12
AIDC02,24,31.654364319797782,67.87431551713546,11.150791971513335,77.59828211330203,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.1884716261411086e-12
AIDC02,25,29.148300815446802,65.36825201278447,11.107176926867304,77.05804542175304,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.2718714970105793e-12
AIDC02,26,31.46499678263096,67.68494797996863,11.06356188222127,76.51780873020405,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.2097879082139116e-12
AIDC02,27,23.614558357489063,59.83450955482674,11.019946837575237,75.97757203865505,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,3.836930773104541e-13
AIDC02,28,29.982072150011447,66.20202334734913,10.976331792929205,75.43733534710606,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.6626700016786344e-12
AIDC02,29,30.77934812217329,66.99929931951095,11.051161861033407,73.07305108624931,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.9753088054130785e-12
AIDC02,30,33.234621708112066,69.45457290544974,11.125991929137607,70.70876682539254,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,3.460343123151688e-12
AIDC02,31,30.675343838440064,66.89529503577774,11.200821997241807,68.34448256453578,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.9255708139098715e-12
AIDC02,32,10.984755385410743,47.204706582748415,11.275652065346009,65.98019830367903,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,1.7763568394002505e-14
AIDC02,33,22.712475950829756,58.93242714816743,11.399738005905421,62.87949534745568,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,3.055333763768431e-13
AIDC02,34,32.582549431649134,68.8025006289868,11.523823946464834,59.77879239123233,True,softplus_of_affine_plus_identity; second_derivative=sigmoid(z)*(1-sigmoid(z))*slope_squared>=0,2.9274360713316128e-12
