job_uid,requested_GPU,D1_state,service_tier,source_runtime_authority,runtime_model_or_rule,predicted_runtime_sec,safety_margin_sec,safety_adjusted_runtime_sec,planning_effective_runtime_sec,actual_runtime_sec,raw_prediction_error_sec,effective_prediction_error_sec,safety_adjusted_prediction_error_sec,rounding_extra_sec,planning_start_slot,planning_finish_slot,actual_start_slot,actual_finish_slot,slot_axis,B0_site,B1_site,actual_site_authority,downstream_of_line_sw2_B0,downstream_of_line_sw2_B1,predicted_active_at_slot73,actual_active_at_slot73,runtime_only_active_at_slot73,slot73_GPU_contribution,contribution,delay_slots,delay_seconds,classification,error_classification,percentile_in_preMay_COMPLETED_runtime,percentile_in_preMay_COMPLETED_point_residual,percentile_in_preMay_COMPLETED_post_q_residual,reference_scope
8665944,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,30042.0,13605.703125,7542.0,8029.25390625,487.25390625,69,94,69.0,102.38,D_MINUS_1_ISSUE; operating73=issue97,AIDC10,AIDC05,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,True,True,False,True,True,1,1,0.0,0.0,NORMAL_HISTORICAL_TAIL,RAW_UNDER_SAFE_STILL_UNCOVERED,0.5686963309914129,0.7580015612802498,0.7580015612802498,"Broad preMay COMPLETED H100; no 12h request jobs in calibration, so not exact-family conditional coverage"
8665950,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,43223.0,26786.703125,20723.0,21210.25390625,487.25390625,69,94,69.0,117.02555555555556,D_MINUS_1_ISSUE; operating73=issue97,AIDC10,AIDC05,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,True,True,False,True,True,1,1,0.0,0.0,NORMAL_HISTORICAL_TAIL,RAW_UNDER_SAFE_STILL_UNCOVERED,0.6038251366120219,0.8809523809523809,0.8809523809523809,"Broad preMay COMPLETED H100; no 12h request jobs in calibration, so not exact-family conditional coverage"
8665951,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,43223.0,26786.703125,20723.0,21210.25390625,487.25390625,69,94,69.0,117.02555555555556,D_MINUS_1_ISSUE; operating73=issue97,AIDC10,AIDC05,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,True,True,False,True,True,1,1,0.0,0.0,NORMAL_HISTORICAL_TAIL,RAW_UNDER_SAFE_STILL_UNCOVERED,0.6038251366120219,0.8809523809523809,0.8809523809523809,"Broad preMay COMPLETED H100; no 12h request jobs in calibration, so not exact-family conditional coverage"
8665952,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,43223.0,26786.703125,20723.0,21210.25390625,487.25390625,69,94,69.0,117.02555555555556,D_MINUS_1_ISSUE; operating73=issue97,AIDC10,AIDC05,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,True,True,False,True,True,1,1,0.0,0.0,NORMAL_HISTORICAL_TAIL,RAW_UNDER_SAFE_STILL_UNCOVERED,0.6038251366120219,0.8809523809523809,0.8809523809523809,"Broad preMay COMPLETED H100; no 12h request jobs in calibration, so not exact-family conditional coverage"
8665953,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,43223.0,26786.703125,20723.0,21210.25390625,487.25390625,69,94,69.0,117.02555555555556,D_MINUS_1_ISSUE; operating73=issue97,AIDC10,AIDC05,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,True,True,False,True,True,1,1,0.0,0.0,NORMAL_HISTORICAL_TAIL,RAW_UNDER_SAFE_STILL_UNCOVERED,0.6038251366120219,0.8809523809523809,0.8809523809523809,"Broad preMay COMPLETED H100; no 12h request jobs in calibration, so not exact-family conditional coverage"
8665962,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,43227.0,26790.703125,20727.0,21214.25390625,487.25390625,59,84,59.0,107.03,D_MINUS_1_ISSUE; operating73=issue97,AIDC03,AIDC12,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,False,True,False,True,True,1,1,0.0,0.0,NORMAL_HISTORICAL_TAIL,RAW_UNDER_SAFE_STILL_UNCOVERED,0.6038251366120219,0.8809523809523809,0.8809523809523809,"Broad preMay COMPLETED H100; no 12h request jobs in calibration, so not exact-family conditional coverage"
8665963,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,43227.0,26790.703125,20727.0,21214.25390625,487.25390625,59,84,59.0,107.03,D_MINUS_1_ISSUE; operating73=issue97,AIDC03,AIDC12,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,False,True,False,True,True,1,1,0.0,0.0,NORMAL_HISTORICAL_TAIL,RAW_UNDER_SAFE_STILL_UNCOVERED,0.6038251366120219,0.8809523809523809,0.8809523809523809,"Broad preMay COMPLETED H100; no 12h request jobs in calibration, so not exact-family conditional coverage"
8665964,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,43227.0,26790.703125,20727.0,21214.25390625,487.25390625,59,84,59.0,107.03,D_MINUS_1_ISSUE; operating73=issue97,AIDC03,AIDC12,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,False,True,False,True,True,1,1,0.0,0.0,NORMAL_HISTORICAL_TAIL,RAW_UNDER_SAFE_STILL_UNCOVERED,0.6038251366120219,0.8809523809523809,0.8809523809523809,"Broad preMay COMPLETED H100; no 12h request jobs in calibration, so not exact-family conditional coverage"
8665965,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,43227.0,26790.703125,20727.0,21214.25390625,487.25390625,59,84,59.0,107.03,D_MINUS_1_ISSUE; operating73=issue97,AIDC03,AIDC12,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,False,True,False,True,True,1,1,0.0,0.0,NORMAL_HISTORICAL_TAIL,RAW_UNDER_SAFE_STILL_UNCOVERED,0.6038251366120219,0.8809523809523809,0.8809523809523809,"Broad preMay COMPLETED H100; no 12h request jobs in calibration, so not exact-family conditional coverage"
8665966,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,42450.0,26013.703125,19950.0,20437.25390625,487.25390625,59,84,59.0,106.16666666666666,D_MINUS_1_ISSUE; operating73=issue97,AIDC03,AIDC12,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,False,True,False,True,True,1,1,0.0,0.0,NORMAL_HISTORICAL_TAIL,RAW_UNDER_SAFE_STILL_UNCOVERED,0.602263856362217,0.87743950039032,0.87743950039032,"Broad preMay COMPLETED H100; no 12h request jobs in calibration, so not exact-family conditional coverage"
8665973,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,40973.0,24536.703125,18473.0,18960.25390625,487.25390625,59,84,59.0,104.52555555555556,D_MINUS_1_ISSUE; operating73=issue97,AIDC05,AIDC05,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,True,True,False,True,True,1,1,0.0,0.0,NORMAL_HISTORICAL_TAIL,RAW_UNDER_SAFE_STILL_UNCOVERED,0.5979703356752537,0.8711943793911007,0.8711943793911007,"Broad preMay COMPLETED H100; no 12h request jobs in calibration, so not exact-family conditional coverage"
8665975,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,34368.0,17931.703125,11868.0,12355.25390625,487.25390625,59,84,59.0,97.18666666666668,D_MINUS_1_ISSUE; operating73=issue97,AIDC05,AIDC05,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,True,True,False,True,True,1,1,0.0,0.0,NORMAL_HISTORICAL_TAIL,RAW_UNDER_SAFE_STILL_UNCOVERED,0.5796252927400468,0.7985948477751756,0.7985948477751756,"Broad preMay COMPLETED H100; no 12h request jobs in calibration, so not exact-family conditional coverage"
8665976,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,43207.0,26770.703125,20707.0,21194.25390625,487.25390625,65,90,65.0,113.00777777777778,D_MINUS_1_ISSUE; operating73=issue97,AIDC05,AIDC10,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,True,True,False,True,True,1,1,0.0,0.0,NORMAL_HISTORICAL_TAIL,RAW_UNDER_SAFE_STILL_UNCOVERED,0.6038251366120219,0.8809523809523809,0.8809523809523809,"Broad preMay COMPLETED H100; no 12h request jobs in calibration, so not exact-family conditional coverage"
8665980,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,32451.0,16014.703125,9951.0,10438.25390625,487.25390625,65,90,65.0,101.05666666666669,D_MINUS_1_ISSUE; operating73=issue97,AIDC05,AIDC10,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,True,True,False,True,True,1,1,0.0,0.0,NORMAL_HISTORICAL_TAIL,RAW_UNDER_SAFE_STILL_UNCOVERED,0.5768930523028883,0.7818110850897736,0.7818110850897736,"Broad preMay COMPLETED H100; no 12h request jobs in calibration, so not exact-family conditional coverage"
8665981,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,43222.0,26785.703125,20722.0,21209.25390625,487.25390625,65,90,65.0,113.02444444444444,D_MINUS_1_ISSUE; operating73=issue97,AIDC05,AIDC10,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,True,True,False,True,True,1,1,0.0,0.0,NORMAL_HISTORICAL_TAIL,RAW_UNDER_SAFE_STILL_UNCOVERED,0.6038251366120219,0.8809523809523809,0.8809523809523809,"Broad preMay COMPLETED H100; no 12h request jobs in calibration, so not exact-family conditional coverage"
8665983,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,43221.0,26784.703125,20721.0,21208.25390625,487.25390625,65,90,65.0,113.02333333333334,D_MINUS_1_ISSUE; operating73=issue97,AIDC05,AIDC10,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,True,True,False,True,True,1,1,0.0,0.0,NORMAL_HISTORICAL_TAIL,RAW_UNDER_SAFE_STILL_UNCOVERED,0.6038251366120219,0.8809523809523809,0.8809523809523809,"Broad preMay COMPLETED H100; no 12h request jobs in calibration, so not exact-family conditional coverage"
8665989,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,43023.0,26586.703125,20523.0,21010.25390625,487.25390625,63,88,63.0,110.80333333333334,D_MINUS_1_ISSUE; operating73=issue97,AIDC03,AIDC12,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,False,True,False,True,True,1,1,0.0,0.0,NORMAL_HISTORICAL_TAIL,RAW_UNDER_SAFE_STILL_UNCOVERED,0.6034348165495707,0.8797814207650273,0.8797814207650273,"Broad preMay COMPLETED H100; no 12h request jobs in calibration, so not exact-family conditional coverage"
8665990,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,43227.0,26790.703125,20727.0,21214.25390625,487.25390625,63,88,63.0,111.03,D_MINUS_1_ISSUE; operating73=issue97,AIDC03,AIDC12,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,False,True,False,True,True,1,1,0.0,0.0,NORMAL_HISTORICAL_TAIL,RAW_UNDER_SAFE_STILL_UNCOVERED,0.6038251366120219,0.8809523809523809,0.8809523809523809,"Broad preMay COMPLETED H100; no 12h request jobs in calibration, so not exact-family conditional coverage"
8665991,1,PENDING,standby,SAFE_CAUSAL_RUNTIME_PENDING,Frozen April-01 MoE XGBoost point + pooled q90 positive residual,16436.296875,5576.44921875,22012.74609375,22500,31234.0,14797.703125,8734.0,9221.25390625,487.25390625,63,88,63.0,97.70444444444443,D_MINUS_1_ISSUE; operating73=issue97,AIDC03,AIDC12,Frozen synthetic policy and derived Actual ledger; NOT an observed physical-node-to-AIDC allocation certificate.,False,True,False,True,True,1,1,0.0,0.0,NORMAL_HISTORICAL_TAIL,RAW_UNDER_SAFE_STILL_UNCOVERED,0.572599531615925,0.7704918032786885,0.7704918032786885,"Broad preMay COMPLETED H100; no 12h request jobs in calibration, so not exact-family conditional coverage"
