day,job_uid,GPU_request,RSP_start_slot,repair_start_slot,safe_duration_slots,safe_duration_minutes,RSP_completion_slot,repair_completion_slot,RSP_start_AEST,repair_start_AEST,RSP_completion_AEST,repair_completion_AEST,RSP_start_at_or_after_day_boundary,repair_start_at_or_after_day_boundary,RSP_completion_exceeds_day_boundary,repair_completion_exceeds_day_boundary,newly_post_midnight_start,newly_post_midnight_completion,post_midnight_GPU_slots_before,post_midnight_GPU_slots_after,incremental_post_midnight_GPU_slots,in_domain_GPU_slots_before,in_domain_GPU_slots_after,pre_domain_GPU_slots_before,pre_domain_GPU_slots_after,repair_AIDC,RW_completion_slot,safe_runtime_unchanged,RW_completion_noninferiority
2025-05-17,8992216,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992217,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992218,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992219,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992221,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992222,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992223,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992224,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992225,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992226,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992227,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992228,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992230,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992231,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992232,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992233,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992234,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992235,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992236,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992237,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992238,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992239,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992240,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992241,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992242,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992243,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992244,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992245,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992248,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992249,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992250,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992251,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992252,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992253,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992254,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992255,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992256,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992257,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992258,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992259,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992260,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992261,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992262,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992263,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992265,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992267,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992268,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992269,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992270,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992271,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992272,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-17,8992273,1,64,82,25,375,89,107,2025-05-17T10:00:00+10:00,2025-05-17T14:30:00+10:00,2025-05-17T16:15:00+10:00,2025-05-17T20:45:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC10,112,True,True
2025-05-23,9020812,1,29,33,25,375,54,58,2025-05-23T01:15:00+10:00,2025-05-23T02:15:00+10:00,2025-05-23T07:30:00+10:00,2025-05-23T08:30:00+10:00,False,False,False,False,False,False,0,0,0,25,25,0,0,AIDC08,240,True,True
2025-05-24,9047204,1,88,94,24,360,112,118,2025-05-24T16:00:00+10:00,2025-05-24T17:30:00+10:00,2025-05-24T22:00:00+10:00,2025-05-24T23:30:00+10:00,False,False,False,False,False,False,0,0,0,24,24,0,0,AIDC10,566,True,True
2025-05-24,9047205,1,88,94,24,360,112,118,2025-05-24T16:00:00+10:00,2025-05-24T17:30:00+10:00,2025-05-24T22:00:00+10:00,2025-05-24T23:30:00+10:00,False,False,False,False,False,False,0,0,0,24,24,0,0,AIDC10,566,True,True
2025-05-24,9047206,1,88,94,24,360,112,118,2025-05-24T16:00:00+10:00,2025-05-24T17:30:00+10:00,2025-05-24T22:00:00+10:00,2025-05-24T23:30:00+10:00,False,False,False,False,False,False,0,0,0,24,24,0,0,AIDC10,566,True,True
2025-05-24,9047207,1,112,118,24,360,136,142,2025-05-24T22:00:00+10:00,2025-05-24T23:30:00+10:00,2025-05-25T04:00:00+10:00,2025-05-25T05:30:00+10:00,False,False,True,True,False,False,16,22,6,8,2,0,0,AIDC10,566,True,True
2025-05-24,9047208,1,112,118,24,360,136,142,2025-05-24T22:00:00+10:00,2025-05-24T23:30:00+10:00,2025-05-25T04:00:00+10:00,2025-05-25T05:30:00+10:00,False,False,True,True,False,False,16,22,6,8,2,0,0,AIDC10,566,True,True
2025-05-24,9047209,1,112,118,24,360,136,142,2025-05-24T22:00:00+10:00,2025-05-24T23:30:00+10:00,2025-05-25T04:00:00+10:00,2025-05-25T05:30:00+10:00,False,False,True,True,False,False,16,22,6,8,2,0,0,AIDC10,566,True,True
2025-05-24,9047225,1,136,142,24,360,160,166,2025-05-25T04:00:00+10:00,2025-05-25T05:30:00+10:00,2025-05-25T10:00:00+10:00,2025-05-25T11:30:00+10:00,True,True,True,True,False,False,24,24,0,0,0,0,0,AIDC01,566,True,True
2025-05-24,9047226,1,136,142,24,360,160,166,2025-05-25T04:00:00+10:00,2025-05-25T05:30:00+10:00,2025-05-25T10:00:00+10:00,2025-05-25T11:30:00+10:00,True,True,True,True,False,False,24,24,0,0,0,0,0,AIDC01,566,True,True
2025-05-24,9047227,1,136,142,24,360,160,166,2025-05-25T04:00:00+10:00,2025-05-25T05:30:00+10:00,2025-05-25T10:00:00+10:00,2025-05-25T11:30:00+10:00,True,True,True,True,False,False,24,24,0,0,0,0,0,AIDC01,566,True,True
2025-05-25,9062345,32,26,81,85,1275,111,166,2025-05-25T00:30:00+10:00,2025-05-25T14:15:00+10:00,2025-05-25T21:45:00+10:00,2025-05-26T11:30:00+10:00,False,False,False,True,False,True,0,1472,1472,2720,1248,0,0,AIDC10,273,True,True
2025-05-25,9062346,32,31,36,85,1275,116,121,2025-05-25T01:45:00+10:00,2025-05-25T03:00:00+10:00,2025-05-25T23:00:00+10:00,2025-05-26T00:15:00+10:00,False,False,False,True,False,True,0,32,32,2720,2688,0,0,AIDC12,315,True,True
2025-05-25,9062347,32,36,245,85,1275,121,330,2025-05-25T03:00:00+10:00,2025-05-27T07:15:00+10:00,2025-05-26T00:15:00+10:00,2025-05-28T04:30:00+10:00,False,True,True,True,True,False,32,2720,2688,2688,0,0,0,AIDC01,332,True,True
2025-05-25,9062349,32,81,279,85,1275,166,364,2025-05-25T14:15:00+10:00,2025-05-27T15:45:00+10:00,2025-05-26T11:30:00+10:00,2025-05-28T13:00:00+10:00,False,True,True,True,True,False,1472,2720,1248,1248,0,0,0,AIDC01,367,True,True
2025-05-25,9062353,32,116,120,85,1275,201,205,2025-05-25T23:00:00+10:00,2025-05-26T00:00:00+10:00,2025-05-26T20:15:00+10:00,2025-05-26T21:15:00+10:00,False,True,True,True,True,False,2592,2720,128,128,0,0,0,AIDC01,378,True,True
2025-05-25,9062370,32,201,205,85,1275,286,290,2025-05-26T20:15:00+10:00,2025-05-26T21:15:00+10:00,2025-05-27T17:30:00+10:00,2025-05-27T18:30:00+10:00,True,True,True,True,False,False,2720,2720,0,0,0,0,0,AIDC01,570,True,True
2025-05-25,9062376,32,245,251,85,1275,330,336,2025-05-27T07:15:00+10:00,2025-05-27T08:45:00+10:00,2025-05-28T04:30:00+10:00,2025-05-28T06:00:00+10:00,True,True,True,True,False,False,2720,2720,0,0,0,0,0,AIDC01,580,True,True
2025-05-25,9062378,32,251,279,85,1275,336,364,2025-05-27T08:45:00+10:00,2025-05-27T15:45:00+10:00,2025-05-28T06:00:00+10:00,2025-05-28T13:00:00+10:00,True,True,True,True,False,False,2720,2720,0,0,0,0,0,AIDC01,631,True,True
2025-05-25,9062384,32,279,662,85,1275,364,747,2025-05-27T15:45:00+10:00,2025-05-31T15:30:00+10:00,2025-05-28T13:00:00+10:00,2025-06-01T12:45:00+10:00,True,True,True,True,False,False,2720,2720,0,0,0,0,0,AIDC01,751,True,True
2025-05-25,9062385,32,279,652,85,1275,364,737,2025-05-27T15:45:00+10:00,2025-05-31T13:00:00+10:00,2025-05-28T13:00:00+10:00,2025-06-01T10:15:00+10:00,True,True,True,True,False,False,2720,2720,0,0,0,0,0,AIDC01,758,True,True
2025-05-25,9062387,32,286,290,85,1275,371,375,2025-05-27T17:30:00+10:00,2025-05-27T18:30:00+10:00,2025-05-28T14:45:00+10:00,2025-05-28T15:45:00+10:00,True,True,True,True,False,False,2720,2720,0,0,0,0,0,AIDC01,761,True,True
2025-05-25,9062405,32,371,375,85,1275,456,460,2025-05-28T14:45:00+10:00,2025-05-28T15:45:00+10:00,2025-05-29T12:00:00+10:00,2025-05-29T13:00:00+10:00,True,True,True,True,False,False,2720,2720,0,0,0,0,0,AIDC01,950,True,True
2025-05-25,9062433,32,456,460,85,1275,541,545,2025-05-29T12:00:00+10:00,2025-05-29T13:00:00+10:00,2025-05-30T09:15:00+10:00,2025-05-30T10:15:00+10:00,True,True,True,True,False,False,2720,2720,0,0,0,0,0,AIDC01,1103,True,True
2025-05-25,9062476,32,541,545,85,1275,626,630,2025-05-30T09:15:00+10:00,2025-05-30T10:15:00+10:00,2025-05-31T06:30:00+10:00,2025-05-31T07:30:00+10:00,True,True,True,True,False,False,2720,2720,0,0,0,0,0,AIDC01,1292,True,True
2025-05-25,9062503,32,626,630,85,1275,711,715,2025-05-31T06:30:00+10:00,2025-05-31T07:30:00+10:00,2025-06-01T03:45:00+10:00,2025-06-01T04:45:00+10:00,True,True,True,True,False,False,2720,2720,0,0,0,0,0,AIDC01,1476,True,True
2025-05-26,9047256,1,12,27,24,360,36,51,2025-05-25T21:00:00+10:00,2025-05-26T00:45:00+10:00,2025-05-26T03:00:00+10:00,2025-05-26T06:45:00+10:00,False,False,False,False,False,False,0,0,0,12,24,12,0,AIDC01,216,True,True
2025-05-26,9062374,32,36,40,85,1275,121,125,2025-05-26T03:00:00+10:00,2025-05-26T04:00:00+10:00,2025-05-27T00:15:00+10:00,2025-05-27T01:15:00+10:00,False,False,True,True,False,False,32,160,128,2688,2560,0,0,AIDC08,239,True,True
2025-05-26,9062376,32,75,120,85,1275,160,205,2025-05-26T12:45:00+10:00,2025-05-27T00:00:00+10:00,2025-05-27T10:00:00+10:00,2025-05-27T21:15:00+10:00,False,True,True,True,True,False,1280,2720,1440,1440,0,0,0,AIDC01,319,True,True
2025-05-26,9062380,32,121,125,85,1275,206,210,2025-05-27T00:15:00+10:00,2025-05-27T01:15:00+10:00,2025-05-27T21:30:00+10:00,2025-05-27T22:30:00+10:00,True,True,True,True,False,False,2720,2720,0,0,0,0,0,AIDC01,368,True,True
2025-05-26,9062385,32,160,205,85,1275,245,290,2025-05-27T10:00:00+10:00,2025-05-27T21:15:00+10:00,2025-05-28T07:15:00+10:00,2025-05-28T18:30:00+10:00,True,True,True,True,False,False,2720,2720,0,0,0,0,0,AIDC01,380,True,True
2025-05-26,9062397,32,206,210,85,1275,291,295,2025-05-27T21:30:00+10:00,2025-05-27T22:30:00+10:00,2025-05-28T18:45:00+10:00,2025-05-28T19:45:00+10:00,True,True,True,True,False,False,2720,2720,0,0,0,0,0,AIDC01,547,True,True
2025-05-26,9062403,32,245,262,85,1275,330,347,2025-05-28T07:15:00+10:00,2025-05-28T11:30:00+10:00,2025-05-29T04:30:00+10:00,2025-05-29T08:45:00+10:00,True,True,True,True,False,False,2720,2720,0,0,0,0,0,AIDC01,571,True,True
2025-05-26,9062408,32,262,518,85,1275,347,603,2025-05-28T11:30:00+10:00,2025-05-31T03:30:00+10:00,2025-05-29T08:45:00+10:00,2025-06-01T00:45:00+10:00,True,True,True,True,False,False,2720,2720,0,0,0,0,0,AIDC01,608,True,True
