day,case,field,current_slot,requested_slot,future_read
2025-04-04,B1,rack_residual_capacity,60,60,False
2025-04-04,B1,phase_current_site_score,60,60,False
2025-04-04,B1,anchor_site_flexible_kw,60,60,False
2025-04-04,B1,workload_arrivals,61,61,False
2025-04-04,B1,rack_residual_capacity,61,61,False
2025-04-04,B1,phase_current_site_score,61,61,False
2025-04-04,B1,anchor_site_flexible_kw,61,61,False
2025-04-04,B1,workload_arrivals,62,62,False
2025-04-04,B1,rack_residual_capacity,62,62,False
2025-04-04,B1,phase_current_site_score,62,62,False
2025-04-04,B1,anchor_site_flexible_kw,62,62,False
2025-04-04,B1,workload_arrivals,63,63,False
2025-04-04,B1,rack_residual_capacity,63,63,False
2025-04-04,B1,phase_current_site_score,63,63,False
2025-04-04,B1,anchor_site_flexible_kw,63,63,False
2025-04-04,B1,workload_arrivals,64,64,False
2025-04-04,B1,rack_residual_capacity,64,64,False
2025-04-04,B1,phase_current_site_score,64,64,False
2025-04-04,B1,anchor_site_flexible_kw,64,64,False
2025-04-04,B1,workload_arrivals,65,65,False
2025-04-04,B1,rack_residual_capacity,65,65,False
2025-04-04,B1,phase_current_site_score,65,65,False
2025-04-04,B1,anchor_site_flexible_kw,65,65,False
2025-04-04,B1,workload_arrivals,66,66,False
2025-04-04,B1,rack_residual_capacity,66,66,False
2025-04-04,B1,phase_current_site_score,66,66,False
2025-04-04,B1,anchor_site_flexible_kw,66,66,False
2025-04-04,B1,workload_arrivals,67,67,False
2025-04-04,B1,rack_residual_capacity,67,67,False
2025-04-04,B1,phase_current_site_score,67,67,False
2025-04-04,B1,anchor_site_flexible_kw,67,67,False
2025-04-04,B1,workload_arrivals,68,68,False
2025-04-04,B1,rack_residual_capacity,68,68,False
2025-04-04,B1,phase_current_site_score,68,68,False
2025-04-04,B1,anchor_site_flexible_kw,68,68,False
2025-04-04,B1,workload_arrivals,69,69,False
2025-04-04,B1,rack_residual_capacity,69,69,False
2025-04-04,B1,phase_current_site_score,69,69,False
2025-04-04,B1,anchor_site_flexible_kw,69,69,False
2025-04-04,B1,workload_arrivals,70,70,False
2025-04-04,B1,rack_residual_capacity,70,70,False
2025-04-04,B1,phase_current_site_score,70,70,False
2025-04-04,B1,anchor_site_flexible_kw,70,70,False
2025-04-04,B1,workload_arrivals,71,71,False
2025-04-04,B1,rack_residual_capacity,71,71,False
2025-04-04,B1,phase_current_site_score,71,71,False
2025-04-04,B1,anchor_site_flexible_kw,71,71,False
2025-04-04,B1,workload_arrivals,72,72,False
2025-04-04,B1,rack_residual_capacity,72,72,False
2025-04-04,B1,phase_current_site_score,72,72,False
2025-04-04,B1,anchor_site_flexible_kw,72,72,False
2025-04-04,B1,workload_arrivals,73,73,False
2025-04-04,B1,rack_residual_capacity,73,73,False
2025-04-04,B1,phase_current_site_score,73,73,False
2025-04-04,B1,anchor_site_flexible_kw,73,73,False
2025-04-04,B1,workload_arrivals,74,74,False
2025-04-04,B1,rack_residual_capacity,74,74,False
2025-04-04,B1,phase_current_site_score,74,74,False
2025-04-04,B1,anchor_site_flexible_kw,74,74,False
2025-04-04,B1,workload_arrivals,75,75,False
2025-04-04,B1,rack_residual_capacity,75,75,False
2025-04-04,B1,phase_current_site_score,75,75,False
2025-04-04,B1,anchor_site_flexible_kw,75,75,False
2025-04-04,B1,workload_arrivals,76,76,False
2025-04-04,B1,rack_residual_capacity,76,76,False
2025-04-04,B1,phase_current_site_score,76,76,False
2025-04-04,B1,anchor_site_flexible_kw,76,76,False
2025-04-04,B1,workload_arrivals,77,77,False
2025-04-04,B1,rack_residual_capacity,77,77,False
2025-04-04,B1,phase_current_site_score,77,77,False
2025-04-04,B1,anchor_site_flexible_kw,77,77,False
2025-04-04,B1,workload_arrivals,78,78,False
2025-04-04,B1,rack_residual_capacity,78,78,False
2025-04-04,B1,phase_current_site_score,78,78,False
2025-04-04,B1,anchor_site_flexible_kw,78,78,False
2025-04-04,B1,workload_arrivals,79,79,False
2025-04-04,B1,rack_residual_capacity,79,79,False
2025-04-04,B1,phase_current_site_score,79,79,False
2025-04-04,B1,anchor_site_flexible_kw,79,79,False
2025-04-04,B1,workload_arrivals,80,80,False
2025-04-04,B1,rack_residual_capacity,80,80,False
2025-04-04,B1,phase_current_site_score,80,80,False
2025-04-04,B1,anchor_site_flexible_kw,80,80,False
2025-04-04,B1,workload_arrivals,81,81,False
2025-04-04,B1,rack_residual_capacity,81,81,False
2025-04-04,B1,phase_current_site_score,81,81,False
2025-04-04,B1,anchor_site_flexible_kw,81,81,False
2025-04-04,B1,workload_arrivals,82,82,False
2025-04-04,B1,rack_residual_capacity,82,82,False
2025-04-04,B1,phase_current_site_score,82,82,False
2025-04-04,B1,anchor_site_flexible_kw,82,82,False
2025-04-04,B1,workload_arrivals,83,83,False
2025-04-04,B1,rack_residual_capacity,83,83,False
2025-04-04,B1,phase_current_site_score,83,83,False
2025-04-04,B1,anchor_site_flexible_kw,83,83,False
2025-04-04,B1,workload_arrivals,84,84,False
2025-04-04,B1,rack_residual_capacity,84,84,False
2025-04-04,B1,phase_current_site_score,84,84,False
2025-04-04,B1,anchor_site_flexible_kw,84,84,False
2025-04-04,B1,workload_arrivals,85,85,False
2025-04-04,B1,rack_residual_capacity,85,85,False
2025-04-04,B1,phase_current_site_score,85,85,False
2025-04-04,B1,anchor_site_flexible_kw,85,85,False
2025-04-04,B1,workload_arrivals,86,86,False
2025-04-04,B1,rack_residual_capacity,86,86,False
2025-04-04,B1,phase_current_site_score,86,86,False
2025-04-04,B1,anchor_site_flexible_kw,86,86,False
2025-04-04,B1,workload_arrivals,87,87,False
2025-04-04,B1,rack_residual_capacity,87,87,False
2025-04-04,B1,phase_current_site_score,87,87,False
2025-04-04,B1,anchor_site_flexible_kw,87,87,False
2025-04-04,B1,workload_arrivals,88,88,False
2025-04-04,B1,rack_residual_capacity,88,88,False
2025-04-04,B1,phase_current_site_score,88,88,False
2025-04-04,B1,anchor_site_flexible_kw,88,88,False
2025-04-04,B1,workload_arrivals,89,89,False
2025-04-04,B1,rack_residual_capacity,89,89,False
2025-04-04,B1,phase_current_site_score,89,89,False
2025-04-04,B1,anchor_site_flexible_kw,89,89,False
2025-04-04,B1,workload_arrivals,90,90,False
2025-04-04,B1,rack_residual_capacity,90,90,False
2025-04-04,B1,phase_current_site_score,90,90,False
2025-04-04,B1,anchor_site_flexible_kw,90,90,False
2025-04-04,B1,workload_arrivals,91,91,False
2025-04-04,B1,rack_residual_capacity,91,91,False
2025-04-04,B1,phase_current_site_score,91,91,False
2025-04-04,B1,anchor_site_flexible_kw,91,91,False
2025-04-04,B1,workload_arrivals,92,92,False
2025-04-04,B1,rack_residual_capacity,92,92,False
2025-04-04,B1,phase_current_site_score,92,92,False
2025-04-04,B1,anchor_site_flexible_kw,92,92,False
2025-04-04,B1,workload_arrivals,93,93,False
2025-04-04,B1,rack_residual_capacity,93,93,False
2025-04-04,B1,phase_current_site_score,93,93,False
2025-04-04,B1,anchor_site_flexible_kw,93,93,False
2025-04-04,B1,workload_arrivals,94,94,False
2025-04-04,B1,rack_residual_capacity,94,94,False
2025-04-04,B1,phase_current_site_score,94,94,False
2025-04-04,B1,anchor_site_flexible_kw,94,94,False
2025-04-04,B1,workload_arrivals,95,95,False
2025-04-04,B1,rack_residual_capacity,95,95,False
2025-04-04,B1,phase_current_site_score,95,95,False
2025-04-04,B1,anchor_site_flexible_kw,95,95,False
2025-04-04,B3,workload_arrivals,0,0,False
2025-04-04,B3,rack_residual_capacity,0,0,False
2025-04-04,B3,phase_current_site_score,0,0,False
2025-04-04,B3,anchor_site_flexible_kw,0,0,False
2025-04-04,B3,workload_arrivals,1,1,False
2025-04-04,B3,rack_residual_capacity,1,1,False
2025-04-04,B3,phase_current_site_score,1,1,False
2025-04-04,B3,anchor_site_flexible_kw,1,1,False
2025-04-04,B3,workload_arrivals,2,2,False
2025-04-04,B3,rack_residual_capacity,2,2,False
2025-04-04,B3,phase_current_site_score,2,2,False
2025-04-04,B3,anchor_site_flexible_kw,2,2,False
2025-04-04,B3,workload_arrivals,3,3,False
2025-04-04,B3,rack_residual_capacity,3,3,False
2025-04-04,B3,phase_current_site_score,3,3,False
2025-04-04,B3,anchor_site_flexible_kw,3,3,False
2025-04-04,B3,workload_arrivals,4,4,False
2025-04-04,B3,rack_residual_capacity,4,4,False
2025-04-04,B3,phase_current_site_score,4,4,False
2025-04-04,B3,anchor_site_flexible_kw,4,4,False
2025-04-04,B3,workload_arrivals,5,5,False
2025-04-04,B3,rack_residual_capacity,5,5,False
2025-04-04,B3,phase_current_site_score,5,5,False
2025-04-04,B3,anchor_site_flexible_kw,5,5,False
2025-04-04,B3,workload_arrivals,6,6,False
2025-04-04,B3,rack_residual_capacity,6,6,False
2025-04-04,B3,phase_current_site_score,6,6,False
2025-04-04,B3,anchor_site_flexible_kw,6,6,False
2025-04-04,B3,workload_arrivals,7,7,False
2025-04-04,B3,rack_residual_capacity,7,7,False
2025-04-04,B3,phase_current_site_score,7,7,False
2025-04-04,B3,anchor_site_flexible_kw,7,7,False
2025-04-04,B3,workload_arrivals,8,8,False
2025-04-04,B3,rack_residual_capacity,8,8,False
2025-04-04,B3,phase_current_site_score,8,8,False
2025-04-04,B3,anchor_site_flexible_kw,8,8,False
2025-04-04,B3,workload_arrivals,9,9,False
2025-04-04,B3,rack_residual_capacity,9,9,False
2025-04-04,B3,phase_current_site_score,9,9,False
2025-04-04,B3,anchor_site_flexible_kw,9,9,False
2025-04-04,B3,workload_arrivals,10,10,False
2025-04-04,B3,rack_residual_capacity,10,10,False
2025-04-04,B3,phase_current_site_score,10,10,False
2025-04-04,B3,anchor_site_flexible_kw,10,10,False
2025-04-04,B3,workload_arrivals,11,11,False
2025-04-04,B3,rack_residual_capacity,11,11,False
2025-04-04,B3,phase_current_site_score,11,11,False
2025-04-04,B3,anchor_site_flexible_kw,11,11,False
2025-04-04,B3,workload_arrivals,12,12,False
2025-04-04,B3,rack_residual_capacity,12,12,False
2025-04-04,B3,phase_current_site_score,12,12,False
2025-04-04,B3,anchor_site_flexible_kw,12,12,False
2025-04-04,B3,workload_arrivals,13,13,False
2025-04-04,B3,rack_residual_capacity,13,13,False
2025-04-04,B3,phase_current_site_score,13,13,False
2025-04-04,B3,anchor_site_flexible_kw,13,13,False
2025-04-04,B3,workload_arrivals,14,14,False
2025-04-04,B3,rack_residual_capacity,14,14,False
2025-04-04,B3,phase_current_site_score,14,14,False
2025-04-04,B3,anchor_site_flexible_kw,14,14,False
2025-04-04,B3,workload_arrivals,15,15,False
2025-04-04,B3,rack_residual_capacity,15,15,False
2025-04-04,B3,phase_current_site_score,15,15,False
2025-04-04,B3,anchor_site_flexible_kw,15,15,False
2025-04-04,B3,workload_arrivals,16,16,False
2025-04-04,B3,rack_residual_capacity,16,16,False
2025-04-04,B3,phase_current_site_score,16,16,False
2025-04-04,B3,anchor_site_flexible_kw,16,16,False
2025-04-04,B3,workload_arrivals,17,17,False
2025-04-04,B3,rack_residual_capacity,17,17,False
2025-04-04,B3,phase_current_site_score,17,17,False
2025-04-04,B3,anchor_site_flexible_kw,17,17,False
2025-04-04,B3,workload_arrivals,18,18,False
2025-04-04,B3,rack_residual_capacity,18,18,False
2025-04-04,B3,phase_current_site_score,18,18,False
2025-04-04,B3,anchor_site_flexible_kw,18,18,False
2025-04-04,B3,workload_arrivals,19,19,False
2025-04-04,B3,rack_residual_capacity,19,19,False
2025-04-04,B3,phase_current_site_score,19,19,False
2025-04-04,B3,anchor_site_flexible_kw,19,19,False
2025-04-04,B3,workload_arrivals,20,20,False
2025-04-04,B3,rack_residual_capacity,20,20,False
2025-04-04,B3,phase_current_site_score,20,20,False
2025-04-04,B3,anchor_site_flexible_kw,20,20,False
2025-04-04,B3,workload_arrivals,21,21,False
2025-04-04,B3,rack_residual_capacity,21,21,False
2025-04-04,B3,phase_current_site_score,21,21,False
2025-04-04,B3,anchor_site_flexible_kw,21,21,False
2025-04-04,B3,workload_arrivals,22,22,False
2025-04-04,B3,rack_residual_capacity,22,22,False
2025-04-04,B3,phase_current_site_score,22,22,False
2025-04-04,B3,anchor_site_flexible_kw,22,22,False
2025-04-04,B3,workload_arrivals,23,23,False
2025-04-04,B3,rack_residual_capacity,23,23,False
2025-04-04,B3,phase_current_site_score,23,23,False
2025-04-04,B3,anchor_site_flexible_kw,23,23,False
2025-04-04,B3,workload_arrivals,24,24,False
2025-04-04,B3,rack_residual_capacity,24,24,False
2025-04-04,B3,phase_current_site_score,24,24,False
2025-04-04,B3,anchor_site_flexible_kw,24,24,False
2025-04-04,B3,workload_arrivals,25,25,False
2025-04-04,B3,rack_residual_capacity,25,25,False
2025-04-04,B3,phase_current_site_score,25,25,False
2025-04-04,B3,anchor_site_flexible_kw,25,25,False
2025-04-04,B3,workload_arrivals,26,26,False
2025-04-04,B3,rack_residual_capacity,26,26,False
2025-04-04,B3,phase_current_site_score,26,26,False
2025-04-04,B3,anchor_site_flexible_kw,26,26,False
2025-04-04,B3,workload_arrivals,27,27,False
2025-04-04,B3,rack_residual_capacity,27,27,False
2025-04-04,B3,phase_current_site_score,27,27,False
2025-04-04,B3,anchor_site_flexible_kw,27,27,False
2025-04-04,B3,workload_arrivals,28,28,False
2025-04-04,B3,rack_residual_capacity,28,28,False
2025-04-04,B3,phase_current_site_score,28,28,False
2025-04-04,B3,anchor_site_flexible_kw,28,28,False
2025-04-04,B3,workload_arrivals,29,29,False
2025-04-04,B3,rack_residual_capacity,29,29,False
2025-04-04,B3,phase_current_site_score,29,29,False
2025-04-04,B3,anchor_site_flexible_kw,29,29,False
2025-04-04,B3,workload_arrivals,30,30,False
2025-04-04,B3,rack_residual_capacity,30,30,False
2025-04-04,B3,phase_current_site_score,30,30,False
2025-04-04,B3,anchor_site_flexible_kw,30,30,False
2025-04-04,B3,workload_arrivals,31,31,False
2025-04-04,B3,rack_residual_capacity,31,31,False
2025-04-04,B3,phase_current_site_score,31,31,False
2025-04-04,B3,anchor_site_flexible_kw,31,31,False
2025-04-04,B3,workload_arrivals,32,32,False
2025-04-04,B3,rack_residual_capacity,32,32,False
2025-04-04,B3,phase_current_site_score,32,32,False
2025-04-04,B3,anchor_site_flexible_kw,32,32,False
2025-04-04,B3,workload_arrivals,33,33,False
2025-04-04,B3,rack_residual_capacity,33,33,False
2025-04-04,B3,phase_current_site_score,33,33,False
2025-04-04,B3,anchor_site_flexible_kw,33,33,False
2025-04-04,B3,workload_arrivals,34,34,False
2025-04-04,B3,rack_residual_capacity,34,34,False
2025-04-04,B3,phase_current_site_score,34,34,False
2025-04-04,B3,anchor_site_flexible_kw,34,34,False
2025-04-04,B3,workload_arrivals,35,35,False
2025-04-04,B3,rack_residual_capacity,35,35,False
2025-04-04,B3,phase_current_site_score,35,35,False
2025-04-04,B3,anchor_site_flexible_kw,35,35,False
2025-04-04,B3,workload_arrivals,36,36,False
2025-04-04,B3,rack_residual_capacity,36,36,False
2025-04-04,B3,phase_current_site_score,36,36,False
2025-04-04,B3,anchor_site_flexible_kw,36,36,False
2025-04-04,B3,workload_arrivals,37,37,False
2025-04-04,B3,rack_residual_capacity,37,37,False
2025-04-04,B3,phase_current_site_score,37,37,False
2025-04-04,B3,anchor_site_flexible_kw,37,37,False
