date,slot,timestamp_AEST,B3_1R_actual_rho_max,B3_2R_actual_rho_max,B3_1R_critical_line,B3_2R_critical_line,B0_actual_rho_max,B1_actual_rho_max,B2_actual_rho_max,B3_1R_critical_phase,B3_2R_critical_phase
2025-05-01,17,2025-05-01T04:15:00+10:00,0.46625822745560574,0.46625822745560574,line.sw2,line.sw2,0.46045772564850945,0.45840146080779004,0.46461254057060924,A,A
2025-05-01,18,2025-05-01T04:30:00+10:00,0.6126316291083069,0.6126316291083069,line.sw2,line.sw2,0.4863040925291891,0.48421218683966905,0.485517580690238,A,A
2025-05-01,19,2025-05-01T04:45:00+10:00,0.5937964413329275,0.5937964413329275,line.sw2,line.sw2,0.4929124138426403,0.49080873715109574,0.4932612652594552,A,A
2025-05-01,20,2025-05-01T05:00:00+10:00,0.600068189488917,0.600068189488917,line.sw2,line.sw2,0.5023016077505219,0.500266544874779,0.5123340594840009,A,A
2025-05-01,21,2025-05-01T05:15:00+10:00,0.6094808410543099,0.6094808410543099,line.sw2,line.sw2,0.5109567119804188,0.5089170543737016,0.521048338102236,A,A
2025-05-01,22,2025-05-01T05:30:00+10:00,0.6271550475589849,0.6271550475589849,line.sw2,line.sw2,0.5247972049319123,0.522748798217409,0.587297124249437,A,A
2025-05-01,23,2025-05-01T05:45:00+10:00,0.5373269243894304,0.5373269243894304,line.sw1,line.sw1,0.5396629031401452,0.5376080342531842,0.5458472067950366,A,A
2025-05-01,24,2025-05-01T06:00:00+10:00,0.5271776376883097,0.5271776376883097,line.sw1,line.sw1,0.5642978755454495,0.5622247821541986,0.5941837269530098,A,A
2025-05-01,25,2025-05-01T06:15:00+10:00,0.6133444816479315,0.6133444816479315,line.sw2,line.sw2,0.585990755613458,0.5836480907783664,0.5909732470112519,A,A
2025-05-01,26,2025-05-01T06:30:00+10:00,0.6074521619371461,0.6074521619371461,line.l10,line.l10,0.6189664285597742,0.6166023872258257,0.6275618459349522,A,A
2025-05-01,27,2025-05-01T06:45:00+10:00,0.5806620935665684,0.5806620935665684,line.sw1,line.sw1,0.6331935712119837,0.630823904934527,0.5843191531278216,A,A
2025-05-01,28,2025-05-01T07:00:00+10:00,0.6309009342776952,0.6309009342776952,line.l10,line.l10,0.6693265913127228,0.6669289407508162,0.6450090594840171,A,A
2025-05-01,29,2025-05-01T07:15:00+10:00,0.6373963578819619,0.6373963578819619,line.l10,line.l10,0.6779991443844885,0.6755992045593873,0.6028768601364778,A,A
2025-05-01,30,2025-05-01T07:30:00+10:00,0.6403264162757353,0.6403264162757353,line.l10,line.l10,0.6881230518424504,0.6857172899838049,0.6072066748736208,A,A
2025-05-01,31,2025-05-01T07:45:00+10:00,0.6153658643501382,0.6153658643501382,line.l10,line.l10,0.6731701340553659,0.6707690326190677,0.6317780590371866,A,A
2025-05-01,32,2025-05-01T08:00:00+10:00,0.6288095952923761,0.6288095952923761,line.l10,line.l10,0.6674766212069877,0.6650746908026529,0.6447948984468388,A,A
2025-05-01,33,2025-05-01T08:15:00+10:00,0.6129276137787881,0.6129276137787881,line.l10,line.l10,0.6410591507475409,0.6386651260100776,0.5670906554901763,A,A
2025-05-01,34,2025-05-01T08:30:00+10:00,0.6117821172852368,0.6117821172852368,line.l10,line.l10,0.6152222798878211,0.6128351949883226,0.6273678990053737,A,A
2025-05-01,35,2025-05-01T08:45:00+10:00,0.5959522588996458,0.5959522588996458,line.l58,line.l58,0.5876069931507899,0.585228302392791,0.6061189832439875,A,A
2025-05-01,36,2025-05-01T09:00:00+10:00,0.6070342923112617,0.6070342923112617,line.l10,line.l10,0.5692030256408491,0.5668300142208741,0.5812383601764002,A,A
2025-05-01,37,2025-05-01T09:15:00+10:00,0.5868867969051339,0.5868867969051339,line.l10,line.l10,0.5463950808000122,0.5440290161441261,0.5582593009601482,A,A
2025-05-01,38,2025-05-01T09:30:00+10:00,0.5939488709377044,0.5939488709377044,line.l52,line.l52,0.5209600546464954,0.5186000945524999,0.5929442489645945,A,A
2025-05-01,39,2025-05-01T09:45:00+10:00,0.5473248691772573,0.5473248691772573,line.l10,line.l10,0.49068276608816375,0.4883314810807024,0.5060820000825859,A,A
2025-05-01,40,2025-05-01T10:00:00+10:00,0.49056910376305773,0.49056910376305773,line.l10,line.l10,0.46855923768735175,0.46621198003693326,0.49329778952480946,A,A
2025-05-01,41,2025-05-01T10:15:00+10:00,0.4683923852443285,0.4683923852443285,line.l10,line.l10,0.4489747582123844,0.4465189235349099,0.5089391305584866,A,A
2025-05-01,42,2025-05-01T10:30:00+10:00,0.4600742781270223,0.4600742781270223,line.l10,line.l10,0.4381302696407822,0.43579204208049793,0.4713927121583364,A,A
2025-05-01,43,2025-05-01T10:45:00+10:00,0.49582603316972407,0.49582603316972407,line.l10,line.l10,0.4282144605437831,0.42587926498859907,0.5287735081480138,A,A
2025-05-01,44,2025-05-01T11:00:00+10:00,0.5736872706977963,0.5736872706977963,line.l58,line.l58,0.41189266567044586,0.40956073477346994,0.44551701360094154,A,A
2025-05-01,45,2025-05-01T11:15:00+10:00,0.5690217243841418,0.5690217243841418,line.l58,line.l58,0.40912102289863006,0.406904555050738,0.4425346679208878,A,A
2025-05-01,46,2025-05-01T11:30:00+10:00,0.5558913606841089,0.5558913606841089,line.l58,line.l58,0.39730556337449235,0.39524922371735977,0.4303233411326159,A,A
2025-05-01,47,2025-05-01T11:45:00+10:00,0.45904985025654393,0.45904985025654393,line.l10,line.l10,0.3944022961877851,0.392346968455537,0.48328696579541897,A,A
2025-05-01,48,2025-05-01T12:00:00+10:00,0.45898324229406745,0.45898324229406745,line.l10,line.l10,0.39572212302748194,0.39366705986154965,0.45724470692292857,A,A
2025-05-01,49,2025-05-01T12:15:00+10:00,0.5485999519387997,0.5485999519387997,line.l58,line.l58,0.3907950072606854,0.38874086399676283,0.4221600712209343,A,A
2025-05-01,50,2025-05-01T12:30:00+10:00,0.5485037339329696,0.5485037339329696,line.l58,line.l58,0.39272751678649326,0.39067350865536477,0.4233937424320939,A,A
2025-05-01,51,2025-05-01T12:45:00+10:00,0.5072750885887681,0.5072750885887681,line.l58,line.l58,0.3943239734063878,0.3923714841285096,0.4813869424301822,A,A
2025-05-01,52,2025-05-01T13:00:00+10:00,0.56554714570498,0.56554714570498,line.sw2,line.sw2,0.3937719845907511,0.3918196731405312,0.4247670206348804,A,A
2025-05-01,53,2025-05-01T13:15:00+10:00,0.5670018087461116,0.5670018087461116,line.sw2,line.sw2,0.40086310749808085,0.39890967386723547,0.4883556160227983,A,A
2025-05-01,54,2025-05-01T13:30:00+10:00,0.5641807501897151,0.5641807501897151,line.sw2,line.sw2,0.4052444095726725,0.4032901700353573,0.4351378733876359,A,A
2025-05-01,55,2025-05-01T13:45:00+10:00,0.5741902677795392,0.5741902677795392,line.sw2,line.sw2,0.40701963634372146,0.40496324400370476,0.4923093685219876,A,A
2025-05-01,56,2025-05-01T14:00:00+10:00,0.5041456781591904,0.5041456781591904,line.l58,line.l58,0.410975910863495,0.40891935195725393,0.44086418950598166,A,A
2025-05-01,57,2025-05-01T14:15:00+10:00,0.5261901325436927,0.5261901325436927,line.l58,line.l58,0.42094766822857393,0.41888899910266425,0.46956078784853444,A,A
2025-05-01,58,2025-05-01T14:30:00+10:00,0.5384478517527083,0.5384478517527083,line.l58,line.l58,0.42962602040318404,0.4272994982717155,0.5228408345717068,A,A
2025-05-01,59,2025-05-01T14:45:00+10:00,0.5673819513446192,0.567381923085955,line.l58,line.l58,0.4612620052409284,0.45880786431278836,0.4909505239860436,A,A
2025-05-01,60,2025-05-01T15:00:00+10:00,0.5814448443052458,0.5814448126415916,line.sw2,line.sw2,0.47300225150369923,0.47055374402226907,0.49469149282037833,A,A
2025-05-01,61,2025-05-01T15:15:00+10:00,0.6149303017027016,0.6149271704198065,line.sw2,line.sw2,0.5017976893010176,0.4992214692849695,0.613789377516022,A,A
2025-05-01,62,2025-05-01T15:30:00+10:00,0.598494435342552,0.5984907576467718,line.l58,line.l58,0.5146170296348626,0.5119338894940327,0.5949483442518557,A,A
2025-05-01,63,2025-05-01T15:45:00+10:00,0.6305001631862014,0.6304964520525427,line.l58,line.l58,0.5401107187919916,0.5375322477669654,0.5496827136159171,A,A
2025-05-01,64,2025-05-01T16:00:00+10:00,0.5990164232572589,0.5990164232526889,line.l10,line.l10,0.5626011258006394,0.5601449930920706,0.619403381362812,A,A
2025-05-01,65,2025-05-01T16:15:00+10:00,0.6235893030801923,0.6235892944888755,line.l10,line.l10,0.588988778427373,0.5864028992130934,0.6099972011321378,A,A
2025-05-01,66,2025-05-01T16:30:00+10:00,0.6091366431696976,0.6091366431604062,line.l10,line.l10,0.6121061769001414,0.6096431231934674,0.6287523866594122,A,A
2025-05-01,67,2025-05-01T16:45:00+10:00,0.6304351948098808,0.6304351948130021,line.l10,line.l10,0.6319146448725673,0.6294446592369067,0.6445971108620148,A,A
2025-05-01,68,2025-05-01T17:00:00+10:00,0.6043719041389991,0.6043719041364303,line.l10,line.l10,0.6451971313747219,0.6427355122863233,0.6259066029919382,A,A
2025-05-01,69,2025-05-01T17:15:00+10:00,0.621708674588077,0.6217086746017856,line.l10,line.l10,0.6619061643612225,0.6594374501482377,0.6427307917400595,A,A
2025-05-01,70,2025-05-01T17:30:00+10:00,0.5975837578912538,0.5975837578996551,line.sw1,line.sw1,0.6742084404826042,0.6717404309155997,0.617115799001227,A,A
2025-05-01,71,2025-05-01T17:45:00+10:00,0.6084234635462049,0.608423463546541,line.sw1,line.sw1,0.6854112724977248,0.6829360622180833,0.6288543064274144,A,A
2025-05-01,72,2025-05-01T18:00:00+10:00,0.5971903032937989,0.5971903032946045,line.sw1,line.sw1,0.6903019730909081,0.6878325203520091,0.6183467388035604,A,A
2025-05-01,73,2025-05-01T18:15:00+10:00,0.5988585749932208,0.5988585749960549,line.sw1,line.sw1,0.6934396662344947,0.6909693146744522,0.6216753163642164,A,A
2025-05-01,74,2025-05-01T18:30:00+10:00,0.5964486602769309,0.5964486602770178,line.sw1,line.sw1,0.6919760265234803,0.689691476146789,0.6196163046745173,A,A
2025-05-01,75,2025-05-01T18:45:00+10:00,0.5941252970277247,0.5941252970275382,line.sw1,line.sw1,0.6895033805899711,0.6872214233993029,0.61580098575797,A,A
2025-05-01,76,2025-05-01T19:00:00+10:00,0.5930442758409177,0.5930442758409177,line.sw1,line.sw1,0.6825210039679926,0.6802508155057712,0.6158058199339635,A,A
2025-05-01,77,2025-05-01T19:15:00+10:00,0.589807654428432,0.589807654428432,line.sw1,line.sw1,0.6797698488029746,0.6775019339331302,0.6115697608275492,A,A
2025-05-01,78,2025-05-01T19:30:00+10:00,0.5996891605954424,0.5996891605954424,line.sw1,line.sw1,0.6800439224136022,0.677682492938977,0.6222353986576804,A,A
2025-05-01,79,2025-05-01T19:45:00+10:00,0.5937633305405676,0.5937633305405676,line.sw1,line.sw1,0.6750443179058069,0.6728391249246425,0.6138989338764674,A,A
2025-05-01,80,2025-05-01T20:00:00+10:00,0.6006764895935818,0.6006764895935818,line.sw1,line.sw1,0.6683082777233494,0.6660745402698347,0.6241420156732768,A,A
2025-05-01,81,2025-05-01T20:15:00+10:00,0.5881121591403595,0.5881121591403595,line.sw1,line.sw1,0.6548852784384391,0.6534041096188,0.6175662159672854,A,A
2025-05-01,82,2025-05-01T20:30:00+10:00,0.5998891896992259,0.5998891896992259,line.sw1,line.sw1,0.652183777120332,0.6521753747751577,0.6306461061168035,A,A
2025-05-01,83,2025-05-01T20:45:00+10:00,0.5945851512401846,0.5945851512401846,line.sw1,line.sw1,0.6453902502627296,0.6453889942012444,0.6228662998833839,A,A
2025-05-01,84,2025-05-01T21:00:00+10:00,0.5974297623235536,0.5974297623235536,line.sw2,line.sw2,0.6274476366398215,0.6274465524410747,0.6170009165599898,A,A
2025-05-01,85,2025-05-01T21:15:00+10:00,0.5917481272676268,0.5917481272676268,line.sw2,line.sw2,0.6231414841561458,0.6238664785287302,0.6126461637405147,A,A
2025-05-01,86,2025-05-01T21:30:00+10:00,0.6066072564025654,0.6066072564025654,line.sw2,line.sw2,0.619820528937653,0.6205431727244087,0.6345438524865704,A,A
2025-05-01,87,2025-05-01T21:45:00+10:00,0.5926479300017023,0.5926479300017023,line.sw2,line.sw2,0.6058579015030711,0.6065756133270037,0.622473119611842,A,A
2025-05-01,88,2025-05-01T22:00:00+10:00,0.6151518061506328,0.6151518061506328,line.sw2,line.sw2,0.5979975836785061,0.5988844356099751,0.6456800555464943,A,A
2025-05-01,89,2025-05-01T22:15:00+10:00,0.6073455165735074,0.6073455165735074,line.sw2,line.sw2,0.585768195036003,0.5866523257519469,0.6381940136495806,A,A
2025-05-01,90,2025-05-01T22:30:00+10:00,0.6313692347048949,0.6313692347048949,line.sw2,line.sw2,0.5804409947624033,0.5813187377197372,0.6574208020728894,A,A
2025-05-01,91,2025-05-01T22:45:00+10:00,0.6291386681017999,0.6291386681017999,line.sw2,line.sw2,0.5719856874233396,0.5728591188299174,0.656571885867607,A,A
2025-05-01,92,2025-05-01T23:00:00+10:00,0.635231446733708,0.635231446733708,line.sw2,line.sw2,0.5759667086922456,0.5770013787458452,0.6604200504148935,A,A
2025-05-01,93,2025-05-01T23:15:00+10:00,0.6383332085980001,0.6383332085980001,line.sw2,line.sw2,0.5779821183718733,0.5788459402436573,0.6626870422686101,A,A
2025-05-01,94,2025-05-01T23:30:00+10:00,0.6408922859212755,0.6408922859212755,line.sw2,line.sw2,0.5667916779386999,0.5669643888308736,0.6665856358858083,A,A
2025-05-01,95,2025-05-01T23:45:00+10:00,0.6155218472273964,0.6155218472273964,line.sw2,line.sw2,0.5538137650861068,0.5539843194344096,0.6430386887940128,A,A
2025-05-02,0,2025-05-02T00:00:00+10:00,0.5876197820252105,0.5876197820252105,line.sw2,line.sw2,0.5264016696830306,0.5264016696830306,0.5256163998773941,A,A
2025-05-02,1,2025-05-02T00:15:00+10:00,0.541716857344322,0.541716857344322,line.sw2,line.sw2,0.5131732973878649,0.5131706944214656,0.5657207452130952,A,A
2025-05-02,2,2025-05-02T00:30:00+10:00,0.5616439814067965,0.5616439814067965,line.sw2,line.sw2,0.509733192461496,0.509729552214169,0.5133405220605559,A,A
2025-05-02,3,2025-05-02T00:45:00+10:00,0.5753732957526632,0.5753732957526632,line.sw2,line.sw2,0.5029670859269222,0.5029635527898715,0.5049458956396043,A,A
2025-05-02,4,2025-05-02T01:00:00+10:00,0.5838173978766124,0.5838173978766124,line.sw2,line.sw2,0.4980173021979852,0.4980136685153347,0.5047003320646434,A,A
2025-05-02,5,2025-05-02T01:15:00+10:00,0.5668401843129675,0.5668401843129675,line.sw2,line.sw2,0.48549068225242276,0.4854898475505344,0.49061134230647474,A,A
2025-05-02,6,2025-05-02T01:30:00+10:00,0.5577686944111768,0.5577686944111768,line.sw2,line.sw2,0.4772330630295956,0.4772330350992486,0.4851744591934841,A,A
2025-05-02,7,2025-05-02T01:45:00+10:00,0.5341623406809798,0.5341623406809798,line.sw1,line.sw1,0.4722017604847349,0.4722017327837251,0.520467507544154,A,A
2025-05-02,8,2025-05-02T02:00:00+10:00,0.537691982307969,0.537691982307969,line.sw1,line.sw1,0.4734197009432208,0.4734196746341832,0.4829195009709154,A,A
2025-05-02,9,2025-05-02T02:15:00+10:00,0.5539512507524479,0.5539512507524479,line.sw2,line.sw2,0.4680011086270895,0.4680010828731879,0.4764546551726961,A,A
2025-05-02,10,2025-05-02T02:30:00+10:00,0.5646802901983986,0.5646802901983986,line.sw2,line.sw2,0.4596389406810794,0.45963891371925236,0.4693360723316979,A,A
2025-05-02,11,2025-05-02T02:45:00+10:00,0.5749262260394498,0.5749262260394498,line.sw2,line.sw2,0.4605815144591104,0.46058149061006126,0.47032200094086324,A,A
2025-05-02,12,2025-05-02T03:00:00+10:00,0.5692202837469037,0.5692202837469037,line.sw2,line.sw2,0.4601618288180925,0.46016180495247866,0.4701470285402376,A,A
2025-05-02,13,2025-05-02T03:15:00+10:00,0.5611678835412347,0.5611678835412347,line.sw2,line.sw2,0.4551970011249928,0.45519697659245223,0.5065111996609755,A,A
2025-05-02,14,2025-05-02T03:30:00+10:00,0.5681231993034116,0.5681231993034116,line.sw2,line.sw2,0.46095252707076084,0.4609525051219817,0.4712554408493474,A,A
2025-05-02,15,2025-05-02T03:45:00+10:00,0.5650356209530595,0.5650356209530595,line.sw2,line.sw2,0.45830485288480827,0.45830482902015984,0.4681637621081173,A,A
2025-05-02,16,2025-05-02T04:00:00+10:00,0.5403052153742293,0.5403052153742293,line.l10,line.l10,0.45529470806029204,0.45529468458531375,0.46372964604572026,A,A
2025-05-02,17,2025-05-02T04:15:00+10:00,0.5855156043144703,0.5855156043144703,line.sw2,line.sw2,0.4783827590433264,0.47838273298867073,0.482376769178039,A,A
2025-05-02,18,2025-05-02T04:30:00+10:00,0.5716377541458721,0.5716377541458721,line.sw2,line.sw2,0.48359988838049645,0.4835998645409499,0.486857170219977,A,A
2025-05-02,19,2025-05-02T04:45:00+10:00,0.5858490987790967,0.5858490987790967,line.sw2,line.sw2,0.47420990549443826,0.4742098811844486,0.4814545873383685,A,A
2025-05-02,20,2025-05-02T05:00:00+10:00,0.5511308077056248,0.5511308077056248,line.sw2,line.sw2,0.4785849240223618,0.4785849002997379,0.5295478732605516,A,A
2025-05-02,21,2025-05-02T05:15:00+10:00,0.5797292214673102,0.5797292214673102,line.sw2,line.sw2,0.49145129379559205,0.4914512682166137,0.5440821298696464,A,A
2025-05-02,22,2025-05-02T05:30:00+10:00,0.5127087845813834,0.5127087845813834,line.sw1,line.sw1,0.5174147608703664,0.5174130358404104,0.5299903420522915,A,A
2025-05-02,23,2025-05-02T05:45:00+10:00,0.5621649182534536,0.5621649182534536,line.sw2,line.sw2,0.534475536815544,0.5344737384351276,0.5326399111041928,A,A
2025-05-02,24,2025-05-02T06:00:00+10:00,0.5601194081766178,0.5601194081766178,line.l10,line.l10,0.5742197742746459,0.5742175159617576,0.5738168368272153,A,A
2025-05-02,25,2025-05-02T06:15:00+10:00,0.5691958536956572,0.5691958536956572,line.sw1,line.sw1,0.5840392835860385,0.5840371490562452,0.601722804236158,A,A
2025-05-02,26,2025-05-02T06:30:00+10:00,0.5629735717984344,0.5629735717984344,line.sw1,line.sw1,0.6194513948456196,0.619448952251334,0.6072752470961956,A,A
2025-05-02,27,2025-05-02T06:45:00+10:00,0.5721202395997127,0.5721202395997127,line.sw1,line.sw1,0.6460864702144012,0.6460839018453928,0.6200479003844335,A,A
2025-05-02,28,2025-05-02T07:00:00+10:00,0.5761578032152778,0.5761578032152778,line.sw1,line.sw1,0.6752892247289969,0.6752863020552624,0.611804880485044,A,A
2025-05-02,29,2025-05-02T07:15:00+10:00,0.5969113430473033,0.5969113430473033,line.sw1,line.sw1,0.6991976029176614,0.6991946348820651,0.6396546844760473,A,A
2025-05-02,30,2025-05-02T07:30:00+10:00,0.591280421999824,0.591280421999824,line.sw1,line.sw1,0.7013158596155065,0.7013128436537175,0.6366777348411555,A,A
2025-05-02,31,2025-05-02T07:45:00+10:00,0.5674345947412713,0.5674345947412713,line.sw1,line.sw1,0.6811175837368234,0.6811146540157084,0.6102396979709733,A,A
2025-05-02,32,2025-05-02T08:00:00+10:00,0.6016466769724663,0.6016466769724663,line.l10,line.l10,0.6853343196631035,0.6853312277642765,0.6366591436938326,A,A
2025-05-02,33,2025-05-02T08:15:00+10:00,0.5670772506305357,0.5670772506305357,line.l10,line.l10,0.6586467626227712,0.6586438076254167,0.6108967833662681,A,A
2025-05-02,34,2025-05-02T08:30:00+10:00,0.5929255719936878,0.5929255719936878,line.l58,line.l58,0.6363649678356588,0.6363619802710414,0.6293633979946189,A,A
2025-05-02,35,2025-05-02T08:45:00+10:00,0.566569144989896,0.566569144989896,line.l10,line.l10,0.6114843783306679,0.6114815088744487,0.6119504084575027,A,A
2025-05-02,36,2025-05-02T09:00:00+10:00,0.5875198053087023,0.5875198053087023,line.l10,line.l10,0.5904873977933783,0.5904844909289455,0.6345184722239076,A,A
2025-05-02,37,2025-05-02T09:15:00+10:00,0.5634043602857899,0.5634043602857899,line.l10,line.l10,0.5644495808349826,0.564446840714517,0.5979651187222167,A,A
2025-05-02,38,2025-05-02T09:30:00+10:00,0.5718338857266564,0.5718338857266564,line.l10,line.l10,0.5252090582383884,0.5252064538021148,0.5591967536852777,A,A
2025-05-02,39,2025-05-02T09:45:00+10:00,0.5671589086691117,0.5671589086691117,line.l10,line.l10,0.5087899448600516,0.5087874339244898,0.5424477614797902,A,A
2025-05-02,40,2025-05-02T10:00:00+10:00,0.595648986557167,0.595648986557167,line.l52,line.l52,0.482885246765085,0.4828827853467613,0.5164229403761014,A,A
2025-05-02,41,2025-05-02T10:15:00+10:00,0.5764780733811092,0.5764780733811092,line.l52,line.l52,0.450018881415757,0.45001660918802683,0.48127363043413673,A,A
2025-05-02,42,2025-05-02T10:30:00+10:00,0.5977793154922331,0.5977793154922331,line.l52,line.l52,0.4380180555760262,0.4380158602633584,0.47056423774227996,A,A
2025-05-02,43,2025-05-02T10:45:00+10:00,0.588135160339609,0.588135160339609,line.l52,line.l52,0.42039134637083386,0.4203892733787482,0.4523369165881919,A,A
2025-05-02,44,2025-05-02T11:00:00+10:00,0.6063596196420172,0.6063596196420172,line.l58,line.l58,0.4045607333447236,0.40455872883968447,0.47935205801767283,A,A
2025-05-02,45,2025-05-02T11:15:00+10:00,0.5693934167063724,0.5693934167063724,line.sw2,line.sw2,0.391927687199584,0.39192576085019626,0.4241832703736364,A,A
2025-05-02,46,2025-05-02T11:30:00+10:00,0.5493544271152196,0.5493544271152196,line.sw2,line.sw2,0.3856941321465676,0.38569242239857865,0.41609359095376214,A,A
2025-05-02,47,2025-05-02T11:45:00+10:00,0.5823640576269531,0.5823640576269531,line.sw2,line.sw2,0.3761193358796307,0.3761176756654256,0.4062770378526324,A,A
2025-05-02,48,2025-05-02T12:00:00+10:00,0.5794698457811549,0.5794698457811549,line.sw2,line.sw2,0.36391633228393055,0.3639147563829345,0.3946036792293263,A,A
2025-05-02,49,2025-05-02T12:15:00+10:00,0.5974327313549653,0.5974327313549653,line.l52,line.l52,0.3613135000016705,0.3613119379073976,0.3919189139726925,A,A
2025-05-02,50,2025-05-02T12:30:00+10:00,0.6048541209436921,0.6048541209436921,line.l52,line.l52,0.3581939599321698,0.3581924239917744,0.38815150674132626,A,A
2025-05-02,51,2025-05-02T12:45:00+10:00,0.6121659073758645,0.6121659073758645,line.l52,line.l52,0.3636342356625164,0.3636326888953873,0.3938196557417037,A,A
2025-05-02,52,2025-05-02T13:00:00+10:00,0.6017145944643252,0.6017145944643252,line.l52,line.l52,0.36154642102954065,0.3615448706690872,0.42638296744378623,A,A
2025-05-02,53,2025-05-02T13:15:00+10:00,0.6138719566802968,0.6138719566802968,line.l52,line.l52,0.36760881083360253,0.36760722861600437,0.4327044702354037,A,A
2025-05-02,54,2025-05-02T13:30:00+10:00,0.600171404166354,0.600171404166354,line.l52,line.l52,0.3649469021787113,0.36494534272066453,0.39419696188427267,A,A
2025-05-02,55,2025-05-02T13:45:00+10:00,0.6181181968521559,0.6181181968521559,line.l52,line.l52,0.3719699088179736,0.371968339492818,0.4437815745868665,A,A
2025-05-02,56,2025-05-02T14:00:00+10:00,0.578523266009392,0.578523266009392,line.sw2,line.sw2,0.3875833664510864,0.38758175624958374,0.4164569429429168,A,A
2025-05-02,57,2025-05-02T14:15:00+10:00,0.6043419635150619,0.6043419635150619,line.sw2,line.sw2,0.4013521977606165,0.4013505304553375,0.4307707211724778,A,A
2025-05-02,58,2025-05-02T14:30:00+10:00,0.5673639592623533,0.5673639592623533,line.sw2,line.sw2,0.4047098811578307,0.40470813728154253,0.4583063600174138,A,A
2025-05-02,59,2025-05-02T14:45:00+10:00,0.6027265204129303,0.6027265204129303,line.sw2,line.sw2,0.4232628182215524,0.4232609699371616,0.4890967540269304,A,A
2025-05-02,60,2025-05-02T15:00:00+10:00,0.5747984815736183,0.5747984815736183,line.sw2,line.sw2,0.43772365157593557,0.4377218611909604,0.46477420582814,A,A
2025-05-02,61,2025-05-02T15:15:00+10:00,0.6104466252268961,0.6104466252268961,line.l52,line.l52,0.45152765792300964,0.4515258080132166,0.493841802459221,A,A
2025-05-02,62,2025-05-02T15:30:00+10:00,0.5732631405909444,0.5732631405909444,line.l58,line.l58,0.47709068596445814,0.4770888437545178,0.540285678176859,A,A
2025-05-02,63,2025-05-02T15:45:00+10:00,0.5903598441137585,0.5903598441137585,line.l52,line.l52,0.499257434215235,0.499255455138558,0.540096193508993,A,A
