date,slot,timestamp_AEST,MESS_id,station_or_location,connected,DA_P_kW,DA_Q_kvar,Actual_P_kW,Actual_Q_kvar,SOC_kWh,DA_SOC_kWh,route_or_leg,DA_station_or_location,DA_mode
2025-05-01,2,2025-05-01T00:30:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,760,760,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-01,3,2025-05-01T00:45:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,392.3141121612922,760,760,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-01,3,2025-05-01T00:45:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-323.4597739069136,763.1118711643013,763.1118711643013,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-01,3,2025-05-01T00:45:00+10:00,MESS03,STA08,true,0,310.0671010534169,0,120.12856566907249,902.9312389537318,902.9312389537318,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-01,3,2025-05-01T00:45:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,760,760,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-01,4,2025-05-01T01:00:00+10:00,MESS01,STA01,true,-300,254.815938128859,-300,243.55359179651876,831.25,760,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-01,4,2025-05-01T01:00:00+10:00,MESS02,STA12,true,222.22809320784086,-332.58784492101813,222.22809320784086,-332.58784492101813,704.6307940043432,763.1118711643013,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-01,4,2025-05-01T01:00:00+10:00,MESS03,STA08,true,-185.94921653356306,340.0713717006864,-185.94921653356306,200.68409771953196,947.0941778804531,902.9312389537318,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-01,4,2025-05-01T01:00:00+10:00,MESS04,STA06,true,-222.22809320784094,-332.5878449210181,-222.22809320784094,-332.5878449210181,812.7791721368623,760,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-01,5,2025-05-01T01:15:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,380.38071560075315,831.25,831.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-01,5,2025-05-01T01:15:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,704.6307940043432,704.6307940043432,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-01,5,2025-05-01T01:15:00+10:00,MESS03,STA08,true,0,308.14415718037947,0,155.96518668345246,947.0941778804531,947.0941778804531,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-01,5,2025-05-01T01:15:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,812.7791721368623,812.7791721368623,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-01,6,2025-05-01T01:30:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,390.4988342708865,831.25,831.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-01,6,2025-05-01T01:30:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,704.6307940043432,704.6307940043432,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-01,6,2025-05-01T01:30:00+10:00,MESS03,STA08,true,-300,254.815938128859,-300,234.9266918228444,1018.3441778804531,947.0941778804531,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-01,6,2025-05-01T01:30:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,812.7791721368623,812.7791721368623,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-01,7,2025-05-01T01:45:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,392.3141121612922,831.25,831.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-01,7,2025-05-01T01:45:00+10:00,MESS02,STA12,true,-193.39673783078976,-344.5301833397911,-193.39673783078976,-344.5301833397911,750.5625192391558,704.6307940043432,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-01,7,2025-05-01T01:45:00+10:00,MESS03,STA08,true,0,-392.3141121612922,0,-392.3141121612922,1018.3441778804531,1018.3441778804531,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-01,7,2025-05-01T01:45:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,812.7791721368623,812.7791721368623,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-01,8,2025-05-01T02:00:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,377.2741546973499,831.25,831.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-01,8,2025-05-01T02:00:00+10:00,MESS02,STA12,true,-300,-254.815938128859,-300,-254.815938128859,821.8125192391558,750.5625192391558,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-01,8,2025-05-01T02:00:00+10:00,MESS03,STA08,true,-96.73871905257188,304.5421257143894,-96.73871905257188,114.22838561294397,1041.319623655439,1018.3441778804531,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-01,8,2025-05-01T02:00:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,812.7791721368623,812.7791721368623,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-01,9,2025-05-01T02:15:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,392.3141121612922,831.25,831.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-01,9,2025-05-01T02:15:00+10:00,MESS02,STA12,true,-130.2584918686456,-370.6829011217596,-130.2584918686456,-370.6829011217596,852.7489110579592,821.8125192391558,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-01,9,2025-05-01T02:15:00+10:00,MESS03,STA08,true,0,-392.3141121612922,0,-392.3141121612922,1041.319623655439,1041.319623655439,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-01,9,2025-05-01T02:15:00+10:00,MESS04,STA06,true,-78.03612880645147,-392.3141121612922,-78.03612880645147,-392.31411216129214,831.3127527283945,812.7791721368623,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-01,10,2025-05-01T02:30:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,392.3141121612922,831.25,831.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-01,10,2025-05-01T02:30:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,852.7489110579592,852.7489110579592,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-01,10,2025-05-01T02:30:00+10:00,MESS03,STA08,true,0,-392.3141121612922,0,-392.3141121612922,1041.319623655439,1041.319623655439,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-01,10,2025-05-01T02:30:00+10:00,MESS04,STA06,true,0,-392.3141121612927,0,-392.3141121612927,831.3127527283945,831.3127527283945,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-01,11,2025-05-01T02:45:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,392.3141121612922,831.25,831.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-01,11,2025-05-01T02:45:00+10:00,MESS02,STA12,true,-300,-254.815938128859,-300,-211.01944876296136,923.9989110579592,852.7489110579592,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-01,11,2025-05-01T02:45:00+10:00,MESS03,STA08,true,0,304.22331815531993,0,128.97806805292407,1041.319623655439,1041.319623655439,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-01,11,2025-05-01T02:45:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-373.9243881537316,831.3127527283945,831.3127527283945,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-01,12,2025-05-01T03:00:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,380.30832691026546,831.25,831.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-01,12,2025-05-01T03:00:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,923.9989110579592,923.9989110579592,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-01,12,2025-05-01T03:00:00+10:00,MESS03,STA08,true,0,302.99062424799797,0,149.8899499450323,1041.319623655439,1041.319623655439,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-01,12,2025-05-01T03:00:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,831.3127527283945,831.3127527283945,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-01,13,2025-05-01T03:15:00+10:00,MESS01,STA01,true,-300,254.815938128859,-300,254.815938128859,902.5,831.25,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-01,13,2025-05-01T03:15:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,923.9989110579592,923.9989110579592,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-01,13,2025-05-01T03:15:00+10:00,MESS03,STA08,true,0,-392.3141121612922,0,-392.3141121612922,1041.319623655439,1041.319623655439,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-01,13,2025-05-01T03:15:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,831.3127527283945,831.3127527283945,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-01,14,2025-05-01T03:30:00+10:00,MESS01,STA01,true,-300,254.815938128859,-300,254.815938128859,973.75,902.5,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-01,14,2025-05-01T03:30:00+10:00,MESS02,STA12,true,-12.551748256418023,-392.3141121612922,-12.551748256418023,-392.3141121612922,926.9799512688585,923.9989110579592,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-01,14,2025-05-01T03:30:00+10:00,MESS03,STA08,true,0,-392.3141121612922,0,-392.3141121612922,1041.319623655439,1041.319623655439,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-01,14,2025-05-01T03:30:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,831.3127527283945,831.3127527283945,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-01,15,2025-05-01T03:45:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,281.15929183132073,973.75,973.75,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-01,15,2025-05-01T03:45:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-324.8851241335702,926.9799512688585,926.9799512688585,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-01,15,2025-05-01T03:45:00+10:00,MESS03,STA08,true,0,303.2347939765351,0,128.97806805292407,1041.319623655439,1041.319623655439,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-01,15,2025-05-01T03:45:00+10:00,MESS04,STA06,true,-300,-254.815938128859,-300,-254.815938128859,902.5627527283945,831.3127527283945,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-01,16,2025-05-01T04:00:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,390.0781849587509,973.75,973.75,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-01,16,2025-05-01T04:00:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,926.9799512688585,926.9799512688585,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-01,16,2025-05-01T04:00:00+10:00,MESS03,STA08,true,0,-392.3141121612922,0,-392.3141121612922,1041.319623655439,1041.319623655439,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-01,16,2025-05-01T04:00:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,902.5627527283945,902.5627527283945,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-01,17,2025-05-01T04:15:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,335.8165822091323,973.75,973.75,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-01,17,2025-05-01T04:15:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,926.9799512688585,926.9799512688585,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-01,17,2025-05-01T04:15:00+10:00,MESS03,STA08,true,0,305.527429573791,0,128.97806805292407,1041.319623655439,1041.319623655439,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-01,17,2025-05-01T04:15:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-324.8851241335702,902.5627527283945,902.5627527283945,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-01,18,2025-05-01T04:30:00+10:00,MESS01,STA01,true,-209.79187514639116,337.7390951066999,-209.79187514639116,337.7390951066999,1023.5755703472679,973.75,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-01,18,2025-05-01T04:30:00+10:00,MESS02,STA12,true,-78.03612880645147,-392.3141121612922,-78.03612880645147,-392.31411216129214,945.5135318603907,926.9799512688585,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-01,18,2025-05-01T04:30:00+10:00,MESS03,STA08,true,0,-392.3141121612922,0,-392.3141121612922,1041.319623655439,1041.319623655439,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-01,18,2025-05-01T04:30:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,902.5627527283945,902.5627527283945,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-01,19,2025-05-01T04:45:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,392.3141121612922,1023.5755703472679,1023.5755703472679,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-01,19,2025-05-01T04:45:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,945.5135318603907,945.5135318603907,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-01,19,2025-05-01T04:45:00+10:00,MESS03,STA08,true,0,-381.29011415172323,0,-381.29011415172323,1041.319623655439,1041.319623655439,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-01,19,2025-05-01T04:45:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,902.5627527283945,902.5627527283945,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-01,20,2025-05-01T05:00:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,392.3141121612922,1023.5755703472679,1023.5755703472679,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-01,20,2025-05-01T05:00:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,945.5135318603907,945.5135318603907,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-01,20,2025-05-01T05:00:00+10:00,MESS03,STA08,true,0,-392.3141121612922,0,-392.3141121612922,1041.319623655439,1041.319623655439,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-01,20,2025-05-01T05:00:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,902.5627527283945,902.5627527283945,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-01,21,2025-05-01T05:15:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,392.3141121612922,1023.5755703472679,1023.5755703472679,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-01,21,2025-05-01T05:15:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,945.5135318603907,945.5135318603907,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-01,21,2025-05-01T05:15:00+10:00,MESS03,STA08,true,0,-392.3141121612922,0,-392.3141121612922,1041.319623655439,1041.319623655439,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-01,21,2025-05-01T05:15:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,902.5627527283945,902.5627527283945,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-01,22,2025-05-01T05:30:00+10:00,MESS01,STA01,true,0,392.3141121612922,0,392.3141121612922,1023.5755703472679,1023.5755703472679,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA01,CONNECTED
2025-05-01,22,2025-05-01T05:30:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,945.5135318603907,945.5135318603907,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-01,22,2025-05-01T05:30:00+10:00,MESS03,STA08,true,0,-392.3141121612922,0,-392.3141121612922,1041.319623655439,1041.319623655439,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
2025-05-01,22,2025-05-01T05:30:00+10:00,MESS04,STA06,true,0,-392.3141121612922,0,-392.3141121612922,902.5627527283945,902.5627527283945,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA06,CONNECTED
2025-05-01,23,2025-05-01T05:45:00+10:00,MESS01,TRANSIT_UNAVAILABLE,false,0,0,0,0,1020.4228933186403,1023.5755703472679,"{""connection_ready_slot"":25,""departure_slot"":23,""destination_service_id"":""STA02"",""origin_service_id"":""STA01"",""route_link_ids"":[""RL_43_14_01""]}",,TRANSIT
2025-05-01,23,2025-05-01T05:45:00+10:00,MESS02,STA12,true,0,-392.3141121612922,0,-392.3141121612922,945.5135318603907,945.5135318603907,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA12,CONNECTED
2025-05-01,23,2025-05-01T05:45:00+10:00,MESS03,STA08,true,0,173.91584001578042,0,135.86179914756718,1041.319623655439,1041.319623655439,"{""connection_ready_slot"":null,""departure_slot"":null,""destination_service_id"":null,""origin_service_id"":null,""route_link_ids"":[]}",STA08,CONNECTED
