date,slot,timestamp_AEST,AIDC_id,IT_power_kW,GPU_or_workload_quantity,flexible_workload,fixed_workload,stage
2025-05-01,12,2025-05-01T03:00:00+10:00,AIDC09,26.07538421883456,40,40,0,DA
2025-05-01,12,2025-05-01T03:00:00+10:00,AIDC10,47.76897716551248,72,44,28,DA
2025-05-01,12,2025-05-01T03:00:00+10:00,AIDC11,21.69359294667792,32,18,14,DA
2025-05-01,12,2025-05-01T03:00:00+10:00,AIDC12,52.15076843766912,80,72,8,DA
2025-05-01,13,2025-05-01T03:15:00+10:00,AIDC01,52.15076843766912,80,78,2,DA
2025-05-01,13,2025-05-01T03:15:00+10:00,AIDC02,26.07538421883456,40,31,9,DA
2025-05-01,13,2025-05-01T03:15:00+10:00,AIDC03,52.15076843766912,80,55,25,DA
2025-05-01,13,2025-05-01T03:15:00+10:00,AIDC04,23.88448858275624,36,12,24,DA
2025-05-01,13,2025-05-01T03:15:00+10:00,AIDC05,65.1884605470864,100,44,56,DA
2025-05-01,13,2025-05-01T03:15:00+10:00,AIDC06,52.15076843766912,80,18,62,DA
2025-05-01,13,2025-05-01T03:15:00+10:00,AIDC07,24.43221249177582,37,10,27,DA
2025-05-01,13,2025-05-01T03:15:00+10:00,AIDC08,51.60304452864954,79,16,63,DA
2025-05-01,13,2025-05-01T03:15:00+10:00,AIDC09,26.07538421883456,40,40,0,DA
2025-05-01,13,2025-05-01T03:15:00+10:00,AIDC10,47.76897716551248,72,44,28,DA
2025-05-01,13,2025-05-01T03:15:00+10:00,AIDC11,21.69359294667792,32,18,14,DA
2025-05-01,13,2025-05-01T03:15:00+10:00,AIDC12,52.15076843766912,80,72,8,DA
2025-05-01,14,2025-05-01T03:30:00+10:00,AIDC01,52.15076843766912,80,78,2,DA
2025-05-01,14,2025-05-01T03:30:00+10:00,AIDC02,26.07538421883456,40,31,9,DA
2025-05-01,14,2025-05-01T03:30:00+10:00,AIDC03,52.15076843766912,80,55,25,DA
2025-05-01,14,2025-05-01T03:30:00+10:00,AIDC04,23.88448858275624,36,12,24,DA
2025-05-01,14,2025-05-01T03:30:00+10:00,AIDC05,65.1884605470864,100,44,56,DA
2025-05-01,14,2025-05-01T03:30:00+10:00,AIDC06,52.15076843766912,80,18,62,DA
2025-05-01,14,2025-05-01T03:30:00+10:00,AIDC07,24.43221249177582,37,10,27,DA
2025-05-01,14,2025-05-01T03:30:00+10:00,AIDC08,51.60304452864954,79,16,63,DA
2025-05-01,14,2025-05-01T03:30:00+10:00,AIDC09,26.07538421883456,40,40,0,DA
2025-05-01,14,2025-05-01T03:30:00+10:00,AIDC10,47.76897716551248,72,44,28,DA
2025-05-01,14,2025-05-01T03:30:00+10:00,AIDC11,21.69359294667792,32,18,14,DA
2025-05-01,14,2025-05-01T03:30:00+10:00,AIDC12,52.15076843766912,80,72,8,DA
2025-05-01,15,2025-05-01T03:45:00+10:00,AIDC01,52.15076843766912,80,78,2,DA
2025-05-01,15,2025-05-01T03:45:00+10:00,AIDC02,26.07538421883456,40,31,9,DA
2025-05-01,15,2025-05-01T03:45:00+10:00,AIDC03,52.15076843766912,80,55,25,DA
2025-05-01,15,2025-05-01T03:45:00+10:00,AIDC04,23.88448858275624,36,12,24,DA
2025-05-01,15,2025-05-01T03:45:00+10:00,AIDC05,65.1884605470864,100,44,56,DA
2025-05-01,15,2025-05-01T03:45:00+10:00,AIDC06,52.15076843766912,80,18,62,DA
2025-05-01,15,2025-05-01T03:45:00+10:00,AIDC07,24.43221249177582,37,10,27,DA
2025-05-01,15,2025-05-01T03:45:00+10:00,AIDC08,51.60304452864954,79,16,63,DA
2025-05-01,15,2025-05-01T03:45:00+10:00,AIDC09,26.07538421883456,40,40,0,DA
2025-05-01,15,2025-05-01T03:45:00+10:00,AIDC10,47.76897716551248,72,44,28,DA
2025-05-01,15,2025-05-01T03:45:00+10:00,AIDC11,21.69359294667792,32,18,14,DA
2025-05-01,15,2025-05-01T03:45:00+10:00,AIDC12,52.15076843766912,80,72,8,DA
2025-05-01,16,2025-05-01T04:00:00+10:00,AIDC01,52.15076843766912,80,78,2,DA
2025-05-01,16,2025-05-01T04:00:00+10:00,AIDC02,26.07538421883456,40,31,9,DA
2025-05-01,16,2025-05-01T04:00:00+10:00,AIDC03,52.15076843766912,80,55,25,DA
2025-05-01,16,2025-05-01T04:00:00+10:00,AIDC04,23.88448858275624,36,12,24,DA
2025-05-01,16,2025-05-01T04:00:00+10:00,AIDC05,65.1884605470864,100,44,56,DA
2025-05-01,16,2025-05-01T04:00:00+10:00,AIDC06,52.15076843766912,80,18,62,DA
2025-05-01,16,2025-05-01T04:00:00+10:00,AIDC07,24.43221249177582,37,10,27,DA
2025-05-01,16,2025-05-01T04:00:00+10:00,AIDC08,51.60304452864954,79,16,63,DA
2025-05-01,16,2025-05-01T04:00:00+10:00,AIDC09,26.07538421883456,40,40,0,DA
2025-05-01,16,2025-05-01T04:00:00+10:00,AIDC10,47.76897716551248,72,44,28,DA
2025-05-01,16,2025-05-01T04:00:00+10:00,AIDC11,21.69359294667792,32,18,14,DA
2025-05-01,16,2025-05-01T04:00:00+10:00,AIDC12,52.15076843766912,80,72,8,DA
2025-05-01,17,2025-05-01T04:15:00+10:00,AIDC01,52.15076843766912,80,78,2,DA
2025-05-01,17,2025-05-01T04:15:00+10:00,AIDC02,26.07538421883456,40,31,9,DA
2025-05-01,17,2025-05-01T04:15:00+10:00,AIDC03,52.15076843766912,80,55,25,DA
2025-05-01,17,2025-05-01T04:15:00+10:00,AIDC04,23.88448858275624,36,12,24,DA
2025-05-01,17,2025-05-01T04:15:00+10:00,AIDC05,65.1884605470864,100,44,56,DA
2025-05-01,17,2025-05-01T04:15:00+10:00,AIDC06,52.15076843766912,80,18,62,DA
2025-05-01,17,2025-05-01T04:15:00+10:00,AIDC07,24.43221249177582,37,10,27,DA
2025-05-01,17,2025-05-01T04:15:00+10:00,AIDC08,51.60304452864954,79,16,63,DA
2025-05-01,17,2025-05-01T04:15:00+10:00,AIDC09,26.07538421883456,40,40,0,DA
2025-05-01,17,2025-05-01T04:15:00+10:00,AIDC10,47.76897716551248,72,44,28,DA
2025-05-01,17,2025-05-01T04:15:00+10:00,AIDC11,21.69359294667792,32,18,14,DA
2025-05-01,17,2025-05-01T04:15:00+10:00,AIDC12,52.15076843766912,80,72,8,DA
2025-05-01,18,2025-05-01T04:30:00+10:00,AIDC01,52.15076843766912,80,78,2,DA
2025-05-01,18,2025-05-01T04:30:00+10:00,AIDC02,26.07538421883456,40,31,9,DA
2025-05-01,18,2025-05-01T04:30:00+10:00,AIDC03,52.15076843766912,80,55,25,DA
2025-05-01,18,2025-05-01T04:30:00+10:00,AIDC04,23.88448858275624,36,12,24,DA
2025-05-01,18,2025-05-01T04:30:00+10:00,AIDC05,65.1884605470864,100,44,56,DA
2025-05-01,18,2025-05-01T04:30:00+10:00,AIDC06,52.15076843766912,80,18,62,DA
2025-05-01,18,2025-05-01T04:30:00+10:00,AIDC07,24.43221249177582,37,10,27,DA
2025-05-01,18,2025-05-01T04:30:00+10:00,AIDC08,51.60304452864954,79,16,63,DA
2025-05-01,18,2025-05-01T04:30:00+10:00,AIDC09,26.07538421883456,40,40,0,DA
2025-05-01,18,2025-05-01T04:30:00+10:00,AIDC10,47.76897716551248,72,44,28,DA
2025-05-01,18,2025-05-01T04:30:00+10:00,AIDC11,21.69359294667792,32,18,14,DA
2025-05-01,18,2025-05-01T04:30:00+10:00,AIDC12,52.15076843766912,80,72,8,DA
2025-05-01,19,2025-05-01T04:45:00+10:00,AIDC01,52.15076843766912,80,78,2,DA
2025-05-01,19,2025-05-01T04:45:00+10:00,AIDC02,26.07538421883456,40,31,9,DA
2025-05-01,19,2025-05-01T04:45:00+10:00,AIDC03,52.15076843766912,80,55,25,DA
2025-05-01,19,2025-05-01T04:45:00+10:00,AIDC04,23.88448858275624,36,12,24,DA
2025-05-01,19,2025-05-01T04:45:00+10:00,AIDC05,65.1884605470864,100,44,56,DA
2025-05-01,19,2025-05-01T04:45:00+10:00,AIDC06,52.15076843766912,80,18,62,DA
2025-05-01,19,2025-05-01T04:45:00+10:00,AIDC07,24.43221249177582,37,10,27,DA
2025-05-01,19,2025-05-01T04:45:00+10:00,AIDC08,51.60304452864954,79,16,63,DA
2025-05-01,19,2025-05-01T04:45:00+10:00,AIDC09,26.07538421883456,40,40,0,DA
2025-05-01,19,2025-05-01T04:45:00+10:00,AIDC10,47.76897716551248,72,44,28,DA
2025-05-01,19,2025-05-01T04:45:00+10:00,AIDC11,21.69359294667792,32,18,14,DA
2025-05-01,19,2025-05-01T04:45:00+10:00,AIDC12,52.15076843766912,80,72,8,DA
2025-05-01,20,2025-05-01T05:00:00+10:00,AIDC01,52.15076843766912,80,78,2,DA
2025-05-01,20,2025-05-01T05:00:00+10:00,AIDC02,26.07538421883456,40,31,9,DA
2025-05-01,20,2025-05-01T05:00:00+10:00,AIDC03,52.15076843766912,80,55,25,DA
2025-05-01,20,2025-05-01T05:00:00+10:00,AIDC04,23.88448858275624,36,12,24,DA
2025-05-01,20,2025-05-01T05:00:00+10:00,AIDC05,65.1884605470864,100,44,56,DA
2025-05-01,20,2025-05-01T05:00:00+10:00,AIDC06,52.15076843766912,80,18,62,DA
2025-05-01,20,2025-05-01T05:00:00+10:00,AIDC07,24.43221249177582,37,10,27,DA
2025-05-01,20,2025-05-01T05:00:00+10:00,AIDC08,51.60304452864954,79,16,63,DA
2025-05-01,20,2025-05-01T05:00:00+10:00,AIDC09,26.07538421883456,40,40,0,DA
2025-05-01,20,2025-05-01T05:00:00+10:00,AIDC10,47.76897716551248,72,44,28,DA
2025-05-01,20,2025-05-01T05:00:00+10:00,AIDC11,21.69359294667792,32,18,14,DA
2025-05-01,20,2025-05-01T05:00:00+10:00,AIDC12,52.15076843766912,80,72,8,DA
2025-05-01,21,2025-05-01T05:15:00+10:00,AIDC01,52.15076843766912,80,78,2,DA
2025-05-01,21,2025-05-01T05:15:00+10:00,AIDC02,26.07538421883456,40,31,9,DA
2025-05-01,21,2025-05-01T05:15:00+10:00,AIDC03,52.15076843766912,80,55,25,DA
2025-05-01,21,2025-05-01T05:15:00+10:00,AIDC04,23.88448858275624,36,12,24,DA
2025-05-01,21,2025-05-01T05:15:00+10:00,AIDC05,65.1884605470864,100,44,56,DA
2025-05-01,21,2025-05-01T05:15:00+10:00,AIDC06,52.15076843766912,80,18,62,DA
2025-05-01,21,2025-05-01T05:15:00+10:00,AIDC07,24.43221249177582,37,10,27,DA
2025-05-01,21,2025-05-01T05:15:00+10:00,AIDC08,51.60304452864954,79,16,63,DA
2025-05-01,21,2025-05-01T05:15:00+10:00,AIDC09,26.07538421883456,40,40,0,DA
2025-05-01,21,2025-05-01T05:15:00+10:00,AIDC10,47.76897716551248,72,44,28,DA
2025-05-01,21,2025-05-01T05:15:00+10:00,AIDC11,21.69359294667792,32,18,14,DA
2025-05-01,21,2025-05-01T05:15:00+10:00,AIDC12,52.15076843766912,80,72,8,DA
2025-05-01,22,2025-05-01T05:30:00+10:00,AIDC01,52.15076843766912,80,78,2,DA
2025-05-01,22,2025-05-01T05:30:00+10:00,AIDC02,26.07538421883456,40,31,9,DA
2025-05-01,22,2025-05-01T05:30:00+10:00,AIDC03,52.15076843766912,80,55,25,DA
2025-05-01,22,2025-05-01T05:30:00+10:00,AIDC04,23.88448858275624,36,12,24,DA
2025-05-01,22,2025-05-01T05:30:00+10:00,AIDC05,65.1884605470864,100,44,56,DA
2025-05-01,22,2025-05-01T05:30:00+10:00,AIDC06,52.15076843766912,80,18,62,DA
2025-05-01,22,2025-05-01T05:30:00+10:00,AIDC07,24.43221249177582,37,10,27,DA
2025-05-01,22,2025-05-01T05:30:00+10:00,AIDC08,51.60304452864954,79,16,63,DA
2025-05-01,22,2025-05-01T05:30:00+10:00,AIDC09,26.07538421883456,40,40,0,DA
2025-05-01,22,2025-05-01T05:30:00+10:00,AIDC10,47.76897716551248,72,44,28,DA
2025-05-01,22,2025-05-01T05:30:00+10:00,AIDC11,21.69359294667792,32,18,14,DA
2025-05-01,22,2025-05-01T05:30:00+10:00,AIDC12,52.15076843766912,80,72,8,DA
2025-05-01,23,2025-05-01T05:45:00+10:00,AIDC01,52.15076843766912,80,78,2,DA
2025-05-01,23,2025-05-01T05:45:00+10:00,AIDC02,26.07538421883456,40,31,9,DA
2025-05-01,23,2025-05-01T05:45:00+10:00,AIDC03,52.15076843766912,80,55,25,DA
2025-05-01,23,2025-05-01T05:45:00+10:00,AIDC04,23.88448858275624,36,12,24,DA
2025-05-01,23,2025-05-01T05:45:00+10:00,AIDC05,65.1884605470864,100,44,56,DA
2025-05-01,23,2025-05-01T05:45:00+10:00,AIDC06,52.15076843766912,80,18,62,DA
2025-05-01,23,2025-05-01T05:45:00+10:00,AIDC07,24.43221249177582,37,10,27,DA
